,Column1,Value1,Value2,Value3,Value4,Value5
124, Real Estate Loans, 32.85, 33.53, 32.33, 32.56, 34.18
125, Commercial and Industrial Loans, 11.81, 10.52, 11.71, 11.70, 11.77
126, Loans to Individuals, 4.90,4.77,4.94,6.00,5.68
127, Loans to Depository Institutions, 0.10,0.10,0.10,0.14,0.07
128, Agricultural Loans, 0.11,0.11,0.12,0.15,0.17
129, Other Loans and Leases, 3.97,3.56,4.07,3.49,3.40
130,Net Loans and Leases, 58.46, 56.51, 57.96, 57.64, 57.51
131, Debt Securities Over 1 Year, 15.89, 17.33, 15.92, 16.67, 16.23
132, Mutual Funds and Equity Securities, 0.12,0.13,0.12,0.12,0.18
133,Subtotal, 75.41, 74.91, 74.97, 75.85, 75.08
134, Interest-Bearing Bank Balances, 4.63,4.69,4.20,3.96,4.00
135, Federal Funds Sold & Reverse Repos, 1.14,0.96,1.13,1.30,1.27
136, Debt Securities 1 Year or Less, 2.93,3.17,3.03,3.07,3.03
137, Trading Assets, 0.88,1.04,0.98,1.38,1.43
138,Total Earning Assets, 88.17, 88.04, 87.84, 88.19, 87.62
139, Non-Int Cash and Due From Dep Inst, 1.18,1.21,1.52,1.52,1.33
140, Other Real Estate Owned,0.23,0.30,0.22,0.32,0.37
141, All Other Assets,10.52, 10.60, 10.46, 10.18, 10.96
142,MEMORANDA: , , , , , 
143,Short-Term Investments, 9.52,9.64,9.33, 10.02, 10.19
144, U.S. Treasury Securities, 0.54,0.53,0.56,0.66,0.85
145, U.S. Agency Securities (excl MBS),1.35,1.55,1.38,1.81,1.99
146, Municipal Securities, 1.19,1.15,1.13,1.39,1.36
147, Mortgage-Backed Securities,12.09, 13.57, 11.90, 12.85, 11.86
148, Asset-Backed Securities,0.64,0.60,0.65,0.56,0.51
149, Other Debt Securities,0.98,1.06,1.01,1.09,1.13
150, RE Loans Secured by 1-4 Family,16.39, 16.75, 16.40, 14.92, 14.72
151, Revolving,3.27,3.54,3.37,3.75,4.05
152," Closed-End, Sec by First Liens",12.04, 11.94, 11.96,9.88,9.36
153," Closed-End, Sec by Junior Liens",0.63,0.69,0.57,0.81,1.02
154, Commercial Real Estate Loans,14.26, 14.39, 13.68, 15.96, 17.76
155, Construction and Land Dev,1.69,1.93,1.62,2.35,3.38
156, Multifamily,1.64,1.72,1.65,1.61,1.60
157, Nonfarm Nonresidential,10.45, 10.36, 10.10, 11.22, 11.98
158, RE Loans Secured by Farmland, 0.24,0.23,0.22,0.28,0.32
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 56.57, 58.43, 55.63, 55.27, 57.39
161, RE Loans Secured by 1-4 Family,28.16, 29.48, 28.18, 25.96, 25.51
162, Revolving,5.69,6.34,5.89,6.46,6.91
163, Closed-End,21.88, 22.48, 21.76, 18.80, 17.92
164, Commercial Real Estate Loans,24.04, 24.52, 23.19, 26.20, 28.90
165, Construction and Land Dev,2.87,3.29,2.75,3.92,5.54
166, Multifamily,2.90,3.01,2.89,2.73,2.64
167, Nonfarm Nonresidential,17.58, 17.63, 17.10, 18.27, 19.36
168, RE Loans Secured by Farmland, 0.42,0.42,0.39,0.50,0.55
169, Loans to Depository Institutions, 0.21,0.19,0.20,0.33,0.17
170, Commercial and Industrial Loans, 19.92, 18.51, 19.80, 20.23, 19.83
171, Loans to Individuals, 8.63,8.52,8.67, 10.25,9.83
172, Credit Card Loans,2.38,2.34,2.44,3.15,2.54
173, Agricultural Loans, 0.21,0.19,0.23,0.26,0.28
174, Loans to Foreign Govts and Inst,0.01,0.00,0.00,0.01,0.01
175, Other Loans and Leases, 7.99,7.72,8.42,7.18,6.79
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,03/31/2013,03/31/2012,12/31/2012,12/31/2011,12/31/2010
179, Short-Term Investments, 9.52,9.64,9.33, 10.02, 10.19
180, Liquid Assets, 24.70, 26.24, 24.99, 26.81, 25.95
181, Investment Securities, 19.87, 21.70, 20.18, 20.93, 20.42
182, Net Loans and Leases,58.46, 56.51, 57.96, 57.64, 57.51
183," Net Lns, Ls & Stdby Ltrs of Credit",60.44, 58.51, 59.99, 60.00, 60.00
184, Core Deposits, 56.40, 55.39, 55.65, 55.91, 53.59
185, Noncore Funding, 24.42, 25.14, 24.84, 26.62, 29.02
186, Time Deposits of $100K or More, 5.81,6.31,5.83,6.23,6.69
187, Foreign Deposits, 0.97,1.03,1.01,1.65,1.96
188, Fed Funds Purchased and Repos,2.79,3.28,2.65,3.73,4.09
189, Net Fed Funds Purchased (Sold), 1.57,2.26,1.51,2.28,2.58
190, Commercial Paper, 0.14,0.10,0.14,0.11,0.12
191,Oth Borrowings W/Rem Mat 1 Yr or Less,2.23,2.52,2.54,2.68,2.53
192, Earning Assets Repr in 1 Year, 39.23, 39.21, 39.54, 41.57, 42.48
193, Int-Bearing Liab Repr in 1 Year, 11.85, 13.59, 12.30, 13.13, 14.97
194, Long-Term Debt Repr in 1 Year,1.33,1.27,1.31,1.62,2.03
195, Net Assets Repriceable in 1 Year,23.85, 22.59, 23.69, 25.09, 23.91
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,18.88, 19.81, 19.36, 20.15, 25.33
198, Net ST Noncore Funding Dependence,3.31,4.24,3.45,4.17,6.24
199, Short-Term Inv/ST Noncore Funding, 97.87, 84.05, 91.19, 75.14, 65.99
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,17.70, 19.28, 18.48, 20.31, 15.49
201, Net Loans and Leases/Total Deposits, 93.13, 88.11, 93.70, 87.55, 88.15
202, Net Loans and Leases/Core Deposits, 121.68,117.82,125.80,116.55,120.14
203, Held-To-Mat Sec Appr(Depr)/T1 Cap,1.04,1.21,1.39,0.94,0.28
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 3.92,3.79,4.41,3.77,2.05
205, Struct Notes Appr(Depr)/T1 Cap,-0.01, -0.02, -0.02, -0.17, -0.03
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 10.86, 10.19, 10.63,6.59,5.23
208, Available-For-Sale Securities, 89.14, 89.81, 89.37, 93.41, 94.77
209, U.S. Treasury Securities, 3.68,3.20,3.82,3.64,4.71
210, U.S. Agency Securities (excl MBS),7.19,7.91,7.26,9.19, 11.25
211, Municipal Securities, 6.07,5.23,5.98,6.79,6.92
212, Mortgage-Backed Securities,63.63, 64.52, 63.14, 61.59, 57.24
213, Asset-Backed Securities,3.66,3.44,3.57,3.53,3.48
214, Other Debt Securities,5.01,5.87,5.16,6.86,6.80
215, Mutual Funds and Equity Securities, 0.94,0.90,0.91,1.07,1.15
216,Debt Securities 1 Year or Less,16.91, 16.47, 16.95, 16.71, 17.10
217, Debt Securities 1 To 5 Years,20.19, 24.54, 20.72, 24.69, 27.34
218, Debt Securities Over 5 Years,58.84, 54.60, 58.02, 54.15, 50.65
219, Pledged Securities,40.65, 40.73, 40.49, 47.10, 50.95
220," Structured Notes, Fair Value", 0.13,0.25,0.12,0.39,0.47
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,03/31/2013,03/31/2012,12/31/2012,12/31/2011,12/31/2010
224, Provision for Ln&Ls Losses/Avg Assets,0.22,0.33,0.33,0.49,1.10
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.37,0.56,0.55,0.80,1.80
226, Provision for Ln&Ls Losses/Net Losses, 70.37, 70.44, 76.91, 70.36,100.32
227,Ln&Ls Allowance/Total Loans & Leases, 1.59,1.84,1.61,2.11,2.63
228, Ln&Ls Allowance/Net Ln&Ls Losses (X), 5.72,3.36,3.51,2.24,1.70
229, ALLL/Nonaccrual Assets, 122.56,114.67,123.03,115.70, 99.32
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls, 96.23, 89.88, 98.84, 87.73, 78.33
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.71,0.99,0.94,1.40,2.26
232, Recoveries/Avg Loans and Leases,0.17,0.19,0.19,0.23,0.20
233, Net Losses/Avg Loans and Leases,0.53,0.78,0.74,1.17,2.04
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.01,0.02,0.06
235, Recoveries/Prior Year-End Losses, 5.01,4.35, 18.24, 12.27,9.74
236, Earnings Coverage of Net Losses (X), 16.60,7.53,8.80,3.51,2.53
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.44,0.83,0.69,1.20,2.17
239, RE Loans Secured By 1-4 Family, 0.55,0.86,0.81,0.96,1.43
240, Revolving,0.68,1.04,1.02,1.12,1.31
241, Closed-End, 0.50,0.81,0.76,0.93,1.45
242, Commercial Real Estate Loans, 0.27,0.64,0.50,1.21,2.64
243, Construction and Land Dev,0.59,1.53,1.28,3.38,6.60
244, Multifamily,0.17,0.32,0.29,0.78,1.20
245, Nonfarm Nonresidential, 0.23,0.45,0.40,0.74,1.38
246, RE Loans Secured by Farmland, 0.35,0.25,0.37,1.03,0.60
247,Commercial and Industrial Loans,0.50,0.56,0.55,0.87,1.57
248, Loans to Depository Institutions, 0.00,0.01,0.05, -0.02,0.05
249,Loans to Individuals, 1.48,1.70,1.50,1.96,2.88
250, Credit Card Loans,2.72,3.01,2.70,3.76,5.94
251,Agricultural Loans, 0.04,0.13,0.20,0.34,0.62
252, Loans to Foreign Governments & Inst,0.00,0.00,0.00, -0.11, -0.13
253, Other Loans and Leases, 0.12,0.13,0.18,0.37,0.72
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,03/31/2013,03/31/2012,12/31/2012,12/31/2011,12/31/2010
257, 30-89 Days PD Loans and Leases, 0.79,0.89,0.87,0.96,1.20
258, 90+ Days PD Loans and Leases, 0.55,0.61,0.57,0.72,0.78
259, Nonaccrual Loans and Leases,1.47,1.91,1.52,2.18,3.12
260,90+ Days PD and Nonaccrual Loans and Leases,2.31,2.89,2.28,3.00,4.07
261,30-89 Days PD Restructured, 0.05,0.07,0.06,0.08,0.05
262, 90+ Days PD Restructured, 0.03,0.03,0.03,0.04,0.02
263, Nonaccrual Restructured,0.46,0.47,0.47,0.55,0.46
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.80,0.89,0.88,0.96,1.21
267, 90+ Days Past Due Assets, 0.56,0.61,0.58,0.73,0.79
268, Nonaccrual Assets,1.51,1.97,1.56,2.20,3.14
269, 30+ Days PD & Nonaccrual Assets,3.20,3.87,3.24,4.06,5.38
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,1.38,1.69,1.37,1.76,2.40
272, 90+ PD & Nonaccrual Assets + OREO,1.62,1.99,1.59,2.09,2.79
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.77,2.17,1.79,2.43,2.79
276, Allowance for Loan & Lease Losses,204.04,214.58,201.01,210.83,201.05
277, Equity Cap + ALLL, 14.64, 18.62, 15.15, 20.69, 23.64
278, Tier 1 Cap + ALLL, 16.96, 21.43, 17.90, 24.43, 26.90
279, Loans & Leases + RE Acquired, 2.95,3.63,3.02,4.08,4.70
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 03/31/2013,03/31/2012,12/31/2012,12/31/2011,12/31/2010
284,- 90+ Days Past Due, 0.84,0.84,0.75,0.90,0.95
285,- Nonaccrual,2.27,3.21,2.37,3.76,5.21
286,- 90+ Days Past Due, 0.11,0.11,0.12,0.15,0.24
287,- Nonaccrual,0.89,0.95,0.97,1.12,1.91
288,- 90+ Days Past Due, 0.29,0.35,0.29,0.54,0.62
289,- Nonaccrual,0.29,0.32,0.33,0.30,0.45
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.01,0.02,0.00
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.00
293, Agricultural - 30-89 Days PD, 0.25,0.38,0.25,0.19,0.38
294,- 90+ Days Past Due, 0.01,0.03,0.02,0.03,0.04
295,- Nonaccrual,1.34,1.15,1.26,1.12,2.38
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,0.92,0.00,0.00
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
298,- Nonaccrual,0.16,0.17,0.17,0.18,0.62
299, Other Lns&Ls - 30-89 Days PD, 0.20,0.23,0.21,0.31,0.50
300,- 90+ Days Past Due, 0.02,0.03,0.03,0.03,0.08
301,- Nonaccrual,0.29,0.31,0.28,0.43,0.72
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,1.05,1.08,0.99,1.14,1.08
304, - Nonaccrual, 2.17,2.60,2.17,2.74,3.31
305, - 90+ Days Past Due,0.13,0.14,0.12,0.18,0.18
306, - Nonaccrual, 1.22,1.13,1.23,1.02,1.34
307, - 90+ Days Past Due,1.33,1.42,1.26,1.51,1.45
308, - Nonaccrual, 2.48,3.07,2.47,3.34,4.13
309, Commercial RE - 30-89 Days PD,0.53,0.70,0.66,0.79,1.11
310, - 90+ Days Past Due,0.38,0.45,0.34,0.45,0.57
311, - Nonaccrual, 2.18,3.50,2.42,4.31,6.70
312, Const & Dev - 30-89 Days PD,0.63,1.46,1.24,1.24,1.70
313, - 90+ Days Past Due,1.14,1.45,1.05,1.40,1.57
314, - Nonaccrual, 5.23,9.06,5.54, 10.39, 15.47
315, Multifamily - 30-89 Days PD,0.57,0.69,0.55,0.56,0.84
316, - 90+ Days Past Due,0.15,0.26,0.24,0.19,0.41
317, - Nonaccrual, 1.09,1.92,1.29,2.49,3.44
318, Nonfarm Nres- 30-89 Days PD,0.47,0.53,0.51,0.60,0.82
319, - 90+ Days Past Due,0.28,0.27,0.23,0.29,0.34
320, - Nonaccrual, 1.90,2.68,2.09,3.28,4.23
321, - 90+ Days Past Due,0.35,0.54,0.58,0.57,0.23
322, - Nonaccrual, 2.06,2.96,3.17,3.91,5.27
323, - 90+ Days Past Due,0.59,0.68,0.54,0.70,0.97
324, - Nonaccrual, 0.28,0.29,0.29,0.28,0.39
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 03/31/2013,03/31/2012,12/31/2012,12/31/2011,12/31/2010
328, Tier 1 Leverage Ratio,9.53,9.65,9.37,9.26,9.03
329, Tier 1 RBC Ratio,13.01, 13.50, 12.86, 13.14, 12.98
330, Total Risk-Based Capital Ratio,14.98, 15.75, 14.85, 15.50, 15.63
331,Tangible Tier 1 Leverage Ratio, 9.24,9.35,9.10,8.95,8.70
332, Tangible Common Eq Cap/Tan Assets,8.23,7.95,8.03,7.73,7.05
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,25.16, 22.05, 24.43, 26.73, 24.61
337, Standby Letters of Credit,1.59,1.52,1.46,2.04,2.31
338, Commercial & Similar Letters of Credit, 0.05,0.06,0.06,0.08,0.08
339,Securities Lent,0.29,0.37,0.29,0.63,0.84
340, Credit Derivatives (BHC as Guarantor),0.17,0.15,0.18,2.62,2.54
341, Credit Derivatives (BHC as Beneficiary),0.23,0.33,0.25,2.86,2.75
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,43.08, 48.87, 43.22,113.40,106.16
344, Interest Rate Contracts, 29.93, 34.79, 31.25, 86.32, 81.18
345, Interest Rate Futures & Forward Contr,7.07,7.72,6.72, 14.00, 13.85
346, Written Options Contr (Int Rate), 2.26,2.33,2.08,4.40,5.08
347, Purchased Options Contr (Int Rate), 1.40,1.59,1.46,4.16,5.03
348, Interest Rate Swaps, 17.01, 19.96, 17.60, 62.22, 51.76
349,Foreign Exchange Contracts, 9.09,9.50,9.01, 19.05, 17.41
350, Futures & Forward Foreign Exch Contr, 5.55,5.85,5.81, 11.41, 10.24
351, Written Options Contr (Foreign Exch), 0.09,0.15,0.11,0.59,0.62
352, Purchased Options Contr (Foreign Exch), 0.10,0.17,0.11,0.58,0.62
353, Foreign Exchange Rate Swaps,0.93,0.82,0.92,3.99,2.25
354,"Equity,Commodity, & Other Deriv Contr",1.58,1.84,1.54,3.41,2.77
355, Commodity & Other Fut & Forward Contr,0.09,0.12,0.09,0.28,0.32
356, Written Options Contr (Comm & Other), 0.65,0.59,0.64,1.28,1.16
357, Purchased Options Contr (Comm & Oth), 0.41,0.46,0.40,0.94,0.68
358, Commodity & Other Swaps,0.24,0.28,0.22,0.49,0.35
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,48.57, 44.92, 49.25, 57.21, 50.58
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 03/31/2013,03/31/2012,12/31/2012,12/31/2011,12/31/2010
364, Interest Rate Contracts, 88.01, 86.60, 87.64, 84.64, 87.69
365, Foreign Exchange Contracts, 7.87,7.84,8.15,9.68,8.20
366," Equity, Comm, & Other Contracts",2.73,2.94,2.78,3.29,2.32
367,Futures and Forwards,25.34, 23.45, 24.45, 24.99, 25.32
368, Written Options,9.79,9.81,9.30,8.58,7.79
369, Exchange-Traded,0.16,0.19,0.08,0.31,0.33
370, Over-The-Counter, 9.39,9.36,9.03,7.78,7.09
371, Purchased Options,3.98,4.45,3.97,4.67,4.47
372, Exchange-Traded,0.22,0.15,0.15,0.25,0.30
373, Over-The-Counter, 3.50,4.18,3.51,3.95,3.76
374, Swaps, 53.25, 53.22, 53.82, 58.89, 55.17
375,Held for Trading,42.69, 42.26, 43.59, 50.23, 51.40
376, Interest Rate Contracts, 32.87, 33.40, 33.48, 39.43, 42.14
377, Foreign Exchange Contracts, 3.57,3.62,3.77,4.83,4.24
378," Equity, Comm, & Other Contracts",1.17,0.79,1.08,1.52,1.09
379,Non-Traded,57.31, 57.74, 56.41, 49.77, 48.60
380, Interest Rate Contracts, 51.30, 48.80, 50.15, 35.88, 42.56
381, Foreign Exchange Contracts, 1.93,1.97,1.86,2.02,1.37
382," Equity, Comm, & Other Contracts",0.69,1.09,0.82,0.71,0.50
383,Deriv Contr (Excl Fut & FX LE 14 Days),81.38, 80.99, 84.06, 79.55, 82.32
384, One Year or Less,29.15, 29.38, 29.65, 32.71, 31.49
385, Over 1 Year to 5 Years,32.21, 30.61, 32.81, 27.38, 29.22
386, Over 5 Years,16.34, 14.64, 16.04, 12.84, 14.32
387, Gross Negative Fair Value (Abs Val),1.75,1.99,1.96,2.16,1.87
388, Gross Positive Fair Value,1.72,1.82,1.93,2.10,1.94
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.14,0.15,0.16,0.30,0.23
