,Column1,Value1,Value2,Value3,Value4,Value5
208,Other Lns&Ls - 30-89 Days PD, 0.28,0.52,0.49,0.66,0.69
209, - 90+ Days Past Due, 0.03,0.08,0.08,0.07,0.07
210,- 90+ Days Past Due,1.04,1.00,1.08,0.90,0.45
211,- Nonaccrual, 2.97,3.12,3.31,3.32,1.80
212,- 90+ Days Past Due,0.16,0.19,0.18,0.20,0.15
213,- Nonaccrual, 1.08,1.06,1.33,1.19,0.78
214,- 90+ Days Past Due,1.38,1.32,1.45,1.18,0.56
215,- Nonaccrual, 3.71,4.05,4.13,4.19,2.20
216,Commercial RE - 30-89 Days PD,0.82,1.34,1.10,1.53,1.63
217,- 90+ Days Past Due,0.36,0.64,0.57,0.43,0.20
218,- Nonaccrual, 5.46,7.04,6.68,7.32,3.43
219,Const & Dev - 30-89 Days PD,1.28,2.32,1.67,2.80,2.97
220,- 90+ Days Past Due,1.10,1.52,1.57,0.81,0.39
221,- Nonaccrual,13.14, 16.38, 15.31, 16.60,7.98
222,Multifamily - 30-89 Days PD,0.69,0.91,0.83,1.14,1.10
223,- 90+ Days Past Due,0.20,0.49,0.41,0.32,0.07
224,- Nonaccrual, 3.19,3.98,3.47,3.87,1.94
225,Nonfarm Nres- 30-89 Days PD,0.59,1.09,0.81,1.06,0.98
226,- 90+ Days Past Due,0.23,0.36,0.34,0.22,0.09
227,- Nonaccrual, 3.66,4.26,4.23,4.02,1.27
228,- 90+ Days Past Due,0.24,0.24,0.23,0.12,0.07
229,- Nonaccrual, 4.66,4.53,5.18,3.11,1.02
230,- 90+ Days Past Due,0.77,1.12,0.97,1.28,1.19
231,- Nonaccrual, 0.30,0.46,0.39,0.50,0.31
232,CAPITAL RATIOS, 06/30/2011,06/30/2010,12/31/2010,12/31/2009,12/31/2008
233,Tier 1 Leverage Ratio,9.37,9.12,9.03,8.69,8.43
234,Tier 1 RBC Ratio,13.27, 12.82, 12.98, 11.57, 10.38
235,DERIVATIVES AND, , , , , 
236,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
237,PERCENT OF TOTAL ASSETS:, , , , , 
238,Loan Commitments,26.58, 24.65, 24.69, 25.34, 25.49
239,Standby Letters of Credit,2.07,2.40,2.31,2.49,2.91
240,Credit Derivatives (BHC as Beneficiary),2.69,2.71,2.75,2.68,1.57
241,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
242,Derivative Contracts, 113.57, 99.47,106.55, 85.57, 59.30
243,Interest Rate Contracts, 85.38, 76.44, 81.56, 65.75, 44.46
244,Interest Rate Futures & Forward Contr, 14.02, 12.54, 14.22,9.80,8.67
245,Written Options Contr (Int Rate), 5.45,5.82,5.08,4.88,2.99
246,Purchased Options Contr (Int Rate), 5.33,5.66,5.03,4.66,2.78
247,Written Options Contr (Foreign Exch), 0.73,0.68,0.62,0.55,0.31
248,Purchased Options Contr (Foreign Exch), 0.76,0.67,0.62,0.53,0.31
249,Written Options Contr (Comm & Other), 1.32,1.12,1.16,0.94,0.55
250,Purchased Options Contr (Comm & Oth), 0.78,0.62,0.68,0.67,0.56
251,PERCENT OF NOTIONAL AMOUNT, 06/30/2011,06/30/2010,12/31/2010,12/31/2009,12/31/2008
252,Interest Rate Contracts, 86.04, 87.40, 87.69, 89.28, 86.19
253,Foreign Exchange Contracts, 8.89,8.88,8.20,6.97,9.88
254,Exchange-Traded,0.47,0.31,0.33,0.26,0.35
255,Over-The-Counter, 9.04,8.13,7.05,7.41,5.84
256,Purchased Options,4.67,4.47,4.43,5.07,4.69
257,Exchange-Traded,0.42,0.34,0.30,0.30,0.29
258,Over-The-Counter, 3.82,3.78,3.72,4.52,4.12
259,Foreign Exchange Contracts, 4.58,4.02,4.23,3.58,4.45
260,Foreign Exchange Contracts, 2.18,2.20,1.37,1.09,1.84
261,Over 1 Year to 5 Years,29.04, 28.77, 29.26, 32.85, 30.35
262,Over 5 Years,12.58, 13.18, 14.32, 12.21, 13.63
263,Gross Negative Fair Value (Abs Val),1.71,2.05,1.87,1.59,2.75
264,Gross Positive Fair Value (X),0.21,0.26,0.23,0.21,0.24
265,Held for Trading (X), 0.17,0.21,0.19,0.16,0.20
266,Non-Traded (X), 0.02,0.03,0.03,0.02,0.03
267,Current Credit Exposure (X),0.09,0.11,0.10,0.09,0.14
268,Credit Losses on Derivative Contracts,0.01,0.01,0.03,0.02,0.02PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
269,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
270,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
271,OTHER RATIOS:, , , , , 
272,Current Credit Exposure/Risk Wtd Asts,1.12,1.30,1.20,1.01,2.06
273,INSURANCE ACTIVITIES, 06/30/2011,06/30/2010,12/31/2010,12/31/2009,12/31/2008
274,ANALYSIS RATIOS:, , , , , 
275,Ins Underwriting Assets/Consol Assets,0.09, N/A, N/A, N/A, N/A
276,Ins Under Assets(P/C)/Tot Ins Und Ast, 46.29, 47.35, 45.80, 48.36, 45.50
277,Ins Under Assets(L/H)/Tot Ins Und Ast, 53.71, 52.65, 54.20, 51.64, 54.50
278,Credit Rel Prem Inc/Tot Prem Inc,64.99, 70.25, 61.98, 63.75, 79.23
279,Ins Net Inc (L/H)/Equity (L/H), 4.61,5.08,5.19,4.19,5.14
280,Net Assets Broker-Dealer Subs/Cons Asts,1.53,0.96,1.39,0.83,0.43
281,FOREIGN ACTIVITIES, , , , , 
282,Yield: Foreign Loans, 2.69,3.78,3.65,3.35,2.72
283,Commercial and Industrial Loans,1.22,2.39,1.06,1.51,0.49
284,Foreign Governments and Inst,-0.04,0.01, -0.13,0.00,0.05
285,GROWTH RATES:, , , , , 
286,Net Loans and Leases,34.39, 15.77, 22.97, -6.04, 21.44
287,Total Selected Assets, 62.26, -2.62, 16.43,4.40,3.43
288,Deposits, 5.01,-13.02,0.97,-12.79,-10.81
289,PROFITABLITY:,06/30/2011,06/30/2010,12/31/2010,12/31/2009,12/31/2008
290,Net Income/Avg Equity Capital,7.25,3.62,5.10, -4.66, -3.86
291,Bank Net Inc/Avg Eq Inv in Banks, 7.91,3.97,5.27, -0.47,0.36
292,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 5.23,4.34,3.66, -1.75, -2.26
293,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs,7.19,4.51,5.34, -7.22, -3.66
294,Bank Net Income/Parent Net Income, 76.73, 80.89, 80.59, 85.55, 97.63
295,Nonbank Net Income/Parent Net Income,24.44, 12.47, 15.08,6.83,4.90
296,Total Debt/Equity Capital, 18.69, 19.45, 19.48, 19.62, 16.06
297,Tot Debt+NP to Subs Iss Tr Pref/Equity,25.55, 27.77, 27.15, 29.93, 25.78
298,Tot Debt+Lns Guaranteed for Affl/Equity, 21.81, 22.96, 23.07, 23.12, 17.80
299,Total Debt/Eq Cap - Exc Over Fair Value, 18.78, 19.55, 19.58, 19.95, 16.24
300,Long-Term Debt/Equity Capital, 14.54, 15.49, 16.08, 15.74, 11.65
301,Short-Term Debt/Equity Capital, 3.37,3.18,2.77,3.30,3.22
302,Current Portion of LT Debt/Equity,0.24,0.27,0.34,0.14,0.18
303,Exc Cost Over Fair Value/Equity Cap,0.19,0.24,0.18,0.30,0.27
304,Total Investment in Subs/Equity,118.25,118.98,120.21,121.37,115.05
305,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",99.49, 97.93, 99.74, 98.86, 93.97
306,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div, 89.95, 74.20,115.72, 99.52, 96.96
307,Adj Cash Fl/Op Exp+Repaid LT Debt+Div, 86.06, 87.18, 87.43, 71.15,170.72
308,Pretax Oper Inc + Int Exp/Int Expense,743.52, -393.93,923.25,174.07,955.41
309,Div + Int From Subs/Int Exp + Div,134.77, 64.91,128.12, 78.11,108.98
310,Fees+Other Inc From Subs/Sal + Oth Exp,16.55, 19.36, 20.37, 13.88, 13.99
311,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
312,90+ Days Past Due,1.55,2.70,0.14,0.00,0.00
313,Nonaccrual, 8.83,0.86,2.10,0.07,8.55
314,Total, 10.38,3.56,4.03,0.21,8.55
315,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
316,To Bank Subsidiaries, 0.00,0.00,0.00,0.00,0.01
317,To Nonbank Subsidiaries,1.66,1.24,1.21,1.17,0.60
318,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.00
319,Total,1.88,1.32,1.28,1.31,0.86
320,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
321,Nonbank Assets of Nonbank Subsidiaries, 6.42,7.20,7.97,6.27,4.34
322,Combined Thrift Assets, 0.03,0.30,0.30,0.10,0.38
323,Combined Foreign Nonbank Sub Assets,0.80,0.71,0.77,0.59,0.09
324,PAYOUT RATIOS - PARENT, 06/30/2011,06/30/2010,12/31/2010,12/31/2009,12/31/2008
325,Div Paid/Inc Before Undist Inc,95.06,257.51, 73.55,106.22,121.59
326,Dividends Paid/Net Income, 24.18, 34.06, 35.73, 59.69, 74.27
327,Dividends From Nonbank Subs,6.51,6.33, 10.77,7.18,4.14
328,Dividends From Subsidiary BHCs,41.03, 13.82, 32.86,7.04, 12.71
329,Dividends From Bank Subs,30.63, 16.95, 27.83, 60.08, 92.30
330,Interest Income From Bank Subs, 1.17,2.56,2.76,2.70,5.61
331,Mgt & Service Fees From Bank Subs,5.79,3.74,6.47, 17.89,9.08
332,Other Income From Bank Subs,0.10,0.44,0.36,0.55,0.19
333,Interest Income From Nonbank Subs, 10.17, 23.27, 15.33, 61.03, 14.32
334,Mgt & Serv Fees From Nonbank Subs,2.56,1.87,4.54,3.43,4.47
335,Other Income From Nonbank Subs, 0.66,0.01,0.09,0.99,0.01
336,Operating Inc From Nonbank Subs, 52.86, 82.57, 92.15,141.92, 89.90
337,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
338,Dividends From Subsidiary BHCs,32.36, 24.08, 50.38, 42.02,134.04
339,Interest Inc From Subsidiary BHCs,0.69,4.17,1.39,1.41, 20.51
340,Mgt & Serv Fees From Sub BHCs,1.41,1.92,2.41,2.35,3.96
341,Other Income From Subsidiary BHCs,0.00,0.01,0.00,0.00,0.00
342,Dividends From Bank Subsidiaries,27.92, 13.40, 25.42, 32.78, 48.64
343,Interest Income From Bank Subs, 6.50, 10.67,3.50,6.16,5.08
344,Mgt & Serv Fees From Bank Subs, 6.64, 12.18, 10.32,7.26,4.24
345,Other Income From Bank Subs,0.00,0.13,0.01,0.03,0.09
346,Mgt & Serv Fees From Nonbank Subs,0.58,0.21,0.20,0.10,0.09
347,Other Income From Nonbank Subs, 0.07,0.00,0.00,0.00,0.00
348,Mgt & Serv Fees From Sub BHCs,0.01,0.00,0.00,0.01,0.03
349,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
350, PERCENT OF AVERAGE ASSETS:, , , , , 
351," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
352, PERCENT OF TOTAL ASSETS:, , , , , 
353, ANALYSIS RATIOS:, , , , , 
354, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
355, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
356, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
357, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
358, , 1094314,"10,006,797", CENTRAL BANCOMPANY,"JEFFERSON CITY, MO", Moved from Peer 2
359, , 1086533,"19,769,027", HANCOCK HOLDING COMPANY," GULFPORT, MS", Moved from Peer 2
360, , 2291914,"11,455,960", IBERIABANK CORPORATION,"LAFAYETTE, LA",Moved from Peer 2
361, , 2477754,"10,188,777"," INVESTORS BANCORP, MHC","SHORT HILLS, NJ",Moved from Peer 2
362, 1027004,"51,363,791", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 71 bank holding companies. 
