,Column1,Value1,Value2,Value3,Value4,Value5
64,Personnel Expense,1.61,1.65,1.65,1.68,1.75
65,Net Occupancy Expense,0.40,0.42,0.43,0.45,0.48
66,Personnel Expense, 32.05, 31.93, 31.43, 30.63, 30.35
67,Net Occupancy Expense,8.03,8.03,8.10,8.17,8.24
68,Serv Charges on Deposit Accts - Domestic, 6.92,7.26,7.62,7.97,8.18
69,Trading Revenue,1.14,1.03,1.05,1.40,1.15
70,Investment Banking Fees & Commissions,2.97,3.72,4.06,4.61,4.67
71,Venture Capital Revenue,0.19,0.18,0.18,0.02, -0.22
72,Net Servicing Fees, 0.76,1.12,0.99,0.58,0.92
73,Net Securitization Income,0.33,0.24,0.29,0.49,0.47
74,Insurance Activities Revenue, 1.43,1.49,1.84,1.17,1.15
75,"Net Gain (Loss) - Sales Loans, OREO, Oth", 1.36,1.60,1.52,2.89,1.73
76,Appl Inc Taxes/Pretax NOI (TE),30.53, 31.62, 31.18, 31.44, 31.59
77,Appl Inc Tax+TE/Pretax NOI+TE, 34.08, 34.64, 34.68, 34.73, 34.78
78,PERCENT OF TOTAL ASSETS,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
79,Real Estate Loans, 39.86, 37.12, 36.78, 34.78, 34.28
80,Commercial and Industrial Loans, 11.89, 11.37, 10.79, 11.27, 12.34
81,Loans to Individuals, 5.36,5.62,5.97,6.16,6.42
82,Loans to Depository Institutions, 0.11,0.11,0.16,0.11,0.14
83,Agricultural Loans, 0.21,0.20,0.20,0.21,0.22
84,Other Loans and Leases, 3.16,3.45,3.31,4.33,4.29
85, Net Loans and Leases, 62.64, 60.09, 59.70, 58.53, 59.29
86,Debt Securities Over 1 Year, 13.87, 17.25, 18.70, 19.67, 18.00
87,Mutual Funds and Equity Securities, 0.26,0.24,0.31,0.36,0.40
88, Subtotal, 77.53, 79.55, 80.29, 79.72, 78.86
89,Interest-Bearing Bank Balances, 0.55,0.69,0.79,0.70,0.63
90,Federal Funds Sold & Reverse Repos, 2.68,2.18,2.13,1.88,2.31
91,Debt Securities 1 Year or Less, 3.12,1.70,1.54,1.98,1.91
92,Trading Assets, 1.15,1.51,1.50,1.66,1.74
93, Total Earning Assets, 88.10, 87.92, 88.42, 88.18, 87.54
94,Non-Int Cash and Due From Dep Inst, 2.38,2.74,2.24,2.85,3.37
95,Other Real Estate Owned,0.06,0.04,0.05,0.06,0.06
96,U.S. Treasury Securities, 0.32,0.46,0.58,0.77,0.45
97,U.S. Agency Securities (excl MBS),3.46,3.19,3.56,4.15,3.25
98,Municipal Securities, 1.07,0.89,0.83,0.75,0.78
99,Mortgage-Backed Securities, 9.67, 11.62, 12.02, 12.92, 12.07
100,Asset-Backed Securities,0.17,0.25,0.32,0.41,0.49
101,Other Debt Securities,0.65,0.74,0.82,0.85,0.74
102,RE Loans Secured by 1-4 Family,16.64, 17.72, 18.10, 17.23, 17.21
103,Revolving,3.86,4.51,4.65,4.16,3.58
104,"Closed-End, Sec by First Liens",10.77, 11.62, 11.74, 11.43, 11.65
105,"Closed-End, Sec by Junior Liens",1.66,1.38,1.16,1.16,1.50
106,Commercial Real Estate Loans,20.92, 17.20, 15.68, 14.47, 14.61
107,Construction and Land Dev,7.45,5.51,4.30,3.82,3.67
108,Multifamily,1.55,1.21,1.33,1.25,1.27
109,Nonfarm Nonresidential,11.02,9.86,9.46,8.83,8.95
110,RE Loans Secured by Farmland, 0.23,0.21,0.21,0.19,0.21
111,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
112,Real Estate Loans, 62.02, 60.26, 60.42, 57.28, 55.10
113,RE Loans Secured by 1-4 Family,26.62, 29.55, 28.88, 28.42, 27.93
114,Revolving,5.88,7.07,7.36,6.71,5.75
115,Closed-End,20.26, 21.94, 20.82, 21.14, 21.66
116,Commercial Real Estate Loans,31.95, 27.42, 26.07, 23.42, 23.13
117,Construction and Land Dev, 11.10,8.61,7.02,6.14,5.78
118,Multifamily,2.45,2.00,2.28,2.02,1.99
119,Nonfarm Nonresidential,16.63, 15.76, 15.87, 14.44, 14.23
120,RE Loans Secured by Farmland, 0.34,0.31,0.31,0.29,0.32
121,Loans to Depository Institutions, 0.18,0.21,0.39,0.25,0.34
122,Commercial and Industrial Loans, 18.83, 18.76, 17.76, 19.20, 21.41
123,Loans to Individuals, 8.68,9.50, 10.26, 10.34, 10.73
124,Credit Card Loans,1.18,1.33,1.48,1.12,1.17
125,Agricultural Loans, 0.33,0.32,0.32,0.33,0.35
126,Loans to Foreign Govts and Inst,0.01,0.01,0.01,0.02,0.03
127,Other Loans and Leases, 6.18,7.23,6.29,8.86,8.38
128,PERCENT OF TOTAL ASSETS,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
129,Short-Term Investments, 8.04,5.78,5.43,5.38,5.50
130,Liquid Assets, 22.46, 23.88, 24.17, 26.56, 25.47
131,Investment Securities, 18.55, 20.03, 21.17, 22.79, 20.88
132,Net Loans and Leases,62.64, 60.09, 59.70, 58.53, 59.29
133,"Net Lns, Ls & Stdby Ltrs of Credit",65.81, 63.42, 62.92, 61.71, 62.65
134,Core Deposits, 48.21, 49.27, 48.79, 50.31, 52.58
135,Noncore Funding, 36.07, 34.97, 33.37, 33.17, 30.91
136,Time Deposits of $100K or More,11.73,9.23,7.71,7.17,7.39
137,Foreign Deposits, 2.70,2.55,2.72,3.03,2.98
138,Fed Funds Purchased and Repos,7.73,8.72,8.39,8.62,7.57
139,Net Fed Funds Purchased (Sold), 4.92,5.91,5.47,6.13,4.91
140,Int-Bearing Liab Repr in 1 Year, 22.38, 17.46, 14.06, 14.99, 15.88
141,Long-Term Debt Repr in 1 Year,2.14,2.13,2.30,2.02,1.90
142,Net ST Noncore Funding Dependence, 23.42, 23.48, 19.41, 19.82, 18.74
143,Short-Term Inv/ST Noncore Funding, 26.52, 23.86, 28.10, 25.44, 26.99
144,Liq Asts-ST Noncore Fndg/Nonliq Asts,-3.24,1.73,5.74,7.35,8.53
145,Net Loans and Leases/Total Deposits, 97.36, 97.40,103.28, 94.34, 92.87
146,Net Loans and Leases/Core Deposits, 157.37,146.08,154.08,130.23,118.04
147,Held-To-Mat Sec Appr(Depr)/T1 Cap, -0.59, -0.69,0.01,0.18,0.95
148,Avail-For-Sale Sec Appr(Depr)/T1 Cap,-1.92, -3.10,0.54,1.62,5.96
149,Available-For-Sale Securities, 92.47, 91.79, 92.62, 93.52, 94.02
150,U.S. Treasury Securities, 2.12,2.93,3.33,3.55,2.65
151,U.S. Agency Securities (excl MBS), 17.98, 15.52, 16.80, 16.80, 15.93
152,Municipal Securities, 5.90,4.29,3.91,3.50,3.99
153,Mortgage-Backed Securities,59.07, 60.53, 59.40, 58.54, 59.83
154,Asset-Backed Securities,1.20,1.64,1.71,2.21,2.62
155,Other Debt Securities,4.23,4.62,5.01,5.21,4.54
156,Debt Securities Over 5 Years,56.12, 62.01, 64.40, 64.88, 60.37
157,Pledged Securities,61.97, 59.46, 57.43, 53.80, 54.48
158,"Structured Notes, Fair Value", 0.20,0.27,0.38,0.23,0.03
159,ANALYSIS RATIOS,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
160,Provision for Ln&Ls Losses/Avg Assets,0.15,0.15,0.18,0.30,0.42
161,Provision for Ln&Ls Losses/Avg Lns&Ls,0.25,0.26,0.32,0.51,0.73
162,ALLL/Nonaccrual Assets, 330.95,349.71,282.98,271.15,249.04
163,Net Losses/Avg Loans and Leases,0.23,0.28,0.35,0.53,0.68
164,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.00,0.02,0.01
165,Recoveries/Prior Year-End Losses,31.82, 30.96, 25.00, 17.75, 18.80
166,Earnings Coverage of Net Losses (X), 33.34, 22.75, 18.87, 10.06, 10.16NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
167,Real Estate Loans,0.08,0.06,0.07,0.11,0.11
168,RE Loans Secured By 1-4 Family, 0.09,0.08,0.08,0.12,0.11
169,Revolving,0.12,0.07,0.08,0.11,0.10
170,Closed-End, 0.08,0.07,0.08,0.13,0.12
171,Commercial Real Estate Loans, 0.04,0.03,0.05,0.08,0.09
172,Construction and Land Dev,0.03,0.01,0.04,0.06,0.09
173,Multifamily,0.02,0.02,0.02,0.01,0.03
174,Nonfarm Nonresidential, 0.04,0.04,0.06,0.09,0.09
175,Other Loans and Leases, 0.22,0.41,0.26,0.47,0.61
176,PERCENT OF LOANS AND LEASES,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
177,30-89 Days PD Loans and Leases, 0.81,0.69,0.64,0.79,0.93
178,90+ Days PD Loans and Leases, 0.15,0.16,0.15,0.17,0.20
179,Nonaccrual Restructured,0.00,0.00,0.01,0.01,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
180,30-89 Days Past Due Assets, 0.82,0.69,0.65,0.80,0.94
181,90+ Days Past Due Assets, 0.15,0.16,0.15,0.18,0.21
182,Nonaccrual Assets,0.50,0.43,0.52,0.69,0.87
183,30+ Days PD & Nonaccrual Assets,1.50,1.31,1.34,1.71,2.08PERCENT OF TOTAL ASSETS-----------------------
184,90+ Days PD and Nonaccrual Assets,0.42,0.36,0.40,0.52,0.65
185,90+ PD & Nonaccrual Assets + OREO,0.48,0.42,0.46,0.60,0.72RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
186,Total Assets, 0.35,0.29,0.34,0.46,0.57
187,Allowance for Loan & Lease Losses, 50.68, 42.14, 48.07, 52.66, 59.56
188,Equity Cap + ALLL,3.89,3.34,3.83,5.07,6.32
189,Tier 1 Cap + ALLL,4.30,3.84,4.22,5.62,7.18
190,Loans & Leases + RE Acquired, 0.58,0.49,0.59,0.79,0.96
191, - 90+ Days Past Due, 0.14,0.13,0.11,0.14,0.17
192, - Nonaccrual,0.55,0.43,0.44,0.52,0.53
193, - 90+ Days Past Due, 0.05,0.07,0.07,0.10,0.11
194, - Nonaccrual,0.52,0.61,0.85,1.39,1.85
195, - 90+ Days Past Due, 0.31,0.29,0.32,0.36,0.39
196, - Nonaccrual,0.14,0.16,0.20,0.24,0.26
197,Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.02,0.05,0.05
198, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
199, - Nonaccrual,0.00,0.03,0.05,0.22,0.26
200,Agricultural - 30-89 Days PD, 0.27,0.28,0.27,0.50,0.62
201, - 90+ Days Past Due, 0.02,0.01,0.03,0.05,0.05
202, - Nonaccrual,0.36,0.35,0.60,1.07,1.20
203,Foreign Govts- 30-89 Days PD, 1.35,0.35,0.03,0.32,0.26
204, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,1.11
205, - Nonaccrual,0.00,0.00,0.43,0.70,0.80
206,Other Lns&Ls - 30-89 Days PD, 0.49,0.43,0.56,0.71,0.76
207, - 90+ Days Past Due, 0.02,0.02,0.04,0.04,0.08
208,- 90+ Days Past Due,0.20,0.20,0.15,0.21,0.26
209,- Nonaccrual, 0.50,0.42,0.39,0.41,0.44
210,- 90+ Days Past Due,0.08,0.05,0.04,0.06,0.07
211,- Nonaccrual, 0.26,0.14,0.13,0.13,0.11
212,- 90+ Days Past Due,0.24,0.27,0.19,0.29,0.33
213,- Nonaccrual, 0.58,0.50,0.50,0.54,0.55
214,Commercial RE - 30-89 Days PD,0.64,0.54,0.43,0.52,0.56
215,- 90+ Days Past Due,0.05,0.04,0.04,0.04,0.06
216,- Nonaccrual, 0.53,0.42,0.45,0.57,0.58
217,Const & Dev - 30-89 Days PD,0.88,0.63,0.63,0.76,0.82
218,- 90+ Days Past Due,0.05,0.05,0.03,0.04,0.06
219,- Nonaccrual, 0.50,0.24,0.27,0.39,0.54
220,Multifamily - 30-89 Days PD,0.44,0.50,0.26,0.32,0.44
221,- 90+ Days Past Due,0.04,0.03,0.01,0.02,0.02
222,- Nonaccrual, 0.38,0.29,0.27,0.31,0.21
223,Nonfarm Nres- 30-89 Days PD,0.47,0.45,0.37,0.45,0.50
224,- 90+ Days Past Due,0.03,0.03,0.03,0.04,0.06
225,- Nonaccrual, 0.51,0.53,0.55,0.70,0.63
226,- 90+ Days Past Due,0.05,0.02,0.06,0.08,0.06
227,- Nonaccrual, 0.58,0.89,1.14,1.31,1.30
228,- 90+ Days Past Due,0.98,0.82,0.83,1.06,1.31
229,- Nonaccrual, 0.13,0.08,0.05,0.12,0.09
230,CAPITAL RATIOS, 12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
231,Tier 1 Leverage Ratio,7.89,7.44,7.57,7.55,7.44
232,Tier 1 RBC Ratio, 9.71,9.57,9.98, 10.05,9.65
233,DERIVATIVES AND, , , , , 
234,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
235,PERCENT OF TOTAL ASSETS:, , , , , 
236,Loan Commitments,31.82, 30.69, 29.68, 28.38, 29.63
237,Standby Letters of Credit,3.13,3.22,3.22,3.21,3.24
238,Credit Derivatives (BHC as Beneficiary),1.48,1.34,0.75,0.64,0.45
239,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
240,Derivative Contracts,76.04, 74.39, 73.17, 82.39, 69.29
241,Interest Rate Contracts, 59.23, 55.47, 54.87, 64.76, 55.59
242,Interest Rate Futures & Forward Contr,8.77,8.98,8.57, 10.53, 11.68
243,Written Options Contr (Int Rate), 7.12,5.92,7.01,8.86,8.60
244,Purchased Options Contr (Int Rate), 7.14,5.54,6.07,7.46,7.41
245,Written Options Contr (Foreign Exch), 0.54,0.73,0.73,0.82,0.53
246,Purchased Options Contr (Foreign Exch), 0.58,0.78,0.78,0.86,0.59
247,Written Options Contr (Comm & Other), 0.60,0.47,0.47,0.42,0.29
248,Purchased Options Contr (Comm & Oth), 0.78,0.60,0.45,0.43,0.33
249,PERCENT OF NOTIONAL AMOUNT, 12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
250,Interest Rate Contracts, 87.05, 89.88, 92.92, 91.02, 90.14
251,Foreign Exchange Contracts, 8.39,7.66,4.46,5.81,6.77
252,Exchange-Traded,0.41,0.16,0.49,0.40,0.57
253,Over-The-Counter, 5.74,7.09,4.85,6.98,5.84
254,Purchased Options,6.76,6.32,5.02,5.22,6.56
255,Exchange-Traded,0.39,0.21,0.72,0.80,0.90
256,Over-The-Counter, 5.82,5.52,3.93,3.66,4.77
257,Foreign Exchange Contracts, 4.27,5.61,3.57,4.24,4.86
258,Foreign Exchange Contracts, 0.65,0.37,0.41,0.23,0.47
259,Over 1 Year to 5 Years,33.22, 27.91, 29.84, 30.25, 26.58
260,Over 5 Years,19.26, 20.78, 25.50, 24.23, 12.92
261,Gross Negative Fair Value (Abs Val),0.78,0.96,0.99,1.40,1.63
262,Gross Positive Fair Value (X),0.09,0.11,0.14,0.19,0.20
263,Held for Trading (X), 0.07,0.09,0.11,0.16,0.15
264,Non-Traded (X), 0.01,0.01,0.02,0.03,0.04
265,Current Credit Exposure (X),0.05,0.06,0.08,0.11,0.12
266,Credit Losses on Derivative Contracts,0.00,0.00,0.00,0.00,0.01PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
267,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
268,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
269,OTHER RATIOS:, , , , , 
270,Current Credit Exposure/Risk Wtd Asts,0.47,0.57,0.71,1.11,1.13
271,INSURANCE ACTIVITIES, 12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
272,ANALYSIS RATIOS:, , , , , 
273,Ins Underwriting Assets/Consol Assets,0.05, N/A, N/A, N/A, N/A
274,Ins Under Assets(P/C)/Tot Ins Und Ast, 44.70, 39.72, 34.12, 31.84, 31.18
275,Ins Under Assets(L/H)/Tot Ins Und Ast, 55.30, 60.28, 65.88, 68.16, 68.82
276,Credit Rel Prem Inc/Tot Prem Inc,75.39, 73.61, 70.68, 75.78, 61.77
277,Ins Net Inc (L/H)/Equity (L/H), 6.78, 12.57,6.40,8.26,7.89
278,Net Assets Broker-Dealer Subs/Cons Asts,0.98,1.23,1.15,1.39,1.28
279,FOREIGN ACTIVITIES, , , , , 
280,Yield: Foreign Loans, 2.65,2.35,2.52,2.42,1.85
281,Commercial and Industrial Loans,0.22, 10.52,1.85,6.59, 11.75
282,Foreign Governments and Inst,-0.13,0.00,0.00,0.21,0.02
283,Total Selected Assets, 67.27, 16.65, 16.57, 28.81, -0.27
284,Deposits,33.71, 18.44, 47.84, 18.30, 27.61
285,PROFITABLITY:,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
286,Net Income/Avg Equity Capital, 13.96, 14.36, 14.66, 15.26, 15.31
287,Bank Net Inc/Avg Eq Inv in Banks,14.65, 14.14, 14.53, 14.67, 15.66
288,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 9.60,8.80,7.90,6.17,0.89
289,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs,8.91, 10.94, 11.50, 12.69, 11.81
290,Bank Net Income/Parent Net Income, 76.65, 71.56, 69.69, 74.53, 76.99
291,Nonbank Net Income/Parent Net Income, 4.89,5.57,6.15,5.20,3.68
292,Total Debt/Equity Capital, 15.69, 15.82, 15.86, 20.83, 18.99
293,Tot Debt+NP to Subs Iss Tr Pref/Equity,25.34, 24.23, 24.63, 29.59, 28.43
294,Tot Debt+Lns Guaranteed for Affl/Equity, 17.35, 20.12, 19.67, 26.59, 24.42
295,Total Debt/Eq Cap - Exc Over Fair Value, 15.92, 16.27, 17.12, 23.55, 20.62
296,Long-Term Debt/Equity Capital, 11.88, 12.45, 12.04, 15.42, 13.73
297,Short-Term Debt/Equity Capital, 3.02,2.55,3.47,4.00,4.41
298,Current Portion of LT Debt/Equity,0.28,0.12,0.24,0.33,0.68
299,Exc Cost Over Fair Value/Equity Cap,0.40,1.06,1.52,2.48,1.95
300,Total Investment in Subs/Equity,121.06,119.79,120.81,123.73,123.42
301,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",99.44, 99.21, 99.20, 99.46, 99.03
302,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,134.43,147.51,136.30,149.23,180.46
303,Adj Cash Fl/Op Exp+Repaid LT Debt+Div,114.49, 98.70,117.81,116.41,119.34
304,Pretax Oper Inc + Int Exp/Int Expense, 3185.07, 3255.79, 3475.33, 3059.64, 6113.87
305,Div + Int From Subs/Int Exp + Div,156.81,176.18,157.38,169.14,199.49
306,Fees+Other Inc From Subs/Sal + Oth Exp,15.28, 19.65, 20.14, 18.26, 21.19
307,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
308,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
309,Nonaccrual,11.33,0.62,0.62,0.21,2.65
310,Total, 11.33, 11.11,0.62,0.34,2.66
311,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
312,To Bank Subsidiaries, 0.00,0.00,0.00,0.01,0.02
313,To Nonbank Subsidiaries,0.25,1.22,0.65,1.22,0.91
314,To Subsidiary BHCs, 0.01,0.01,0.00,0.00,0.00
315,Total,0.36,1.76,1.21,1.89,1.62
316,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
317,Nonbank Assets of Nonbank Subsidiaries, 5.81,6.98,9.38,6.96,6.52
318,Combined Thrift Assets, 0.39,0.35,0.42,0.06,0.10
319,Combined Foreign Nonbank Sub Assets,0.11,0.14,0.15,0.18,0.17
320,PAYOUT RATIOS - PARENT, 12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
321,Div Paid/Inc Before Undist Inc,68.87, 68.89, 77.37, 64.76, 45.48
322,Dividends Paid/Net Income, 36.77, 39.47, 33.11, 32.28, 29.50
323,Dividends From Nonbank Subs,5.47, 11.16,6.40,5.61,7.70
324,Dividends From Subsidiary BHCs,17.75, 21.35, 21.50, 19.80, 38.96
325,Dividends From Bank Subs,66.49, 59.78, 57.09, 53.79, 61.03
326,Interest Income From Bank Subs, 3.06,2.56,1.57,1.75,2.81
327,Mgt & Service Fees From Bank Subs,3.61,3.56,4.69,3.11,3.22
328,Other Income From Bank Subs,0.01,0.27,0.14,0.02,0.06
329,Interest Income From Nonbank Subs, 30.86, 24.40, 19.71, 16.13, 21.77
330,Mgt & Serv Fees From Nonbank Subs,3.68,2.75,3.41,3.41,4.53
331,Other Income From Nonbank Subs, 0.02,0.01,0.08,0.03,0.03
332,Operating Inc From Nonbank Subs,105.56,101.72,103.99,102.94,133.51
333,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
334,Dividends From Subsidiary BHCs,46.80, 48.92, 39.35, 52.08, 76.56
335,Interest Inc From Subsidiary BHCs,4.08,4.48,4.05,1.27,1.39
336,Mgt & Serv Fees From Sub BHCs,0.44,3.17,1.17,1.10,0.73
337,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
338,Dividends From Bank Subsidiaries,57.71, 55.37, 55.17, 56.77, 54.59
339,Interest Income From Bank Subs, 2.76,2.40,2.57,2.48,3.83
340,Mgt & Serv Fees From Bank Subs, 3.23,2.62,3.05,2.77,2.76
341,Other Income From Bank Subs,0.00,0.02,0.02,0.01,0.02
342,Mgt & Serv Fees From Nonbank Subs,0.09,0.12,0.11,0.11,0.13
343,Other Income From Nonbank Subs, 0.00,0.00,0.01,0.01,0.00
344,Mgt & Serv Fees From Sub BHCs,0.00,0.06,0.00,0.04,0.00
345,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
346, PERCENT OF AVERAGE ASSETS:, , , , , 
347," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
348, PERCENT OF TOTAL ASSETS:, , , , , 
349, ANALYSIS RATIOS:, , , , , 
350, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
351, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
352, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
353, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
354, , 1205688,"14,018,157", CITIZENS BANKING CORPORATION,"FLINT, MI",Moved from Peer 2
355, , 1200393,"10,057,791"," CORUS BANKSHARES, INC.","CHICAGO, IL",Moved from Peer 2
356, , 1118797,"10,145,874"," FIRST BANKS, INC."," HAZELWOOD, MO",Moved from Peer 2
357, , 2694814,"10,346,414"," UCBH HOLDINGS, INC."," SAN FRANCISCO, CA",Moved from Peer 2
358, 1027004,"46,970,226", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 68 bank holding companies. 
359, 12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002, 
360, 12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002, 
361, 1379552," 156,293,592", ABN AMRO NORTH AMERICA HOLDING,"CHICAGO, IL", , 
362, 1199563,"20,861,590", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
