,Column1,Value1,Value2,Value3,Value4,Value5
212,- Nonaccrual, 1.17,0.57,0.78,0.47,0.26
213,- 90+ Days Past Due,0.69,0.32,0.63,0.34,0.24
214,- Nonaccrual, 3.08,1.20,2.26,1.00,0.58
215,Commercial RE - 30-89 Days PD,1.99,1.25,1.62,1.03,0.63
216,- 90+ Days Past Due,0.28,0.12,0.20,0.10,0.05
217,- Nonaccrual, 4.76,1.95,3.32,1.34,0.54
218,Const & Dev - 30-89 Days PD,3.40,2.21,2.98,1.74,0.87
219,- 90+ Days Past Due,0.52,0.18,0.38,0.15,0.05
220,- Nonaccrual,10.37,3.82,7.79,2.39,0.50
221,Multifamily - 30-89 Days PD,1.27,0.77,1.10,0.77,0.43
222,- 90+ Days Past Due,0.07,0.02,0.07,0.04,0.04
223,- Nonaccrual, 2.33,0.79,1.96,0.66,0.38
224,Nonfarm Nres- 30-89 Days PD,1.39,0.64,0.98,0.60,0.47
225,- 90+ Days Past Due,0.12,0.07,0.08,0.05,0.03
226,- Nonaccrual, 2.03,0.78,1.26,0.61,0.51
227,- 90+ Days Past Due,0.05,0.07,0.07,0.01,0.05
228,- Nonaccrual, 1.57,0.59,1.01,0.56,0.58
229,- 90+ Days Past Due,1.40,0.85,1.13,0.84,0.98
230,- Nonaccrual, 0.49,0.31,0.34,0.17,0.13
231,CAPITAL RATIOS, 03/31/2009,03/31/2008,12/31/2008,12/31/2007,12/31/2006
232,Tier 1 Leverage Ratio,8.56,7.26,8.29,7.42,7.79
233,Tier 1 RBC Ratio,10.83,8.84, 10.30,8.95,9.59
234,DERIVATIVES AND, , , , , 
235,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
236,PERCENT OF TOTAL ASSETS:, , , , , 
237,Loan Commitments,26.74, 28.61, 25.16, 30.37, 31.81
238,Standby Letters of Credit,2.81,2.86,2.84,3.00,3.13
239,Credit Derivatives (BHC as Beneficiary),3.15,2.40,1.54,2.19,1.49
240,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
241,Derivative Contracts,81.53, 71.93, 59.66, 67.33, 76.05
242,Interest Rate Contracts, 65.26, 51.80, 45.12, 47.29, 59.24
243,Interest Rate Futures & Forward Contr, 10.39, 10.28,9.32,7.46,8.76
244,Written Options Contr (Int Rate), 5.37,4.08,3.28,3.80,7.12
245,Purchased Options Contr (Int Rate), 4.57,4.53,3.18,4.45,7.15
246,Written Options Contr (Foreign Exch), 0.75,0.69,0.31,0.66,0.54
247,Purchased Options Contr (Foreign Exch), 0.79,0.69,0.31,0.66,0.58
248,Written Options Contr (Comm & Other), 0.75,0.62,0.53,0.54,0.60
249,Purchased Options Contr (Comm & Oth), 0.67,0.83,0.56,0.76,0.78
250,PERCENT OF NOTIONAL AMOUNT, 03/31/2009,03/31/2008,12/31/2008,12/31/2007,12/31/2006
251,Interest Rate Contracts, 87.05, 85.53, 86.19, 85.40, 87.06
252,Foreign Exchange Contracts, 9.92,9.57,9.78,9.53,8.39
253,Exchange-Traded,0.31,0.38,0.44,0.36,0.41
254,Over-The-Counter, 7.91,5.94,5.66,5.02,5.74
255,Purchased Options,4.34,6.20,5.10,5.83,6.76
256,Exchange-Traded,0.22,0.40,0.34,0.27,0.39
257,Over-The-Counter, 3.92,5.46,4.29,5.13,5.82
258,Foreign Exchange Contracts, 4.64,5.37,4.31,5.60,4.27
259,Foreign Exchange Contracts, 1.86,1.35,1.99,0.81,0.65
260,Over 1 Year to 5 Years,29.95, 28.59, 29.85, 27.98, 33.22
261,Over 5 Years,13.78, 17.49, 13.84, 19.42, 19.26
262,Gross Negative Fair Value (Abs Val),2.44,1.75,2.75,1.19,0.78
263,Gross Positive Fair Value (X),0.49,0.24,0.29,0.15,0.09
264,Held for Trading (X), 0.24,0.20,0.24,0.12,0.07
265,Non-Traded (X), 0.04,0.03,0.03,0.02,0.01
266,Current Credit Exposure (X),0.16,0.14,0.15,0.09,0.05
267,Credit Losses on Derivative Contracts,0.00,0.00,0.02,0.00,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
268,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
269,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
270,OTHER RATIOS:, , , , , 
271,Current Credit Exposure/Risk Wtd Asts,1.58,1.48,2.12,0.84,0.47
272,INSURANCE ACTIVITIES, 03/31/2009,03/31/2008,12/31/2008,12/31/2007,12/31/2006
273,ANALYSIS RATIOS:, , , , , 
274,Ins Underwriting Assets/Consol Assets,0.09, N/A, N/A, N/A, N/A
275,Ins Under Assets(P/C)/Tot Ins Und Ast, 46.48, 38.85, 43.79, 41.42, 44.70
276,Ins Under Assets(L/H)/Tot Ins Und Ast, 53.52, 61.15, 56.21, 58.58, 55.30
277,Credit Rel Prem Inc/Tot Prem Inc,61.29, 73.75, 75.79, 73.60, 75.39
278,Ins Net Inc (L/H)/Equity (L/H), 3.39,5.61,5.55,7.25,6.78
279,Net Assets Broker-Dealer Subs/Cons Asts,0.56,0.86,0.63,0.64,0.98
280,FOREIGN ACTIVITIES, , , , , 
281,Yield: Foreign Loans, 3.27,3.13,2.72,3.00,2.66
282,Commercial and Industrial Loans,2.90,0.58,0.50,2.70,0.22
283,Foreign Governments and Inst, 0.00,0.04,0.05, -0.24, -0.13
284,GROWTH RATES:, , , , , 
285,Net Loans and Leases,28.51,197.90, 22.07,126.76,148.72
286,Total Selected Assets, 18.50, 61.74,3.59,126.31, 67.29
287,Deposits, -10.64, 26.42,-10.81, 41.77, 33.71
288,PROFITABLITY:,03/31/2009,03/31/2008,12/31/2008,12/31/2007,12/31/2006
289,Net Income/Avg Equity Capital, -1.35,8.24, -3.42,8.75, 13.95
290,Bank Net Inc/Avg Eq Inv in Banks, 2.61, 10.28,0.65,9.71, 14.64
291,Nonbk Net Inc/Avg Eq Inv in Nonbanks,-3.08,2.78, -1.92,6.73,9.27
292,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs,-10.56,5.71, -3.51,6.54,8.92
293,Bank Net Income/Parent Net Income, 90.68, 80.90, 88.60, 78.21, 76.65
294,Nonbank Net Income/Parent Net Income, 7.82,4.64, 13.08,5.89,4.94
295,Total Debt/Equity Capital, 20.51, 17.50, 17.49, 16.48, 15.66
296,Tot Debt+NP to Subs Iss Tr Pref/Equity,30.82, 27.04, 27.04, 26.01, 25.31
297,Tot Debt+Lns Guaranteed for Affl/Equity, 25.87, 20.35, 19.83, 18.53, 17.33
298,Total Debt/Eq Cap - Exc Over Fair Value, 20.82, 17.86, 17.69, 16.69, 15.89
299,Long-Term Debt/Equity Capital, 15.91, 11.78, 11.95, 11.89, 11.77
300,Short-Term Debt/Equity Capital, 4.41,4.64,3.65,3.73,3.12
301,Current Portion of LT Debt/Equity,0.24,0.08,0.21,0.05,0.28
302,Exc Cost Over Fair Value/Equity Cap,0.31,0.52,0.30,0.29,0.40
303,Total Investment in Subs/Equity,119.57,123.90,116.40,122.25,121.05
304,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",95.67,100.97, 95.48,100.18, 99.43
305,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div, 70.52,108.68, 95.72,138.88,134.43
306,Adj Cash Fl/Op Exp+Repaid LT Debt+Div, 61.11,126.65,168.39, 96.06,114.51
307,Pretax Oper Inc + Int Exp/Int Expense,193.97, 1060.31,921.02, 5442.83, 3185.46
308,Div + Int From Subs/Int Exp + Div, 67.91,125.12,108.65,165.84,157.02
309,Fees+Other Inc From Subs/Sal + Oth Exp,14.29, 18.50, 13.56, 15.70, 15.33
310,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
311,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
312,Nonaccrual, 0.54,2.52,8.55,0.66, 11.33
313,Total,0.54,2.52,8.55,0.66, 11.33
314,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
315,To Bank Subsidiaries, 0.00,0.01,0.01,0.00,0.00
316,To Nonbank Subsidiaries,1.46,0.74,1.27,0.48,0.25
317,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.01
318,Total,2.23,1.17,1.52,0.60,0.36
319,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
320,Nonbank Assets of Nonbank Subsidiaries, 7.21,7.19,6.04,5.39,5.81
321,Combined Thrift Assets, 0.62,0.15,0.37,0.23,0.39
322,Combined Foreign Nonbank Sub Assets,0.71,0.15,0.12,0.11,0.11
323,PAYOUT RATIOS - PARENT, 03/31/2009,03/31/2008,12/31/2008,12/31/2007,12/31/2006
324,Div Paid/Inc Before Undist Inc, 152.65,171.92,119.11, 71.25, 68.73
325,Dividends Paid/Net Income, 68.96, 52.94, 66.86, 50.51, 36.79
326,Dividends From Nonbank Subs,2.79,2.41,5.67,8.12,6.21
327,Dividends From Subsidiary BHCs, 0.23, 13.57, 13.27, 16.03, 17.75
328,Dividends From Bank Subs,51.37, 45.57, 78.98, 86.39, 66.52
329,Interest Income From Bank Subs, 2.34,3.05,5.30,4.07,3.07
330,Mgt & Service Fees From Bank Subs, 10.34,3.71,5.52,4.86,3.62
331,Other Income From Bank Subs,0.30,0.04,0.06,0.04,0.01
332,Interest Income From Nonbank Subs, 69.44, 19.95, 13.52, 60.61, 30.14
333,Mgt & Serv Fees From Nonbank Subs,7.24,1.25,4.20,2.56,3.76
334,Other Income From Nonbank Subs, 0.00,0.00,0.01,0.03,0.02
335,Operating Inc From Nonbank Subs,210.46, 63.95, 85.61,188.18,109.39
336,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
337,Dividends From Subsidiary BHCs,16.05, 43.79,134.04, 38.68, 46.80
338,Interest Inc From Subsidiary BHCs,2.58, 10.52, 20.51,8.74,4.08
339,Mgt & Serv Fees From Sub BHCs,7.17,7.01,3.96,1.78,0.44
340,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
341,Dividends From Bank Subsidiaries,25.56, 39.44, 47.12, 57.87, 57.66
342,Interest Income From Bank Subs, 4.90,9.01,5.47,2.70,2.76
343,Mgt & Serv Fees From Bank Subs, 7.51,4.60,4.11,2.72,3.23
344,Other Income From Bank Subs,0.03,0.01,0.08,0.01,0.00
345,Mgt & Serv Fees From Nonbank Subs,0.16,0.20,0.09,0.07,0.09
346,Other Income From Nonbank Subs, 0.00,0.00,0.00,0.00,0.00
347,Mgt & Serv Fees From Sub BHCs,0.02,0.10,0.03,0.00,0.01
348,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
349, PERCENT OF AVERAGE ASSETS:, , , , , 
350," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
351, PERCENT OF TOTAL ASSETS:, , , , , 
352, ANALYSIS RATIOS:, , , , , 
353, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
354, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
355, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
356, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
357, , 1275216," 120,164,228", AMERICAN EXPRESS COMPANY,"NEW YORK, NY", New Y-9C/BHCPR reporter
358, , 1036967,"75,652,977", CIT GROUP INC.,"NEW YORK, NY", New Y-9C/BHCPR reporter
359, , 3846375,"42,001,410", DISCOVER FINANCIAL SERVICES," RIVERWOODS, IL", New Y-9C/BHCPR reporter
360, , 1562859," 179,551,000", GMAC LLC,"DETROIT, MI",New Y-9C/BHCPR reporter
361, , 2380443," 925,987,000"," GOLDMAN SACHS GROUP, INC., THE","NEW YORK, NY", New Y-9C/BHCPR reporter
362, , 1031449,"10,977,280", SVB FINANCIAL GROUP," SANTA CLARA, CA",Moved from Peer 2
