,Column1,Value1,Value2,Value3,Value4,Value5
133,Subtotal, 75.24, 74.10, 75.86, 75.08, 75.78
134, Interest-Bearing Bank Balances, 4.46,4.69,3.96,4.00,4.51
135, Federal Funds Sold & Reverse Repos, 0.83,1.41,1.30,1.27,0.78
136, Debt Securities 1 Year or Less, 3.04,3.31,3.07,3.03,3.02
137, Trading Assets, 1.03,1.37,1.38,1.43,0.95
138,Total Earning Assets, 88.10, 87.73, 88.19, 87.62, 87.54
139, Non-Int Cash and Due From Dep Inst, 1.28,1.48,1.52,1.33,1.72
140, Other Real Estate Owned,0.28,0.34,0.32,0.37,0.32
141, All Other Assets,10.49, 10.65, 10.18, 10.96, 10.69
142,MEMORANDA: , , , , , 
143,Short-Term Investments, 9.40, 11.29, 10.02, 10.19,9.62
144, U.S. Treasury Securities, 0.50,0.84,0.66,0.85,0.63
145, U.S. Agency Securities (excl MBS),1.36,1.94,1.98,1.99,1.70
146, Municipal Securities, 1.17,1.41,1.39,1.36,1.26
147, Mortgage-Backed Securities,13.21, 11.91, 12.85, 11.86, 11.59
148, Asset-Backed Securities,0.57,0.59,0.56,0.51,0.62
149, Other Debt Securities,1.02,1.05,1.09,1.13,0.84
150, RE Loans Secured by 1-4 Family,16.82, 14.52, 14.92, 14.72, 15.14
151, Revolving,3.53,3.89,3.75,4.05,4.21
152," Closed-End, Sec by First Liens",12.06,9.52,9.88,9.36,9.38
153," Closed-End, Sec by Junior Liens",0.65,0.92,0.81,1.02,1.30
154, Commercial Real Estate Loans,14.30, 16.74, 15.95, 17.76, 19.88
155, Construction and Land Dev,1.81,2.80,2.35,3.38,5.28
156, Multifamily,1.73,1.62,1.61,1.60,1.62
157, Nonfarm Nonresidential,10.34, 11.56, 11.21, 11.98, 12.28
158, RE Loans Secured by Farmland, 0.23,0.32,0.28,0.32,0.34
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 57.65, 56.17, 55.26, 57.39, 59.49
161, RE Loans Secured by 1-4 Family,29.33, 25.65, 25.96, 25.51, 25.20
162, Revolving,6.24,6.74,6.46,6.91,6.85
163, Closed-End,22.44, 18.19, 18.80, 17.92, 17.81
164, Commercial Real Estate Loans,24.04, 27.55, 26.20, 28.90, 30.65
165, Construction and Land Dev,3.07,4.65,3.92,5.54,8.02
166, Multifamily,3.00,2.75,2.73,2.64,2.58
167, Nonfarm Nonresidential,17.35, 18.88, 18.27, 19.36, 18.99
168, RE Loans Secured by Farmland, 0.42,0.56,0.50,0.55,0.54
169, Loans to Depository Institutions, 0.20,0.23,0.33,0.17,0.10
170, Commercial and Industrial Loans, 19.03, 19.51, 20.12, 19.83, 19.90
171, Loans to Individuals, 8.35, 10.58, 10.37,9.83,9.03
172, Credit Card Loans,2.21,3.05,3.15,2.54,1.52
173, Agricultural Loans, 0.21,0.27,0.26,0.28,0.27
174, Loans to Foreign Govts and Inst,0.00,0.01,0.01,0.01,0.01
175, Other Loans and Leases, 8.01,6.80,7.18,6.79,6.22
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,06/30/2012,06/30/2011,12/31/2011,12/31/2010,12/31/2009
179, Short-Term Investments, 9.40, 11.29, 10.02, 10.19,9.62
180, Liquid Assets, 25.57, 26.84, 26.81, 25.95, 24.18
181, Investment Securities, 21.19, 20.31, 20.93, 20.42, 19.11
182, Net Loans and Leases,57.34, 56.84, 57.64, 57.51, 59.71
183," Net Lns, Ls & Stdby Ltrs of Credit",59.29, 59.21, 60.00, 60.00, 62.43
184, Core Deposits, 55.80, 54.46, 56.26, 53.59, 50.90
185, Noncore Funding, 24.62, 27.84, 26.26, 29.02, 32.76
186, Time Deposits of $100K or More, 6.39,6.42,6.23,6.69,7.50
187, Foreign Deposits, 1.02,1.81,1.65,1.96,2.14
188, Fed Funds Purchased and Repos,3.04,4.02,3.73,4.09,4.43
189, Net Fed Funds Purchased (Sold), 2.09,2.67,2.28,2.58,3.36
190, Commercial Paper, 0.09,0.11,0.11,0.12,0.12
191,Oth Borrowings W/Rem Mat 1 Yr or Less,2.42,2.44,2.68,2.53,3.36
192, Earning Assets Repr in 1 Year, 39.63, 42.34, 41.57, 42.48, 42.90
193, Int-Bearing Liab Repr in 1 Year, 13.50, 13.91, 13.33, 14.97, 19.48
194, Long-Term Debt Repr in 1 Year,1.22,1.83,1.62,2.03,1.96
195, Net Assets Repriceable in 1 Year,22.87, 24.90, 24.89, 23.91, 20.25
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,19.44, 22.58, 19.68, 25.33, 30.25
198, Net ST Noncore Funding Dependence,3.90,3.64,4.10,6.24, 10.25
199, Short-Term Inv/ST Noncore Funding, 84.18, 83.95, 73.84, 65.99, 55.51
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,18.71, 18.59, 20.37, 15.49,8.18
201, Net Loans and Leases/Total Deposits, 88.78, 87.70, 87.57, 88.15, 89.66
202, Net Loans and Leases/Core Deposits, 117.66,116.05,113.48,120.14,140.58
203, Held-To-Mat Sec Appr(Depr)/T1 Cap,1.31,0.63,0.94,0.28,0.11
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 4.17,3.42,3.77,2.05,0.97
205, Struct Notes Appr(Depr)/T1 Cap,-0.02,0.01, -0.17, -0.03, -0.02
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities,9.77,5.88,6.59,5.23,5.36
208, Available-For-Sale Securities, 90.23, 94.12, 93.41, 94.77, 94.64
209, U.S. Treasury Securities, 3.33,5.10,3.64,4.71,3.48
210, U.S. Agency Securities (excl MBS),7.26, 10.59, 10.14, 11.25, 10.28
211, Municipal Securities, 5.56,7.06,6.79,6.92,6.77
212, Mortgage-Backed Securities,64.76, 57.68, 61.60, 57.24, 59.41
213, Asset-Backed Securities,3.28,3.60,3.48,3.48,3.88
214, Other Debt Securities,5.53,6.61,6.85,6.80,5.17
215, Mutual Funds and Equity Securities, 0.95,1.15,1.07,1.15,1.42
216,Debt Securities 1 Year or Less,16.10, 18.83, 16.71, 17.10, 16.99
217, Debt Securities 1 To 5 Years,25.16, 24.21, 24.69, 27.34, 23.78
218, Debt Securities Over 5 Years,54.44, 51.42, 54.15, 50.65, 52.85
219, Pledged Securities,40.51, 48.47, 47.10, 50.95, 54.10
220," Structured Notes, Fair Value", 0.18,0.37,0.39,0.47,0.31
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,06/30/2012,06/30/2011,12/31/2011,12/31/2010,12/31/2009
224, Provision for Ln&Ls Losses/Avg Assets,0.32,0.52,0.49,1.10,1.96
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.53,0.86,0.80,1.80,3.07
226, Provision for Ln&Ls Losses/Net Losses, 69.68, 72.46, 70.36,100.32,139.96
227,Ln&Ls Allowance/Total Loans & Leases, 1.74,2.39,2.11,2.63,2.80
228, Ln&Ls Allowance/Net Ln&Ls Losses (X), 3.33,2.23,2.24,1.70,1.52
229, ALLL/Nonaccrual Assets, 122.70,107.65,115.79, 99.32, 92.12
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls, 93.17, 84.37, 87.76, 78.33, 72.80
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.98,1.55,1.40,2.26,2.47
232, Recoveries/Avg Loans and Leases,0.19,0.24,0.23,0.20,0.13
233, Net Losses/Avg Loans and Leases,0.77,1.31,1.17,2.04,2.33
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,0.01,0.02,0.06,0.02
235, Recoveries/Prior Year-End Losses, 9.21,6.05, 12.27,9.74, 13.00
236, Earnings Coverage of Net Losses (X),7.94,3.34,3.51,2.53,1.67
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.75,1.40,1.20,2.17,2.21
239, RE Loans Secured By 1-4 Family, 0.80,1.10,0.96,1.43,1.41
240, Revolving,0.94,1.18,1.12,1.31,1.65
241, Closed-End, 0.73,1.08,0.93,1.45,1.42
242, Commercial Real Estate Loans, 0.60,1.37,1.21,2.64,2.81
243, Construction and Land Dev,1.72,3.44,3.38,6.60,6.64
244, Multifamily,0.30,0.83,0.78,1.20,1.09
245, Nonfarm Nonresidential, 0.42,0.84,0.74,1.38,1.00
246, RE Loans Secured by Farmland, 0.35,1.05,1.03,0.60,0.41
247,Commercial and Industrial Loans,0.52,0.91,0.81,1.57,2.44
248, Loans to Depository Institutions, 0.03,0.00, -0.02,0.05,0.04
249,Loans to Individuals, 1.54,2.29,1.96,2.88,3.39
250, Credit Card Loans,2.89,4.26,3.76,5.94,5.75
251,Agricultural Loans, 0.29,0.37,0.34,0.62,0.33
252, Loans to Foreign Governments & Inst,0.00, -0.04, -0.11, -0.13,0.00
253, Other Loans and Leases, 0.16,0.41,0.37,0.72,1.44
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,06/30/2012,06/30/2011,12/31/2011,12/31/2010,12/31/2009
257, 30-89 Days PD Loans and Leases, 0.80,0.96,0.96,1.20,1.51
258, 90+ Days PD Loans and Leases, 0.54,0.72,0.72,0.78,0.66
259, Nonaccrual Loans and Leases,1.77,2.55,2.18,3.12,3.77
260,90+ Days PD and Nonaccrual Loans and Leases,2.65,3.37,3.00,4.07,4.51
261,30-89 Days PD Restructured, 0.06,0.06,0.08,0.05,0.04
262, 90+ Days PD Restructured, 0.02,0.03,0.04,0.02,0.01
263, Nonaccrual Restructured,0.46,0.52,0.55,0.46,0.31
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.81,0.96,0.96,1.21,1.52
267, 90+ Days Past Due Assets, 0.54,0.72,0.73,0.79,0.67
268, Nonaccrual Assets,1.82,2.58,2.20,3.14,3.80
269, 30+ Days PD & Nonaccrual Assets,3.56,4.43,4.06,5.38,6.16
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,1.55,1.96,1.76,2.40,2.83
272, 90+ PD & Nonaccrual Assets + OREO,1.83,2.32,2.09,2.79,3.16
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 2.05,2.55,2.44,2.79,3.04
276, Allowance for Loan & Lease Losses,210.91,204.36,210.91,201.05,180.34
277, Equity Cap + ALLL, 17.47, 21.55, 20.73, 23.64, 27.89
278, Tier 1 Cap + ALLL, 20.23, 25.07, 24.38, 26.90, 30.59
279, Loans & Leases + RE Acquired, 3.40,4.34,4.09,4.70,4.78
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 06/30/2012,06/30/2011,12/31/2011,12/31/2010,12/31/2009
284,- 90+ Days Past Due, 0.77,0.86,0.90,0.95,0.74
285,- Nonaccrual,2.73,4.39,3.72,5.21,5.49
286,- 90+ Days Past Due, 0.09,0.18,0.16,0.24,0.16
287,- Nonaccrual,0.99,1.40,1.15,1.91,2.48
288,- 90+ Days Past Due, 0.34,0.53,0.54,0.62,0.62
289,- Nonaccrual,0.32,0.34,0.30,0.45,0.63
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.02,0.00,0.09
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.17
293, Agricultural - 30-89 Days PD, 0.20,0.28,0.19,0.38,0.77
294,- 90+ Days Past Due, 0.01,0.04,0.03,0.04,0.04
295,- Nonaccrual,1.40,1.78,1.12,2.38,1.61
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,0.00,0.00,7.14
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.39
298,- Nonaccrual,0.17,2.01,0.16,0.62,0.00
299, Other Lns&Ls - 30-89 Days PD, 0.16,0.29,0.31,0.50,0.66
300,- 90+ Days Past Due, 0.02,0.03,0.03,0.08,0.07
301,- Nonaccrual,0.28,0.59,0.44,0.72,1.11
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,1.00,1.09,1.14,1.08,0.90
304, - Nonaccrual, 2.29,2.97,2.74,3.31,3.32
305, - 90+ Days Past Due,0.11,0.17,0.18,0.18,0.20
306, - Nonaccrual, 1.27,1.09,1.02,1.34,1.19
307, - 90+ Days Past Due,1.31,1.47,1.51,1.45,1.18
308, - Nonaccrual, 2.66,3.71,3.34,4.13,4.19
309, Commercial RE - 30-89 Days PD,0.49,0.84,0.78,1.11,1.53
310, - 90+ Days Past Due,0.38,0.46,0.44,0.57,0.43
311, - Nonaccrual, 3.17,5.48,4.26,6.70,7.32
312, Const & Dev - 30-89 Days PD,0.86,1.34,1.24,1.70,2.80
313, - 90+ Days Past Due,1.33,1.42,1.40,1.57,0.81
314, - Nonaccrual, 8.18, 13.33, 10.39, 15.47, 16.60
315, Multifamily - 30-89 Days PD,0.34,0.69,0.61,0.84,1.14
316, - 90+ Days Past Due,0.23,0.27,0.19,0.41,0.32
317, - Nonaccrual, 1.87,3.18,2.49,3.44,3.87
318, Nonfarm Nres- 30-89 Days PD,0.41,0.60,0.60,0.82,1.06
319, - 90+ Days Past Due,0.24,0.29,0.28,0.34,0.22
320, - Nonaccrual, 2.52,3.66,3.22,4.23,4.02
321, - 90+ Days Past Due,0.47,0.37,0.57,0.23,0.12
322, - Nonaccrual, 2.84,4.65,3.91,5.27,3.11
323, - 90+ Days Past Due,0.67,0.75,0.70,0.97,1.28
324, - Nonaccrual, 0.27,0.30,0.29,0.39,0.50
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 06/30/2012,06/30/2011,12/31/2011,12/31/2010,12/31/2009
328, Tier 1 Leverage Ratio,9.54,9.37,9.26,9.03,8.69
329, Tier 1 RBC Ratio,13.29, 13.27, 13.14, 12.98, 11.57
330, Total Risk-Based Capital Ratio,15.48, 15.76, 15.50, 15.63, 14.23
331,Tangible Tier 1 Leverage Ratio, 9.26,9.02,8.95,8.70,8.34
332, Tangible Common Eq Cap/Tan Assets,8.08,7.52,7.73,7.05,5.83
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,23.39, 26.59, 26.72, 24.61, 25.34
337, Standby Letters of Credit,1.51,2.08,2.04,2.31,2.49
338, Commercial & Similar Letters of Credit, 0.06,0.08,0.08,0.08,0.07
339,Securities Lent,0.35,0.88,0.63,0.84,0.85
340, Credit Derivatives (BHC as Guarantor),0.15,2.49,2.62,2.54,2.55
341, Credit Derivatives (BHC as Beneficiary),0.31,2.70,2.86,2.75,2.68
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,48.15,113.28,112.57,106.16, 85.56
344, Interest Rate Contracts, 34.14, 85.08, 85.56, 81.18, 65.75
345, Interest Rate Futures & Forward Contr,7.36, 13.74, 13.52, 13.85,9.80
346, Written Options Contr (Int Rate), 2.53,5.45,4.40,5.08,4.88
347, Purchased Options Contr (Int Rate), 1.58,5.33,4.16,5.03,4.66
348, Interest Rate Swaps, 19.65, 53.86, 62.22, 51.76, 41.23
349,Foreign Exchange Contracts, 9.13, 18.87, 19.05, 17.41, 13.12
350, Futures & Forward Foreign Exch Contr, 5.63, 11.57, 11.41, 10.24,8.44
351, Written Options Contr (Foreign Exch), 0.16,0.73,0.59,0.62,0.55
352, Purchased Options Contr (Foreign Exch), 0.17,0.76,0.58,0.62,0.53
353, Foreign Exchange Rate Swaps,0.73,3.12,3.99,2.25,1.44
354,"Equity,Commodity, & Other Deriv Contr",2.41,3.21,3.38,2.77,2.60
355, Commodity & Other Fut & Forward Contr,0.18,0.33,0.27,0.32,0.24
356, Written Options Contr (Comm & Other), 0.63,1.32,1.28,1.16,0.94
357, Purchased Options Contr (Comm & Oth), 0.51,0.78,0.94,0.68,0.67
358, Commodity & Other Swaps,0.29,0.44,0.49,0.35,0.35
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,46.35, 56.23, 57.17, 50.58, 50.09
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 06/30/2012,06/30/2011,12/31/2011,12/31/2010,12/31/2009
364, Interest Rate Contracts, 86.13, 86.04, 84.64, 87.69, 89.28
365, Foreign Exchange Contracts, 7.83,8.90,9.68,8.20,6.97
366," Equity, Comm, & Other Contracts",3.47,3.13,3.29,2.32,2.05
367,Futures and Forwards,24.89, 24.42, 24.97, 25.32, 19.21
368, Written Options, 10.21, 10.00,8.58,7.79,7.85
369, Exchange-Traded,0.22,0.47,0.31,0.33,0.26
370, Over-The-Counter, 9.70,9.04,7.78,7.09,7.41
371, Purchased Options,4.39,4.67,4.67,4.47,5.07
372, Exchange-Traded,0.15,0.42,0.25,0.30,0.30
373, Over-The-Counter, 3.94,3.82,3.96,3.76,4.52
374, Swaps, 51.80, 53.44, 58.91, 55.17, 58.12
375,Held for Trading,44.41, 51.10, 50.23, 51.40, 47.50
376, Interest Rate Contracts, 34.31, 41.07, 39.43, 42.14, 38.99
377, Foreign Exchange Contracts, 3.75,4.58,4.83,4.24,3.58
378," Equity, Comm, & Other Contracts",1.17,1.31,1.52,1.09,1.05
379,Non-Traded,55.59, 48.90, 49.77, 48.60, 52.50
380, Interest Rate Contracts, 47.14, 42.80, 35.88, 42.56, 47.64
381, Foreign Exchange Contracts, 1.71,2.18,2.02,1.37,1.09
382," Equity, Comm, & Other Contracts",1.07,0.80,0.71,0.50,0.25
383,Deriv Contr (Excl Fut & FX LE 14 Days),79.86, 78.55, 79.86, 82.32, 83.30
384, One Year or Less,30.23, 29.60, 32.72, 31.49, 29.75
385, Over 1 Year to 5 Years,28.38, 29.05, 27.39, 29.22, 32.85
386, Over 5 Years,14.31, 12.58, 12.84, 14.32, 12.21
387, Gross Negative Fair Value (Abs Val),2.15,1.71,2.16,1.87,1.59
388, Gross Positive Fair Value,2.04,1.72,2.10,1.94,1.84
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.17,0.21,0.30,0.23,0.21
