,Column1,Value1,Value2,Value3,Value4,Value5
209,- Nonaccrual, 1.46,0.73,0.87,0.50,0.42
210,- 90+ Days Past Due,0.12,0.08,0.10,0.08,0.05
211,- Nonaccrual, 0.87,0.43,0.47,0.26,0.14
212,- 90+ Days Past Due,0.41,0.28,0.33,0.24,0.27
213,- Nonaccrual, 1.77,0.82,1.00,0.58,0.50
214,Commercial RE - 30-89 Days PD,1.34,0.81,1.03,0.63,0.54
215,- 90+ Days Past Due,0.16,0.09,0.10,0.05,0.04
216,- Nonaccrual, 2.84,0.88,1.34,0.54,0.42
217,Const & Dev - 30-89 Days PD,2.39,1.20,1.74,0.87,0.63
218,- 90+ Days Past Due,0.28,0.14,0.15,0.05,0.05
219,- Nonaccrual, 6.29,1.45,2.39,0.50,0.24
220,Multifamily - 30-89 Days PD,0.85,0.61,0.77,0.43,0.50
221,- 90+ Days Past Due,0.10,0.03,0.04,0.04,0.03
222,- Nonaccrual, 1.35,0.55,0.66,0.38,0.31
223,Nonfarm Nres- 30-89 Days PD,0.73,0.54,0.60,0.47,0.45
224,- 90+ Days Past Due,0.08,0.05,0.05,0.03,0.03
225,- Nonaccrual, 1.03,0.54,0.61,0.51,0.53
226,- 90+ Days Past Due,0.05,0.07,0.01,0.05,0.02
227,- Nonaccrual, 1.16,0.59,0.56,0.58,0.89
228,- 90+ Days Past Due,0.97,0.79,0.84,0.98,0.82
229,- Nonaccrual, 0.25,0.15,0.17,0.13,0.08
230,CAPITAL RATIOS, 09/30/2008,09/30/2007,12/31/2007,12/31/2006,12/31/2005
231,Tier 1 Leverage Ratio,7.50,7.63,7.42,7.79,7.44
232,Tier 1 RBC Ratio, 9.03,9.36,8.95,9.59,9.57
233,DERIVATIVES AND, , , , , 
234,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
235,PERCENT OF TOTAL ASSETS:, , , , , 
236,Loan Commitments,27.93, 31.43, 30.37, 31.81, 30.69
237,Standby Letters of Credit,3.03,3.14,3.00,3.13,3.22
238,Credit Derivatives (BHC as Beneficiary),1.75,2.24,2.19,1.49,1.34
239,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
240,Derivative Contracts,68.28, 71.78, 67.33, 76.05, 74.40
241,Interest Rate Contracts, 51.87, 50.23, 47.29, 59.24, 55.47
242,Interest Rate Futures & Forward Contr,9.62,7.84,7.46,8.76,8.98
243,Written Options Contr (Int Rate), 3.82,5.14,3.80,7.12,5.92
244,Purchased Options Contr (Int Rate), 4.12,5.79,4.45,7.15,5.54
245,Written Options Contr (Foreign Exch), 0.45,0.66,0.66,0.54,0.73
246,Purchased Options Contr (Foreign Exch), 0.42,0.68,0.66,0.58,0.78
247,Written Options Contr (Comm & Other), 0.75,0.60,0.54,0.60,0.47
248,Purchased Options Contr (Comm & Oth), 0.82,0.71,0.76,0.78,0.60
249,PERCENT OF NOTIONAL AMOUNT, 09/30/2008,09/30/2007,12/31/2007,12/31/2006,12/31/2005
250,Interest Rate Contracts, 84.80, 87.57, 85.40, 87.06, 89.88
251,Foreign Exchange Contracts, 9.76,7.69,9.53,8.39,7.66
252,Exchange-Traded,0.53,0.55,0.36,0.41,0.16
253,Over-The-Counter, 5.13,6.63,5.02,5.74,7.10
254,Purchased Options,5.81,7.23,5.83,6.76,6.32
255,Exchange-Traded,0.57,0.55,0.27,0.39,0.21
256,Over-The-Counter, 4.90,6.08,5.13,5.82,5.51
257,Foreign Exchange Contracts, 5.26,3.90,5.60,4.27,5.61
258,Foreign Exchange Contracts, 1.13,0.64,0.81,0.65,0.37
259,Over 1 Year to 5 Years,29.59, 28.72, 27.98, 33.22, 27.91
260,Over 5 Years,16.09, 18.69, 19.42, 19.26, 20.78
261,Gross Negative Fair Value (Abs Val),1.28,0.86,1.19,0.78,0.96
262,Gross Positive Fair Value (X),0.17,0.13,0.15,0.09,0.11
263,Held for Trading (X), 0.14,0.10,0.12,0.07,0.09
264,Non-Traded (X), 0.02,0.01,0.02,0.01,0.01
265,Current Credit Exposure (X),0.10,0.07,0.09,0.05,0.06
266,Credit Losses on Derivative Contracts,0.00,0.00,0.00,0.00,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
267,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
268,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
269,OTHER RATIOS:, , , , , 
270,Current Credit Exposure/Risk Wtd Asts,1.07,0.69,0.84,0.47,0.57
271,INSURANCE ACTIVITIES, 09/30/2008,09/30/2007,12/31/2007,12/31/2006,12/31/2005
272,ANALYSIS RATIOS:, , , , , 
273,Ins Underwriting Assets/Consol Assets,0.05, N/A, N/A, N/A, N/A
274,Ins Under Assets(P/C)/Tot Ins Und Ast, 41.91, 41.02, 41.42, 44.70, 39.72
275,Ins Under Assets(L/H)/Tot Ins Und Ast, 58.09, 58.98, 58.58, 55.30, 60.28
276,Credit Rel Prem Inc/Tot Prem Inc,76.74, 74.90, 73.60, 75.39, 73.61
277,Ins Net Inc (L/H)/Equity (L/H), 5.14,4.91,7.25,6.78, 12.57
278,Net Assets Broker-Dealer Subs/Cons Asts,0.68,0.67,0.64,0.98,1.22
279,FOREIGN ACTIVITIES, , , , , 
280,Yield: Foreign Loans, 2.92,2.77,3.00,2.66,2.35
281,Commercial and Industrial Loans,0.68,4.09,2.70,0.22, 10.52
282,Foreign Governments and Inst,-0.09, -0.34, -0.24, -0.13,0.00
283,GROWTH RATES:, , , , , 
284,Net Loans and Leases,45.60, 28.24,126.76,148.72, 16.59
285,Total Selected Assets, 10.63, 36.45,126.31, 67.29, 16.60
286,Deposits,-1.23, 42.94, 41.77, 33.71, 18.44
287,PROFITABLITY:,09/30/2008,09/30/2007,12/31/2007,12/31/2006,12/31/2005
288,Net Income/Avg Equity Capital,2.29, 10.76,8.75, 13.95, 14.35
289,Bank Net Inc/Avg Eq Inv in Banks, 5.32, 11.84,9.71, 14.64, 14.14
290,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 0.36,7.60,6.73,9.27,8.80
291,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs,2.99,8.06,6.54,8.92, 10.94
292,Bank Net Income/Parent Net Income, 89.87, 78.36, 78.21, 76.65, 71.56
293,Nonbank Net Income/Parent Net Income, 5.43,7.02,5.89,4.94,5.57
294,Total Debt/Equity Capital, 18.58, 16.55, 16.48, 15.66, 15.82
295,Tot Debt+NP to Subs Iss Tr Pref/Equity,29.36, 25.47, 26.01, 25.31, 24.23
296,Tot Debt+Lns Guaranteed for Affl/Equity, 21.54, 18.72, 18.53, 17.33, 20.12
297,Total Debt/Eq Cap - Exc Over Fair Value, 19.16, 16.79, 16.69, 15.89, 16.27
298,Long-Term Debt/Equity Capital, 12.98, 11.89, 11.89, 11.77, 12.45
299,Short-Term Debt/Equity Capital, 4.46,3.27,3.73,3.12,2.55
300,Current Portion of LT Debt/Equity,0.19,0.06,0.05,0.28,0.12
301,Exc Cost Over Fair Value/Equity Cap,0.41,0.36,0.29,0.40,1.06
302,Total Investment in Subs/Equity,124.03,121.20,122.25,121.05,119.83
303,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1", 100.76,100.58,100.18, 99.43, 99.24
304,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div, 98.70,153.20,138.88,134.43,147.51
305,Adj Cash Fl/Op Exp+Repaid LT Debt+Div,130.04,101.78, 96.06,114.51, 98.70
306,Pretax Oper Inc + Int Exp/Int Expense, 1132.88, 4668.11, 5442.83, 3185.46, 3665.49
307,Div + Int From Subs/Int Exp + Div, 99.29,183.98,165.84,157.02,176.22
308,Fees+Other Inc From Subs/Sal + Oth Exp,15.50, 14.93, 15.70, 15.33, 19.65
309,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
310,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
311,Nonaccrual, 2.60,6.17,0.66, 11.33,0.62
312,Total,2.60,6.17,0.66, 11.33, 11.11
313,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
314,To Bank Subsidiaries, 0.00,0.00,0.00,0.00,0.00
315,To Nonbank Subsidiaries,1.06,0.47,0.48,0.25,1.22
316,To Subsidiary BHCs, 0.00,0.00,0.00,0.01,0.01
317,Total,1.56,0.59,0.60,0.36,1.76
318,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
319,Nonbank Assets of Nonbank Subsidiaries, 5.02,5.37,5.39,5.81,6.98
320,Combined Thrift Assets, 0.29,0.23,0.23,0.39,0.35
321,Combined Foreign Nonbank Sub Assets,0.13,0.11,0.11,0.11,0.14
322,PAYOUT RATIOS - PARENT, 09/30/2008,09/30/2007,12/31/2007,12/31/2006,12/31/2005
323,Div Paid/Inc Before Undist Inc, 140.47, 67.88, 71.25, 68.73, 68.89
324,Dividends Paid/Net Income, 77.41, 43.77, 50.51, 36.79, 39.47
325,Dividends From Nonbank Subs,4.51,7.01,8.12,6.21, 11.16
326,Dividends From Subsidiary BHCs,15.41, 21.15, 16.03, 17.75, 21.35
327,Dividends From Bank Subs,75.69, 74.52, 86.39, 66.52, 59.78
328,Interest Income From Bank Subs, 3.61,3.72,4.07,3.07,2.56
329,Mgt & Service Fees From Bank Subs,6.38,3.95,4.86,3.62,3.56
330,Other Income From Bank Subs,0.09,0.00,0.04,0.01,0.27
331,Interest Income From Nonbank Subs, 22.25, 25.32, 60.61, 30.14, 24.40
332,Mgt & Serv Fees From Nonbank Subs,1.48,2.09,2.56,3.76,2.75
333,Other Income From Nonbank Subs, 0.01,0.02,0.03,0.02,0.01
334,Operating Inc From Nonbank Subs, 99.85, 97.63,188.18,109.39,101.72
335,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
336,Dividends From Subsidiary BHCs, 138.78, 46.47, 38.68, 46.80, 48.92
337,Interest Inc From Subsidiary BHCs, 39.74,5.45,8.74,4.08,4.48
338,Mgt & Serv Fees From Sub BHCs,3.14,2.03,1.78,0.44,3.17
339,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
340,Dividends From Bank Subsidiaries,47.31, 53.16, 57.87, 57.66, 55.37
341,Interest Income From Bank Subs, 6.71,3.14,2.70,2.76,2.40
342,Mgt & Serv Fees From Bank Subs, 4.53,2.70,2.72,3.23,2.62
343,Other Income From Bank Subs,0.02,0.00,0.01,0.00,0.02
344,Mgt & Serv Fees From Nonbank Subs,0.11,0.10,0.07,0.09,0.12
345,Other Income From Nonbank Subs, 0.00,0.00,0.00,0.00,0.00
346,Mgt & Serv Fees From Sub BHCs,0.08,0.00,0.00,0.01,0.06
347,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
348, PERCENT OF AVERAGE ASSETS:, , , , , 
349," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
350, PERCENT OF TOTAL ASSETS:, , , , , 
351, ANALYSIS RATIOS:, , , , , 
352, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
353, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
354, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
355, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
356, 1027004,"54,042,757", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 66 bank holding companies. 
357, 09/30/2008,09/30/2007,12/31/2007,12/31/2006,12/31/2005, 
358, 09/30/2008,09/30/2007,12/31/2007,12/31/2006,12/31/2005, 
359, 1199563,"22,488,541", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
360, 1097614,"13,303,986"," BANCORPSOUTH, INC.","TUPELO, MS", , 
361, 1025608,"76,458,299", BANCWEST CORPORATION,"HONOLULU, HI", , 
362, 1025309,"10,335,046", BANK OF HAWAII CORPORATION,"HONOLULU, HI", , 
363, 3587146," 267,636,000", BANK OF NEW YORK MELLON CORPOR,"NEW YORK, NY", , 
