,Column1,Value1,Value2,Value3,Value4,Value5
44,Less: Provision for Loan and Lease Losses,1.10,1.96,1.20,0.36,0.16
45,Plus: Realized G/L on HTM Sec,0.00,0.00,0.00,0.00,0.00
46,Plus: Realized G/L on AFS Sec,0.06,0.03, -0.10, -0.02, -0.01
47,Plus: Other Tax Equiv Adjustments,0.00,0.00,0.00,0.00,0.00
48,Memo: Net Income (Last Four Qtrs),0.53, -0.38, -0.27,0.85,1.21
49,MARGIN ANALYSIS:, , , , , 
50,Avg Earning Assets / Avg Assets, 89.93, 90.60, 89.81, 89.70, 90.22
51,Avg Int-Bearing Funds / Avg Assets,72.85, 75.27, 77.63, 76.48, 75.80
52,Int Income (TE) / Avg Earning Assets, 4.54,4.70,5.70,6.82,6.60
53,Int Expense / Avg Earning Assets, 1.07,1.52,2.41,3.44,3.16
54,Interest-Bearing Bank Balances, 0.35,0.46,2.18,5.42,5.07
55,Fed Funds Sold & Reverse Repos, 0.45,0.50,2.41,5.19,5.08
56,Trading Assets, 1.36,1.42,2.55,3.45,2.88
57,Mortgage-Backed Securities, 3.82,4.53,4.84,4.89,4.71
58,Time Deposits < $100K,1.76,2.58,3.53,4.47,3.94
59,Other Domestic Deposits,0.53,0.75,1.46,2.50,2.26
60,All Interest-Bearing Funds, 1.31,1.82,2.81,4.04,3.77
61, , 12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
62,Avg Personnel Exp Per Employee ($000),89,82,76,75,74
63,Avg Assets per Employee ($000),"6,313"," 6,201"," 5,749"," 5,301"," 5,057"
64,ANALYSIS RATIOS, , , , , 
65,Personnel Expense,1.53,1.45,1.46,1.52,1.61
66,Net Occupancy Expense,0.38,0.38,0.39,0.39,0.40
67,Personnel Expense, 31.06, 31.45, 32.35, 32.37, 32.03
68,Net Occupancy Expense,7.84,8.41,8.80,8.56,8.03
69,Serv Charges on Deposit Accts - Domestic, 6.22,7.38,7.75,7.59,6.78
70,Trading Revenue,1.80,1.69,0.31,0.20,1.15
71,Investment Banking Fees & Commissions,3.07,3.00,3.10,3.28,3.04
72,Venture Capital Revenue,0.15, -0.06, -0.02,0.23,0.19
73,Net Servicing Fees, 0.96,1.75,0.71,0.82,0.68
74,Net Securitization Income,0.00,0.13,0.17,0.31,0.37
75,Insurance Activities Revenue, 1.00,1.08,0.98,1.21,1.24
76,"Net Gain (Loss) - Sales Loans, OREO, Oth", 0.51, -0.18,0.25,0.97,1.36
77,Appl Inc Taxes/Pretax NOI (TE),21.68, 23.39, 24.01, 28.98, 30.66
78,Appl Inc Tax+TE/Pretax NOI+TE, 29.74, 30.98, 31.44, 32.86, 34.13
79,PERCENT OF TOTAL ASSETS,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
80,Real Estate Loans, 34.18, 37.27, 40.98, 40.85, 39.86
81,Commercial and Industrial Loans, 11.82, 12.19, 13.26, 12.72, 11.89
82,Loans to Individuals, 5.73,5.35,4.89,5.33,5.36
83,Loans to Depository Institutions, 0.08,0.05,0.08,0.09,0.11
84,Agricultural Loans, 0.17,0.17,0.19,0.21,0.21
85,Other Loans and Leases, 3.29,3.19,3.01,3.26,3.17
86, Net Loans and Leases, 57.50, 59.72, 63.39, 63.84, 62.65
87,Debt Securities Over 1 Year, 16.22, 15.08, 13.34, 13.05, 13.87
88,Mutual Funds and Equity Securities, 0.18,0.19,0.17,0.24,0.26
89, Subtotal, 75.08, 75.80, 77.57, 77.93, 77.54
90,Interest-Bearing Bank Balances, 4.00,4.50,2.92,0.50,0.55
91,Federal Funds Sold & Reverse Repos, 1.27,0.78,0.80,2.24,2.68
92,Debt Securities 1 Year or Less, 3.03,3.00,3.10,3.17,3.12
93,Trading Assets, 1.43,0.95,1.33,1.34,1.15
94, Total Earning Assets, 87.61, 87.54, 87.74, 87.60, 88.10
95,Non-Int Cash and Due From Dep Inst, 1.32,1.72,1.92,2.28,2.38
96,Other Real Estate Owned,0.37,0.32,0.22,0.10,0.06
97,U.S. Treasury Securities, 0.85,0.63,0.13,0.14,0.32
98,U.S. Agency Securities (excl MBS),1.99,1.70,1.85,2.38,3.46
99,Municipal Securities, 1.34,1.26,1.18,1.13,1.07
100,Mortgage-Backed Securities,11.84, 11.59, 10.52,9.64,9.68
101,Asset-Backed Securities,0.51,0.62,0.39,0.35,0.22
102,Other Debt Securities,1.15,0.84,0.56,0.75,0.60
103,RE Loans Secured by 1-4 Family,14.72, 15.14, 15.77, 16.28, 16.64
104,Revolving,4.05,4.21,4.04,3.71,3.86
105,"Closed-End, Sec by First Liens", 9.35,9.38,9.83, 10.54, 10.76
106,"Closed-End, Sec by Junior Liens",1.02,1.30,1.48,1.76,1.67
107,Commercial Real Estate Loans,17.75, 19.88, 22.89, 22.23, 20.92
108,Construction and Land Dev,3.37,5.28,7.50,8.05,7.45
109,Multifamily,1.59,1.62,1.57,1.35,1.55
110,Nonfarm Nonresidential,11.98, 12.28, 13.00, 11.82, 11.02
111,RE Loans Secured by Farmland, 0.32,0.34,0.31,0.27,0.23
112,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
113,Real Estate Loans, 57.40, 59.49, 62.22, 62.09, 61.99
114,RE Loans Secured by 1-4 Family,25.51, 25.20, 24.64, 25.69, 26.62
115,Revolving,6.92,6.85,6.18,5.64,5.88
116,Closed-End,17.91, 17.81, 17.87, 19.66, 20.25
117,Commercial Real Estate Loans,28.90, 30.65, 34.15, 33.44, 31.93
118,Construction and Land Dev,5.52,8.02, 11.06, 11.93, 11.10
119,Multifamily,2.63,2.58,2.40,2.05,2.44
120,Nonfarm Nonresidential,19.38, 19.00, 19.31, 17.83, 16.60
121,RE Loans Secured by Farmland, 0.55,0.54,0.46,0.40,0.34
122,Loans to Depository Institutions, 0.17,0.10,0.15,0.20,0.18
123,Commercial and Industrial Loans, 19.95, 19.92, 20.85, 19.88, 18.82
124,Loans to Individuals, 9.96,9.04,7.80,8.39,8.68
125,Credit Card Loans,2.54,1.52,1.21,1.26,1.18
126,Agricultural Loans, 0.28,0.27,0.29,0.31,0.33
127,Loans to Foreign Govts and Inst,0.01,0.01,0.00,0.00,0.01
128,Other Loans and Leases, 6.53,6.19,5.08,5.48,6.21
129,PERCENT OF TOTAL ASSETS,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
130,Short-Term Investments,10.19,9.59,7.95,6.96,8.05
131,Liquid Assets, 25.93, 24.17, 21.51, 19.49, 22.35
132,Investment Securities, 20.42, 19.11, 17.16, 17.00, 18.55
133,Net Loans and Leases,57.50, 59.72, 63.39, 63.84, 62.65
134,"Net Lns, Ls & Stdby Ltrs of Credit",60.00, 62.44, 66.40, 66.90, 65.82
135,Core Deposits, 53.81, 51.08, 46.50, 46.33, 48.20
136,Noncore Funding, 28.79, 32.60, 37.61, 37.91, 36.10
137,Time Deposits of $100K or More, 6.69,7.50,9.21, 10.08, 11.31
138,Foreign Deposits, 1.96,2.14,2.28,3.12,2.70
139,Fed Funds Purchased and Repos,4.08,4.43,5.81,7.30,7.72
140,Net Fed Funds Purchased (Sold), 2.58,3.36,4.62,4.96,4.92
141,Int-Bearing Liab Repr in 1 Year, 14.96, 19.49, 23.53, 22.78, 22.38
142,Long-Term Debt Repr in 1 Year,2.03,1.97,2.02,2.17,2.14
143,Net ST Noncore Funding Dependence,5.84,9.90, 22.32, 26.17, 23.42
144,Short-Term Inv/ST Noncore Funding, 67.65, 55.48, 31.65, 25.06, 26.53
145,Liq Asts-ST Noncore Fndg/Nonliq Asts,15.70,8.40, -3.84, -8.27, -3.40
146,Net Loans and Leases/Total Deposits, 88.15, 89.66, 99.38,101.86, 97.36
147,Net Loans and Leases/Core Deposits, 120.03,140.58,150.98,154.70,157.66
148,Held-To-Mat Sec Appr(Depr)/T1 Cap,0.28,0.11, -0.66, -0.09, -0.59
149,Avail-For-Sale Sec Appr(Depr)/T1 Cap, 2.05,0.97, -4.29, -1.37, -1.93
150,Available-For-Sale Securities, 94.78, 94.65, 94.46, 93.93, 92.47
151,U.S. Treasury Securities, 4.71,3.48,1.09,1.15,2.12
152,U.S. Agency Securities (excl MBS), 11.25, 10.28, 11.58, 14.07, 17.97
153,Municipal Securities, 6.76,6.77,7.25,6.70,5.90
154,Mortgage-Backed Securities,57.20, 59.41, 63.84, 60.58, 59.23
155,Asset-Backed Securities,3.48,3.88,2.89,2.79,1.59
156,Other Debt Securities,6.94,5.16,3.86,5.41,3.89
157,Debt Securities Over 5 Years,51.12, 52.93, 59.42, 57.87, 56.17
158,Pledged Securities,50.95, 54.10, 66.91, 63.70, 61.87
159,"Structured Notes, Fair Value", 0.47,0.31,0.27,0.32,0.20
160,ANALYSIS RATIOS,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
161,Provision for Ln&Ls Losses/Avg Assets,1.10,1.96,1.20,0.36,0.16
162,Provision for Ln&Ls Losses/Avg Lns&Ls,1.80,3.07,1.79,0.56,0.26
163,ALLL/Nonaccrual Assets, 100.40, 92.92,115.68,193.95,330.91
164,Net Losses/Avg Loans and Leases,2.04,2.33,1.10,0.38,0.23
165,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.05,0.02,0.03,0.00,0.00
166,Recoveries/Prior Year-End Losses, 9.75, 13.00, 21.90, 30.58, 31.81
167,Earnings Coverage of Net Losses (X),2.54,1.67,2.24, 13.40, 33.32NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
168,Real Estate Loans,2.17,2.20,0.97,0.18,0.08
169,RE Loans Secured By 1-4 Family, 1.43,1.41,0.61,0.18,0.09
170,Revolving,1.31,1.65,0.72,0.24,0.12
171,Closed-End, 1.45,1.42,0.54,0.15,0.08
172,Commercial Real Estate Loans, 2.64,2.81,1.13,0.14,0.04
173,Construction and Land Dev,6.60,6.65,2.87,0.25,0.03
174,Multifamily,1.21,1.09,0.36,0.07,0.02
175,Nonfarm Nonresidential, 1.38,1.00,0.23,0.06,0.04
176,Other Loans and Leases, 0.72,1.45,0.54,0.27,0.22
177,PERCENT OF LOANS AND LEASES,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
178,30-89 Days PD Loans and Leases, 1.20,1.51,1.58,1.03,0.81
179,90+ Days PD Loans and Leases, 0.78,0.66,0.35,0.21,0.15
180,Nonaccrual Restructured,0.47,0.30,0.09,0.01,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
181,30-89 Days Past Due Assets, 1.21,1.52,1.58,1.03,0.81
182,90+ Days Past Due Assets, 0.78,0.67,0.35,0.21,0.15
183,Nonaccrual Assets,3.11,3.79,2.18,0.95,0.50
184,30+ Days PD & Nonaccrual Assets,5.35,6.15,4.24,2.31,1.52PERCENT OF TOTAL ASSETS-----------------------
185,90+ Days PD and Nonaccrual Assets,2.39,2.82,1.71,0.77,0.42
186,90+ PD & Nonaccrual Assets + OREO,2.77,3.15,1.97,0.90,0.49RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
187,Total Assets, 2.73,2.98,1.68,0.73,0.35
188,Allowance for Loan & Lease Losses,198.88,178.10,140.34, 89.96, 50.67
189,Equity Cap + ALLL, 23.10, 27.35, 16.99,7.74,3.98
190,Tier 1 Cap + ALLL, 26.45, 30.00, 18.12,8.93,4.38
191,Loans & Leases + RE Acquired, 4.62,4.67,2.56,1.14,0.58
192, - 90+ Days Past Due, 0.95,0.74,0.36,0.20,0.14
193, - Nonaccrual,5.15,5.49,2.85,1.23,0.56
194, - 90+ Days Past Due, 0.22,0.16,0.11,0.08,0.05
195, - Nonaccrual,1.90,2.50,1.15,0.50,0.52
196, - 90+ Days Past Due, 0.62,0.62,0.41,0.29,0.31
197, - Nonaccrual,0.44,0.62,0.37,0.24,0.14
198,Dep Inst Lns - 30-89 Days PD, 0.00,0.09,0.02,0.02,0.00
199, - 90+ Days Past Due, 0.00,0.00,0.00,0.01,0.00
200, - Nonaccrual,0.00,0.17,0.02,0.00,0.00
201,Agricultural - 30-89 Days PD, 0.37,0.77,0.47,0.28,0.27
202, - 90+ Days Past Due, 0.05,0.04,0.02,0.02,0.02
203, - Nonaccrual,2.34,1.62,0.78,0.43,0.36
204,Foreign Govts- 30-89 Days PD, 0.00,7.14,0.18,0.29,1.35
205, - 90+ Days Past Due, 0.00,0.39,0.00,0.00,0.00
206, - Nonaccrual,0.67,0.00,0.07,0.00,0.00
207,Other Lns&Ls - 30-89 Days PD, 0.49,0.66,0.69,0.59,0.49
208, - 90+ Days Past Due, 0.08,0.07,0.07,0.03,0.02
209,- 90+ Days Past Due,1.08,0.90,0.45,0.28,0.20
210,- Nonaccrual, 3.31,3.33,1.80,0.87,0.50
211,- 90+ Days Past Due,0.18,0.20,0.15,0.10,0.08
212,- Nonaccrual, 1.33,1.19,0.78,0.47,0.26
213,- 90+ Days Past Due,1.45,1.18,0.56,0.34,0.24
214,- Nonaccrual, 4.13,4.19,2.20,1.01,0.58
215,Commercial RE - 30-89 Days PD,1.10,1.53,1.63,1.03,0.63
216,- 90+ Days Past Due,0.56,0.43,0.20,0.10,0.05
217,- Nonaccrual, 6.58,7.32,3.43,1.34,0.54
218,Const & Dev - 30-89 Days PD,1.66,2.80,2.97,1.74,0.87
219,- 90+ Days Past Due,1.56,0.81,0.39,0.15,0.05
220,- Nonaccrual,14.96, 16.60,7.98,2.55,0.50
221,Multifamily - 30-89 Days PD,0.83,1.14,1.10,0.77,0.43
222,- 90+ Days Past Due,0.40,0.32,0.07,0.04,0.04
223,- Nonaccrual, 3.35,3.87,1.94,0.66,0.38
224,Nonfarm Nres- 30-89 Days PD,0.81,1.06,0.98,0.60,0.47
225,- 90+ Days Past Due,0.34,0.22,0.09,0.05,0.03
226,- Nonaccrual, 4.20,4.02,1.27,0.61,0.51
227,- 90+ Days Past Due,0.23,0.12,0.07,0.01,0.05
228,- Nonaccrual, 5.18,3.11,1.02,0.56,0.58
229,- 90+ Days Past Due,0.97,1.28,1.19,0.84,0.98
230,- Nonaccrual, 0.39,0.47,0.31,0.17,0.13
231,CAPITAL RATIOS, 12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
232,Tier 1 Leverage Ratio,9.05,8.69,8.43,7.40,7.78
233,Tier 1 RBC Ratio,12.97, 11.57, 10.38,8.92,9.57
234,DERIVATIVES AND, , , , , 
235,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
236,PERCENT OF TOTAL ASSETS:, , , , , 
237,Loan Commitments,24.69, 25.34, 25.49, 30.37, 31.81
238,Standby Letters of Credit,2.31,2.49,2.91,3.00,3.13
239,Credit Derivatives (BHC as Beneficiary),2.75,2.68,1.57,2.19,1.49
240,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
241,Derivative Contracts, 106.02, 85.57, 59.30, 67.33, 76.05
242,Interest Rate Contracts, 81.04, 65.75, 44.46, 47.29, 59.24
243,Interest Rate Futures & Forward Contr, 13.72,9.80,8.67,7.46,8.76
244,Written Options Contr (Int Rate), 5.07,4.89,2.99,3.80,7.12
245,Purchased Options Contr (Int Rate), 5.03,4.67,2.78,4.45,7.15
246,Written Options Contr (Foreign Exch), 0.62,0.55,0.31,0.66,0.54
247,Purchased Options Contr (Foreign Exch), 0.62,0.54,0.31,0.66,0.58
248,Written Options Contr (Comm & Other), 1.16,0.94,0.55,0.54,0.60
249,Purchased Options Contr (Comm & Oth), 0.67,0.67,0.56,0.76,0.78
250,PERCENT OF NOTIONAL AMOUNT, 12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
251,Interest Rate Contracts, 87.60, 89.28, 86.19, 85.40, 87.06
252,Foreign Exchange Contracts, 8.25,6.97,9.88,9.53,8.39
253,Exchange-Traded,0.34,0.26,0.35,0.36,0.41
254,Over-The-Counter, 7.07,7.41,5.84,5.02,5.74
255,Purchased Options,4.52,5.07,4.69,5.83,6.76
256,Exchange-Traded,0.33,0.30,0.29,0.27,0.39
257,Over-The-Counter, 3.73,4.52,4.12,5.13,5.82
258,Foreign Exchange Contracts, 4.27,3.58,4.45,5.60,4.27
259,Foreign Exchange Contracts, 1.37,1.09,1.84,0.81,0.65
260,Over 1 Year to 5 Years,29.47, 32.85, 30.35, 27.98, 33.22
261,Over 5 Years,14.37, 12.21, 13.63, 19.42, 19.26
262,Gross Negative Fair Value (Abs Val),1.89,1.59,2.75,1.19,0.78
263,Gross Positive Fair Value (X),0.23,0.21,0.24,0.15,0.09
264,Held for Trading (X), 0.19,0.16,0.20,0.12,0.07
265,Non-Traded (X), 0.03,0.02,0.03,0.02,0.01
266,Current Credit Exposure (X),0.10,0.09,0.14,0.09,0.05
267,Credit Losses on Derivative Contracts,0.03,0.02,0.02,0.00,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
268,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
269,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
270,OTHER RATIOS:, , , , , 
271,Current Credit Exposure/Risk Wtd Asts,1.20,1.01,2.06,0.84,0.47
272,INSURANCE ACTIVITIES, 12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
273,ANALYSIS RATIOS:, , , , , 
274,Ins Underwriting Assets/Consol Assets,0.12, N/A, N/A, N/A, N/A
275,Ins Under Assets(P/C)/Tot Ins Und Ast, 45.80, 48.36, 45.50, 41.42, 44.70
276,Ins Under Assets(L/H)/Tot Ins Und Ast, 54.20, 51.64, 54.50, 58.58, 55.30
277,Credit Rel Prem Inc/Tot Prem Inc,61.98, 63.75, 79.23, 73.60, 75.39
278,Ins Net Inc (L/H)/Equity (L/H), 5.19,4.19,5.14,7.25,6.78
279,Net Assets Broker-Dealer Subs/Cons Asts,1.39,0.83,0.43,0.64,0.98
280,FOREIGN ACTIVITIES, , , , , 
281,Yield: Foreign Loans, 3.65,3.35,2.72,3.00,2.66
282,Commercial and Industrial Loans,1.06,1.51,0.49,2.70,0.22
283,Foreign Governments and Inst,-0.14,0.00,0.05, -0.24, -0.13
284,GROWTH RATES:, , , , , 
285,Net Loans and Leases,23.22, -6.09, 21.44,126.81,148.72
286,Total Selected Assets, 16.71,4.38,3.43,126.36, 67.29
287,Deposits, 0.97,-12.79,-10.81, 41.77, 33.71
288,PROFITABLITY:,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
289,Net Income/Avg Equity Capital,5.11, -4.66, -3.80,8.75, 13.95
290,Bank Net Inc/Avg Eq Inv in Banks, 5.27, -0.47,0.43,9.71, 14.64
291,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 3.66, -1.85, -2.26,6.73,9.27
292,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs,5.35, -6.78, -3.66,6.54,8.92
293,Bank Net Income/Parent Net Income, 80.59, 85.55, 97.91, 78.21, 76.65
294,Nonbank Net Income/Parent Net Income,15.04,6.83,4.75,5.89,4.94
295,Total Debt/Equity Capital, 19.49, 19.62, 16.06, 16.48, 15.66
296,Tot Debt+NP to Subs Iss Tr Pref/Equity,27.16, 29.93, 25.78, 26.01, 25.31
297,Tot Debt+Lns Guaranteed for Affl/Equity, 23.08, 23.12, 17.80, 18.53, 17.33
298,Total Debt/Eq Cap - Exc Over Fair Value, 19.59, 19.95, 16.24, 16.69, 15.89
299,Long-Term Debt/Equity Capital, 16.09, 15.74, 11.65, 11.89, 11.77
300,Short-Term Debt/Equity Capital, 2.77,3.30,3.22,3.73,3.12
301,Current Portion of LT Debt/Equity,0.34,0.14,0.18,0.05,0.28
302,Exc Cost Over Fair Value/Equity Cap,0.18,0.30,0.27,0.29,0.40
303,Total Investment in Subs/Equity,120.17,121.39,115.05,122.25,121.05
304,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",99.68, 98.86, 94.03,100.34, 99.54
305,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,114.46, 98.42, 96.96,138.88,134.43
306,Adj Cash Fl/Op Exp+Repaid LT Debt+Div, 87.30, 71.15,170.72, 96.06,114.51
307,Pretax Oper Inc + Int Exp/Int Expense,923.25,174.07,955.41, 5442.83, 3185.46
308,Div + Int From Subs/Int Exp + Div,128.12, 78.11,108.98,165.84,157.02
309,Fees+Other Inc From Subs/Sal + Oth Exp,20.37, 13.88, 13.99, 15.70, 15.33
310,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
311,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
312,Nonaccrual, 2.01,0.07,8.55,0.66, 11.33
313,Total,2.14,0.21,8.55,0.66, 11.33
314,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
315,To Bank Subsidiaries, 0.00,0.00,0.01,0.00,0.00
316,To Nonbank Subsidiaries,1.21,1.17,0.60,0.48,0.25
317,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.01
318,Total,1.28,1.31,0.86,0.60,0.36
319,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
320,Nonbank Assets of Nonbank Subsidiaries, 7.97,6.28,4.34,5.39,5.81
321,Combined Thrift Assets, 0.30,0.10,0.38,0.23,0.39
322,Combined Foreign Nonbank Sub Assets,0.77,0.59,0.09,0.11,0.11
323,PAYOUT RATIOS - PARENT, 12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
324,Div Paid/Inc Before Undist Inc,73.57,106.22,121.59, 71.25, 68.73
325,Dividends Paid/Net Income, 35.73, 59.69, 76.66, 50.51, 36.79
326,Dividends From Nonbank Subs, 10.77,7.18,4.14,8.12,6.21
327,Dividends From Subsidiary BHCs,32.86,7.04, 12.71, 16.03, 17.75
328,Dividends From Bank Subs,27.83, 60.08, 93.93, 86.39, 66.52
329,Interest Income From Bank Subs, 2.76,2.70,5.45,4.07,3.07
330,Mgt & Service Fees From Bank Subs,6.47, 17.89,8.83,4.86,3.62
331,Other Income From Bank Subs,0.36,0.55,0.18,0.04,0.01
332,Interest Income From Nonbank Subs, 15.33, 61.19, 14.32, 60.61, 30.14
333,Mgt & Serv Fees From Nonbank Subs,4.55,3.43,4.47,2.56,3.76
334,Other Income From Nonbank Subs, 0.09,0.99,0.01,0.03,0.02
335,Operating Inc From Nonbank Subs, 92.31,142.10, 89.90,188.18,109.39
336,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
337,Dividends From Subsidiary BHCs,50.19, 56.34,134.04, 38.68, 46.80
338,Interest Inc From Subsidiary BHCs,1.39,5.09, 20.51,8.74,4.08
339,Mgt & Serv Fees From Sub BHCs,2.35,2.15,3.96,1.78,0.44
340,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
341,Dividends From Bank Subsidiaries,25.42, 32.78, 48.64, 57.87, 57.66
342,Interest Income From Bank Subs, 3.50,6.16,5.08,2.70,2.76
343,Mgt & Serv Fees From Bank Subs,10.32,7.26,4.24,2.72,3.23
344,Other Income From Bank Subs,0.01,0.03,0.09,0.01,0.00
345,Mgt & Serv Fees From Nonbank Subs,0.20,0.10,0.09,0.07,0.09
346,Other Income From Nonbank Subs, 0.00,0.00,0.00,0.00,0.00
347,Mgt & Serv Fees From Sub BHCs,0.00,0.01,0.03,0.00,0.01
348,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
349, PERCENT OF AVERAGE ASSETS:, , , , , 
350," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
351, PERCENT OF TOTAL ASSETS:, , , , , 
352, ANALYSIS RATIOS:, , , , , 
353, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
354, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
355, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
356, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
357, , 3226762,"99,178,629", RBC USA HOLDCO CORPORATION,"NEW YORK, NY", New Y-9C/BHCPR reporter
358, 1027004,"51,035,696", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 70 bank holding companies. 
359, 12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006, 
360, 12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006, 
361, 1562859," 172,011,000", ALLY FINANCIAL INC.," DETROIT, MI", , 
362, 1275216," 146,005,718", AMERICAN EXPRESS COMPANY,"NEW YORK, NY", , 
363, 1095674,"11,561,221"," ARVEST BANK GROUP, INC."," BENTONVILLE, AR", , 
