,Column1,Value1,Value2,Value3,Value4,Value5
64,Avg Earning Assets / Avg Assets, 91.06, 90.06, 90.57, 89.85, 90.30
65, Avg Int-Bearing Funds / Avg Assets,67.32, 68.25, 68.42, 68.66, 70.87
66, Int Income (TE) / Avg Earning Assets, 3.69,3.87,3.82,4.08,4.32
67, Int Expense / Avg Earning Assets, 0.49,0.64,0.59,0.74,0.88
68, Net Int Inc (TE) / Avg Earn Assets, 3.16,3.17,3.17,3.28,3.37
69,YIELD OR COST: , , , , , 
70,Total Loans and Leases (TE),4.48,4.79,4.72,5.06,5.34
71, Interest-Bearing Bank Balances, 0.30,0.31,0.32,0.31,0.34
72, Fed Funds Sold & Reverse Repos, 0.35,0.40,0.39,0.40,0.38
73, Trading Assets, 1.22,1.23,1.19,1.25,1.43
74, Total Earning Assets, 3.63,3.82,3.76,4.03,4.26
75,Investment Securities (TE), 2.41,2.43,2.39,2.65,2.99
76, U.S. Treasury & Agency Sec (excl MBS),1.21,1.36,1.23,1.49,1.74
77, Mortgage-Backed Securities, 2.37,2.36,2.32,2.70,3.16
78, All Other Securities, 3.70,3.84,4.23,4.25,4.73
79,Interest-Bearing Deposits,0.36,0.45,0.42,0.53,0.67
80, Time Deposits of $100K or More, 0.84,0.98,0.95,1.12,1.30
81, Time Deposits < $100K,0.81,1.03,0.96,1.23,1.47
82, Other Domestic Deposits,0.21,0.25,0.24,0.28,0.38
83, Foreign Deposits, 0.29,0.39,0.37,0.46,0.50
84,Fed Funds Purchased and Repos,0.66,0.77,0.72,0.91,0.86
85, Other Borrowed Funds & Trading Liab,1.80,2.11,1.96,2.36,2.42
86, All Interest-Bearing Funds, 0.59,0.72,0.69,0.85,1.11
87, , , , , , 
88, 3 , , , , , 
89, , 03/31/2014,03/31/2013,12/31/2013,12/31/2012,12/31/2011
90, Avg Personnel Exp Per Employee ($000),25,25,98,97,90
91, Avg Assets per Employee ($000),"7,467"," 7,148"," 7,282"," 7,080"," 6,503"
92, ANALYSIS RATIOS , , , , , 
93,Mutual Fund Fee Inc / Non-Int Income, 3.26,2.92,2.95,2.84,3.12
94,Overhead Exp / NII + Non-Int Income, 66.26, 66.79, 67.53, 69.11, 68.44
95,PERCENT OF AVERAGE ASSETS: , , , , , 
96,Total Overhead Expense, 2.88,3.12,3.15,3.34,3.16
97, Personnel Expense,1.46,1.52,1.48,1.49,1.51
98, Net Occupancy Expense,0.34,0.34,0.34,0.34,0.36
99, Other Operating Expenses, 1.06,1.26,1.32,1.50,1.23
100,Overhead Less Non-Interest Income,1.31,1.23,1.32,1.37,1.49
101,PERCENT OF ADJUSTED OPERATING INCOME (TE): , , , , , 
102,Total Overhead Expense,65.51, 66.10, 66.81, 68.50, 67.64
103, Personnel Expense, 33.17, 32.41, 31.94, 31.26, 32.51
104, Net Occupancy Expense,7.81,7.46,7.52,7.36,7.92
105, Other Operating Expenses,23.53, 25.26, 26.47, 29.46, 26.22
106,Total Non-Interest Income, 33.31, 36.68, 35.19, 36.31, 33.59
107, Fiduciary Activities Income,2.71,2.40,2.42,2.18,2.81
108, Serv Charges on Deposit Accts - Domestic, 4.73,4.68,4.76,4.61,5.74
109, Trading Revenue,1.36,1.34,1.09,1.35,1.58
110, Investment Banking Fees & Commissions,2.65,2.68,2.55,2.81,2.86
111, Venture Capital Revenue,0.07,0.03,0.06,0.11,0.12
112, Net Servicing Fees, 0.66,1.07,1.02,0.60,0.65
113, Net Securitization Income,0.00,0.01,0.01,0.01,0.01
114, Insurance Activities Revenue, 0.78,1.18,0.96,1.11,1.03
115," Net Gain (Loss) - Sales Loans, OREO, Oth", 1.28,3.00,2.04,2.02,0.42
116, Other Non-Interest Income, 10.01, 10.71, 11.39, 12.15, 12.04
117,Overhead Less Non-Interest Income, 32.27, 28.84, 31.19, 31.82, 33.69
118, TAX RATIOS: , , , , , 
119,Appl Inc Taxes/Pretax NOI (TE),29.38, 29.65, 28.67, 27.20, 27.79
120, Appl Inc Tax+TE/Pretax NOI+TE, 33.06, 33.09, 32.20, 30.97, 32.84
121, , , , , , 
122, 4 , , , , , 
123,PERCENT OF TOTAL ASSETS,03/31/2014,03/31/2013,12/31/2013,12/31/2012,12/31/2011
124, Real Estate Loans, 33.75, 32.89, 32.68, 32.01, 32.57
125, Commercial and Industrial Loans, 12.91, 11.76, 12.57, 11.65, 11.71
126, Loans to Individuals, 5.03,4.90,5.25,4.94,6.00
127, Loans to Depository Institutions, 0.12,0.10,0.12,0.10,0.14
128, Agricultural Loans, 0.12,0.11,0.14,0.12,0.15
129, Other Loans and Leases, 4.19,3.99,4.31,4.15,3.49
130,Net Loans and Leases, 60.80, 58.48, 60.16, 57.97, 57.65
131, Debt Securities Over 1 Year, 15.37, 15.89, 15.69, 15.91, 16.68
132, Mutual Funds and Equity Securities, 0.13,0.12,0.13,0.12,0.12
133,Subtotal, 77.77, 75.42, 76.88, 74.97, 75.87
134, Interest-Bearing Bank Balances, 4.55,4.61,4.42,4.19,3.96
135, Federal Funds Sold & Reverse Repos, 0.69,1.14,0.85,1.13,1.30
136, Debt Securities 1 Year or Less, 2.36,2.94,2.67,3.05,3.07
137, Trading Assets, 0.87,0.88,0.80,0.98,1.37
138,Total Earning Assets, 89.25, 88.18, 88.92, 87.84, 88.20
139, Non-Int Cash and Due From Dep Inst, 1.44,1.19,1.38,1.53,1.52
140, Other Real Estate Owned,0.17,0.23,0.17,0.22,0.32
141, All Other Assets, 9.22, 10.52,9.61, 10.45, 10.17
142,MEMORANDA: , , , , , 
143,Short-Term Investments, 8.73,9.51,9.06,9.34, 10.03
144, U.S. Treasury Securities, 0.67,0.54,0.55,0.56,0.66
145, U.S. Agency Securities (excl MBS),1.38,1.35,1.36,1.38,1.81
146, Municipal Securities, 1.14,1.19,1.14,1.13,1.39
147, Mortgage-Backed Securities,11.88, 12.10, 11.95, 11.90, 12.85
148, Asset-Backed Securities,0.43,0.64,0.59,0.65,0.56
149, Other Debt Securities,0.56,0.98,0.88,1.01,1.09
150, RE Loans Secured by 1-4 Family,15.71, 16.40, 15.40, 16.04, 14.92
151, Revolving,3.26,3.28,3.24,3.38,3.77
152," Closed-End, Sec by First Liens",11.36, 12.05, 11.10, 11.60,9.88
153," Closed-End, Sec by Junior Liens",0.56,0.62,0.51,0.56,0.80
154, Commercial Real Estate Loans,16.02, 14.29, 15.04, 13.71, 15.96
155, Construction and Land Dev,1.89,1.69,1.69,1.62,2.35
156, Multifamily,2.07,1.64,1.99,1.65,1.61
157, Nonfarm Nonresidential,10.98, 10.45, 10.65, 10.10, 11.22
158, RE Loans Secured by Farmland, 0.24,0.24,0.24,0.22,0.28
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 54.67, 56.63, 54.52, 55.30, 55.27
161, RE Loans Secured by 1-4 Family,26.28, 28.17, 26.15, 27.79, 25.96
162, Revolving,5.44,5.72,5.54,5.91,6.49
163, Closed-End,20.22, 21.87, 20.05, 21.35, 18.76
164, Commercial Real Estate Loans,24.98, 24.10, 24.21, 23.24, 26.20
165, Construction and Land Dev,3.06,2.86,2.72,2.75,3.92
166, Multifamily,3.22,2.90,3.30,2.89,2.73
167, Nonfarm Nonresidential,17.13, 17.57, 17.16, 17.10, 18.27
168, RE Loans Secured by Farmland, 0.39,0.42,0.41,0.39,0.50
169, Loans to Depository Institutions, 0.28,0.21,0.24,0.20,0.33
170, Commercial and Industrial Loans, 21.40, 19.83, 20.78, 19.65, 20.24
171, Loans to Individuals, 8.49,8.62,9.00,8.70, 10.25
172, Credit Card Loans,1.76,2.38,2.51,2.44,3.15
173, Agricultural Loans, 0.20,0.21,0.24,0.23,0.26
174, Loans to Foreign Govts and Inst,0.02,0.01,0.02,0.00,0.01
175, Other Loans and Leases, 8.20,8.04,8.51,8.88,7.17
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,03/31/2014,03/31/2013,12/31/2013,12/31/2012,12/31/2011
179, Short-Term Investments, 8.73,9.51,9.06,9.34, 10.03
180, Liquid Assets, 24.91, 24.70, 24.52, 24.99, 26.81
181, Investment Securities, 18.58, 19.87, 19.27, 20.19, 20.93
182, Net Loans and Leases,60.80, 58.48, 60.16, 57.97, 57.65
183," Net Lns, Ls & Stdby Ltrs of Credit",62.90, 60.46, 62.26, 60.00, 60.15
184, Core Deposits, 60.00, 56.42, 58.48, 55.65, 55.92
185, Noncore Funding, 23.25, 24.40, 23.92, 24.84, 26.62
186, Time Deposits of $100K or More, 5.64,5.79,5.44,5.83,6.23
187, Foreign Deposits, 1.03,0.97,1.00,1.00,1.65
188, Fed Funds Purchased and Repos,2.78,2.79,2.45,2.65,3.73
189, Net Fed Funds Purchased (Sold), 1.91,1.57,1.55,1.51,2.28
190, Commercial Paper, 0.12,0.14,0.14,0.14,0.11
191,Oth Borrowings W/Rem Mat 1 Yr or Less,2.43,2.23,3.17,2.54,2.68
192, Earning Assets Repr in 1 Year, 39.40, 39.07, 40.00, 39.71, 41.58
193, Int-Bearing Liab Repr in 1 Year, 11.45, 11.85, 11.28, 12.42, 13.13
194, Long-Term Debt Repr in 1 Year,1.21,1.33,1.27,1.31,1.62
195, Net Assets Repriceable in 1 Year,24.98, 23.69, 25.41, 23.76, 25.09
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,16.84, 18.84, 17.84, 19.34, 20.15
198, Net ST Noncore Funding Dependence,3.16,3.10,3.67,3.44,4.17
199, Short-Term Inv/ST Noncore Funding, 83.10, 99.19, 91.40, 91.22, 75.15
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,19.50, 18.05, 18.17, 18.45, 20.29
201, Net Loans and Leases/Total Deposits, 86.98, 93.13, 88.65, 93.70, 87.55
202, Net Loans and Leases/Core Deposits, 106.04,121.66,110.13,125.79,116.55
203, Held-To-Mat Sec Appr(Depr)/T1 Cap, -0.28,1.04, -1.16,1.39,0.94
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 0.21,3.92, -0.71,4.41,3.77
205, Struct Notes Appr(Depr)/T1 Cap,-0.14, -0.01, -0.25, -0.02, -0.17
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 16.05, 10.86, 15.26, 10.63,6.59
208, Available-For-Sale Securities, 83.95, 89.14, 84.74, 89.37, 93.41
209, U.S. Treasury Securities, 4.74,3.68,3.79,3.82,3.64
210, U.S. Agency Securities (excl MBS),7.20,7.19,7.35,7.26,9.19
211, Municipal Securities, 6.06,6.07,6.20,5.98,6.79
212, Mortgage-Backed Securities,67.07, 63.63, 65.16, 63.14, 61.59
213, Asset-Backed Securities,2.77,3.66,3.33,3.57,3.53
214, Other Debt Securities,3.12,5.01,4.45,5.16,6.86
215, Mutual Funds and Equity Securities, 0.93,0.94,0.89,0.91,1.07
216,Debt Securities 1 Year or Less,14.61, 16.96, 15.52, 17.02, 16.71
217, Debt Securities 1 To 5 Years,20.00, 20.24, 20.54, 20.75, 24.10
218, Debt Securities Over 5 Years,60.58, 58.75, 59.57, 57.92, 54.74
219, Pledged Securities,42.77, 40.65, 41.15, 40.49, 47.10
220," Structured Notes, Fair Value", 0.18,0.13,0.19,0.12,0.39
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,03/31/2014,03/31/2013,12/31/2013,12/31/2012,12/31/2011
224, Provision for Ln&Ls Losses/Avg Assets,0.15,0.22,0.19,0.33,0.49
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.24,0.37,0.32,0.55,0.80
226, Provision for Ln&Ls Losses/Net Losses, 83.28, 70.37, 65.21, 76.76, 70.36
227,Ln&Ls Allowance/Total Loans & Leases, 1.37,1.59,1.41,1.61,2.11
228, Ln&Ls Allowance/Net Ln&Ls Losses (X), 8.63,5.72,7.44,3.51,2.24
229, ALLL/Nonaccrual Assets, 150.17,122.53,147.72,123.13,115.87
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls,116.08, 95.80,115.01, 98.08, 87.66
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.48,0.71,0.63,0.94,1.40
232, Recoveries/Avg Loans and Leases,0.15,0.17,0.18,0.19,0.23
233, Net Losses/Avg Loans and Leases,0.33,0.53,0.44,0.74,1.17
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.01,0.01,0.02
235, Recoveries/Prior Year-End Losses, 7.26,5.02, 23.10, 18.24, 12.27
236, Earnings Coverage of Net Losses (X), 15.00, 16.60, 19.62,8.80,3.51
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.19,0.44,0.34,0.69,1.20
239, RE Loans Secured By 1-4 Family, 0.25,0.55,0.45,0.81,0.96
240, Revolving,0.36,0.68,0.57,1.02,1.12
241, Closed-End, 0.21,0.50,0.39,0.76,0.93
242, Commercial Real Estate Loans, 0.08,0.27,0.20,0.50,1.21
243, Construction and Land Dev,0.08,0.59,0.41,1.28,3.38
244, Multifamily,0.01,0.15,0.10,0.29,0.78
245, Nonfarm Nonresidential, 0.09,0.23,0.19,0.40,0.74
246, RE Loans Secured by Farmland, 0.01,0.26,0.17,0.37,1.03
247,Commercial and Industrial Loans,0.23,0.50,0.40,0.56,0.87
248, Loans to Depository Institutions, 0.00,0.00,0.00,0.05, -0.02
249,Loans to Individuals, 1.21,1.48,1.25,1.51,1.96
250, Credit Card Loans,2.41,2.72,2.42,2.70,3.76
251,Agricultural Loans, 0.04,0.04,0.17,0.20,0.35
252, Loans to Foreign Governments & Inst,0.00,0.00,0.00,0.00, -0.11
253, Other Loans and Leases, 0.14,0.12,0.17,0.18,0.37
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,03/31/2014,03/31/2013,12/31/2013,12/31/2012,12/31/2011
257, 30-89 Days PD Loans and Leases, 0.68,0.79,0.68,0.87,0.96
258, 90+ Days PD Loans and Leases, 0.41,0.61,0.40,0.56,0.73
259, Nonaccrual Loans and Leases,1.01,1.47,1.09,1.52,2.17
260,90+ Days PD and Nonaccrual Loans and Leases,1.54,2.31,1.64,2.28,3.00
261,30-89 Days PD Restructured, 0.04,0.05,0.05,0.06,0.08
262, 90+ Days PD Restructured, 0.03,0.03,0.03,0.03,0.04
263, Nonaccrual Restructured,0.33,0.46,0.36,0.47,0.55
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.69,0.80,0.69,0.88,0.96
267, 90+ Days Past Due Assets, 0.41,0.61,0.40,0.57,0.73
268, Nonaccrual Assets,1.03,1.51,1.12,1.56,2.20
269, 30+ Days PD & Nonaccrual Assets,2.26,3.20,2.39,3.24,4.06
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,0.92,1.38,0.99,1.36,1.76
272, 90+ PD & Nonaccrual Assets + OREO,1.09,1.62,1.16,1.59,2.09
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.37,1.78,1.44,1.79,2.43
276, Allowance for Loan & Lease Losses,177.35,204.07,176.31,200.83,210.57
277, Equity Cap + ALLL, 11.12, 14.64, 11.88, 15.11, 20.66
278, Tier 1 Cap + ALLL, 12.48, 16.96, 13.57, 17.86, 24.40
279, Loans & Leases + RE Acquired, 2.22,2.95,2.36,3.02,4.08
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 03/31/2014,03/31/2013,12/31/2013,12/31/2012,12/31/2011
284,- 90+ Days Past Due, 0.54,0.84,0.58,0.75,0.91
285,- Nonaccrual,1.60,2.27,1.69,2.38,3.75
286,- 90+ Days Past Due, 0.06,0.12,0.08,0.13,0.16
287,- Nonaccrual,0.64,0.90,0.69,1.00,1.12
288,- 90+ Days Past Due, 0.28,0.29,0.31,0.29,0.54
289,- Nonaccrual,0.26,0.29,0.23,0.33,0.30
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.00,0.01,0.02
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.00
293, Agricultural - 30-89 Days PD, 0.15,0.26,0.18,0.25,0.18
294,- 90+ Days Past Due, 0.02,0.01,0.01,0.02,0.03
295,- Nonaccrual,1.17,1.34,0.84,1.27,1.11
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,0.00,0.92,0.00
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
298,- Nonaccrual,0.00,0.16,0.00,0.17,0.18
299, Other Lns&Ls - 30-89 Days PD, 0.23,0.19,0.21,0.21,0.31
300,- 90+ Days Past Due, 0.03,0.02,0.04,0.03,0.03
301,- Nonaccrual,0.18,0.29,0.22,0.27,0.43
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,0.80,1.05,0.85,0.99,1.13
304, - Nonaccrual, 1.83,2.17,1.80,2.20,2.73
305, - 90+ Days Past Due,0.11,0.13,0.13,0.12,0.18
306, - Nonaccrual, 1.21,1.22,1.27,1.23,1.02
307, - 90+ Days Past Due,1.00,1.33,1.06,1.26,1.51
308, - Nonaccrual, 2.07,2.48,2.02,2.49,3.32
309, Commercial RE - 30-89 Days PD,0.38,0.53,0.33,0.65,0.79
310, - 90+ Days Past Due,0.18,0.38,0.21,0.34,0.46
311, - Nonaccrual, 1.19,2.18,1.32,2.42,4.31
312, Const & Dev - 30-89 Days PD,0.46,0.63,0.44,1.24,1.26
313, - 90+ Days Past Due,0.40,1.14,0.45,1.06,1.43
314, - Nonaccrual, 2.15,5.23,2.45,5.54, 10.39
315, Multifamily - 30-89 Days PD,0.28,0.57,0.26,0.55,0.57
316, - 90+ Days Past Due,0.11,0.16,0.11,0.26,0.19
317, - Nonaccrual, 0.48,1.09,0.52,1.29,2.49
318, Nonfarm Nres- 30-89 Days PD,0.38,0.47,0.34,0.51,0.60
319, - 90+ Days Past Due,0.14,0.28,0.16,0.23,0.30
320, - Nonaccrual, 1.17,1.90,1.29,2.09,3.28
321, - 90+ Days Past Due,0.42,0.35,0.32,0.58,0.57
322, - Nonaccrual, 1.49,2.06,1.55,3.17,3.91
323, - 90+ Days Past Due,0.58,0.59,0.54,0.54,0.70
324, - Nonaccrual, 0.14,0.28,0.16,0.29,0.28
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 03/31/2014,03/31/2013,12/31/2013,12/31/2012,12/31/2011
328, Tier 1 Leverage Ratio,9.70,9.53,9.64,9.37,9.27
329, Tier 1 RBC Ratio,13.27, 13.01, 13.08, 12.83, 13.12
330, Total Risk-Based Capital Ratio,14.95, 14.98, 14.97, 14.83, 15.48
331,Tangible Tier 1 Leverage Ratio, 9.83,9.25,9.34,9.10,8.95
332, Tangible Common Eq Cap/Tan Assets,8.69,8.23,8.32,8.03,7.73
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,24.90, 25.15, 26.36, 24.41, 26.67
337, Standby Letters of Credit,1.63,1.59,1.47,1.46,2.11
338, Commercial & Similar Letters of Credit, 0.05,0.05,0.05,0.06,0.08
339,Securities Lent,0.42,0.29,0.30,0.29,0.63
340, Credit Derivatives (BHC as Guarantor),0.80,0.17,0.16,0.18,2.62
341, Credit Derivatives (BHC as Beneficiary),0.82,0.23,0.19,0.25,2.86
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,60.34, 43.09, 40.20, 43.22,113.53
344, Interest Rate Contracts, 42.51, 29.93, 26.76, 31.25, 86.42
345, Interest Rate Futures & Forward Contr,5.33,7.08,4.16,6.74, 14.01
346, Written Options Contr (Int Rate), 1.94,2.27,1.59,2.08,4.40
347, Purchased Options Contr (Int Rate), 1.87,1.41,1.53,1.47,4.16
348, Interest Rate Swaps, 31.36, 17.01, 17.88, 17.60, 62.30
349,Foreign Exchange Contracts,13.07,9.09,9.17,9.02, 19.07
350, Futures & Forward Foreign Exch Contr, 7.82,5.55,5.83,5.83, 11.43
351, Written Options Contr (Foreign Exch), 0.34,0.09,0.06,0.11,0.60
352, Purchased Options Contr (Foreign Exch), 0.34,0.10,0.07,0.11,0.59
353, Foreign Exchange Rate Swaps,1.50,0.93,0.85,0.92,4.00
354,"Equity,Commodity, & Other Deriv Contr",1.89,1.58,1.58,1.55,3.41
355, Commodity & Other Fut & Forward Contr,0.23,0.09,0.10,0.09,0.28
356, Written Options Contr (Comm & Other), 0.65,0.65,0.63,0.64,1.28
357, Purchased Options Contr (Comm & Oth), 0.55,0.41,0.40,0.40,0.95
358, Commodity & Other Swaps,0.36,0.24,0.26,0.22,0.50
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,48.60, 48.54, 51.61, 49.22, 57.10
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 03/31/2014,03/31/2013,12/31/2013,12/31/2012,12/31/2011
364, Interest Rate Contracts, 89.89, 88.01, 88.14, 87.64, 84.63
365, Foreign Exchange Contracts, 6.64,7.87,7.99,8.15,9.68
366," Equity, Comm, & Other Contracts",2.39,2.73,2.56,2.78,3.30
367,Futures and Forwards,18.23, 25.34, 19.35, 24.45, 24.98
368, Written Options,8.40,9.79,7.54,9.31,8.59
369, Exchange-Traded,0.25,0.16,0.14,0.08,0.31
370, Over-The-Counter, 7.70,9.39,7.07,9.05,7.79
371, Purchased Options,4.71,3.98,4.52,3.98,4.68
372, Exchange-Traded,0.31,0.22,0.29,0.15,0.25
373, Over-The-Counter, 3.91,3.51,3.92,3.52,3.96
374, Swaps, 65.08, 53.24, 59.22, 53.79, 58.87
375,Held for Trading,47.29, 42.69, 47.69, 43.59, 50.43
376, Interest Rate Contracts, 37.25, 32.87, 37.39, 33.48, 39.62
377, Foreign Exchange Contracts, 3.82,3.57,3.70,3.77,4.83
378," Equity, Comm, & Other Contracts",1.03,1.17,1.19,1.07,1.54
379,Non-Traded,52.71, 57.31, 52.31, 56.41, 49.57
380, Interest Rate Contracts, 48.69, 51.30, 46.77, 50.15, 35.66
381, Foreign Exchange Contracts, 1.40,1.93,1.94,1.86,2.02
382," Equity, Comm, & Other Contracts",0.59,0.69,0.60,0.82,0.71
383,Deriv Contr (Excl Fut & FX LE 14 Days),83.43, 81.53, 86.34, 84.04, 79.53
384, One Year or Less,24.04, 29.29, 25.72, 29.65, 32.71
385, Over 1 Year to 5 Years,29.61, 32.21, 31.03, 32.79, 27.38
386, Over 5 Years,23.01, 16.34, 20.77, 16.03, 12.83
387, Gross Negative Fair Value (Abs Val),1.21,1.75,1.33,1.96,2.16
388, Gross Positive Fair Value,1.26,1.72,1.39,1.93,2.10
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.09,0.14,0.12,0.16,0.30
391, Gross Positive Fair Value (X),0.10,0.15,0.12,0.17,0.31
