,Column1,Value1,Value2,Value3,Value4,Value5
180,Nonaccrual Restructured,0.00,0.00,0.01,0.00,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
181,30-89 Days Past Due Assets, 0.66,0.76,0.80,0.94,1.12
182,90+ Days Past Due Assets, 0.15,0.17,0.18,0.21,0.22
183,Nonaccrual Assets,0.58,0.82,0.69,0.87,0.88
184,30+ Days PD & Nonaccrual Assets,1.42,1.81,1.70,2.08,2.28PERCENT OF TOTAL ASSETS-----------------------
185,90+ Days PD and Nonaccrual Assets,0.44,0.58,0.52,0.65,0.67
186,90+ PD & Nonaccrual Assets + OREO,0.51,0.65,0.60,0.72,0.73RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
187,Total Assets, 0.38,0.52,0.46,0.57,0.57
188,Allowance for Loan & Lease Losses, 47.97, 58.52, 52.56, 59.52, 61.22
189,Equity Cap + ALLL,4.50,5.91,5.07,6.33,6.64
190,Tier 1 Cap + ALLL,4.82,6.73,5.62,7.19,7.37
191,Loans & Leases + RE Acquired, 0.67,0.91,0.79,0.96,0.97
192, - 90+ Days Past Due, 0.11,0.15,0.14,0.17,0.20
193, - Nonaccrual,0.50,0.52,0.52,0.53,0.61
194, - 90+ Days Past Due, 0.08,0.09,0.10,0.11,0.11
195, - Nonaccrual,1.06,1.73,1.39,1.85,1.55
196, - 90+ Days Past Due, 0.32,0.33,0.36,0.39,0.39
197, - Nonaccrual,0.25,0.23,0.23,0.26,0.25
198,Dep Inst Lns - 30-89 Days PD, 0.00,0.05,0.05,0.05,0.04
199, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
200, - Nonaccrual,0.08,0.27,0.22,0.26,0.18
201,Agricultural - 30-89 Days PD, 0.32,0.76,0.50,0.62,0.81
202, - 90+ Days Past Due, 0.05,0.06,0.05,0.05,0.04
203, - Nonaccrual,0.87,1.14,1.07,1.20,1.35
204,Foreign Govts- 30-89 Days PD, 0.04,0.31,0.30,0.26,1.00
205, - 90+ Days Past Due, 0.00,0.10,0.00,1.11,0.00
206, - Nonaccrual,0.62,0.65,0.67,0.80,0.06
207,Other Lns&Ls - 30-89 Days PD, 0.52,0.57,0.70,0.76,0.89
208, - 90+ Days Past Due, 0.05,0.06,0.04,0.08,0.07
209,- 90+ Days Past Due,0.17,0.22,0.21,0.26,0.29
210,- Nonaccrual, 0.38,0.43,0.41,0.44,0.42
211,- 90+ Days Past Due,0.04,0.06,0.06,0.07,0.10
212,- Nonaccrual, 0.13,0.12,0.13,0.11,0.13
213,- 90+ Days Past Due,0.23,0.28,0.29,0.33,0.34
214,- Nonaccrual, 0.50,0.54,0.54,0.55,0.48
215,Commercial RE - 30-89 Days PD,0.48,0.54,0.52,0.56,0.85
216,- 90+ Days Past Due,0.05,0.06,0.04,0.06,0.09
217,- Nonaccrual, 0.56,0.61,0.57,0.58,0.69
218,Const & Dev - 30-89 Days PD,0.60,0.61,0.76,0.82,1.11
219,- 90+ Days Past Due,0.05,0.06,0.04,0.06,0.08
220,- Nonaccrual, 0.34,0.54,0.39,0.54,0.59
221,Multifamily - 30-89 Days PD,0.30,0.34,0.32,0.44,0.59
222,- 90+ Days Past Due,0.02,0.03,0.02,0.02,0.03
223,- Nonaccrual, 0.28,0.31,0.31,0.21,0.38
224,Nonfarm Nres- 30-89 Days PD,0.41,0.50,0.45,0.50,0.70
225,- 90+ Days Past Due,0.04,0.05,0.04,0.06,0.09
226,- Nonaccrual, 0.65,0.71,0.70,0.63,0.69
227,- 90+ Days Past Due,0.11,0.08,0.08,0.06,0.07
228,- Nonaccrual, 1.16,1.31,1.31,1.30,1.33
229,- 90+ Days Past Due,1.00,1.28,1.06,1.31,0.86
230,- Nonaccrual, 0.10,0.13,0.12,0.09,0.18
231,CAPITAL RATIOS, 06/30/2004,06/30/2003,12/31/2003,12/31/2002,12/31/2001
232,Tier 1 Leverage Ratio,7.50,7.47,7.55,7.43,7.34
233,Tier 1 RBC Ratio, 9.91,9.84, 10.05,9.64,9.43
234,DERIVATIVES AND, , , , , 
235,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
236,PERCENT OF TOTAL ASSETS:, , , , , 
237,Loan Commitments,28.17, 27.89, 28.38, 29.63, 29.27
238,Standby Letters of Credit,3.29,3.11,3.21,3.24,3.21
239,Credit Derivatives (BHC as Beneficiary),0.70,0.64,0.64,0.45,0.26
240,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
241,Derivative Contracts,77.56, 88.40, 82.36, 69.29, 83.60
242,Interest Rate Contracts, 59.82, 63.13, 64.76, 55.59, 61.42
243,Interest Rate Futures & Forward Contr, 12.15, 14.29, 10.53, 11.68, 13.74
244,Written Options Contr (Int Rate), 7.76, 10.18,8.86,8.60,8.95
245,Purchased Options Contr (Int Rate), 6.28,8.25,7.46,7.41,9.55
246,Written Options Contr (Foreign Exch), 0.78,0.83,0.82,0.53,0.62
247,Purchased Options Contr (Foreign Exch), 0.81,0.88,0.86,0.59,0.55
248,Written Options Contr (Comm & Other), 0.37,0.33,0.41,0.29,0.26
249,Purchased Options Contr (Comm & Oth), 0.48,0.38,0.42,0.33,0.28
250,PERCENT OF NOTIONAL AMOUNT, 06/30/2004,06/30/2003,12/31/2003,12/31/2002,12/31/2001
251,Interest Rate Contracts, 92.43, 90.62, 91.04, 90.14, 86.73
252,Foreign Exchange Contracts, 4.72,6.48,5.81,6.77, 10.10
253,Exchange-Traded,0.51,0.46,0.40,0.57,0.49
254,Over-The-Counter, 6.79,8.49,6.94,5.82,4.61
255,Purchased Options,4.94,6.35,5.22,6.56,6.91
256,Exchange-Traded,0.82,0.64,0.80,0.90,1.00
257,Over-The-Counter, 3.49,4.63,3.65,4.77,4.71
258,Foreign Exchange Contracts, 4.13,4.60,4.24,4.86,7.28
259,Foreign Exchange Contracts, 0.29,0.26,0.23,0.47,0.83
260,Over 1 Year to 5 Years,26.80, 26.57, 30.94, 26.58, 30.97
261,Over 5 Years,23.81, 14.10, 24.27, 12.92, 11.72
262,Gross Negative Fair Value (Abs Val),1.11,1.33,1.40,1.63,1.03
263,Gross Positive Fair Value (X),0.12,0.22,0.19,0.20,0.12
264,Held for Trading (X), 0.09,0.17,0.16,0.15,0.08
265,Non-Traded (X), 0.02,0.04,0.03,0.04,0.03
266,Current Credit Exposure (X),0.07,0.13,0.11,0.12,0.08
267,Credit Losses on Derivative Contracts,0.00,0.00,0.00,0.01,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
268,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
269,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
270,OTHER RATIOS:, , , , , 
271,Decr (Incr) in Int Expense/Net Income,3.38,1.47,2.53,0.97,0.44
272,Net Incr (Decr) Nonint Alloc/Net Income,0.26,1.02,0.12,1.84,1.90
273,Incr (Decr) in Net Income/Net Income, 7.06,7.15,6.34,8.28,5.84
274,INSURANCE ACTIVITIES, 06/30/2004,06/30/2003,12/31/2003,12/31/2002,12/31/2001
275,ANALYSIS RATIOS:, , , , , 
276,Ins Underwriting Assets/Consol Assets,0.07, N/A, N/A, N/A, N/A
277,Ins Under Assets(P/C)/Tot Ins Und Ast, 33.48, 31.50, 31.84, 31.18, N/A
278,Ins Under Assets(L/H)/Tot Ins Und Ast, 66.52, 68.50, 68.16, 68.82, N/A
279,Credit Rel Prem Inc/Tot Prem Inc,71.87, 78.18, 75.78, 61.77, N/A
280,Ins Net Inc (L/H)/Equity (L/H), 8.60, 13.63,8.26,7.89, N/A
281,Net Assets Broker-Dealer Subs/Cons Asts,1.40,1.47,1.39,1.28, N/A
282,FOREIGN ACTIVITIES, , , , , 
283,Yield: Foreign Loans, 2.43,2.04,2.41,1.85,2.71
284,Commercial and Industrial Loans,2.78,3.80,6.60, 11.75, 12.94
285,Foreign Governments and Inst, 0.00,0.00,0.20,0.02,0.02
286,Total Selected Assets, 18.88, 51.70, 28.95, -0.27, 17.02
287,Deposits, 232.65,9.93, 15.80, 19.25, -7.32
288,PROFITABLITY:,06/30/2004,06/30/2003,12/31/2003,12/31/2002,12/31/2001
289,Net Income/Avg Equity Capital, 15.34, 15.26, 15.29, 15.28, 12.26
290,Bank Net Inc/Avg Eq Inv in Banks,15.28, 15.21, 14.70, 15.66, 12.27
291,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 7.89,4.49,6.17,0.89,3.04
292,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, 11.23, 12.10, 12.69, 11.85, 12.05
293,Bank Net Income/Parent Net Income, 72.65, 75.03, 74.51, 77.11, 71.98
294,Nonbank Net Income/Parent Net Income, 5.68,4.37,5.19,3.69, 11.79
295,Total Debt/Equity Capital, 19.73, 20.22, 20.89, 18.99, 20.28
296,Tot Debt+NP to Subs Iss Tr Pref/Equity,28.36, 29.14, 29.65, 28.50, N/A
297,Tot Debt+Lns Guaranteed for Affl/Equity, 24.92, 24.98, 26.66, 24.50, 25.69
298,Total Debt/Eq Cap - Exc Over Fair Value, 23.27, 22.49, 23.64, 20.72, 22.43
299,Long-Term Debt/Equity Capital, 15.04, 14.52, 15.42, 13.73, 14.08
300,Short-Term Debt/Equity Capital, 3.37,4.42,4.01,4.41,5.07
301,Current Portion of LT Debt/Equity,0.33,0.51,0.33,0.68,0.52
302,Exc Cost Over Fair Value/Equity Cap,2.52,2.50,2.48,1.95,2.59
303,Total Investment in Subs/Equity,123.18,124.38,123.78,123.49,122.37
304,Equity Inv in Subs/Cons Eq Cap+Min Int, 100.36,100.27, 99.49, 99.07,100.15
305,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,127.92,135.46,149.30,180.56,166.06
306,Adj Cash Fl/Op Exp+Repaid LT Debt+Div,105.18, 98.86,116.50,119.39,125.90
307,Pretax Oper Inc + Int Exp/Int Expense, 3577.31, 3762.41, 3082.11, 6175.51, 2536.30
308,Div + Int From Subs/Int Exp + Div,137.30,158.94,169.47,200.00,181.04
309,Fees+Other Inc From Subs/Sal + Oth Exp,19.32, 19.46, 18.47, 21.27, 25.26
310,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
311,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
312,Nonaccrual, 0.00,4.30,0.21,2.65,2.75
313,Total,0.09,4.31,0.34,2.66,2.78
314,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
315,To Bank Subsidiaries, 0.00,0.01,0.01,0.02,0.00
316,To Nonbank Subsidiaries,0.92,0.90,1.22,0.91,0.74
317,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.00
318,Total,1.46,1.48,1.90,1.62,1.05
319,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
320,Nonbank Assets of Nonbank Subsidiaries, 6.85,7.53,7.10,6.52, 10.95
321,Combined Thrift Assets, 0.07,0.07,0.06,0.10,0.21
322,Combined Foreign Nonbank Sub Assets,0.12,0.17,0.18,0.17,0.28
323,PAYOUT RATIOS - PARENT, 06/30/2004,06/30/2003,12/31/2003,12/31/2002,12/31/2001
324,Div Paid/Inc Before Undist Inc,75.96, 85.93, 64.56, 45.81, 53.12
325,Dividends Paid/Net Income, 33.74, 32.07, 32.23, 29.58, 37.89
326,Dividends From Nonbank Subs,4.76,4.50,5.61,7.70, 12.70
327,Dividends From Subsidiary BHCs,15.27, 19.56, 19.80, 38.96, 31.41
328,Dividends From Bank Subs,47.02, 42.31, 53.65, 61.05, 72.77
329,Interest Income From Bank Subs, 1.71,1.93,1.75,2.81,8.80
330,Mgt & Service Fees From Bank Subs,5.74,3.01,3.07,3.22, 11.21
331,Other Income From Bank Subs,0.03,0.02,0.02,0.06,0.01
332,Interest Income From Nonbank Subs, 20.48, 30.99, 16.13, 21.77, 21.56
333,Mgt & Serv Fees From Nonbank Subs,2.48,3.46,3.41,4.53,1.94
334,Other Income From Nonbank Subs, 0.01,0.03,0.03,0.03,0.06
335,Operating Inc From Nonbank Subs, 81.17,128.61,102.94,133.51, 99.04
336,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
337,Dividends From Subsidiary BHCs,41.06, 50.99, 52.10, 76.43, 67.26
338,Interest Inc From Subsidiary BHCs,2.59,1.15,1.27,1.39,1.90
339,Mgt & Serv Fees From Sub BHCs,1.40,1.02,1.10,0.73,1.04
340,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.03
341,Dividends From Bank Subsidiaries,51.72, 47.94, 56.83, 54.98, 49.12
342,Interest Income From Bank Subs, 2.98,5.42,2.48,3.83,3.77
343,Mgt & Serv Fees From Bank Subs, 4.19,3.54,2.78,2.80,2.86
344,Other Income From Bank Subs,0.01,0.01,0.01,0.02,0.00
345,Mgt & Serv Fees From Nonbank Subs,0.14,0.14,0.11,0.13,0.14
346,Other Income From Nonbank Subs, 0.00,0.00,0.01,0.00,0.00
347,Mgt & Serv Fees From Sub BHCs,0.00,0.00,0.04,0.00,0.00
348,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
349, PERCENT OF AVERAGE ASSETS:, , , , , 
350," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
351, PERCENT OF TOTAL ASSETS:, , , , , 
352, ANALYSIS RATIOS:, , , , , 
353, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
354, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
355, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
356, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
357, , 1094640,"27,291,078", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN",Name change from FIRST TENNESSEE NATIONAL CORPORATION
358, , 1117129,"10,556,421", FULTON FINANCIAL CORPORATION,"LANCASTER, PA",Moved from Peer 2
359, , 1145476,"17,191,672", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT",New Y-9C/BHCPR reporter
360, 1027004,"30,894,325", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 69 bank holding companies.
361, 06/30/2004,06/30/2003,12/31/2003,12/31/2002,12/31/2001, 
362, 06/30/2004,06/30/2003,12/31/2003,12/31/2002,12/31/2001, 
