,Column1,Value1,Value2,Value3,Value4,Value5
159,ANALYSIS RATIOS,06/30/2008,06/30/2007,12/31/2007,12/31/2006,12/31/2005
160,Provision for Ln&Ls Losses/Avg Assets,0.90,0.22,0.36,0.15,0.15
161,Provision for Ln&Ls Losses/Avg Lns&Ls,1.35,0.34,0.56,0.25,0.26
162,ALLL/Nonaccrual Assets, 147.66,290.76,193.95,330.96,349.72
163,Net Losses/Avg Loans and Leases,0.79,0.26,0.38,0.23,0.28
164,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,0.00,0.00,0.00,0.00
165,Recoveries/Prior Year-End Losses,10.05, 15.43, 30.58, 31.81, 30.96
166,Earnings Coverage of Net Losses (X),6.30, 24.99, 13.40, 33.33, 22.73NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
167,Real Estate Loans,0.71,0.11,0.19,0.08,0.06
168,RE Loans Secured By 1-4 Family, 0.54,0.13,0.18,0.09,0.08
169,Revolving,0.60,0.19,0.24,0.12,0.07
170,Closed-End, 0.45,0.11,0.15,0.08,0.07
171,Commercial Real Estate Loans, 0.67,0.06,0.14,0.04,0.03
172,Construction and Land Dev,1.46,0.08,0.26,0.03,0.01
173,Multifamily,0.18,0.02,0.07,0.02,0.02
174,Nonfarm Nonresidential, 0.14,0.04,0.06,0.04,0.04
175,Other Loans and Leases, 0.36,0.19,0.27,0.22,0.41
176,PERCENT OF LOANS AND LEASES,06/30/2008,06/30/2007,12/31/2007,12/31/2006,12/31/2005
177,30-89 Days PD Loans and Leases, 1.09,0.75,1.03,0.81,0.69
178,90+ Days PD Loans and Leases, 0.25,0.14,0.21,0.15,0.16
179,Nonaccrual Restructured,0.02,0.01,0.01,0.00,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
180,30-89 Days Past Due Assets, 1.10,0.75,1.03,0.81,0.69
181,90+ Days Past Due Assets, 0.25,0.14,0.21,0.15,0.16
182,Nonaccrual Assets,1.46,0.59,0.94,0.50,0.43
183,30+ Days PD & Nonaccrual Assets,2.92,1.56,2.29,1.50,1.31PERCENT OF TOTAL ASSETS-----------------------
184,90+ Days PD and Nonaccrual Assets,1.15,0.48,0.77,0.42,0.36
185,90+ PD & Nonaccrual Assets + OREO,1.35,0.57,0.90,0.48,0.42RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
186,Total Assets, 1.17,0.43,0.73,0.35,0.29
187,Allowance for Loan & Lease Losses,118.49, 59.98, 89.33, 50.61, 42.13
188,Equity Cap + ALLL, 12.87,4.91,7.73,3.91,3.34
189,Tier 1 Cap + ALLL, 13.84,5.35,8.87,4.32,3.85
190,Loans & Leases + RE Acquired, 1.78,0.70,1.14,0.58,0.49
191, - 90+ Days Past Due, 0.22,0.14,0.20,0.14,0.13
192, - Nonaccrual,2.02,0.71,1.23,0.56,0.43
193, - 90+ Days Past Due, 0.09,0.05,0.08,0.05,0.07
194, - Nonaccrual,0.78,0.49,0.50,0.52,0.61
195, - 90+ Days Past Due, 0.33,0.27,0.29,0.31,0.29
196, - Nonaccrual,0.24,0.15,0.24,0.14,0.16
197,Dep Inst Lns - 30-89 Days PD, 0.00,0.02,0.02,0.00,0.00
198, - 90+ Days Past Due, 0.00,0.00,0.01,0.00,0.00
199, - Nonaccrual,0.00,0.00,0.00,0.00,0.03
200,Agricultural - 30-89 Days PD, 0.41,0.24,0.28,0.27,0.28
201, - 90+ Days Past Due, 0.01,0.02,0.02,0.02,0.01
202, - Nonaccrual,0.41,0.45,0.43,0.36,0.35
203,Foreign Govts- 30-89 Days PD, 0.01,3.25,0.29,1.35,0.35
204, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
205, - Nonaccrual,0.00,0.00,0.00,0.00,0.00
206,Other Lns&Ls - 30-89 Days PD, 0.57,0.45,0.58,0.49,0.43
207, - 90+ Days Past Due, 0.03,0.04,0.03,0.02,0.02
208,- 90+ Days Past Due,0.27,0.19,0.28,0.20,0.20
209,- Nonaccrual, 1.25,0.61,0.87,0.50,0.42
210,- 90+ Days Past Due,0.11,0.07,0.10,0.08,0.05
211,- Nonaccrual, 0.77,0.33,0.47,0.26,0.14
212,- 90+ Days Past Due,0.32,0.23,0.33,0.24,0.27
213,- Nonaccrual, 1.47,0.70,1.00,0.58,0.50
214,Commercial RE - 30-89 Days PD,1.03,0.61,1.03,0.63,0.54
215,- 90+ Days Past Due,0.14,0.07,0.10,0.05,0.04
216,- Nonaccrual, 2.46,0.73,1.34,0.54,0.42
217,Const & Dev - 30-89 Days PD,1.85,0.95,1.74,0.87,0.63
218,- 90+ Days Past Due,0.27,0.08,0.15,0.05,0.05
219,- Nonaccrual, 4.99,1.00,2.39,0.50,0.24
220,Multifamily - 30-89 Days PD,0.78,0.40,0.77,0.43,0.50
221,- 90+ Days Past Due,0.07,0.04,0.04,0.04,0.03
222,- Nonaccrual, 1.00,0.59,0.66,0.38,0.31
223,Nonfarm Nres- 30-89 Days PD,0.56,0.45,0.60,0.47,0.45
224,- 90+ Days Past Due,0.06,0.04,0.05,0.03,0.03
225,- Nonaccrual, 0.94,0.52,0.61,0.51,0.53
226,- 90+ Days Past Due,0.04,0.05,0.01,0.05,0.02
227,- Nonaccrual, 0.70,0.62,0.56,0.58,0.89
228,- 90+ Days Past Due,0.92,0.67,0.84,0.98,0.82
229,- Nonaccrual, 0.32,0.12,0.17,0.13,0.08
230,CAPITAL RATIOS, 06/30/2008,06/30/2007,12/31/2007,12/31/2006,12/31/2005
231,Tier 1 Leverage Ratio,7.58,7.63,7.44,7.79,7.44
232,Tier 1 RBC Ratio, 9.13,9.36,8.98,9.59,9.57
233,DERIVATIVES AND, , , , , 
234,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
235,PERCENT OF TOTAL ASSETS:, , , , , 
236,Loan Commitments,28.95, 31.41, 30.38, 31.81, 30.69
237,Standby Letters of Credit,3.09,3.09,3.00,3.13,3.22
238,Credit Derivatives (BHC as Beneficiary),2.02,2.03,2.19,1.49,1.34
239,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
240,Derivative Contracts,72.01, 74.77, 67.33, 76.05, 74.40
241,Interest Rate Contracts, 50.78, 55.00, 47.29, 59.24, 55.47
242,Interest Rate Futures & Forward Contr,8.53,9.30,7.46,8.76,8.98
243,Written Options Contr (Int Rate), 4.01,5.66,3.80,7.12,5.92
244,Purchased Options Contr (Int Rate), 4.47,6.16,4.45,7.15,5.54
245,Written Options Contr (Foreign Exch), 0.54,0.72,0.66,0.54,0.73
246,Purchased Options Contr (Foreign Exch), 0.60,0.74,0.66,0.58,0.78
247,Written Options Contr (Comm & Other), 0.70,0.65,0.54,0.60,0.47
248,Purchased Options Contr (Comm & Oth), 0.93,0.85,0.76,0.78,0.60
249,PERCENT OF NOTIONAL AMOUNT, 06/30/2008,06/30/2007,12/31/2007,12/31/2006,12/31/2005
250,Interest Rate Contracts, 85.27, 87.41, 85.40, 87.06, 89.88
251,Foreign Exchange Contracts, 9.36,8.07,9.53,8.39,7.66
252,Exchange-Traded,0.44,0.48,0.36,0.41,0.16
253,Over-The-Counter, 4.91,6.87,5.02,5.74,7.10
254,Purchased Options,6.84,6.36,5.83,6.76,6.32
255,Exchange-Traded,0.49,0.39,0.27,0.39,0.21
256,Over-The-Counter, 5.96,5.46,5.13,5.82,5.51
257,Foreign Exchange Contracts, 5.38,3.72,5.60,4.27,5.61
258,Foreign Exchange Contracts, 1.16,0.65,0.81,0.65,0.37
259,Over 1 Year to 5 Years,30.71, 28.03, 27.98, 33.22, 27.91
260,Over 5 Years,16.51, 19.06, 19.42, 19.26, 20.78
261,Gross Negative Fair Value (Abs Val),1.26,0.82,1.19,0.78,0.96
262,Gross Positive Fair Value (X),0.16,0.09,0.15,0.09,0.11
263,Held for Trading (X), 0.14,0.08,0.12,0.07,0.09
264,Non-Traded (X), 0.02,0.01,0.02,0.01,0.01
265,Current Credit Exposure (X),0.08,0.05,0.09,0.05,0.06
266,Credit Losses on Derivative Contracts,0.00,0.00,0.00,0.00,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
267,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
268,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
269,OTHER RATIOS:, , , , , 
270,Current Credit Exposure/Risk Wtd Asts,0.86,0.52,0.84,0.47,0.57
271,INSURANCE ACTIVITIES, 06/30/2008,06/30/2007,12/31/2007,12/31/2006,12/31/2005
272,ANALYSIS RATIOS:, , , , , 
273,Ins Underwriting Assets/Consol Assets,0.05, N/A, N/A, N/A, N/A
274,Ins Under Assets(P/C)/Tot Ins Und Ast, 40.94, 39.83, 41.42, 44.70, 39.72
275,Ins Under Assets(L/H)/Tot Ins Und Ast, 59.06, 60.17, 58.58, 55.30, 60.28
276,Credit Rel Prem Inc/Tot Prem Inc,76.76, 72.55, 73.60, 75.39, 73.61
277,Ins Net Inc (L/H)/Equity (L/H), 5.38,4.69,7.25,6.78, 12.57
278,Net Assets Broker-Dealer Subs/Cons Asts,0.54,0.91,0.64,0.98,1.22
279,FOREIGN ACTIVITIES, , , , , 
280,Yield: Foreign Loans, 2.90,2.96,3.00,2.66,2.35
281,Commercial and Industrial Loans,0.47, 15.38,2.70,0.22, 10.52
282,Foreign Governments and Inst, 0.05, -0.34, -0.24, -0.13,0.00
283,GROWTH RATES:, , , , , 
284,Net Loans and Leases, 237.95,8.99,126.76,148.72, 16.59
285,Total Selected Assets, 66.26, 17.71,126.31, 67.29, 16.60
286,Deposits,14.97, 37.79, 41.77, 33.71, 18.44
287,PROFITABLITY:,06/30/2008,06/30/2007,12/31/2007,12/31/2006,12/31/2005
288,Net Income/Avg Equity Capital,4.67, 11.82,8.76, 13.95, 14.35
289,Bank Net Inc/Avg Eq Inv in Banks, 7.30, 12.39,9.71, 14.64, 14.14
290,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 1.18, 10.41,6.84,9.27,8.80
291,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs,4.28,9.20,6.56,8.92, 10.94
292,Bank Net Income/Parent Net Income, 85.53, 76.83, 78.21, 76.65, 71.56
293,Nonbank Net Income/Parent Net Income, 4.05,6.41,5.97,4.94,5.57
294,Total Debt/Equity Capital, 17.47, 17.43, 16.48, 15.66, 15.82
295,Tot Debt+NP to Subs Iss Tr Pref/Equity,27.35, 27.15, 25.99, 25.31, 24.23
296,Tot Debt+Lns Guaranteed for Affl/Equity, 19.82, 19.33, 18.53, 17.33, 20.12
297,Total Debt/Eq Cap - Exc Over Fair Value, 18.02, 17.71, 16.70, 15.89, 16.27
298,Long-Term Debt/Equity Capital, 11.76, 12.89, 11.89, 11.77, 12.45
299,Short-Term Debt/Equity Capital, 4.32,3.68,3.73,3.12,2.55
300,Current Portion of LT Debt/Equity,0.13,0.16,0.05,0.28,0.12
301,Exc Cost Over Fair Value/Equity Cap,0.40,0.40,0.35,0.40,1.06
302,Total Investment in Subs/Equity,121.34,122.36,122.23,121.05,119.83
303,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",99.96,100.68,100.23, 99.43, 99.24
304,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div, 99.48,154.42,140.11,134.43,147.51
305,Adj Cash Fl/Op Exp+Repaid LT Debt+Div,152.45,110.90, 95.89,114.51, 98.70
306,Pretax Oper Inc + Int Exp/Int Expense, 1165.17, 3373.35, 5443.02, 3185.46, 3665.49
307,Div + Int From Subs/Int Exp + Div,101.45,171.28,165.78,157.02,176.22
308,Fees+Other Inc From Subs/Sal + Oth Exp,16.32, 16.03, 15.77, 15.33, 19.65
309,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
310,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
311,Nonaccrual, 2.36,0.61,0.66, 11.33,0.62
312,Total,2.36,0.61,0.66, 11.33, 11.11
313,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
314,To Bank Subsidiaries, 0.00,0.00,0.00,0.00,0.00
315,To Nonbank Subsidiaries,0.71,0.26,0.48,0.25,1.22
316,To Subsidiary BHCs, 0.01,0.00,0.00,0.01,0.01
317,Total,1.53,0.35,0.60,0.36,1.76
318,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
319,Nonbank Assets of Nonbank Subsidiaries, 4.95,5.78,4.95,5.81,6.98
320,Combined Thrift Assets, 0.18,0.20,0.23,0.39,0.35
321,Combined Foreign Nonbank Sub Assets,0.13,0.12,0.11,0.11,0.14
322,PAYOUT RATIOS - PARENT, 06/30/2008,06/30/2007,12/31/2007,12/31/2006,12/31/2005
323,Div Paid/Inc Before Undist Inc, 173.68, 73.50, 71.27, 68.73, 68.89
324,Dividends Paid/Net Income, 64.05, 46.62, 50.51, 36.79, 39.47
325,Dividends From Nonbank Subs,3.17,7.52,8.12,6.21, 11.16
326,Dividends From Subsidiary BHCs,17.07, 15.18, 16.03, 17.75, 21.35
327,Dividends From Bank Subs,56.07, 76.21, 86.39, 66.52, 59.78
328,Interest Income From Bank Subs, 3.45,3.38,4.07,3.07,2.56
329,Mgt & Service Fees From Bank Subs,6.23,4.38,4.86,3.62,3.56
330,Other Income From Bank Subs,0.01,0.00,0.04,0.01,0.27
331,Interest Income From Nonbank Subs, 21.21, 24.58, 55.45, 30.14, 24.40
332,Mgt & Serv Fees From Nonbank Subs,0.98,2.34,2.56,3.76,2.75
333,Other Income From Nonbank Subs, 0.00,0.00,0.03,0.02,0.01
334,Operating Inc From Nonbank Subs, 95.71,106.25,183.01,109.39,101.72
335,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
336,Dividends From Subsidiary BHCs,59.53, 36.31, 38.40, 46.80, 48.92
337,Interest Inc From Subsidiary BHCs, 12.34,4.46,8.74,4.08,4.48
338,Mgt & Serv Fees From Sub BHCs,3.05,2.22,1.78,0.44,3.17
339,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
340,Dividends From Bank Subsidiaries,45.80, 53.98, 57.92, 57.66, 55.37
341,Interest Income From Bank Subs, 6.26,3.19,2.70,2.76,2.40
342,Mgt & Serv Fees From Bank Subs, 4.07,2.91,2.72,3.23,2.62
343,Other Income From Bank Subs,0.00,0.00,0.01,0.00,0.02
344,Mgt & Serv Fees From Nonbank Subs,0.11,0.14,0.07,0.09,0.12
345,Other Income From Nonbank Subs, 0.00,0.00,0.00,0.00,0.00
346,Mgt & Serv Fees From Sub BHCs,0.13,0.00,0.00,0.01,0.06
347,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
348, PERCENT OF AVERAGE ASSETS:, , , , , 
349," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
350, PERCENT OF TOTAL ASSETS:, , , , , 
351, ANALYSIS RATIOS:, , , , , 
352, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
353, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
354, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
355, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
356, , 1826056,"32,425,588", RBC BANCORPORATION (USA),"RALEIGH, NC","Name change from RBC CENTURA BANKS, INC."
357, 1027004,"54,838,433", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 67 bank holding companies. 
358, 06/30/2008,06/30/2007,12/31/2007,12/31/2006,12/31/2005, 
359, 06/30/2008,06/30/2007,12/31/2007,12/31/2006,12/31/2005, 
360, 1199563,"22,303,967", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
361, 1097614,"13,405,307"," BANCORPSOUTH, INC.","TUPELO, MS", , 
362, 1025608,"76,299,955", BANCWEST CORPORATION,"HONOLULU, HI", , 
363, 1025309,"10,371,148", BANK OF HAWAII CORPORATION,"HONOLULU, HI", , 
