,Column1,Value1,Value2,Value3,Value4,Value5
36, Cash Dividends/Net Income (Sub S Adjusted),N/A, N/A,-19.73, N/A, N/A
37, Retained Earnings/Avg Equity Cap, 5.64,5.83,5.49,4.71,3.00
38, PARENT COMPANY RATIOS: , , , , , 
39,Short-Term Debt/Equity Capital, 2.46,2.95,2.47,3.85,2.78
40, Long-Term Debt/Equity Capital, 10.72, 12.70, 13.81, 14.07, 16.28
41, Equity Investment in Subs/Equity Cap, 102.70,104.36,106.52,107.31,108.44
42, Cash FR Oper+Noncash+Op Exp/Op Exp+Div, 149.65,169.33,160.13,126.35,115.83
43, , , , , , 
44, 2 , , , , , 
45,PERCENT OF AVERAGE ASSETS,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
46, Interest Income (TE), 3.35,3.41,3.59,3.90,4.07
47, Less: Interest Expense, 0.44,0.53,0.65,0.80,0.96
48, Equals: Net Interest Income (TE), 2.88,2.84,2.90,3.04,3.04
49, Plus: Non-Interest Income,1.51,1.74,1.88,1.61,1.89
50, Equals: Adj Operating Income (TE),4.51,4.73,4.89,4.66,4.92
51, Less: Overhead Expense, 2.93,3.15,3.34,3.16,3.19
52, Less: Provision for Loan and Lease Losses,0.14,0.19,0.33,0.49,1.10
53, Plus: Realized G/L on HTM Sec,0.00,0.00,0.00,0.00,0.00
54, Plus: Realized G/L on AFS Sec,0.02,0.02,0.04,0.05,0.06
55, Plus: Other Tax Equiv Adjustments,0.00,0.00,0.00,0.00,0.00
56, Equals: Pretax Net Oper Inc (TE), 1.42,1.40,1.28,1.12,0.77
57,Less: Applicable Income Taxes (TE), 0.47,0.44,0.42,0.39,0.29
58, Less: Minority Interest,0.00,0.00,0.01,0.01,0.00
59, Equals: Net Operating Income, 0.96,0.94,0.88,0.72,0.51
60,Plus: Net Extraordinary Items,0.00,0.00,0.00,0.00,0.00
61, Equals: Net Income, 0.96,0.94,0.87,0.72,0.51
62, Memo: Net Income (Last Four Qtrs),0.96,0.94,0.86,0.72,0.52
63, MARGIN ANALYSIS: , , , , , 
64,Avg Earning Assets / Avg Assets, 91.14, 90.56, 89.86, 90.31, 89.93
65, Avg Int-Bearing Funds / Avg Assets,67.00, 68.40, 68.67, 70.87, 72.85
66, Int Income (TE) / Avg Earning Assets, 3.71,3.82,4.08,4.32,4.54
67, Int Expense / Avg Earning Assets, 0.49,0.60,0.74,0.88,1.07
68, Net Int Inc (TE) / Avg Earn Assets, 3.18,3.17,3.28,3.37,3.39
69,YIELD OR COST: , , , , , 
70,Total Loans and Leases (TE),4.50,4.72,5.06,5.34,5.44
71, Interest-Bearing Bank Balances, 0.28,0.32,0.31,0.34,0.35
72, Fed Funds Sold & Reverse Repos, 0.43,0.39,0.40,0.38,0.45
73, Trading Assets, 1.04,1.19,1.25,1.43,1.37
74, Total Earning Assets, 3.65,3.77,4.03,4.26,4.46
75,Investment Securities (TE), 2.41,2.39,2.65,2.99,3.49
76, U.S. Treasury & Agency Sec (excl MBS),1.29,1.23,1.49,1.74,2.23
77, Mortgage-Backed Securities, 2.33,2.32,2.70,3.16,3.82
78, All Other Securities, 4.09,4.15,4.25,4.73,4.79
79,Interest-Bearing Deposits,0.35,0.42,0.53,0.67,0.88
80, Time Deposits of $100K or More, 0.82,0.95,1.12,1.30,1.55
81, Time Deposits < $100K,0.82,0.96,1.23,1.47,1.76
82, Other Domestic Deposits,0.21,0.24,0.28,0.38,0.53
83, Foreign Deposits, 0.28,0.37,0.46,0.50,0.48
84,Fed Funds Purchased and Repos,0.57,0.72,0.91,0.86,0.82
85, Other Borrowed Funds & Trading Liab,1.64,1.97,2.36,2.42,2.48
86, All Interest-Bearing Funds, 0.59,0.69,0.85,1.11,1.31
87, , , , , , 
88, 3 , , , , , 
89, , 12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
90, Avg Personnel Exp Per Employee ($000),99,98,97,90,89
91, Avg Assets per Employee ($000),"7,662"," 7,293"," 7,079"," 6,503"," 6,303"
92, ANALYSIS RATIOS , , , , , 
93,Mutual Fund Fee Inc / Non-Int Income, 3.11,2.95,2.84,3.12,2.86
94,Overhead Exp / NII + Non-Int Income, 66.40, 67.51, 69.11, 68.44, 65.92
95,PERCENT OF AVERAGE ASSETS: , , , , , 
96,Total Overhead Expense, 2.93,3.15,3.34,3.16,3.19
97, Personnel Expense,1.43,1.48,1.49,1.51,1.53
98, Net Occupancy Expense,0.33,0.34,0.34,0.36,0.38
99, Other Operating Expenses, 1.16,1.32,1.50,1.23,1.24
100,Overhead Less Non-Interest Income,1.35,1.32,1.37,1.49,1.28
101,PERCENT OF ADJUSTED OPERATING INCOME (TE): , , , , , 
102,Total Overhead Expense,65.62, 66.79, 68.50, 67.64, 65.03
103, Personnel Expense, 32.37, 31.92, 31.26, 32.51, 31.04
104, Net Occupancy Expense,7.58,7.52,7.36,7.92,7.84
105, Other Operating Expenses,24.97, 26.48, 29.46, 26.22, 25.37
106,Total Non-Interest Income, 32.70, 35.17, 36.31, 33.59, 36.35
107, Fiduciary Activities Income,2.67,2.42,2.18,2.81,3.28
108, Serv Charges on Deposit Accts - Domestic, 4.81,4.76,4.61,5.74,6.22
109, Trading Revenue,1.19,1.07,1.43,1.58,1.80
110, Investment Banking Fees & Commissions,2.67,2.55,2.81,2.86,3.07
111, Venture Capital Revenue,0.08,0.06,0.11,0.12,0.12
112, Net Servicing Fees, 0.56,1.02,0.60,0.65,0.92
113, Net Securitization Income,0.02,0.01,0.01,0.01,0.00
114, Insurance Activities Revenue, 0.79,0.96,1.11,1.03,1.00
115," Net Gain (Loss) - Sales Loans, OREO, Oth", 1.44,2.03,1.94,0.42,0.49
116, Other Non-Interest Income, 10.41, 11.40, 12.15, 12.04, 12.94
117,Overhead Less Non-Interest Income, 32.49, 31.20, 31.82, 33.69, 28.72
118, TAX RATIOS: , , , , , 
119,Appl Inc Taxes/Pretax NOI (TE),29.16, 28.72, 27.20, 27.79, 21.65
120, Appl Inc Tax+TE/Pretax NOI+TE, 33.04, 32.22, 30.97, 32.84, 29.75
121, , , , , , 
122, 4 , , , , , 
123,PERCENT OF TOTAL ASSETS,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
124, Real Estate Loans, 33.06, 32.61, 32.01, 32.57, 34.18
125, Commercial and Industrial Loans, 13.62, 12.49, 11.64, 11.71, 11.77
126, Loans to Individuals, 5.05,5.25,4.94,6.00,5.68
127, Loans to Depository Institutions, 0.11,0.12,0.10,0.14,0.07
128, Agricultural Loans, 0.13,0.14,0.12,0.15,0.17
129, Other Loans and Leases, 4.85,4.53,4.16,3.49,3.40
130,Net Loans and Leases, 61.49, 60.31, 57.97, 57.65, 57.51
131, Debt Securities Over 1 Year, 15.72, 15.65, 15.91, 16.68, 16.23
132, Mutual Funds and Equity Securities, 0.10,0.13,0.12,0.12,0.18
133,Subtotal, 78.79, 77.00, 74.97, 75.87, 75.08
134, Interest-Bearing Bank Balances, 4.63,4.42,4.19,3.96,4.00
135, Federal Funds Sold & Reverse Repos, 0.68,0.85,1.13,1.30,1.27
136, Debt Securities 1 Year or Less, 2.08,2.67,3.05,3.07,3.03
137, Trading Assets, 0.77,0.80,0.98,1.37,1.42
138,Total Earning Assets, 89.59, 88.94, 87.84, 88.20, 87.62
139, Non-Int Cash and Due From Dep Inst, 1.24,1.38,1.53,1.52,1.33
140, Other Real Estate Owned,0.14,0.17,0.22,0.32,0.37
141, All Other Assets, 9.09,9.58, 10.45, 10.17, 10.96
142,MEMORANDA: , , , , , 
143,Short-Term Investments, 8.39,8.97,9.34, 10.03, 10.19
144, U.S. Treasury Securities, 1.06,0.54,0.56,0.66,0.85
145, U.S. Agency Securities (excl MBS),1.19,1.36,1.39,1.81,1.99
146, Municipal Securities, 1.31,1.14,1.13,1.39,1.36
147, Mortgage-Backed Securities,11.49, 11.94, 11.90, 12.85, 11.86
148, Asset-Backed Securities,0.43,0.59,0.65,0.56,0.51
149, Other Debt Securities,0.53,0.86,1.01,1.09,1.13
150, RE Loans Secured by 1-4 Family,15.21, 15.39, 16.04, 14.92, 14.73
151, Revolving,3.14,3.24,3.38,3.77,4.05
152," Closed-End, Sec by First Liens",11.10, 11.09, 11.60,9.88,9.36
153," Closed-End, Sec by Junior Liens",0.47,0.51,0.57,0.80,1.02
154, Commercial Real Estate Loans,15.88, 15.02, 13.72, 15.96, 17.76
155, Construction and Land Dev,2.01,1.69,1.62,2.35,3.38
156, Multifamily,2.13,1.99,1.65,1.61,1.60
157, Nonfarm Nonresidential,10.77, 10.63, 10.10, 11.22, 11.98
158, RE Loans Secured by Farmland, 0.22,0.24,0.22,0.28,0.32
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 52.96, 54.24, 55.30, 55.27, 57.39
161, RE Loans Secured by 1-4 Family,25.22, 26.11, 27.79, 25.96, 25.51
162, Revolving,5.22,5.53,5.91,6.49,6.91
163, Closed-End,19.49, 20.02, 21.35, 18.76, 17.92
164, Commercial Real Estate Loans,24.50, 24.12, 23.25, 26.20, 28.90
165, Construction and Land Dev,3.20,2.71,2.76,3.92,5.54
166, Multifamily,3.27,3.29,2.89,2.73,2.64
167, Nonfarm Nonresidential,16.66, 17.07, 17.10, 18.27, 19.36
168, RE Loans Secured by Farmland, 0.37,0.41,0.39,0.50,0.55
169, Loans to Depository Institutions, 0.22,0.24,0.20,0.33,0.17
170, Commercial and Industrial Loans, 22.46, 20.62, 19.63, 20.24, 19.83
171, Loans to Individuals, 8.43,9.00,8.69, 10.25,9.83
172, Credit Card Loans,1.78,2.51,2.44,3.15,2.54
173, Agricultural Loans, 0.23,0.24,0.23,0.26,0.28
174, Loans to Foreign Govts and Inst,0.01,0.02,0.00,0.01,0.01
175, Other Loans and Leases, 9.24,9.06,8.90,7.17,6.79
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
179, Short-Term Investments, 8.39,8.97,9.34, 10.03, 10.19
180, Liquid Assets, 24.24, 24.41, 24.99, 26.81, 25.95
181, Investment Securities, 18.50, 19.23, 20.19, 20.93, 20.42
182, Net Loans and Leases,61.49, 60.31, 57.97, 57.65, 57.51
183," Net Lns, Ls & Stdby Ltrs of Credit",63.49, 62.47, 60.13, 60.15, 60.01
184, Core Deposits, 59.99, 58.41, 55.65, 55.92, 53.59
185, Noncore Funding, 22.93, 23.92, 24.84, 26.62, 29.02
186, Time Deposits of $100K or More, 5.84,5.43,5.83,6.23,6.69
187, Foreign Deposits, 0.84,1.00,1.00,1.65,1.96
188, Fed Funds Purchased and Repos,2.40,2.56,2.65,3.73,4.09
189, Net Fed Funds Purchased (Sold), 1.51,1.55,1.51,2.28,2.58
190, Commercial Paper, 0.08,0.14,0.14,0.11,0.12
191,Oth Borrowings W/Rem Mat 1 Yr or Less,3.23,3.17,2.54,2.68,2.53
192, Earning Assets Repr in 1 Year, 39.53, 39.85, 39.71, 41.58, 42.48
193, Int-Bearing Liab Repr in 1 Year, 10.44, 11.10, 12.42, 13.13, 14.97
194, Long-Term Debt Repr in 1 Year,1.23,1.26,1.31,1.62,2.04
195, Net Assets Repriceable in 1 Year,26.63, 25.23, 23.76, 25.09, 23.91
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,17.28, 17.98, 19.34, 20.15, 25.33
198, Net ST Noncore Funding Dependence,4.06,3.61,3.44,4.17,6.24
199, Short-Term Inv/ST Noncore Funding, 83.04, 91.41, 91.22, 75.15, 65.99
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,17.97, 18.18, 18.45, 20.29, 15.48
201, Net Loans and Leases/Total Deposits, 87.66, 88.93, 93.70, 87.55, 88.15
202, Net Loans and Leases/Core Deposits, 107.22,111.54,125.79,116.55,120.14
203, Held-To-Mat Sec Appr(Depr)/T1 Cap,0.78, -1.16,1.39,0.94,0.28
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 1.35, -0.77,4.41,3.77,2.05
205, Struct Notes Appr(Depr)/T1 Cap,-0.03, -0.25, -0.02, -0.17, -0.03
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 16.97, 15.26, 10.63,6.59,5.23
208, Available-For-Sale Securities, 83.03, 84.74, 89.37, 93.41, 94.77
209, U.S. Treasury Securities, 6.74,3.80,3.82,3.64,4.71
210, U.S. Agency Securities (excl MBS),6.60,7.35,7.26,9.19, 11.25
211, Municipal Securities, 6.65,6.20,5.98,6.79,6.92
212, Mortgage-Backed Securities,65.73, 65.16, 63.14, 61.59, 57.24
213, Asset-Backed Securities,2.31,3.33,3.57,3.53,3.48
214, Other Debt Securities,2.85,4.45,5.16,6.86,6.80
215, Mutual Funds and Equity Securities, 0.81,0.89,0.91,1.07,1.15
216,Debt Securities 1 Year or Less,12.76, 15.54, 17.02, 16.71, 17.10
217, Debt Securities 1 To 5 Years,20.30, 20.47, 20.75, 24.10, 27.34
218, Debt Securities Over 5 Years,62.23, 59.63, 57.92, 54.74, 50.65
219, Pledged Securities,39.58, 41.15, 40.49, 47.10, 50.95
220," Structured Notes, Fair Value", 0.15,0.19,0.12,0.39,0.47
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
224, Provision for Ln&Ls Losses/Avg Assets,0.14,0.19,0.33,0.49,1.10
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.23,0.32,0.55,0.80,1.80
226, Provision for Ln&Ls Losses/Net Losses,105.26, 64.28, 76.76, 70.36,100.32
227,Ln&Ls Allowance/Total Loans & Leases, 1.23,1.40,1.61,2.11,2.63
228, Ln&Ls Allowance/Net Ln&Ls Losses (X),11.63,7.42,3.51,2.24,1.70
229, ALLL/Nonaccrual Assets, 165.46,147.72,123.13,115.87, 99.32
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls,130.37,114.92, 98.08, 87.66, 78.33
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.44,0.63,0.94,1.40,2.26
232, Recoveries/Avg Loans and Leases,0.15,0.18,0.19,0.23,0.20
233, Net Losses/Avg Loans and Leases,0.30,0.44,0.74,1.17,2.04
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,0.01,0.01,0.02,0.06
235, Recoveries/Prior Year-End Losses,33.56, 23.10, 18.24, 12.27,9.74
236, Earnings Coverage of Net Losses (X), 32.62, 19.55,8.80,3.51,2.53
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.17,0.34,0.69,1.20,2.17
239, RE Loans Secured By 1-4 Family, 0.22,0.45,0.81,0.96,1.43
240, Revolving,0.30,0.57,1.02,1.12,1.31
241, Closed-End, 0.18,0.39,0.76,0.93,1.45
242, Commercial Real Estate Loans, 0.07,0.20,0.50,1.21,2.64
243, Construction and Land Dev,0.06,0.41,1.28,3.38,6.60
244, Multifamily,0.02,0.10,0.29,0.78,1.20
245, Nonfarm Nonresidential, 0.09,0.19,0.40,0.74,1.38
246, RE Loans Secured by Farmland, 0.04,0.17,0.37,1.03,0.60
247,Commercial and Industrial Loans,0.17,0.40,0.56,0.87,1.57
248, Loans to Depository Institutions, 0.00,0.00,0.05, -0.02,0.05
249,Loans to Individuals, 1.34,1.25,1.52,1.96,2.88
250, Credit Card Loans,2.46,2.42,2.70,3.76,5.94
251,Agricultural Loans, 0.02,0.17,0.20,0.35,0.62
252, Loans to Foreign Governments & Inst,0.00,0.00,0.00, -0.11, -0.13
253, Other Loans and Leases, 0.15,0.17,0.18,0.37,0.72
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
257, 30-89 Days PD Loans and Leases, 0.60,0.68,0.87,0.96,1.20
258, 90+ Days PD Loans and Leases, 0.29,0.40,0.56,0.73,0.78
259, Nonaccrual Loans and Leases,0.84,1.08,1.52,2.17,3.12
260,90+ Days PD and Nonaccrual Loans and Leases,1.22,1.63,2.28,3.00,4.07
261,30-89 Days PD Restructured, 0.04,0.05,0.06,0.08,0.05
262, 90+ Days PD Restructured, 0.02,0.03,0.03,0.04,0.02
263, Nonaccrual Restructured,0.27,0.36,0.47,0.55,0.46
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.61,0.69,0.88,0.96,1.21
267, 90+ Days Past Due Assets, 0.29,0.40,0.57,0.73,0.79
268, Nonaccrual Assets,0.85,1.10,1.56,2.20,3.14
269, 30+ Days PD & Nonaccrual Assets,1.92,2.37,3.24,4.06,5.38
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,0.72,0.98,1.36,1.76,2.40
272, 90+ PD & Nonaccrual Assets + OREO,0.86,1.16,1.59,2.09,2.79
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.11,1.44,1.79,2.43,2.79
276, Allowance for Loan & Lease Losses,153.47,177.18,200.83,210.57,201.05
277, Equity Cap + ALLL,8.87, 11.88, 15.11, 20.66, 23.64
278, Tier 1 Cap + ALLL, 10.37, 14.23, 17.86, 24.40, 26.90
279, Loans & Leases + RE Acquired, 1.81,2.34,3.02,4.08,4.70
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
284,- 90+ Days Past Due, 0.46,0.58,0.75,0.91,0.95
285,- Nonaccrual,1.25,1.69,2.38,3.75,5.21
286,- 90+ Days Past Due, 0.04,0.08,0.13,0.16,0.24
287,- Nonaccrual,0.59,0.70,1.00,1.12,1.91
288,- 90+ Days Past Due, 0.22,0.31,0.29,0.54,0.62
289,- Nonaccrual,0.37,0.23,0.33,0.30,0.45
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.01,0.02,0.00
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.00
293, Agricultural - 30-89 Days PD, 0.10,0.18,0.25,0.18,0.38
294,- 90+ Days Past Due, 0.01,0.01,0.02,0.03,0.04
295,- Nonaccrual,0.94,0.84,1.27,1.11,2.38
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,0.87,0.00,0.00
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
298,- Nonaccrual,0.01,0.00,0.16,0.18,0.62
299, Other Lns&Ls - 30-89 Days PD, 0.20,0.21,0.21,0.31,0.50
300,- 90+ Days Past Due, 0.02,0.04,0.03,0.03,0.08
301,- Nonaccrual,0.20,0.21,0.27,0.43,0.72
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,0.71,0.85,0.99,1.13,1.08
304, - Nonaccrual, 1.57,1.80,2.20,2.73,3.31
305, - 90+ Days Past Due,0.12,0.13,0.12,0.18,0.18
306, - Nonaccrual, 1.21,1.27,1.23,1.02,1.34
307, - 90+ Days Past Due,0.88,1.06,1.26,1.51,1.45
308, - Nonaccrual, 1.69,2.02,2.49,3.32,4.13
309, Commercial RE - 30-89 Days PD,0.23,0.33,0.65,0.79,1.11
310, - 90+ Days Past Due,0.11,0.21,0.34,0.46,0.57
311, - Nonaccrual, 0.83,1.32,2.42,4.31,6.70
312, Const & Dev - 30-89 Days PD,0.28,0.45,1.25,1.26,1.70
313, - 90+ Days Past Due,0.20,0.45,1.06,1.43,1.57
314, - Nonaccrual, 1.32,2.45,5.54, 10.39, 15.47
315, Multifamily - 30-89 Days PD,0.15,0.26,0.55,0.57,0.84
316, - 90+ Days Past Due,0.06,0.11,0.26,0.19,0.41
317, - Nonaccrual, 0.31,0.52,1.29,2.49,3.44
318, Nonfarm Nres- 30-89 Days PD,0.21,0.34,0.51,0.60,0.82
319, - 90+ Days Past Due,0.10,0.16,0.23,0.30,0.34
320, - Nonaccrual, 0.91,1.29,2.09,3.28,4.23
321, - 90+ Days Past Due,0.20,0.32,0.58,0.57,0.23
322, - Nonaccrual, 0.74,1.55,3.17,3.91,5.27
323, - 90+ Days Past Due,0.59,0.54,0.54,0.70,0.97
324, - Nonaccrual, 0.12,0.16,0.29,0.28,0.39
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
328, Tier 1 Leverage Ratio,9.82,9.63,9.38,9.27,9.03
329, Tier 1 RBC Ratio,13.14, 13.08, 12.84, 13.12, 12.96
330, Total Risk-Based Capital Ratio,14.75, 14.96, 14.83, 15.48, 15.62
331,Tangible Tier 1 Leverage Ratio, 9.79,9.33,9.11,8.95,8.70
332, Tangible Common Eq Cap/Tan Assets,8.83,8.32,8.03,7.73,7.05
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,25.37, 26.28, 24.28, 26.67, 24.59
337, Standby Letters of Credit,1.56,1.52,1.46,2.11,2.31
338, Commercial & Similar Letters of Credit, 0.05,0.05,0.06,0.08,0.08
339,Securities Lent,0.36,0.30,0.29,0.63,0.84
340, Credit Derivatives (BHC as Guarantor),0.62,0.16,0.18,2.62,2.54
341, Credit Derivatives (BHC as Beneficiary),0.64,0.19,0.25,2.86,2.75
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,57.62, 40.09, 43.22,113.53,106.20
344, Interest Rate Contracts, 40.11, 26.65, 31.25, 86.42, 81.21
345, Interest Rate Futures & Forward Contr,4.46,4.16,6.74, 14.01, 13.85
346, Written Options Contr (Int Rate), 1.75,1.57,2.08,4.40,5.08
347, Purchased Options Contr (Int Rate), 1.68,1.51,1.47,4.16,5.03
348, Interest Rate Swaps, 33.04, 17.82, 17.60, 62.30, 51.78
349,Foreign Exchange Contracts,13.87,9.17,9.02, 19.07, 17.42
350, Futures & Forward Foreign Exch Contr, 7.93,5.18,4.86, 11.43, 10.24
351, Written Options Contr (Foreign Exch), 0.38,0.06,0.11,0.60,0.62
352, Purchased Options Contr (Foreign Exch), 0.38,0.07,0.11,0.59,0.62
353, Foreign Exchange Rate Swaps,1.52,0.85,0.92,4.00,2.25
354,"Equity,Commodity, & Other Deriv Contr",1.63,1.58,1.55,3.41,2.78
355, Commodity & Other Fut & Forward Contr,0.14,0.10,0.09,0.28,0.32
356, Written Options Contr (Comm & Other), 0.60,0.63,0.64,1.28,1.16
357, Purchased Options Contr (Comm & Oth), 0.49,0.40,0.40,0.95,0.68
358, Commodity & Other Swaps,0.35,0.26,0.22,0.50,0.35
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,50.36, 51.55, 48.98, 57.10, 50.55
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
364, Interest Rate Contracts, 90.00, 88.14, 87.63, 84.63, 87.69
365, Foreign Exchange Contracts, 7.00,7.99,8.15,9.68,8.20
366," Equity, Comm, & Other Contracts",1.99,2.56,2.78,3.30,2.32
367,Futures and Forwards,16.33, 19.32, 24.41, 24.98, 25.32
368, Written Options,8.05,7.52,9.30,8.59,7.79
369, Exchange-Traded,0.11,0.14,0.08,0.31,0.33
370, Over-The-Counter, 7.71,7.06,9.04,7.79,7.09
371, Purchased Options,4.56,4.51,3.97,4.68,4.47
372, Exchange-Traded,0.18,0.29,0.15,0.25,0.30
373, Over-The-Counter, 4.01,3.91,3.51,3.96,3.76
374, Swaps, 65.90, 59.28, 53.86, 58.87, 55.17
375,Held for Trading,45.82, 47.69, 43.59, 50.43, 51.40
376, Interest Rate Contracts, 36.77, 37.38, 33.48, 39.62, 42.14
377, Foreign Exchange Contracts, 3.71,3.70,3.77,4.83,4.24
378," Equity, Comm, & Other Contracts",0.82,1.19,1.08,1.54,1.09
379,Non-Traded,54.18, 52.31, 56.41, 49.57, 48.60
380, Interest Rate Contracts, 48.88, 46.78, 50.15, 35.66, 42.56
381, Foreign Exchange Contracts, 1.56,1.94,1.86,2.02,1.37
382," Equity, Comm, & Other Contracts",0.50,0.60,0.82,0.71,0.50
383,Deriv Contr (Excl Fut & FX LE 14 Days),86.88, 86.36, 84.05, 79.53, 82.32
384, One Year or Less,23.63, 25.74, 29.67, 32.71, 31.49
385, Over 1 Year to 5 Years,34.17, 31.03, 32.79, 27.38, 29.22
386, Over 5 Years,22.75, 20.76, 16.03, 12.83, 14.32
387, Gross Negative Fair Value (Abs Val),1.45,1.33,1.96,2.16,1.87
388, Gross Positive Fair Value,1.53,1.39,1.93,2.10,1.94
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.11,0.12,0.16,0.30,0.23
391, Gross Positive Fair Value (X),0.12,0.13,0.17,0.31,0.23
