,Column1,Value1,Value2,Value3,Value4,Value5
66, Int Income (TE) / Avg Earning Assets, 3.82,4.08,4.32,4.54,4.70
67, Int Expense / Avg Earning Assets, 0.59,0.74,0.88,1.07,1.52
68, Net Int Inc (TE) / Avg Earn Assets, 3.17,3.28,3.37,3.39,3.16
69,YIELD OR COST: , , , , , 
70,Total Loans and Leases (TE),4.72,5.06,5.34,5.44,5.29
71, Interest-Bearing Bank Balances, 0.32,0.31,0.34,0.35,0.46
72, Fed Funds Sold & Reverse Repos, 0.39,0.40,0.38,0.45,0.50
73, Trading Assets, 1.19,1.25,1.43,1.37,1.42
74, Total Earning Assets, 3.77,4.03,4.26,4.46,4.64
75,Investment Securities (TE), 2.39,2.65,2.99,3.49,4.18
76, U.S. Treasury & Agency Sec (excl MBS),1.24,1.49,1.74,2.23,2.52
77, Mortgage-Backed Securities, 2.32,2.70,3.16,3.82,4.53
78, All Other Securities, 4.22,4.25,4.73,4.79,5.72
79,Interest-Bearing Deposits,0.42,0.53,0.67,0.88,1.48
80, Time Deposits of $100K or More, 0.95,1.12,1.30,1.55,2.36
81, Time Deposits < $100K,0.96,1.23,1.47,1.76,2.58
82, Other Domestic Deposits,0.24,0.28,0.38,0.53,0.75
83, Foreign Deposits, 0.37,0.46,0.50,0.48,0.72
84,Fed Funds Purchased and Repos,0.72,0.91,0.86,0.82,1.09
85, Other Borrowed Funds & Trading Liab,1.97,2.36,2.42,2.48,2.45
86, All Interest-Bearing Funds, 0.69,0.85,1.11,1.31,1.82
87, , , , , , 
88, 3 , , , , , 
89, , 12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
90, Avg Personnel Exp Per Employee ($000),98,97,90,89,82
91, Avg Assets per Employee ($000),"7,283"," 7,080"," 6,503"," 6,303"," 6,201"
92, ANALYSIS RATIOS , , , , , 
93,Mutual Fund Fee Inc / Non-Int Income, 2.95,2.84,3.12,2.86,2.66
94,Overhead Exp / NII + Non-Int Income, 67.58, 69.11, 68.44, 65.92, 73.71
95,PERCENT OF AVERAGE ASSETS: , , , , , 
96,Total Overhead Expense, 3.15,3.34,3.16,3.19,3.28
97, Personnel Expense,1.48,1.49,1.51,1.53,1.45
98, Net Occupancy Expense,0.34,0.34,0.36,0.38,0.38
99, Other Operating Expenses, 1.32,1.50,1.23,1.24,1.40
100,Overhead Less Non-Interest Income,1.32,1.37,1.49,1.28,1.30
101,PERCENT OF ADJUSTED OPERATING INCOME (TE): , , , , , 
102,Total Overhead Expense,66.86, 68.50, 67.64, 65.03, 72.69
103, Personnel Expense, 31.96, 31.26, 32.51, 31.04, 31.47
104, Net Occupancy Expense,7.52,7.36,7.92,7.84,8.42
105, Other Operating Expenses,26.50, 29.46, 26.22, 25.37, 32.61
106,Total Non-Interest Income, 35.13, 36.31, 33.59, 36.35, 36.93
107, Fiduciary Activities Income,2.42,2.18,2.81,3.28,3.21
108, Serv Charges on Deposit Accts - Domestic, 4.76,4.61,5.74,6.22,7.38
109, Trading Revenue,1.06,1.35,1.58,1.80,1.69
110, Investment Banking Fees & Commissions,2.55,2.81,2.86,3.07,3.00
111, Venture Capital Revenue,0.06,0.11,0.12,0.12, -0.06
112, Net Servicing Fees, 1.02,0.63,0.65,0.92,1.75
113, Net Securitization Income,0.01,0.01,0.01,0.00,0.13
114, Insurance Activities Revenue, 0.96,1.11,1.03,1.00,1.08
115," Net Gain (Loss) - Sales Loans, OREO, Oth", 2.03,2.05,0.42,0.49, -0.18
116, Other Non-Interest Income, 11.38, 12.07, 12.04, 12.94, 14.89
117,Overhead Less Non-Interest Income, 31.30, 31.82, 33.69, 28.72, 34.78
118, TAX RATIOS: , , , , , 
119,Appl Inc Taxes/Pretax NOI (TE),28.36, 27.20, 27.79, 21.65, 23.39
120, Appl Inc Tax+TE/Pretax NOI+TE, 31.95, 30.97, 32.84, 29.75, 30.98
121, , , , , , 
122, 4 , , , , , 
123,PERCENT OF TOTAL ASSETS,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
124, Real Estate Loans, 32.68, 32.01, 32.56, 34.18, 37.26
125, Commercial and Industrial Loans, 12.57, 11.65, 11.71, 11.77, 12.18
126, Loans to Individuals, 5.25,4.94,6.00,5.68,5.34
127, Loans to Depository Institutions, 0.12,0.10,0.14,0.07,0.05
128, Agricultural Loans, 0.14,0.12,0.15,0.17,0.17
129, Other Loans and Leases, 4.31,4.15,3.48,3.40,3.20
130,Net Loans and Leases, 60.15, 57.97, 57.65, 57.51, 59.71
131, Debt Securities Over 1 Year, 15.69, 15.91, 16.67, 16.23, 15.06
132, Mutual Funds and Equity Securities, 0.13,0.12,0.12,0.18,0.19
133,Subtotal, 76.88, 74.97, 75.86, 75.08, 75.78
134, Interest-Bearing Bank Balances, 4.42,4.19,3.96,4.00,4.51
135, Federal Funds Sold & Reverse Repos, 0.85,1.13,1.30,1.27,0.78
136, Debt Securities 1 Year or Less, 2.67,3.05,3.07,3.03,3.02
137, Trading Assets, 0.80,0.98,1.37,1.42,0.95
138,Total Earning Assets, 88.91, 87.84, 88.19, 87.62, 87.54
139, Non-Int Cash and Due From Dep Inst, 1.38,1.53,1.52,1.33,1.72
140, Other Real Estate Owned,0.17,0.22,0.32,0.37,0.32
141, All Other Assets, 9.61, 10.46, 10.18, 10.96, 10.69
142,MEMORANDA: , , , , , 
143,Short-Term Investments, 9.06,9.34, 10.03, 10.19,9.62
144, U.S. Treasury Securities, 0.55,0.56,0.66,0.85,0.63
145, U.S. Agency Securities (excl MBS),1.36,1.38,1.81,1.99,1.70
146, Municipal Securities, 1.14,1.13,1.39,1.36,1.26
147, Mortgage-Backed Securities,11.95, 11.90, 12.85, 11.86, 11.59
148, Asset-Backed Securities,0.59,0.65,0.56,0.51,0.62
149, Other Debt Securities,0.88,1.01,1.09,1.13,0.84
150, RE Loans Secured by 1-4 Family,15.40, 16.04, 14.92, 14.73, 15.14
151, Revolving,3.24,3.38,3.76,4.05,4.21
152," Closed-End, Sec by First Liens",11.10, 11.60,9.88,9.36,9.38
153," Closed-End, Sec by Junior Liens",0.51,0.56,0.80,1.02,1.30
154, Commercial Real Estate Loans,15.04, 13.71, 15.96, 17.76, 19.88
155, Construction and Land Dev,1.69,1.62,2.35,3.38,5.28
156, Multifamily,1.99,1.65,1.61,1.60,1.62
157, Nonfarm Nonresidential,10.65, 10.10, 11.22, 11.98, 12.28
158, RE Loans Secured by Farmland, 0.24,0.22,0.28,0.32,0.34
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 54.52, 55.30, 55.27, 57.39, 59.49
161, RE Loans Secured by 1-4 Family,26.15, 27.79, 25.96, 25.51, 25.20
162, Revolving,5.54,5.91,6.49,6.91,6.85
163, Closed-End,20.05, 21.35, 18.76, 17.92, 17.81
164, Commercial Real Estate Loans,24.21, 23.24, 26.20, 28.90, 30.65
165, Construction and Land Dev,2.72,2.75,3.92,5.54,8.02
166, Multifamily,3.30,2.89,2.73,2.64,2.58
167, Nonfarm Nonresidential,17.16, 17.10, 18.27, 19.36, 18.99
168, RE Loans Secured by Farmland, 0.41,0.39,0.50,0.55,0.54
169, Loans to Depository Institutions, 0.24,0.20,0.33,0.17,0.10
170, Commercial and Industrial Loans, 20.78, 19.65, 20.24, 19.83, 19.90
171, Loans to Individuals, 9.00,8.70, 10.25,9.83,9.03
172, Credit Card Loans,2.51,2.44,3.15,2.54,1.52
173, Agricultural Loans, 0.24,0.23,0.26,0.28,0.27
174, Loans to Foreign Govts and Inst,0.02,0.00,0.01,0.01,0.01
175, Other Loans and Leases, 8.51,8.88,7.17,6.79,6.22
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
179, Short-Term Investments, 9.06,9.34, 10.03, 10.19,9.62
180, Liquid Assets, 24.52, 24.99, 26.81, 25.95, 24.18
181, Investment Securities, 19.26, 20.19, 20.93, 20.42, 19.11
182, Net Loans and Leases,60.15, 57.97, 57.65, 57.51, 59.71
183," Net Lns, Ls & Stdby Ltrs of Credit",62.25, 60.00, 60.14, 60.01, 62.43
184, Core Deposits, 58.48, 55.65, 55.91, 53.59, 50.90
185, Noncore Funding, 23.92, 24.84, 26.62, 29.02, 32.76
186, Time Deposits of $100K or More, 5.44,5.83,6.23,6.69,7.50
187, Foreign Deposits, 1.00,1.00,1.65,1.96,2.14
188, Fed Funds Purchased and Repos,2.45,2.65,3.73,4.09,4.43
189, Net Fed Funds Purchased (Sold), 1.55,1.51,2.28,2.58,3.36
190, Commercial Paper, 0.14,0.14,0.11,0.12,0.12
191,Oth Borrowings W/Rem Mat 1 Yr or Less,3.17,2.54,2.68,2.53,3.36
192, Earning Assets Repr in 1 Year, 40.07, 39.70, 41.58, 42.48, 42.90
193, Int-Bearing Liab Repr in 1 Year, 11.28, 12.42, 13.13, 14.97, 19.48
194, Long-Term Debt Repr in 1 Year,1.27,1.31,1.62,2.04,1.96
195, Net Assets Repriceable in 1 Year,25.48, 23.76, 25.09, 23.91, 20.25
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,17.84, 19.34, 20.15, 25.33, 30.25
198, Net ST Noncore Funding Dependence,3.71,3.44,4.17,6.24, 10.25
199, Short-Term Inv/ST Noncore Funding, 91.33, 91.22, 75.15, 65.99, 55.51
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,18.11, 18.45, 20.29, 15.48,8.18
201, Net Loans and Leases/Total Deposits, 88.65, 93.70, 87.55, 88.15, 89.66
202, Net Loans and Leases/Core Deposits, 110.13,125.79,116.55,120.14,140.58
203, Held-To-Mat Sec Appr(Depr)/T1 Cap, -1.16,1.39,0.94,0.28,0.11
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap,-0.71,4.41,3.77,2.05,0.97
205, Struct Notes Appr(Depr)/T1 Cap,-0.25, -0.02, -0.17, -0.03, -0.02
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 15.26, 10.63,6.59,5.23,5.36
208, Available-For-Sale Securities, 84.74, 89.37, 93.41, 94.77, 94.64
209, U.S. Treasury Securities, 3.79,3.82,3.64,4.71,3.48
210, U.S. Agency Securities (excl MBS),7.35,7.26,9.19, 11.25, 10.28
211, Municipal Securities, 6.20,5.98,6.79,6.92,6.77
212, Mortgage-Backed Securities,65.16, 63.14, 61.59, 57.24, 59.41
213, Asset-Backed Securities,3.33,3.57,3.53,3.48,3.88
214, Other Debt Securities,4.45,5.16,6.86,6.80,5.17
215, Mutual Funds and Equity Securities, 0.89,0.91,1.07,1.15,1.42
216,Debt Securities 1 Year or Less,15.52, 17.02, 16.71, 17.10, 16.99
217, Debt Securities 1 To 5 Years,20.54, 20.75, 24.10, 27.34, 23.78
218, Debt Securities Over 5 Years,59.57, 57.92, 54.74, 50.65, 52.85
219, Pledged Securities,41.15, 40.49, 47.10, 50.95, 54.10
220," Structured Notes, Fair Value", 0.19,0.12,0.39,0.47,0.31
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
224, Provision for Ln&Ls Losses/Avg Assets,0.19,0.33,0.49,1.10,1.96
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.32,0.55,0.80,1.80,3.07
226, Provision for Ln&Ls Losses/Net Losses, 65.21, 76.76, 70.36,100.32,139.96
227,Ln&Ls Allowance/Total Loans & Leases, 1.41,1.61,2.11,2.63,2.80
228, Ln&Ls Allowance/Net Ln&Ls Losses (X), 7.44,3.51,2.24,1.70,1.52
229, ALLL/Nonaccrual Assets, 147.70,122.96,115.70, 99.32, 92.12
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls,115.00, 97.97, 87.52, 78.33, 72.80
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.63,0.94,1.40,2.26,2.47
232, Recoveries/Avg Loans and Leases,0.18,0.19,0.23,0.20,0.13
233, Net Losses/Avg Loans and Leases,0.45,0.74,1.17,2.04,2.33
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,0.01,0.02,0.06,0.02
235, Recoveries/Prior Year-End Losses,23.10, 18.24, 12.27,9.74, 13.00
236, Earnings Coverage of Net Losses (X), 19.61,8.80,3.51,2.53,1.67
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.34,0.69,1.20,2.17,2.21
239, RE Loans Secured By 1-4 Family, 0.45,0.81,0.96,1.43,1.41
240, Revolving,0.57,1.02,1.12,1.31,1.65
241, Closed-End, 0.39,0.76,0.93,1.45,1.42
242, Commercial Real Estate Loans, 0.20,0.50,1.21,2.64,2.81
243, Construction and Land Dev,0.41,1.28,3.38,6.60,6.64
244, Multifamily,0.10,0.29,0.78,1.20,1.09
245, Nonfarm Nonresidential, 0.19,0.40,0.74,1.38,1.00
246, RE Loans Secured by Farmland, 0.17,0.37,1.03,0.60,0.41
247,Commercial and Industrial Loans,0.40,0.56,0.87,1.57,2.44
248, Loans to Depository Institutions, 0.00,0.05, -0.02,0.05,0.04
249,Loans to Individuals, 1.25,1.51,1.96,2.88,3.39
250, Credit Card Loans,2.42,2.70,3.76,5.94,5.75
251,Agricultural Loans, 0.17,0.20,0.35,0.62,0.33
252, Loans to Foreign Governments & Inst,0.00,0.00, -0.11, -0.13,0.00
253, Other Loans and Leases, 0.17,0.18,0.37,0.72,1.44
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
257, 30-89 Days PD Loans and Leases, 0.68,0.87,0.96,1.20,1.51
258, 90+ Days PD Loans and Leases, 0.40,0.56,0.73,0.78,0.66
259, Nonaccrual Loans and Leases,1.09,1.52,2.18,3.12,3.77
260,90+ Days PD and Nonaccrual Loans and Leases,1.64,2.28,3.00,4.07,4.51
261,30-89 Days PD Restructured, 0.05,0.06,0.08,0.05,0.04
262, 90+ Days PD Restructured, 0.03,0.03,0.04,0.02,0.01
263, Nonaccrual Restructured,0.36,0.47,0.55,0.46,0.31
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.69,0.88,0.96,1.21,1.52
267, 90+ Days Past Due Assets, 0.40,0.57,0.73,0.79,0.67
268, Nonaccrual Assets,1.12,1.56,2.20,3.14,3.80
269, 30+ Days PD & Nonaccrual Assets,2.39,3.25,4.06,5.38,6.16
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,0.99,1.37,1.76,2.40,2.83
272, 90+ PD & Nonaccrual Assets + OREO,1.16,1.59,2.10,2.79,3.16
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.44,1.80,2.43,2.79,3.04
276, Allowance for Loan & Lease Losses,176.35,201.23,210.83,201.05,180.34
277, Equity Cap + ALLL, 11.89, 15.16, 20.69, 23.64, 27.89
278, Tier 1 Cap + ALLL, 13.56, 17.90, 24.43, 26.90, 30.59
279, Loans & Leases + RE Acquired, 2.36,3.02,4.08,4.70,4.78
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
284,- 90+ Days Past Due, 0.58,0.75,0.91,0.95,0.74
285,- Nonaccrual,1.69,2.38,3.76,5.21,5.49
286,- 90+ Days Past Due, 0.08,0.13,0.16,0.24,0.16
287,- Nonaccrual,0.69,1.00,1.12,1.91,2.48
288,- 90+ Days Past Due, 0.31,0.29,0.54,0.62,0.62
289,- Nonaccrual,0.23,0.33,0.30,0.45,0.63
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.01,0.02,0.00,0.09
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.17
293, Agricultural - 30-89 Days PD, 0.18,0.25,0.18,0.38,0.77
294,- 90+ Days Past Due, 0.01,0.02,0.03,0.04,0.04
295,- Nonaccrual,0.84,1.27,1.11,2.38,1.61
296, Foreign Govts- 30-89 Days PD, 0.00,0.92,0.00,0.00,7.14
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.39
298,- Nonaccrual,0.00,0.17,0.18,0.62,0.00
299, Other Lns&Ls - 30-89 Days PD, 0.21,0.21,0.31,0.50,0.66
300,- 90+ Days Past Due, 0.04,0.03,0.03,0.08,0.07
301,- Nonaccrual,0.22,0.27,0.43,0.72,1.11
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,0.85,0.99,1.14,1.08,0.90
304, - Nonaccrual, 1.80,2.21,2.74,3.31,3.32
305, - 90+ Days Past Due,0.13,0.12,0.18,0.18,0.20
306, - Nonaccrual, 1.27,1.23,1.02,1.34,1.19
307, - 90+ Days Past Due,1.06,1.26,1.51,1.45,1.18
308, - Nonaccrual, 2.02,2.51,3.34,4.13,4.19
309, Commercial RE - 30-89 Days PD,0.33,0.65,0.79,1.11,1.53
310, - 90+ Days Past Due,0.21,0.34,0.46,0.57,0.43
311, - Nonaccrual, 1.32,2.42,4.31,6.70,7.32
312, Const & Dev - 30-89 Days PD,0.44,1.24,1.26,1.70,2.80
313, - 90+ Days Past Due,0.45,1.06,1.43,1.57,0.81
314, - Nonaccrual, 2.45,5.54, 10.39, 15.47, 16.60
315, Multifamily - 30-89 Days PD,0.26,0.55,0.57,0.84,1.14
316, - 90+ Days Past Due,0.11,0.26,0.19,0.41,0.32
317, - Nonaccrual, 0.52,1.29,2.49,3.44,3.87
318, Nonfarm Nres- 30-89 Days PD,0.34,0.51,0.60,0.82,1.06
319, - 90+ Days Past Due,0.16,0.23,0.30,0.34,0.22
320, - Nonaccrual, 1.29,2.09,3.28,4.23,4.02
321, - 90+ Days Past Due,0.32,0.58,0.57,0.23,0.12
322, - Nonaccrual, 1.55,3.17,3.91,5.27,3.11
323, - 90+ Days Past Due,0.54,0.54,0.70,0.97,1.28
324, - Nonaccrual, 0.16,0.29,0.28,0.39,0.50
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
328, Tier 1 Leverage Ratio,9.64,9.37,9.26,9.03,8.69
329, Tier 1 RBC Ratio,13.08, 12.83, 13.12, 12.96, 11.56
330, Total Risk-Based Capital Ratio,14.97, 14.83, 15.47, 15.62, 14.21
331,Tangible Tier 1 Leverage Ratio, 9.34,9.10,8.95,8.70,8.34
332, Tangible Common Eq Cap/Tan Assets,8.32,8.03,7.73,7.05,5.83
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,26.35, 24.42, 26.67, 24.59, 25.33
337, Standby Letters of Credit,1.47,1.46,2.11,2.31,2.49
338, Commercial & Similar Letters of Credit, 0.05,0.06,0.08,0.08,0.07
339,Securities Lent,0.30,0.29,0.63,0.84,0.85
340, Credit Derivatives (BHC as Guarantor),0.16,0.18,2.62,2.54,2.55
341, Credit Derivatives (BHC as Beneficiary),0.19,0.25,2.86,2.75,2.68
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,40.20, 43.22,113.53,106.20, 85.56
344, Interest Rate Contracts, 26.76, 31.25, 86.41, 81.21, 65.75
345, Interest Rate Futures & Forward Contr,4.16,6.74, 14.01, 13.85,9.80
346, Written Options Contr (Int Rate), 1.59,2.08,4.40,5.08,4.88
347, Purchased Options Contr (Int Rate), 1.53,1.47,4.16,5.03,4.66
348, Interest Rate Swaps, 17.88, 17.60, 62.30, 51.78, 41.23
349,Foreign Exchange Contracts, 9.16,9.02, 19.07, 17.42, 13.12
350, Futures & Forward Foreign Exch Contr, 5.83,5.83, 11.43, 10.24,8.44
351, Written Options Contr (Foreign Exch), 0.06,0.11,0.60,0.62,0.55
352, Purchased Options Contr (Foreign Exch), 0.07,0.11,0.59,0.62,0.53
353, Foreign Exchange Rate Swaps,0.85,0.92,4.00,2.25,1.44
354,"Equity,Commodity, & Other Deriv Contr",1.58,1.54,3.41,2.78,2.60
355, Commodity & Other Fut & Forward Contr,0.10,0.09,0.28,0.32,0.24
356, Written Options Contr (Comm & Other), 0.63,0.64,1.28,1.16,0.94
357, Purchased Options Contr (Comm & Oth), 0.40,0.40,0.95,0.68,0.67
358, Commodity & Other Swaps,0.26,0.22,0.49,0.35,0.35
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,51.63, 49.22, 57.10, 50.55, 50.07
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
364, Interest Rate Contracts, 88.14, 87.64, 84.63, 87.69, 89.28
365, Foreign Exchange Contracts, 7.99,8.15,9.68,8.20,6.97
366," Equity, Comm, & Other Contracts",2.56,2.78,3.30,2.32,2.05
367,Futures and Forwards,19.35, 24.46, 24.98, 25.32, 19.21
368, Written Options,7.53,9.31,8.59,7.79,7.85
369, Exchange-Traded,0.14,0.08,0.31,0.33,0.26
370, Over-The-Counter, 7.07,9.05,7.79,7.09,7.41
371, Purchased Options,4.52,3.98,4.68,4.47,5.07
372, Exchange-Traded,0.29,0.15,0.25,0.30,0.30
373, Over-The-Counter, 3.92,3.52,3.96,3.76,4.52
374, Swaps, 59.23, 53.79, 58.87, 55.17, 58.12
375,Held for Trading,47.69, 43.59, 50.43, 51.40, 47.50
376, Interest Rate Contracts, 37.39, 33.48, 39.62, 42.14, 38.99
377, Foreign Exchange Contracts, 3.70,3.77,4.83,4.24,3.58
378," Equity, Comm, & Other Contracts",1.19,1.07,1.54,1.09,1.05
379,Non-Traded,52.31, 56.41, 49.57, 48.60, 52.50
380, Interest Rate Contracts, 46.77, 50.15, 35.66, 42.56, 47.64
381, Foreign Exchange Contracts, 1.95,1.86,2.02,1.37,1.09
382," Equity, Comm, & Other Contracts",0.60,0.82,0.71,0.50,0.25
383,Deriv Contr (Excl Fut & FX LE 14 Days),86.35, 84.04, 79.53, 82.32, 83.30
384, One Year or Less,25.72, 29.65, 32.71, 31.49, 29.75
385, Over 1 Year to 5 Years,31.03, 32.79, 27.38, 29.22, 32.85
386, Over 5 Years,20.77, 16.03, 12.83, 14.32, 12.21
387, Gross Negative Fair Value (Abs Val),1.33,1.96,2.16,1.87,1.59
388, Gross Positive Fair Value,1.39,1.93,2.10,1.94,1.84
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.12,0.16,0.30,0.23,0.21
