,Column1,Value1,Value2,Value3,Value4,Value5
198, Net ST Noncore Funding Dependence,4.57,4.92,4.06,3.61,3.44
199, Short-Term Inv/ST Noncore Funding, 82.08, 74.23, 83.04, 91.41, 91.22
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,17.73, 18.35, 17.97, 18.18, 18.45
201, Net Loans and Leases/Total Deposits, 88.75, 87.92, 87.66, 88.93, 93.70
202, Net Loans and Leases/Core Deposits, 108.11,108.11,107.22,111.54,125.79
203, Held-To-Mat Sec Appr(Depr)/T1 Cap,0.50,0.47,0.80, -1.16,1.39
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 0.88,1.30,1.35, -0.77,4.41
205, Struct Notes Appr(Depr)/T1 Cap, 0.00, -0.02, -0.03, -0.25, -0.02
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 16.73, 16.48, 16.91, 15.26, 10.63
208, Available-For-Sale Securities, 83.27, 83.52, 83.09, 84.74, 89.37
209, U.S. Treasury Securities, 6.61,5.11,6.74,3.80,3.82
210, U.S. Agency Securities (excl MBS),6.83,7.17,6.60,7.35,7.26
211, Municipal Securities, 6.75,6.65,6.65,6.20,5.98
212, Mortgage-Backed Securities,66.28, 66.33, 65.73, 65.16, 63.14
213, Asset-Backed Securities,2.15,2.66,2.31,3.33,3.57
214, Other Debt Securities,2.59,3.03,2.85,4.45,5.16
215, Mutual Funds and Equity Securities, 0.74,0.92,0.81,0.89,0.91
216,Debt Securities 1 Year or Less,12.66, 13.95, 12.76, 15.54, 17.02
217, Debt Securities 1 To 5 Years,19.82, 19.58, 20.30, 20.47, 20.75
218, Debt Securities Over 5 Years,62.90, 61.69, 62.23, 59.63, 57.92
219, Pledged Securities,39.15, 41.22, 39.58, 41.15, 40.49
220," Structured Notes, Fair Value", 0.17,0.21,0.15,0.19,0.12
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,06/30/2015,06/30/2014,12/31/2014,12/31/2013,12/31/2012
224, Provision for Ln&Ls Losses/Avg Assets,0.14,0.14,0.14,0.19,0.33
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.23,0.23,0.23,0.32,0.55
226, Provision for Ln&Ls Losses/Net Losses,124.00, 77.64,105.01, 64.28, 76.76
227,Ln&Ls Allowance/Total Loans & Leases, 1.17,1.30,1.23,1.40,1.61
228, Ln&Ls Allowance/Net Ln&Ls Losses (X),13.11,9.95, 11.57,7.42,3.51
229, ALLL/Nonaccrual Assets, 164.19,152.97,165.27,147.72,123.13
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls,129.29,121.82,130.23,114.92, 98.08
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.39,0.46,0.45,0.63,0.94
232, Recoveries/Avg Loans and Leases,0.13,0.15,0.15,0.18,0.19
233, Net Losses/Avg Loans and Leases,0.25,0.30,0.30,0.44,0.74
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.01,0.01,0.01,0.01
235, Recoveries/Prior Year-End Losses,19.63, 16.23, 33.44, 23.10, 18.24
236, Earnings Coverage of Net Losses (X), 17.40, 25.04, 32.43, 19.55,8.80
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.09,0.17,0.17,0.34,0.69
239, RE Loans Secured By 1-4 Family, 0.13,0.22,0.22,0.45,0.81
240, Revolving,0.21,0.35,0.30,0.57,1.02
241, Closed-End, 0.10,0.18,0.18,0.39,0.76
242, Commercial Real Estate Loans, 0.02,0.07,0.07,0.20,0.50
243, Construction and Land Dev, -0.08,0.07,0.07,0.41,1.28
244, Multifamily, -0.01,0.03,0.02,0.10,0.29
245, Nonfarm Nonresidential, 0.05,0.08,0.09,0.19,0.40
246, RE Loans Secured by Farmland,-0.02,0.04,0.04,0.17,0.37
247,Commercial and Industrial Loans,0.16,0.18,0.18,0.40,0.56
248, Loans to Depository Institutions, 0.00,0.00,0.00,0.00,0.05
249,Loans to Individuals, 1.18,1.27,1.34,1.25,1.52
250, Credit Card Loans,2.77,2.35,2.46,2.42,2.70
251,Agricultural Loans, 0.06,0.04,0.02,0.17,0.20
252, Loans to Foreign Governments & Inst,0.00,0.00,0.00,0.00,0.00
253, Other Loans and Leases, 0.13,0.13,0.16,0.17,0.18
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,06/30/2015,06/30/2014,12/31/2014,12/31/2013,12/31/2012
257, 30-89 Days PD Loans and Leases, 0.52,0.59,0.60,0.68,0.87
258, 90+ Days PD Loans and Leases, 0.27,0.36,0.29,0.40,0.56
259, Nonaccrual Loans and Leases,0.82,0.96,0.84,1.08,1.52
260,90+ Days PD and Nonaccrual Loans and Leases,1.23,1.39,1.22,1.63,2.28
261,30-89 Days PD Restructured, 0.03,0.04,0.04,0.05,0.06
262, 90+ Days PD Restructured, 0.02,0.02,0.02,0.03,0.03
263, Nonaccrual Restructured,0.26,0.30,0.27,0.36,0.47
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.52,0.59,0.61,0.69,0.88
267, 90+ Days Past Due Assets, 0.27,0.36,0.29,0.40,0.57
268, Nonaccrual Assets,0.84,0.98,0.85,1.10,1.56
269, 30+ Days PD & Nonaccrual Assets,1.80,2.03,1.92,2.37,3.24
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,0.74,0.83,0.72,0.98,1.36
272, 90+ PD & Nonaccrual Assets + OREO,0.88,1.00,0.86,1.16,1.59
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.09,1.26,1.11,1.44,1.79
276, Allowance for Loan & Lease Losses,155.82,174.74,153.78,177.18,200.83
277, Equity Cap + ALLL,8.88,9.98,8.88, 11.84, 15.11
278, Tier 1 Cap + ALLL, 11.01, 11.78, 10.38, 14.23, 17.86
279, Loans & Leases + RE Acquired, 1.76,2.08,1.81,2.34,3.02
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 06/30/2015,06/30/2014,12/31/2014,12/31/2013,12/31/2012
284,- 90+ Days Past Due, 0.46,0.50,0.46,0.58,0.75
285,- Nonaccrual,1.13,1.45,1.25,1.69,2.38
286,- 90+ Days Past Due, 0.04,0.05,0.04,0.08,0.13
287,- Nonaccrual,0.71,0.66,0.59,0.70,1.00
288,- 90+ Days Past Due, 0.19,0.25,0.22,0.31,0.29
289,- Nonaccrual,0.24,0.26,0.37,0.23,0.33
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.00,0.00,0.01
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.00
293, Agricultural - 30-89 Days PD, 0.12,0.22,0.10,0.18,0.25
294,- 90+ Days Past Due, 0.02,0.01,0.01,0.01,0.02
295,- Nonaccrual,0.71,1.19,0.95,0.84,1.27
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,0.00,0.00,0.87
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
298,- Nonaccrual,0.00,0.00,0.00,0.00,0.16
299, Other Lns&Ls - 30-89 Days PD, 0.13,0.14,0.20,0.21,0.21
300,- 90+ Days Past Due, 0.02,0.02,0.02,0.04,0.03
301,- Nonaccrual,0.23,0.20,0.19,0.21,0.27
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,0.71,0.76,0.71,0.85,0.99
304, - Nonaccrual, 1.53,1.69,1.57,1.80,2.20
305, - 90+ Days Past Due,0.08,0.10,0.12,0.13,0.12
306, - Nonaccrual, 1.43,1.26,1.24,1.27,1.23
307, - 90+ Days Past Due,0.86,0.95,0.88,1.06,1.26
308, - Nonaccrual, 1.63,1.86,1.69,2.02,2.49
309, Commercial RE - 30-89 Days PD,0.19,0.28,0.23,0.33,0.65
310, - 90+ Days Past Due,0.08,0.17,0.11,0.21,0.34
311, - Nonaccrual, 0.69,1.04,0.83,1.32,2.42
312, Const & Dev - 30-89 Days PD,0.21,0.38,0.28,0.45,1.25
313, - 90+ Days Past Due,0.14,0.36,0.20,0.45,1.06
314, - Nonaccrual, 1.12,1.98,1.32,2.45,5.54
315, Multifamily - 30-89 Days PD,0.16,0.20,0.15,0.26,0.55
316, - 90+ Days Past Due,0.05,0.10,0.06,0.11,0.26
317, - Nonaccrual, 0.27,0.36,0.31,0.52,1.29
318, Nonfarm Nres- 30-89 Days PD,0.17,0.28,0.21,0.34,0.51
319, - 90+ Days Past Due,0.07,0.13,0.10,0.16,0.23
320, - Nonaccrual, 0.65,1.05,0.91,1.29,2.09
321, - 90+ Days Past Due,0.19,0.32,0.20,0.32,0.58
322, - Nonaccrual, 0.67,1.03,0.74,1.55,3.17
323, - 90+ Days Past Due,0.57,0.55,0.59,0.54,0.54
324, - Nonaccrual, 0.08,0.13,0.12,0.16,0.29
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 06/30/2015,06/30/2014,12/31/2014,12/31/2013,12/31/2012
328, Tier 1 Leverage Ratio,9.86,9.89,9.82,9.63,9.38
329, Tier 1 RBC Ratio,N/A, 13.38, 13.14, 13.08, 12.84
330, Total Risk-Based Capital Ratio,N/A, 15.00, 14.75, 14.96, 14.83
331,Tangible Tier 1 Leverage Ratio,N/A,9.92,9.79,9.33,9.11
332, Tangible Common Eq Cap/Tan Assets, N/A,8.87,8.83,8.32,8.03
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,25.06, 24.69, 25.40, 26.34, 24.28
337, Standby Letters of Credit,1.29,1.62,1.56,1.52,1.46
338, Commercial & Similar Letters of Credit, 0.05,0.04,0.05,0.05,0.06
339,Securities Lent,0.26,0.40,0.36,0.30,0.29
340, Credit Derivatives (BHC as Guarantor),0.57,0.74,0.62,0.16,0.18
341, Credit Derivatives (BHC as Beneficiary),0.58,0.76,0.64,0.19,0.25
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,58.47, 60.90, 57.62, 40.09, 43.22
344, Interest Rate Contracts, 41.53, 43.42, 40.11, 26.65, 31.25
345, Interest Rate Futures & Forward Contr,6.43,5.42,4.46,4.16,6.74
346, Written Options Contr (Int Rate), 2.87,2.01,1.76,1.57,2.08
347, Purchased Options Contr (Int Rate), 1.76,1.87,1.68,1.51,1.47
348, Interest Rate Swaps, 31.28, 34.78, 33.04, 17.82, 17.60
349,Foreign Exchange Contracts,13.03, 13.17, 13.88,9.17,9.02
350, Futures & Forward Foreign Exch Contr, 7.27,6.87,7.93,5.18,4.86
351, Written Options Contr (Foreign Exch), 0.37,0.32,0.38,0.06,0.11
352, Purchased Options Contr (Foreign Exch), 0.35,0.30,0.38,0.07,0.11
353, Foreign Exchange Rate Swaps,1.43,1.51,1.52,0.85,0.92
354,"Equity,Commodity, & Other Deriv Contr",1.45,1.75,1.63,1.58,1.55
355, Commodity & Other Fut & Forward Contr,0.14,0.23,0.14,0.10,0.09
356, Written Options Contr (Comm & Other), 0.52,0.61,0.60,0.63,0.64
357, Purchased Options Contr (Comm & Oth), 0.44,0.48,0.49,0.40,0.40
358, Commodity & Other Swaps,0.32,0.36,0.35,0.26,0.22
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,47.50, 48.53, 50.42, 51.63, 48.98
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 06/30/2015,06/30/2014,12/31/2014,12/31/2013,12/31/2012
364, Interest Rate Contracts, 91.29, 89.71, 90.00, 88.14, 87.63
365, Foreign Exchange Contracts, 6.36,6.92,7.00,7.99,8.15
366," Equity, Comm, & Other Contracts",1.55,2.35,1.99,2.56,2.78
367,Futures and Forwards,18.24, 18.01, 16.53, 19.32, 24.41
368, Written Options,9.07,8.64,7.74,7.52,9.30
369, Exchange-Traded,0.10,0.20,0.11,0.14,0.08
370, Over-The-Counter, 8.77,7.95,7.40,7.06,9.04
371, Purchased Options,4.24,4.58,4.56,4.51,3.97
372, Exchange-Traded,0.17,0.28,0.18,0.29,0.15
373, Over-The-Counter, 3.72,3.74,4.01,3.91,3.51
374, Swaps, 64.78, 65.06, 66.01, 59.28, 53.86
375,Held for Trading,43.61, 43.96, 45.83, 47.69, 43.59
376, Interest Rate Contracts, 35.26, 34.89, 36.78, 37.38, 33.48
377, Foreign Exchange Contracts, 3.58,3.70,3.71,3.70,3.77
378," Equity, Comm, & Other Contracts",0.70,0.94,0.82,1.19,1.08
379,Non-Traded,56.39, 56.04, 54.17, 52.31, 56.41
380, Interest Rate Contracts, 51.98, 50.56, 48.87, 46.78, 50.15
381, Foreign Exchange Contracts, 1.32,1.48,1.56,1.94,1.86
382," Equity, Comm, & Other Contracts",0.36,0.59,0.50,0.60,0.82
383,Deriv Contr (Excl Fut & FX LE 14 Days),88.96, 85.40, 87.20, 86.36, 84.05
384, One Year or Less,28.88, 23.46, 23.75, 25.74, 29.67
385, Over 1 Year to 5 Years,29.55, 32.72, 34.16, 31.03, 32.79
386, Over 5 Years,24.49, 23.06, 22.74, 20.76, 16.03
387, Gross Negative Fair Value (Abs Val),1.15,1.31,1.45,1.33,1.96
388, Gross Positive Fair Value,1.26,1.25,1.53,1.39,1.93
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.08,0.09,0.11,0.12,0.16
391, Gross Positive Fair Value (X),0.09,0.10,0.12,0.13,0.17
