,Column1,Value1,Value2,Value3,Value4,Value5
33, Tier 1 Common Eq Cap / T RWA,11.69, 11.12, 11.33, 10.47,8.37
34, Net Loans&Ls/Equity Capital (X),5.09,5.19,5.26,5.41,6.29
35, Cash Dividends/Net Income, 23.38, 25.17, 24.89, 35.74, 59.69
36, Cash Dividends/Net Income (Sub S Adjusted), -28.63, N/A, N/A, N/A, N/A
37, Retained Earnings/Avg Equity Cap, 5.56,5.08,4.71,3.00, -7.11
38, PARENT COMPANY RATIOS: , , , , , 
39,Short-Term Debt/Equity Capital, 3.04,3.32,3.85,2.78,3.30
40, Long-Term Debt/Equity Capital, 13.52, 14.70, 14.07, 16.28, 15.74
41, Equity Investment in Subs/Equity Cap, 106.96,108.23,107.31,108.44,108.82
42, Cash FR Oper+Noncash+Op Exp/Op Exp+Div, 153.92,111.41,126.32,115.83, 99.52
43, , , , , , 
44, 2 , , , , , 
45,PERCENT OF AVERAGE ASSETS,09/30/2012,09/30/2011,12/31/2011,12/31/2010,12/31/2009
46, Interest Income (TE), 3.65,3.91,3.90,4.07,4.26
47, Less: Interest Expense, 0.67,0.81,0.79,0.96,1.38
48, Equals: Net Interest Income (TE), 2.93,3.04,3.04,3.04,2.85
49, Plus: Non-Interest Income,1.74,1.67,1.61,1.89,1.92
50, Equals: Adj Operating Income (TE),4.74,4.74,4.66,4.92,4.75
51, Less: Overhead Expense, 3.22,3.16,3.16,3.19,3.28
52, Less: Provision for Loan and Lease Losses,0.32,0.50,0.49,1.10,1.96
53, Plus: Realized G/L on HTM Sec,0.00,0.00,0.00,0.00,0.00
54, Plus: Realized G/L on AFS Sec,0.04,0.06,0.05,0.06,0.03
55, Plus: Other Tax Equiv Adjustments,0.00,0.00,0.00,0.00,0.00
56, Equals: Pretax Net Oper Inc (TE), 1.28,1.18,1.12,0.77, -0.39
57,Less: Applicable Income Taxes (TE), 0.43,0.40,0.39,0.29,0.03
58, Less: Minority Interest,0.00,0.01,0.01,0.00,0.00
59, Equals: Net Operating Income, 0.85,0.76,0.72,0.51, -0.40
60,Plus: Net Extraordinary Items,0.00,0.00,0.00,0.00,0.00
61, Equals: Net Income, 0.85,0.76,0.72,0.51, -0.38
62, Memo: Net Income (Last Four Qtrs),0.79,0.70,0.72,0.52, -0.38
63, MARGIN ANALYSIS: , , , , , 
64,Avg Earning Assets / Avg Assets, 89.98, 90.22, 90.30, 89.93, 90.59
65, Avg Int-Bearing Funds / Avg Assets,68.90, 71.13, 70.86, 72.85, 75.28
66, Int Income (TE) / Avg Earning Assets, 4.15,4.34,4.32,4.54,4.70
67, Int Expense / Avg Earning Assets, 0.75,0.90,0.88,1.07,1.52
68, Net Int Inc (TE) / Avg Earn Assets, 3.33,3.37,3.37,3.39,3.16
69,YIELD OR COST: , , , , , 
70,Total Loans and Leases (TE),5.15,5.36,5.34,5.44,5.29
71, Interest-Bearing Bank Balances, 0.31,0.35,0.34,0.35,0.46
72, Fed Funds Sold & Reverse Repos, 0.37,0.39,0.38,0.45,0.50
73, Trading Assets, 1.50,1.47,1.43,1.37,1.42
74, Total Earning Assets, 4.10,4.28,4.26,4.46,4.64
75,Investment Securities (TE), 2.70,3.03,2.99,3.49,4.18
76, U.S. Treasury & Agency Sec (excl MBS),1.54,1.70,1.72,2.23,2.52
77, Mortgage-Backed Securities, 2.73,3.31,3.16,3.82,4.53
78, All Other Securities, 4.28,4.62,4.77,4.79,5.72
79,Interest-Bearing Deposits,0.56,0.69,0.67,0.88,1.48
80, Time Deposits of $100K or More, 1.18,1.32,1.30,1.55,2.36
81, Time Deposits < $100K,1.26,1.50,1.47,1.76,2.58
82, Other Domestic Deposits,0.30,0.40,0.38,0.53,0.75
83, Foreign Deposits, 0.55,0.50,0.50,0.48,0.72
84,Fed Funds Purchased and Repos,0.88,0.82,0.86,0.82,1.09
85, Other Borrowed Funds & Trading Liab,2.44,2.42,2.41,2.48,2.45
86, All Interest-Bearing Funds, 0.88,1.13,1.11,1.31,1.82
87, , , , , , 
88, 3 , , , , , 
89, , 09/30/2012,09/30/2011,12/31/2011,12/31/2010,12/31/2009
90, Avg Personnel Exp Per Employee ($000),73,68,90,89,82
91, Avg Assets per Employee ($000),"7,202"," 6,392"," 6,503"," 6,303"," 6,201"
92, ANALYSIS RATIOS , , , , , 
93,Mutual Fund Fee Inc / Non-Int Income, 3.01,3.11,3.12,2.86,2.66
94,Overhead Exp / NII + Non-Int Income, 68.53, 67.93, 68.43, 65.92, 73.71
95,PERCENT OF AVERAGE ASSETS: , , , , , 
96,Total Overhead Expense, 3.22,3.16,3.16,3.19,3.28
97, Personnel Expense,1.48,1.54,1.51,1.53,1.45
98, Net Occupancy Expense,0.34,0.37,0.36,0.38,0.38
99, Other Operating Expenses, 1.40,1.20,1.23,1.24,1.40
100,Overhead Less Non-Interest Income,1.38,1.46,1.49,1.28,1.30
101,PERCENT OF ADJUSTED OPERATING INCOME (TE): , , , , , 
102,Total Overhead Expense,67.88, 67.11, 67.63, 65.03, 72.69
103, Personnel Expense, 31.71, 32.90, 32.51, 31.04, 31.47
104, Net Occupancy Expense,7.49,7.96,7.92,7.84,8.42
105, Other Operating Expenses,28.46, 25.50, 26.22, 25.37, 32.61
106,Total Non-Interest Income, 35.30, 34.27, 33.59, 36.35, 36.93
107, Fiduciary Activities Income,2.23,2.87,2.81,3.28,3.21
108, Serv Charges on Deposit Accts - Domestic, 4.63,5.69,5.74,6.22,7.38
109, Trading Revenue,1.38,1.65,1.58,1.80,1.69
110, Investment Banking Fees & Commissions,3.09,3.15,2.86,3.07,3.00
111, Venture Capital Revenue,0.13,0.13,0.12,0.12, -0.06
112, Net Servicing Fees, 0.61,0.66,0.67,0.92,1.75
113, Net Securitization Income,0.01,0.01,0.01,0.00,0.13
114, Insurance Activities Revenue, 1.14,0.96,1.03,1.00,1.08
115," Net Gain (Loss) - Sales Loans, OREO, Oth", 1.92,0.52,0.42,0.49, -0.18
116, Other Non-Interest Income, 11.54, 12.41, 12.01, 12.94, 14.89
117,Overhead Less Non-Interest Income, 32.21, 32.19, 33.69, 28.72, 34.78
118, TAX RATIOS: , , , , , 
119,Appl Inc Taxes/Pretax NOI (TE),28.18, 28.22, 27.79, 21.65, 23.39
120, Appl Inc Tax+TE/Pretax NOI+TE, 32.05, 33.71, 32.83, 29.75, 30.98
121, , , , , , 
122, 4 , , , , , 
123,PERCENT OF TOTAL ASSETS,09/30/2012,09/30/2011,12/31/2011,12/31/2010,12/31/2009
124, Real Estate Loans, 32.50, 32.25, 32.56, 34.18, 37.26
125, Commercial and Industrial Loans, 11.32, 11.55, 11.70, 11.77, 12.18
126, Loans to Individuals, 4.97,5.97,6.00,5.68,5.34
127, Loans to Depository Institutions, 0.09,0.11,0.14,0.07,0.05
128, Agricultural Loans, 0.13,0.15,0.15,0.17,0.17
129, Other Loans and Leases, 3.92,3.42,3.49,3.40,3.20
130,Net Loans and Leases, 57.47, 56.77, 57.64, 57.51, 59.71
131, Debt Securities Over 1 Year, 16.36, 15.99, 16.67, 16.23, 15.06
132, Mutual Funds and Equity Securities, 0.12,0.14,0.12,0.18,0.19
133,Subtotal, 74.83, 74.36, 75.86, 75.08, 75.78
134, Interest-Bearing Bank Balances, 4.48,4.55,3.96,4.00,4.51
135, Federal Funds Sold & Reverse Repos, 0.97,1.44,1.30,1.27,0.78
136, Debt Securities 1 Year or Less, 3.21,3.25,3.07,3.03,3.02
137, Trading Assets, 0.96,1.57,1.38,1.43,0.95
138,Total Earning Assets, 87.97, 87.79, 88.19, 87.62, 87.54
139, Non-Int Cash and Due From Dep Inst, 1.30,1.57,1.52,1.33,1.72
140, Other Real Estate Owned,0.26,0.33,0.32,0.37,0.32
141, All Other Assets,10.58, 10.50, 10.18, 10.96, 10.69
142,MEMORANDA: , , , , , 
143,Short-Term Investments, 9.79, 10.98, 10.02, 10.19,9.62
144, U.S. Treasury Securities, 0.50,0.73,0.66,0.85,0.63
145, U.S. Agency Securities (excl MBS),1.32,1.82,1.98,1.99,1.70
146, Municipal Securities, 1.19,1.35,1.39,1.36,1.26
147, Mortgage-Backed Securities,12.70, 12.41, 12.85, 11.86, 11.59
148, Asset-Backed Securities,0.61,0.51,0.56,0.51,0.62
149, Other Debt Securities,1.07,1.11,1.09,1.13,0.84
150, RE Loans Secured by 1-4 Family,16.31, 14.49, 14.92, 14.72, 15.14
151, Revolving,3.44,3.82,3.75,4.05,4.21
152," Closed-End, Sec by First Liens",11.77,9.62,9.88,9.36,9.38
153," Closed-End, Sec by Junior Liens",0.60,0.87,0.81,1.02,1.30
154, Commercial Real Estate Loans,13.85, 16.20, 15.96, 17.76, 19.88
155, Construction and Land Dev,1.73,2.48,2.35,3.38,5.28
156, Multifamily,1.73,1.57,1.61,1.60,1.62
157, Nonfarm Nonresidential,10.17, 11.36, 11.22, 11.98, 12.28
158, RE Loans Secured by Farmland, 0.23,0.29,0.28,0.32,0.34
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 56.00, 55.40, 55.27, 57.39, 59.49
161, RE Loans Secured by 1-4 Family,28.38, 25.65, 25.96, 25.51, 25.20
162, Revolving,6.05,6.66,6.46,6.91,6.85
163, Closed-End,21.78, 18.25, 18.80, 17.92, 17.81
164, Commercial Real Estate Loans,23.24, 26.84, 26.20, 28.90, 30.65
165, Construction and Land Dev,2.93,4.18,3.92,5.54,8.02
166, Multifamily,3.01,2.69,2.73,2.64,2.58
167, Nonfarm Nonresidential,17.06, 18.68, 18.27, 19.36, 18.99
168, RE Loans Secured by Farmland, 0.41,0.52,0.50,0.55,0.54
169, Loans to Depository Institutions, 0.17,0.25,0.33,0.17,0.10
170, Commercial and Industrial Loans, 19.64, 19.93, 20.22, 19.83, 19.90
171, Loans to Individuals, 8.59, 10.40, 10.25,9.83,9.03
172, Credit Card Loans,2.41,3.10,3.15,2.54,1.52
173, Agricultural Loans, 0.24,0.26,0.26,0.28,0.27
174, Loans to Foreign Govts and Inst,0.00,0.01,0.01,0.01,0.01
175, Other Loans and Leases, 8.30,7.14,7.18,6.79,6.22
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,09/30/2012,09/30/2011,12/31/2011,12/31/2010,12/31/2009
179, Short-Term Investments, 9.79, 10.98, 10.02, 10.19,9.62
180, Liquid Assets, 25.28, 27.25, 26.81, 25.95, 24.18
181, Investment Securities, 20.77, 20.45, 20.93, 20.42, 19.11
182, Net Loans and Leases,57.47, 56.77, 57.64, 57.51, 59.71
183," Net Lns, Ls & Stdby Ltrs of Credit",59.57, 59.22, 60.00, 60.00, 62.43
184, Core Deposits, 55.17, 55.01, 55.91, 53.59, 50.90
185, Noncore Funding, 25.04, 27.01, 26.62, 29.02, 32.76
186, Time Deposits of $100K or More, 6.09,6.21,6.23,6.69,7.50
187, Foreign Deposits, 1.06,1.73,1.65,1.96,2.14
188, Fed Funds Purchased and Repos,2.81,3.85,3.73,4.09,4.43
189, Net Fed Funds Purchased (Sold), 1.76,2.21,2.28,2.58,3.36
190, Commercial Paper, 0.15,0.11,0.11,0.12,0.12
191,Oth Borrowings W/Rem Mat 1 Yr or Less,2.40,2.39,2.68,2.53,3.36
192, Earning Assets Repr in 1 Year, 39.61, 42.34, 41.57, 42.48, 42.90
193, Int-Bearing Liab Repr in 1 Year, 12.83, 13.40, 13.33, 14.97, 19.48
194, Long-Term Debt Repr in 1 Year,1.33,1.66,1.62,2.03,1.96
195, Net Assets Repriceable in 1 Year,23.26, 25.43, 24.89, 23.91, 20.25
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,19.78, 20.37, 20.15, 25.33, 30.25
198, Net ST Noncore Funding Dependence,3.24,2.12,4.17,6.24, 10.25
199, Short-Term Inv/ST Noncore Funding, 89.80, 85.99, 73.69, 65.99, 55.51
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,18.61, 21.02, 20.30, 15.49,8.18
201, Net Loans and Leases/Total Deposits, 92.29, 86.80, 87.55, 88.15, 89.66
202, Net Loans and Leases/Core Deposits, 127.46,116.89,116.55,120.14,140.58
203, Held-To-Mat Sec Appr(Depr)/T1 Cap,1.53,0.91,0.94,0.28,0.11
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 5.00,4.40,3.77,2.05,0.97
205, Struct Notes Appr(Depr)/T1 Cap,-0.02, -0.04, -0.17, -0.03, -0.02
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 10.32,6.20,6.59,5.23,5.36
208, Available-For-Sale Securities, 89.68, 93.80, 93.41, 94.77, 94.64
209, U.S. Treasury Securities, 3.24,4.12,3.64,4.71,3.48
210, U.S. Agency Securities (excl MBS),7.44,9.67, 10.14, 11.25, 10.28
211, Municipal Securities, 5.82,6.74,6.79,6.92,6.77
212, Mortgage-Backed Securities,63.85, 59.28, 61.60, 57.24, 59.41
213, Asset-Backed Securities,3.46,3.46,3.48,3.48,3.88
214, Other Debt Securities,5.62,7.00,6.84,6.80,5.17
215, Mutual Funds and Equity Securities, 0.86,0.95,1.07,1.15,1.42
216,Debt Securities 1 Year or Less,16.69, 18.36, 16.71, 17.10, 16.99
217, Debt Securities 1 To 5 Years,24.11, 23.76, 24.69, 27.34, 23.78
218, Debt Securities Over 5 Years,55.21, 52.02, 54.15, 50.65, 52.85
219, Pledged Securities,39.96, 47.90, 47.10, 50.95, 54.10
220," Structured Notes, Fair Value", 0.14,0.35,0.39,0.47,0.31
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,09/30/2012,09/30/2011,12/31/2011,12/31/2010,12/31/2009
224, Provision for Ln&Ls Losses/Avg Assets,0.32,0.50,0.49,1.10,1.96
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.55,0.83,0.80,1.80,3.07
226, Provision for Ln&Ls Losses/Net Losses, 73.27, 72.86, 70.36,100.32,139.96
227,Ln&Ls Allowance/Total Loans & Leases, 1.67,2.23,2.11,2.63,2.80
228, Ln&Ls Allowance/Net Ln&Ls Losses (X), 3.35,2.27,2.24,1.70,1.52
229, ALLL/Nonaccrual Assets, 118.65,107.85,115.70, 99.32, 92.12
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls, 93.56, 83.70, 87.73, 78.33, 72.80
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.96,1.45,1.40,2.26,2.47
232, Recoveries/Avg Loans and Leases,0.19,0.23,0.23,0.20,0.13
233, Net Losses/Avg Loans and Leases,0.76,1.22,1.17,2.04,2.33
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,0.02,0.02,0.06,0.02
235, Recoveries/Prior Year-End Losses,13.34,9.23, 12.27,9.74, 13.00
236, Earnings Coverage of Net Losses (X),7.83,3.74,3.51,2.53,1.67
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.75,1.25,1.20,2.17,2.21
239, RE Loans Secured By 1-4 Family, 0.85,1.04,0.96,1.43,1.41
240, Revolving,1.04,1.15,1.12,1.31,1.65
241, Closed-End, 0.79,1.01,0.93,1.45,1.42
242, Commercial Real Estate Loans, 0.55,1.23,1.21,2.64,2.81
243, Construction and Land Dev,1.52,3.24,3.38,6.60,6.64
244, Multifamily,0.30,0.77,0.78,1.20,1.09
245, Nonfarm Nonresidential, 0.42,0.76,0.74,1.38,1.00
246, RE Loans Secured by Farmland, 0.37,1.00,1.03,0.60,0.41
247,Commercial and Industrial Loans,0.52,0.87,0.87,1.57,2.44
248, Loans to Depository Institutions, 0.02,0.01, -0.02,0.05,0.04
249,Loans to Individuals, 1.63,2.12,1.96,2.88,3.39
250, Credit Card Loans,2.84,3.88,3.76,5.94,5.75
251,Agricultural Loans, 0.25,0.31,0.34,0.62,0.33
252, Loans to Foreign Governments & Inst,0.00, -0.09, -0.11, -0.13,0.00
253, Other Loans and Leases, 0.17,0.39,0.37,0.72,1.44
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,09/30/2012,09/30/2011,12/31/2011,12/31/2010,12/31/2009
257, 30-89 Days PD Loans and Leases, 0.86,0.97,0.96,1.20,1.51
258, 90+ Days PD Loans and Leases, 0.55,0.73,0.72,0.78,0.66
259, Nonaccrual Loans and Leases,1.72,2.34,2.18,3.12,3.77
260,90+ Days PD and Nonaccrual Loans and Leases,2.57,3.18,3.00,4.07,4.51
261,30-89 Days PD Restructured, 0.06,0.07,0.08,0.05,0.04
262, 90+ Days PD Restructured, 0.03,0.03,0.04,0.02,0.01
263, Nonaccrual Restructured,0.49,0.56,0.55,0.46,0.31
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.87,0.97,0.96,1.21,1.52
267, 90+ Days Past Due Assets, 0.55,0.74,0.73,0.79,0.67
268, Nonaccrual Assets,1.76,2.37,2.20,3.14,3.80
269, 30+ Days PD & Nonaccrual Assets,3.52,4.27,4.06,5.38,6.16
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,1.51,1.84,1.76,2.40,2.83
272, 90+ PD & Nonaccrual Assets + OREO,1.77,2.18,2.09,2.79,3.16
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.98,2.45,2.43,2.79,3.04
276, Allowance for Loan & Lease Losses,210.78,208.80,210.70,201.05,180.34
277, Equity Cap + ALLL, 16.68, 21.02, 20.68, 23.64, 27.89
278, Tier 1 Cap + ALLL, 19.43, 24.49, 24.40, 26.90, 30.59
279, Loans & Leases + RE Acquired, 3.31,4.21,4.08,4.70,4.78
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 09/30/2012,09/30/2011,12/31/2011,12/31/2010,12/31/2009
284,- 90+ Days Past Due, 0.78,0.90,0.90,0.95,0.74
285,- Nonaccrual,2.71,4.08,3.76,5.21,5.49
286,- 90+ Days Past Due, 0.14,0.16,0.15,0.24,0.16
287,- Nonaccrual,1.00,1.20,1.12,1.91,2.48
288,- 90+ Days Past Due, 0.32,0.52,0.54,0.62,0.62
289,- Nonaccrual,0.37,0.31,0.30,0.45,0.63
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.02,0.00,0.09
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.17
293, Agricultural - 30-89 Days PD, 0.24,0.21,0.19,0.38,0.77
294,- 90+ Days Past Due, 0.02,0.03,0.03,0.04,0.04
295,- Nonaccrual,0.92,1.28,1.12,2.38,1.61
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,0.00,0.00,7.14
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.39
298,- Nonaccrual,0.19,0.29,0.16,0.62,0.00
299, Other Lns&Ls - 30-89 Days PD, 0.16,0.27,0.31,0.50,0.66
300,- 90+ Days Past Due, 0.02,0.05,0.03,0.08,0.07
301,- Nonaccrual,0.30,0.54,0.44,0.72,1.11
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,0.98,1.12,1.14,1.08,0.90
304, - Nonaccrual, 2.30,2.88,2.74,3.31,3.32
305, - 90+ Days Past Due,0.12,0.18,0.18,0.18,0.20
306, - Nonaccrual, 1.19,0.98,1.02,1.34,1.19
307, - 90+ Days Past Due,1.27,1.50,1.51,1.45,1.18
308, - Nonaccrual, 2.65,3.54,3.34,4.13,4.19
309, Commercial RE - 30-89 Days PD,0.50,0.79,0.79,1.11,1.53
310, - 90+ Days Past Due,0.40,0.48,0.45,0.57,0.43
311, - Nonaccrual, 2.90,4.73,4.31,6.70,7.32
312, Const & Dev - 30-89 Days PD,0.73,1.30,1.24,1.70,2.80
313, - 90+ Days Past Due,1.19,1.65,1.40,1.57,0.81
314, - Nonaccrual, 6.41, 12.18, 10.39, 15.47, 16.60
315, Multifamily - 30-89 Days PD,0.33,0.53,0.56,0.84,1.14
316, - 90+ Days Past Due,0.24,0.23,0.19,0.41,0.32
317, - Nonaccrual, 1.67,2.73,2.49,3.44,3.87
318, Nonfarm Nres- 30-89 Days PD,0.44,0.64,0.60,0.82,1.06
319, - 90+ Days Past Due,0.26,0.27,0.29,0.34,0.22
320, - Nonaccrual, 2.35,3.32,3.28,4.23,4.02
321, - 90+ Days Past Due,0.44,0.53,0.57,0.23,0.12
322, - Nonaccrual, 2.76,4.34,3.91,5.27,3.11
323, - 90+ Days Past Due,0.53,0.69,0.70,0.97,1.28
324, - Nonaccrual, 0.29,0.31,0.28,0.39,0.50
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 09/30/2012,09/30/2011,12/31/2011,12/31/2010,12/31/2009
328, Tier 1 Leverage Ratio,9.55,9.20,9.26,9.03,8.69
329, Tier 1 RBC Ratio,13.22, 13.13, 13.14, 12.98, 11.57
330, Total Risk-Based Capital Ratio,15.29, 15.56, 15.50, 15.63, 14.23
331,Tangible Tier 1 Leverage Ratio, 9.28,8.89,8.95,8.70,8.34
332, Tangible Common Eq Cap/Tan Assets,8.17,7.57,7.73,7.05,5.83
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,24.16, 27.00, 26.73, 24.61, 25.34
337, Standby Letters of Credit,1.49,2.07,2.04,2.31,2.49
338, Commercial & Similar Letters of Credit, 0.06,0.08,0.08,0.08,0.07
339,Securities Lent,0.33,0.66,0.63,0.84,0.85
340, Credit Derivatives (BHC as Guarantor),0.15,2.67,2.62,2.54,2.55
341, Credit Derivatives (BHC as Beneficiary),0.27,2.94,2.86,2.75,2.68
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,48.17,121.83,113.40,106.16, 85.56
344, Interest Rate Contracts, 34.64, 91.80, 86.32, 81.18, 65.75
345, Interest Rate Futures & Forward Contr,8.17, 16.52, 14.00, 13.85,9.80
346, Written Options Contr (Int Rate), 2.42,5.05,4.40,5.08,4.88
347, Purchased Options Contr (Int Rate), 1.54,4.75,4.16,5.03,4.66
348, Interest Rate Swaps, 18.98, 62.20, 62.22, 51.76, 41.23
349,Foreign Exchange Contracts, 9.35, 20.81, 19.05, 17.41, 13.12
350, Futures & Forward Foreign Exch Contr, 5.88, 12.38, 11.41, 10.24,8.44
351, Written Options Contr (Foreign Exch), 0.12,0.74,0.59,0.62,0.55
352, Purchased Options Contr (Foreign Exch), 0.14,0.73,0.58,0.62,0.53
353, Foreign Exchange Rate Swaps,0.98,3.78,3.99,2.25,1.44
354,"Equity,Commodity, & Other Deriv Contr",1.87,3.37,3.41,2.77,2.60
355, Commodity & Other Fut & Forward Contr,0.10,0.31,0.28,0.32,0.24
356, Written Options Contr (Comm & Other), 0.67,1.25,1.28,1.16,0.94
357, Purchased Options Contr (Comm & Oth), 0.51,0.91,0.94,0.68,0.67
358, Commodity & Other Swaps,0.28,0.48,0.49,0.35,0.35
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,47.32, 57.85, 57.21, 50.58, 50.09
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 09/30/2012,09/30/2011,12/31/2011,12/31/2010,12/31/2009
364, Interest Rate Contracts, 86.07, 84.83, 84.64, 87.69, 89.28
365, Foreign Exchange Contracts, 8.30,9.21,9.68,8.20,6.97
366," Equity, Comm, & Other Contracts",2.95,3.50,3.29,2.32,2.05
367,Futures and Forwards,25.17, 25.41, 24.99, 25.32, 19.21
368, Written Options,9.65,9.74,8.58,7.79,7.85
369, Exchange-Traded,0.24,0.40,0.31,0.33,0.26
370, Over-The-Counter, 9.18,9.02,7.78,7.09,7.41
371, Purchased Options,3.96,4.65,4.67,4.47,5.07
372, Exchange-Traded,0.14,0.32,0.25,0.30,0.30
373, Over-The-Counter, 3.59,3.92,3.95,3.76,4.52
374, Swaps, 52.26, 57.02, 58.89, 55.17, 58.12
375,Held for Trading,41.37, 51.04, 50.23, 51.40, 47.50
376, Interest Rate Contracts, 31.55, 40.54, 39.43, 42.14, 38.99
377, Foreign Exchange Contracts, 3.72,4.88,4.83,4.24,3.58
378," Equity, Comm, & Other Contracts",0.95,1.38,1.52,1.09,1.05
379,Non-Traded,58.63, 48.96, 49.77, 48.60, 52.50
380, Interest Rate Contracts, 50.00, 37.01, 35.88, 42.56, 47.64
381, Foreign Exchange Contracts, 1.96,2.01,2.02,1.37,1.09
382," Equity, Comm, & Other Contracts",1.04,1.20,0.71,0.50,0.25
383,Deriv Contr (Excl Fut & FX LE 14 Days),80.19, 79.32, 79.83, 82.32, 83.30
384, One Year or Less,30.51, 32.95, 32.71, 31.49, 29.75
385, Over 1 Year to 5 Years,28.86, 26.80, 27.38, 29.22, 32.85
386, Over 5 Years,14.18, 12.74, 12.84, 14.32, 12.21
387, Gross Negative Fair Value (Abs Val),2.24,2.27,2.16,1.87,1.59
388, Gross Positive Fair Value,2.16,2.30,2.10,1.94,1.84
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.17,0.34,0.30,0.23,0.21
