,Column1,Value1,Value2,Value3,Value4,Value5
57,Less: Applicable Income Taxes (TE), 0.46,0.46,0.47,0.44,0.42
58, Less: Minority Interest,0.00,0.01,0.00,0.00,0.01
59, Equals: Net Operating Income, 0.89,0.92,0.96,0.94,0.88
60,Plus: Net Extraordinary Items,0.00,0.00,0.00,0.00,0.00
61, Equals: Net Income, 0.90,0.92,0.96,0.94,0.87
62, Memo: Net Income (Last Four Qtrs),0.93,0.94,0.96,0.94,0.86
63, MARGIN ANALYSIS: , , , , , 
64,Avg Earning Assets / Avg Assets, 91.40, 91.06, 91.14, 90.56, 89.86
65, Avg Int-Bearing Funds / Avg Assets,67.48, 67.32, 67.00, 68.40, 68.67
66, Int Income (TE) / Avg Earning Assets, 3.56,3.69,3.71,3.82,4.08
67, Int Expense / Avg Earning Assets, 0.46,0.49,0.49,0.60,0.74
68, Net Int Inc (TE) / Avg Earn Assets, 3.08,3.16,3.18,3.17,3.28
69,YIELD OR COST: , , , , , 
70,Total Loans and Leases (TE),4.29,4.49,4.50,4.72,5.06
71, Interest-Bearing Bank Balances, 0.28,0.30,0.28,0.32,0.31
72, Fed Funds Sold & Reverse Repos, 0.49,0.35,0.43,0.39,0.40
73, Trading Assets, 1.10,1.22,1.04,1.19,1.25
74, Total Earning Assets, 3.50,3.63,3.65,3.77,4.03
75,Investment Securities (TE), 2.34,2.41,2.41,2.39,2.65
76, U.S. Treasury & Agency Sec (excl MBS),1.32,1.21,1.29,1.23,1.49
77, Mortgage-Backed Securities, 2.25,2.37,2.33,2.32,2.70
78, All Other Securities, 3.67,3.68,4.09,4.15,4.25
79,Interest-Bearing Deposits,0.35,0.36,0.35,0.42,0.53
80, Time Deposits of $100K or More, 0.83,0.84,0.82,0.95,1.12
81, Time Deposits < $100K,0.75,0.81,0.82,0.96,1.23
82, Other Domestic Deposits,0.22,0.21,0.21,0.24,0.28
83, Foreign Deposits, 0.26,0.29,0.28,0.37,0.46
84,Fed Funds Purchased and Repos,0.58,0.66,0.57,0.72,0.91
85, Other Borrowed Funds & Trading Liab,1.58,1.79,1.64,1.97,2.36
86, All Interest-Bearing Funds, 0.61,0.59,0.59,0.69,0.85
87, , , , , , 
88, 3 , , , , , 
89, , 03/31/2015,03/31/2014,12/31/2014,12/31/2013,12/31/2012
90, Avg Personnel Exp Per Employee ($000),26,25,99,98,97
91, Avg Assets per Employee ($000),"8,094"," 7,466"," 7,662"," 7,293"," 7,079"
92, ANALYSIS RATIOS , , , , , 
93,Mutual Fund Fee Inc / Non-Int Income, 3.08,3.26,3.11,2.95,2.84
94,Overhead Exp / NII + Non-Int Income, 65.96, 66.25, 66.40, 67.51, 69.11
95,PERCENT OF AVERAGE ASSETS: , , , , , 
96,Total Overhead Expense, 2.80,2.88,2.93,3.15,3.34
97, Personnel Expense,1.44,1.46,1.43,1.48,1.49
98, Net Occupancy Expense,0.32,0.34,0.33,0.34,0.34
99, Other Operating Expenses, 1.02,1.06,1.16,1.32,1.50
100,Overhead Less Non-Interest Income,1.32,1.31,1.35,1.32,1.37
101,PERCENT OF ADJUSTED OPERATING INCOME (TE): , , , , , 
102,Total Overhead Expense,65.15, 65.50, 65.62, 66.79, 68.50
103, Personnel Expense, 34.27, 33.17, 32.37, 31.92, 31.26
104, Net Occupancy Expense,7.69,7.81,7.58,7.52,7.36
105, Other Operating Expenses,22.75, 23.53, 24.98, 26.47, 29.46
106,Total Non-Interest Income, 32.10, 33.32, 32.70, 35.17, 36.31
107, Fiduciary Activities Income,2.71,2.70,2.67,2.42,2.18
108, Serv Charges on Deposit Accts - Domestic, 4.59,4.73,4.81,4.76,4.61
109, Trading Revenue,1.56,1.42,1.19,1.07,1.43
110, Investment Banking Fees & Commissions,2.72,2.65,2.67,2.55,2.81
111, Venture Capital Revenue,0.04,0.07,0.08,0.06,0.11
112, Net Servicing Fees, 0.34,0.66,0.56,1.02,0.60
113, Net Securitization Income,0.00,0.00,0.02,0.01,0.01
114, Insurance Activities Revenue, 0.84,0.78,0.79,0.96,1.11
115," Net Gain (Loss) - Sales Loans, OREO, Oth", 1.62,1.25,1.44,2.03,1.94
116, Other Non-Interest Income, 10.69,9.98, 10.43, 11.41, 12.15
117,Overhead Less Non-Interest Income, 32.59, 32.25, 32.50, 31.19, 31.82
118, TAX RATIOS: , , , , , 
119,Appl Inc Taxes/Pretax NOI (TE),30.29, 29.40, 29.17, 28.74, 27.20
120, Appl Inc Tax+TE/Pretax NOI+TE, 34.44, 33.12, 33.08, 32.22, 30.97
121, , , , , , 
122, 4 , , , , , 
123,PERCENT OF TOTAL ASSETS,03/31/2015,03/31/2014,12/31/2014,12/31/2013,12/31/2012
124, Real Estate Loans, 34.39, 33.75, 33.06, 32.61, 32.01
125, Commercial and Industrial Loans, 13.46, 12.89, 13.64, 12.49, 11.64
126, Loans to Individuals, 4.59,5.03,5.05,5.25,4.94
127, Loans to Depository Institutions, 0.10,0.12,0.11,0.12,0.10
128, Agricultural Loans, 0.13,0.12,0.13,0.14,0.12
129, Other Loans and Leases, 4.94,4.20,4.82,4.53,4.16
130,Net Loans and Leases, 62.04, 60.80, 61.49, 60.31, 57.97
131, Debt Securities Over 1 Year, 15.46, 15.37, 15.72, 15.65, 15.91
132, Mutual Funds and Equity Securities, 0.10,0.13,0.10,0.13,0.12
133,Subtotal, 79.09, 77.77, 78.79, 77.00, 74.97
134, Interest-Bearing Bank Balances, 4.85,4.55,4.63,4.42,4.19
135, Federal Funds Sold & Reverse Repos, 0.75,0.69,0.68,0.85,1.13
136, Debt Securities 1 Year or Less, 2.16,2.36,2.08,2.67,3.05
137, Trading Assets, 0.78,0.87,0.77,0.80,0.98
138,Total Earning Assets, 89.76, 89.25, 89.59, 88.94, 87.84
139, Non-Int Cash and Due From Dep Inst, 1.16,1.44,1.24,1.38,1.53
140, Other Real Estate Owned,0.14,0.17,0.14,0.17,0.22
141, All Other Assets, 9.03,9.22,9.09,9.58, 10.45
142,MEMORANDA: , , , , , 
143,Short-Term Investments, 8.64,8.73,8.39,8.97,9.34
144, U.S. Treasury Securities, 0.95,0.67,1.06,0.54,0.56
145, U.S. Agency Securities (excl MBS),1.32,1.38,1.19,1.36,1.39
146, Municipal Securities, 1.27,1.14,1.31,1.14,1.13
147, Mortgage-Backed Securities,11.55, 11.88, 11.49, 11.94, 11.90
148, Asset-Backed Securities,0.40,0.43,0.43,0.59,0.65
149, Other Debt Securities,0.48,0.56,0.53,0.86,1.01
150, RE Loans Secured by 1-4 Family,16.04, 15.71, 15.21, 15.39, 16.04
151, Revolving,2.95,3.26,3.14,3.24,3.38
152," Closed-End, Sec by First Liens",12.17, 11.36, 11.10, 11.09, 11.60
153," Closed-End, Sec by Junior Liens",0.45,0.56,0.47,0.51,0.57
154, Commercial Real Estate Loans,16.25, 16.03, 15.88, 15.02, 13.72
155, Construction and Land Dev,2.15,1.90,2.01,1.69,1.62
156, Multifamily,2.15,2.07,2.13,1.99,1.65
157, Nonfarm Nonresidential,11.03, 10.97, 10.77, 10.63, 10.10
158, RE Loans Secured by Farmland, 0.24,0.24,0.22,0.24,0.22
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 54.51, 54.69, 52.96, 54.24, 55.30
161, RE Loans Secured by 1-4 Family,25.84, 26.28, 25.22, 26.11, 27.79
162, Revolving,4.79,5.44,5.22,5.53,5.91
163, Closed-End,20.60, 20.22, 19.49, 20.02, 21.35
164, Commercial Real Estate Loans,25.10, 24.98, 24.50, 24.12, 23.25
165, Construction and Land Dev,3.42,3.08,3.20,2.71,2.76
166, Multifamily,3.30,3.22,3.27,3.29,2.89
167, Nonfarm Nonresidential,17.05, 17.12, 16.66, 17.07, 17.10
168, RE Loans Secured by Farmland, 0.41,0.39,0.37,0.41,0.39
169, Loans to Depository Institutions, 0.21,0.26,0.22,0.24,0.20
170, Commercial and Industrial Loans, 22.23, 21.37, 22.49, 20.62, 19.63
171, Loans to Individuals, 7.58,8.49,8.43,9.00,8.69
172, Credit Card Loans,1.21,1.75,1.78,2.51,2.44
173, Agricultural Loans, 0.22,0.20,0.23,0.24,0.23
174, Loans to Foreign Govts and Inst,0.01,0.01,0.01,0.02,0.00
175, Other Loans and Leases, 9.40,8.22,9.20,9.06,8.90
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,03/31/2015,03/31/2014,12/31/2014,12/31/2013,12/31/2012
179, Short-Term Investments, 8.64,8.73,8.39,8.97,9.34
180, Liquid Assets, 24.44, 24.91, 24.24, 24.41, 24.99
181, Investment Securities, 18.35, 18.58, 18.50, 19.23, 20.19
182, Net Loans and Leases,62.04, 60.80, 61.49, 60.31, 57.97
183," Net Lns, Ls & Stdby Ltrs of Credit",63.85, 62.94, 63.49, 62.47, 60.13
184, Core Deposits, 60.64, 59.89, 59.99, 58.41, 55.65
185, Noncore Funding, 22.94, 23.36, 22.93, 23.92, 24.84
186, Time Deposits of $100K or More, 5.81,5.64,5.84,5.43,5.83
187, Foreign Deposits, 0.72,1.03,0.84,1.00,1.00
188, Fed Funds Purchased and Repos,2.34,2.78,2.40,2.56,2.65
189, Net Fed Funds Purchased (Sold), 1.39,1.91,1.51,1.55,1.51
190, Commercial Paper, 0.05,0.12,0.08,0.14,0.14
191,Oth Borrowings W/Rem Mat 1 Yr or Less,2.84,2.42,3.23,3.17,2.54
192, Earning Assets Repr in 1 Year, 39.39, 39.60, 39.53, 39.85, 39.71
193, Int-Bearing Liab Repr in 1 Year, 10.11, 11.28, 10.44, 11.10, 12.42
194, Long-Term Debt Repr in 1 Year,1.34,1.20,1.23,1.26,1.31
195, Net Assets Repriceable in 1 Year,26.53, 25.37, 26.63, 25.23, 23.76
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,16.57, 16.92, 17.28, 17.98, 19.34
198, Net ST Noncore Funding Dependence,3.37,3.30,4.06,3.61,3.44
199, Short-Term Inv/ST Noncore Funding, 90.83, 82.14, 83.04, 91.41, 91.22
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,18.93, 19.36, 17.97, 18.18, 18.45
201, Net Loans and Leases/Total Deposits, 87.94, 86.89, 87.66, 88.93, 93.70
202, Net Loans and Leases/Core Deposits, 107.70,106.01,107.22,111.54,125.79
203, Held-To-Mat Sec Appr(Depr)/T1 Cap,1.33, -0.28,0.80, -1.16,1.39
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 2.04,0.21,1.35, -0.77,4.41
205, Struct Notes Appr(Depr)/T1 Cap, 0.01, -0.14, -0.03, -0.25, -0.02
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 17.44, 16.05, 16.91, 15.26, 10.63
208, Available-For-Sale Securities, 82.56, 83.95, 83.09, 84.74, 89.37
209, U.S. Treasury Securities, 6.19,4.74,6.74,3.80,3.82
210, U.S. Agency Securities (excl MBS),7.41,7.20,6.60,7.35,7.26
211, Municipal Securities, 6.61,6.06,6.65,6.20,5.98
212, Mortgage-Backed Securities,65.93, 67.07, 65.73, 65.16, 63.14
213, Asset-Backed Securities,2.25,2.77,2.31,3.33,3.57
214, Other Debt Securities,2.62,3.12,2.85,4.45,5.16
215, Mutual Funds and Equity Securities, 0.80,0.93,0.81,0.89,0.91
216,Debt Securities 1 Year or Less,13.32, 14.62, 12.76, 15.54, 17.02
217, Debt Securities 1 To 5 Years,20.37, 19.93, 20.30, 20.47, 20.75
218, Debt Securities Over 5 Years,61.96, 60.65, 62.23, 59.63, 57.92
219, Pledged Securities,39.61, 42.76, 39.58, 41.15, 40.49
220," Structured Notes, Fair Value", 0.22,0.18,0.15,0.19,0.12
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,03/31/2015,03/31/2014,12/31/2014,12/31/2013,12/31/2012
224, Provision for Ln&Ls Losses/Avg Assets,0.13,0.15,0.14,0.19,0.33
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.20,0.24,0.23,0.32,0.55
226, Provision for Ln&Ls Losses/Net Losses, 89.08, 83.20,105.01, 64.28, 76.76
227,Ln&Ls Allowance/Total Loans & Leases, 1.22,1.37,1.23,1.40,1.61
228, Ln&Ls Allowance/Net Ln&Ls Losses (X),10.34,8.63, 11.57,7.42,3.51
229, ALLL/Nonaccrual Assets, 165.97,150.16,165.29,147.72,123.13
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls,128.01,116.10,130.25,114.92, 98.08
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.36,0.48,0.45,0.63,0.94
232, Recoveries/Avg Loans and Leases,0.13,0.15,0.15,0.18,0.19
233, Net Losses/Avg Loans and Leases,0.23,0.33,0.30,0.44,0.74
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.01,0.01,0.01
235, Recoveries/Prior Year-End Losses, 9.39,7.26, 33.44, 23.10, 18.24
236, Earnings Coverage of Net Losses (X), 16.81, 15.00, 32.59, 19.55,8.80
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.11,0.19,0.17,0.34,0.69
239, RE Loans Secured By 1-4 Family, 0.15,0.25,0.22,0.45,0.81
240, Revolving,0.25,0.36,0.30,0.57,1.02
241, Closed-End, 0.12,0.21,0.18,0.39,0.76
242, Commercial Real Estate Loans, 0.01,0.08,0.07,0.20,0.50
243, Construction and Land Dev, -0.10,0.08,0.07,0.41,1.28
244, Multifamily,0.00,0.01,0.02,0.10,0.29
245, Nonfarm Nonresidential, 0.05,0.09,0.09,0.19,0.40
246, RE Loans Secured by Farmland,-0.01,0.01,0.04,0.17,0.37
247,Commercial and Industrial Loans,0.12,0.23,0.18,0.40,0.56
248, Loans to Depository Institutions, 0.00,0.00,0.00,0.00,0.05
249,Loans to Individuals, 1.34,1.21,1.34,1.25,1.52
250, Credit Card Loans,2.77,2.41,2.46,2.42,2.70
251,Agricultural Loans, 0.00,0.04,0.02,0.17,0.20
252, Loans to Foreign Governments & Inst,0.00,0.00,0.00,0.00,0.00
253, Other Loans and Leases, 0.11,0.14,0.16,0.17,0.18
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,03/31/2015,03/31/2014,12/31/2014,12/31/2013,12/31/2012
257, 30-89 Days PD Loans and Leases, 0.56,0.68,0.60,0.68,0.87
258, 90+ Days PD Loans and Leases, 0.29,0.41,0.29,0.40,0.56
259, Nonaccrual Loans and Leases,0.84,1.01,0.84,1.08,1.52
260,90+ Days PD and Nonaccrual Loans and Leases,1.29,1.54,1.22,1.63,2.28
261,30-89 Days PD Restructured, 0.03,0.04,0.04,0.05,0.06
262, 90+ Days PD Restructured, 0.02,0.03,0.02,0.03,0.03
263, Nonaccrual Restructured,0.27,0.33,0.27,0.36,0.47
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.56,0.69,0.61,0.69,0.88
267, 90+ Days Past Due Assets, 0.30,0.41,0.29,0.40,0.57
268, Nonaccrual Assets,0.86,1.03,0.85,1.10,1.56
269, 30+ Days PD & Nonaccrual Assets,1.90,2.26,1.92,2.37,3.24
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,0.77,0.92,0.72,0.98,1.36
272, 90+ PD & Nonaccrual Assets + OREO,0.93,1.09,0.86,1.16,1.59
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.11,1.37,1.11,1.44,1.79
276, Allowance for Loan & Lease Losses,160.23,177.36,153.69,177.18,200.83
277, Equity Cap + ALLL,8.96, 11.07,8.88, 11.88, 15.11
278, Tier 1 Cap + ALLL, 11.28, 12.48, 10.38, 14.23, 17.86
279, Loans & Leases + RE Acquired, 1.81,2.22,1.81,2.34,3.02
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 03/31/2015,03/31/2014,12/31/2014,12/31/2013,12/31/2012
284,- 90+ Days Past Due, 0.47,0.54,0.46,0.58,0.75
285,- Nonaccrual,1.20,1.60,1.25,1.69,2.38
286,- 90+ Days Past Due, 0.04,0.06,0.04,0.08,0.13
287,- Nonaccrual,0.72,0.63,0.59,0.70,1.00
288,- 90+ Days Past Due, 0.19,0.28,0.22,0.31,0.29
289,- Nonaccrual,0.27,0.26,0.37,0.23,0.33
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.00,0.00,0.01
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.00
293, Agricultural - 30-89 Days PD, 0.25,0.15,0.10,0.18,0.25
294,- 90+ Days Past Due, 0.02,0.02,0.01,0.01,0.02
295,- Nonaccrual,0.87,1.17,0.95,0.84,1.27
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,0.00,0.00,0.87
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
298,- Nonaccrual,0.00,0.00,0.01,0.00,0.16
299, Other Lns&Ls - 30-89 Days PD, 0.17,0.23,0.20,0.21,0.21
300,- 90+ Days Past Due, 0.02,0.03,0.02,0.04,0.03
301,- Nonaccrual,0.21,0.18,0.19,0.21,0.27
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,0.72,0.80,0.71,0.85,0.99
304, - Nonaccrual, 1.52,1.76,1.57,1.80,2.20
305, - 90+ Days Past Due,0.09,0.11,0.12,0.13,0.12
306, - Nonaccrual, 1.23,1.21,1.21,1.27,1.23
307, - 90+ Days Past Due,0.88,1.00,0.88,1.06,1.26
308, - Nonaccrual, 1.62,1.98,1.69,2.02,2.49
309, Commercial RE - 30-89 Days PD,0.25,0.38,0.23,0.33,0.65
310, - 90+ Days Past Due,0.11,0.18,0.11,0.21,0.34
311, - Nonaccrual, 0.76,1.18,0.83,1.32,2.42
312, Const & Dev - 30-89 Days PD,0.32,0.46,0.28,0.45,1.25
313, - 90+ Days Past Due,0.18,0.40,0.20,0.45,1.06
314, - Nonaccrual, 1.11,2.10,1.32,2.45,5.54
315, Multifamily - 30-89 Days PD,0.13,0.28,0.15,0.26,0.55
316, - 90+ Days Past Due,0.08,0.11,0.06,0.11,0.26
317, - Nonaccrual, 0.33,0.48,0.31,0.52,1.29
318, Nonfarm Nres- 30-89 Days PD,0.24,0.38,0.21,0.34,0.51
319, - 90+ Days Past Due,0.09,0.14,0.10,0.16,0.23
320, - Nonaccrual, 0.74,1.16,0.91,1.29,2.09
321, - 90+ Days Past Due,0.24,0.42,0.20,0.32,0.58
322, - Nonaccrual, 0.66,1.49,0.74,1.55,3.17
323, - 90+ Days Past Due,0.64,0.58,0.59,0.54,0.54
324, - Nonaccrual, 0.10,0.14,0.12,0.16,0.29
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 03/31/2015,03/31/2014,12/31/2014,12/31/2013,12/31/2012
328, Tier 1 Leverage Ratio,9.78,9.86,9.82,9.63,9.38
329, Tier 1 RBC Ratio,N/A, 13.46, 13.14, 13.08, 12.84
330, Total Risk-Based Capital Ratio,N/A, 15.11, 14.75, 14.96, 14.83
331,Tangible Tier 1 Leverage Ratio,N/A,9.83,9.79,9.33,9.11
332, Tangible Common Eq Cap/Tan Assets, N/A,8.69,8.83,8.32,8.03
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,24.84, 24.98, 25.40, 26.34, 24.28
337, Standby Letters of Credit,1.37,1.67,1.56,1.52,1.46
338, Commercial & Similar Letters of Credit, 0.04,0.05,0.05,0.05,0.06
339,Securities Lent,0.29,0.42,0.36,0.30,0.29
340, Credit Derivatives (BHC as Guarantor),0.58,0.79,0.62,0.16,0.18
341, Credit Derivatives (BHC as Beneficiary),0.60,0.82,0.64,0.19,0.25
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,59.09, 60.34, 57.62, 40.09, 43.22
344, Interest Rate Contracts, 41.62, 42.52, 40.10, 26.65, 31.25
345, Interest Rate Futures & Forward Contr,6.51,5.33,4.46,4.16,6.74
346, Written Options Contr (Int Rate), 2.88,1.95,1.75,1.57,2.08
347, Purchased Options Contr (Int Rate), 1.86,1.87,1.68,1.51,1.47
348, Interest Rate Swaps, 31.15, 31.35, 33.04, 17.82, 17.60
349,Foreign Exchange Contracts,13.37, 13.07, 13.88,9.17,9.02
350, Futures & Forward Foreign Exch Contr, 7.45,6.80,7.93,5.18,4.86
351, Written Options Contr (Foreign Exch), 0.39,0.34,0.38,0.06,0.11
352, Purchased Options Contr (Foreign Exch), 0.39,0.34,0.38,0.07,0.11
353, Foreign Exchange Rate Swaps,1.43,1.50,1.52,0.85,0.92
354,"Equity,Commodity, & Other Deriv Contr",1.47,1.89,1.63,1.58,1.55
355, Commodity & Other Fut & Forward Contr,0.13,0.23,0.14,0.10,0.09
356, Written Options Contr (Comm & Other), 0.55,0.65,0.60,0.63,0.64
357, Purchased Options Contr (Comm & Oth), 0.43,0.55,0.49,0.40,0.40
358, Commodity & Other Swaps,0.31,0.36,0.35,0.26,0.22
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,46.82, 48.74, 50.42, 51.63, 48.98
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 03/31/2015,03/31/2014,12/31/2014,12/31/2013,12/31/2012
364, Interest Rate Contracts, 91.07, 89.89, 90.00, 88.14, 87.63
365, Foreign Exchange Contracts, 6.46,6.64,7.00,7.99,8.15
366," Equity, Comm, & Other Contracts",1.61,2.39,1.99,2.56,2.78
367,Futures and Forwards,18.20, 18.21, 16.51, 19.32, 24.41
368, Written Options,8.83,8.43,7.73,7.52,9.30
369, Exchange-Traded,0.11,0.26,0.11,0.14,0.08
370, Over-The-Counter, 8.51,7.73,7.39,7.06,9.04
371, Purchased Options,4.44,4.72,4.56,4.51,3.97
372, Exchange-Traded,0.17,0.31,0.18,0.29,0.15
373, Over-The-Counter, 3.93,3.93,4.01,3.91,3.51
374, Swaps, 63.49, 65.05, 66.04, 59.28, 53.86
375,Held for Trading,44.09, 47.26, 45.82, 47.69, 43.59
376, Interest Rate Contracts, 36.16, 37.22, 36.77, 37.38, 33.48
377, Foreign Exchange Contracts, 3.00,3.82,3.71,3.70,3.77
378," Equity, Comm, & Other Contracts",0.69,1.03,0.82,1.19,1.08
379,Non-Traded,55.91, 52.74, 54.18, 52.31, 56.41
380, Interest Rate Contracts, 50.66, 48.72, 48.88, 46.78, 50.15
381, Foreign Exchange Contracts, 1.67,1.40,1.56,1.94,1.86
382," Equity, Comm, & Other Contracts",0.38,0.59,0.50,0.60,0.82
383,Deriv Contr (Excl Fut & FX LE 14 Days),87.45, 83.38, 87.24, 86.36, 84.05
384, One Year or Less,27.21, 24.07, 23.76, 25.74, 29.67
385, Over 1 Year to 5 Years,30.33, 29.55, 34.17, 31.03, 32.79
386, Over 5 Years,21.66, 22.99, 22.75, 20.76, 16.03
387, Gross Negative Fair Value (Abs Val),1.61,1.20,1.45,1.33,1.96
388, Gross Positive Fair Value,1.67,1.26,1.53,1.39,1.93
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.11,0.09,0.11,0.12,0.16
391, Gross Positive Fair Value (X),0.12,0.10,0.12,0.13,0.17
