,Column1,Value1,Value2,Value3,Value4,Value5
74,Net Securitization Income,0.17,0.17,0.31,0.37,0.24
75,Insurance Activities Revenue, 1.19,1.05,1.21,1.24,1.49
76,"Net Gain (Loss) - Sales Loans, OREO, Oth", 0.04,0.25,0.97,1.36,1.60
77,Appl Inc Taxes/Pretax NOI (TE),21.50, 24.76, 28.98, 30.50, 31.62
78,Appl Inc Tax+TE/Pretax NOI+TE, 29.41, 31.86, 32.86, 34.13, 34.72
79,PERCENT OF TOTAL ASSETS,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
80,Real Estate Loans, 35.36, 39.94, 40.85, 39.85, 37.12
81,Commercial and Industrial Loans, 11.27, 12.88, 12.72, 11.89, 11.36
82,Loans to Individuals, 5.10,4.82,5.33,5.36,5.62
83,Loans to Depository Institutions, 0.05,0.07,0.09,0.11,0.11
84,Agricultural Loans, 0.16,0.19,0.21,0.21,0.20
85,Other Loans and Leases, 3.12,2.95,3.26,3.17,3.45
86, Net Loans and Leases, 56.54, 61.91, 63.85, 62.66, 60.09
87,Debt Securities Over 1 Year, 15.11, 13.43, 13.05, 13.87, 17.30
88,Mutual Funds and Equity Securities, 0.19,0.17,0.24,0.26,0.24
89, Subtotal, 73.34, 76.41, 77.94, 77.54, 79.60
90,Interest-Bearing Bank Balances, 4.56,2.87,0.50,0.55,0.69
91,Federal Funds Sold & Reverse Repos, 1.55,0.98,2.24,2.68,2.18
92,Debt Securities 1 Year or Less, 2.93,3.11,3.17,3.12,1.65
93,Trading Assets, 1.68,1.58,1.34,1.15,1.51
94, Total Earning Assets, 87.34, 87.65, 87.60, 88.10, 87.92
95,Non-Int Cash and Due From Dep Inst, 1.70,1.90,2.28,2.38,2.74
96,Other Real Estate Owned,0.31,0.23,0.10,0.06,0.04
97,U.S. Treasury Securities, 0.65,0.19,0.14,0.32,0.46
98,U.S. Agency Securities (excl MBS),1.64,1.81,2.38,3.46,3.19
99,Municipal Securities, 1.21,1.16,1.13,1.07,0.89
100,Mortgage-Backed Securities,11.09, 10.36,9.64,9.68, 11.62
101,Asset-Backed Securities,0.62,0.41,0.35,0.22,0.25
102,Other Debt Securities,0.93,0.69,0.75,0.60,0.74
103,RE Loans Secured by 1-4 Family,14.30, 15.33, 16.28, 16.64, 17.72
104,Revolving,3.70,3.92,3.71,3.86,4.51
105,"Closed-End, Sec by First Liens", 8.87,9.57, 10.54, 10.76, 11.62
106,"Closed-End, Sec by Junior Liens",1.14,1.43,1.76,1.67,1.38
107,Commercial Real Estate Loans,18.89, 22.33, 22.22, 20.91, 17.20
108,Construction and Land Dev,5.01,7.28,8.05,7.45,5.51
109,Multifamily,1.53,1.53,1.35,1.55,1.22
110,Nonfarm Nonresidential,11.67, 12.74, 11.82, 11.02,9.86
111,RE Loans Secured by Farmland, 0.35,0.33,0.27,0.23,0.21
112,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
113,Real Estate Loans, 58.46, 62.33, 62.08, 61.98, 60.26
114,RE Loans Secured by 1-4 Family,24.22, 24.29, 25.69, 26.62, 29.55
115,Revolving,6.03,5.99,5.64,5.88,7.07
116,Closed-End,17.22, 17.70, 19.66, 20.25, 21.93
117,Commercial Real Estate Loans,30.31, 34.36, 33.44, 31.92, 27.42
118,Construction and Land Dev,7.64, 10.73, 11.93, 11.10,8.61
119,Multifamily,2.65,2.33,2.05,2.44,2.00
120,Nonfarm Nonresidential,19.03, 19.86, 17.83, 16.60, 15.76
121,RE Loans Secured by Farmland, 0.56,0.49,0.40,0.34,0.31
122,Loans to Depository Institutions, 0.12,0.15,0.20,0.18,0.21
123,Commercial and Industrial Loans, 19.19, 20.29, 19.89, 18.82, 18.75
124,Loans to Individuals, 9.41,8.00,8.39,8.68,9.50
125,Credit Card Loans,1.71,1.39,1.26,1.18,1.33
126,Agricultural Loans, 0.25,0.29,0.31,0.33,0.32
127,Loans to Foreign Govts and Inst,0.01,0.00,0.00,0.01,0.01
128,Other Loans and Leases, 7.72,5.21,5.48,6.21,7.24
129,PERCENT OF TOTAL ASSETS,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
130,Short-Term Investments,11.09,8.53,6.96,8.04,5.73
131,Liquid Assets, 25.71, 21.86, 19.49, 22.35, 23.89
132,Investment Securities, 19.19, 17.40, 17.00, 18.55, 20.03
133,Net Loans and Leases,56.54, 61.91, 63.85, 62.66, 60.09
134,"Net Lns, Ls & Stdby Ltrs of Credit",59.27, 64.94, 66.91, 65.82, 63.42
135,Core Deposits, 48.54, 45.37, 46.33, 48.23, 49.27
136,Noncore Funding, 33.58, 37.84, 37.91, 36.10, 34.96
137,Time Deposits of $100K or More, 7.01,8.98, 10.08, 11.73,9.25
138,Foreign Deposits, 2.04,2.21,3.12,2.70,2.55
139,Fed Funds Purchased and Repos,4.96,6.00,7.30,7.72,8.72
140,Net Fed Funds Purchased (Sold), 3.36,4.75,4.96,4.92,5.91
141,Int-Bearing Liab Repr in 1 Year, 18.52, 22.87, 22.78, 22.38, 17.46
142,Long-Term Debt Repr in 1 Year,2.00,1.96,2.17,2.14,2.13
143,Net ST Noncore Funding Dependence,9.76, 22.45, 26.17, 23.42, 23.55
144,Short-Term Inv/ST Noncore Funding, 58.33, 33.85, 25.06, 26.53, 23.69
145,Liq Asts-ST Noncore Fndg/Nonliq Asts,11.49, -3.37, -8.26, -3.40,1.72
146,Net Loans and Leases/Total Deposits, 94.94,101.85,101.89, 97.38, 97.41
147,Net Loans and Leases/Core Deposits, 146.72,154.60,154.81,156.68,146.04
148,Held-To-Mat Sec Appr(Depr)/T1 Cap,0.16, -0.65, -0.09, -0.59, -0.70
149,Avail-For-Sale Sec Appr(Depr)/T1 Cap, 0.89, -4.76, -1.37, -1.93, -3.11
150,Available-For-Sale Securities, 94.89, 94.62, 93.93, 92.47, 91.79
151,U.S. Treasury Securities, 3.71,1.21,1.15,2.12,2.93
152,U.S. Agency Securities (excl MBS), 10.76, 11.52, 14.07, 17.97, 15.52
153,Municipal Securities, 6.51,7.06,6.70,5.90,4.29
154,Mortgage-Backed Securities,57.36, 62.35, 60.58, 59.23, 60.53
155,Asset-Backed Securities,3.95,2.88,2.79,1.59,1.64
156,Other Debt Securities,6.21,4.30,5.41,3.89,4.62
157,Debt Securities Over 5 Years,52.18, 58.85, 57.87, 56.17, 62.90
158,Pledged Securities,53.02, 65.28, 63.70, 61.87, 59.46
159,"Structured Notes, Fair Value", 0.30,0.26,0.32,0.20,0.27
160,ANALYSIS RATIOS,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
161,Provision for Ln&Ls Losses/Avg Assets,1.84,1.17,0.36,0.15,0.15
162,Provision for Ln&Ls Losses/Avg Lns&Ls,2.99,1.78,0.56,0.25,0.26
163,ALLL/Nonaccrual Assets,91.31,122.35,193.95,330.96,349.72
164,Net Losses/Avg Loans and Leases,2.28,1.10,0.38,0.23,0.28
165,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.02,0.03,0.00,0.00,0.00
166,Recoveries/Prior Year-End Losses,12.61, 21.65, 30.58, 31.81, 30.96
167,Earnings Coverage of Net Losses (X),1.86,2.64, 13.40, 33.33, 22.73NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
168,Real Estate Loans,2.28,0.95,0.18,0.08,0.06
169,RE Loans Secured By 1-4 Family, 1.36,0.61,0.18,0.09,0.08
170,Revolving,1.66,0.71,0.24,0.12,0.07
171,Closed-End, 1.37,0.52,0.15,0.08,0.07
172,Commercial Real Estate Loans, 2.91,1.12,0.14,0.04,0.03
173,Construction and Land Dev,6.68,2.87,0.25,0.03,0.01
174,Multifamily,1.12,0.35,0.07,0.02,0.02
175,Nonfarm Nonresidential, 0.97,0.23,0.06,0.04,0.04
176,Other Loans and Leases, 1.36,0.52,0.27,0.22,0.41
177,PERCENT OF LOANS AND LEASES,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
178,30-89 Days PD Loans and Leases, 1.47,1.58,1.03,0.81,0.69
179,90+ Days PD Loans and Leases, 0.61,0.36,0.21,0.15,0.16
180,Nonaccrual Restructured,0.31,0.09,0.01,0.00,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
181,30-89 Days Past Due Assets, 1.48,1.58,1.03,0.81,0.69
182,90+ Days Past Due Assets, 0.61,0.37,0.21,0.15,0.16
183,Nonaccrual Assets,3.94,2.15,0.95,0.50,0.43
184,30+ Days PD & Nonaccrual Assets,6.22,4.24,2.29,1.50,1.31PERCENT OF TOTAL ASSETS-----------------------
185,90+ Days PD and Nonaccrual Assets,2.68,1.66,0.77,0.42,0.36
186,90+ PD & Nonaccrual Assets + OREO,3.00,1.94,0.90,0.48,0.42RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
187,Total Assets, 2.82,1.64,0.73,0.35,0.29
188,Allowance for Loan & Lease Losses,191.76,138.24, 89.33, 50.61, 42.13
189,Equity Cap + ALLL, 26.71, 16.62,7.74,3.91,3.34
190,Tier 1 Cap + ALLL, 28.98, 17.77,8.93,4.32,3.85
191,Loans & Leases + RE Acquired, 4.76,2.53,1.14,0.58,0.49
192, - 90+ Days Past Due, 0.72,0.39,0.20,0.14,0.13
193, - Nonaccrual,5.74,2.82,1.23,0.56,0.43
194, - 90+ Days Past Due, 0.17,0.13,0.08,0.05,0.07
195, - Nonaccrual,2.73,1.11,0.50,0.52,0.61
196, - 90+ Days Past Due, 0.63,0.45,0.29,0.31,0.29
197, - Nonaccrual,0.57,0.37,0.24,0.14,0.16
198,Dep Inst Lns - 30-89 Days PD, 0.12,0.02,0.02,0.00,0.00
199, - 90+ Days Past Due, 0.00,0.00,0.01,0.00,0.00
200, - Nonaccrual,0.17,0.02,0.00,0.00,0.03
201,Agricultural - 30-89 Days PD, 0.75,0.47,0.28,0.27,0.28
202, - 90+ Days Past Due, 0.04,0.02,0.02,0.02,0.01
203, - Nonaccrual,1.61,0.74,0.43,0.36,0.35
204,Foreign Govts- 30-89 Days PD, 6.67,0.18,0.29,1.35,0.35
205, - 90+ Days Past Due, 0.36,0.00,0.00,0.00,0.00
206, - Nonaccrual,0.00,0.07,0.00,0.00,0.00
207,Other Lns&Ls - 30-89 Days PD, 0.63,0.67,0.59,0.49,0.43
208, - 90+ Days Past Due, 0.07,0.06,0.03,0.02,0.02
209,- 90+ Days Past Due,1.01,0.47,0.28,0.20,0.20
210,- Nonaccrual, 3.35,1.88,0.87,0.50,0.42
211,- 90+ Days Past Due,0.20,0.15,0.10,0.08,0.05
212,- Nonaccrual, 1.18,0.76,0.47,0.26,0.14
213,- 90+ Days Past Due,1.32,0.60,0.34,0.24,0.27
214,- Nonaccrual, 4.20,2.27,1.00,0.58,0.50
215,Commercial RE - 30-89 Days PD,1.51,1.59,1.03,0.63,0.54
216,- 90+ Days Past Due,0.41,0.20,0.10,0.05,0.04
217,- Nonaccrual, 7.83,3.33,1.34,0.54,0.42
218,Const & Dev - 30-89 Days PD,2.50,2.92,1.74,0.87,0.63
219,- 90+ Days Past Due,0.76,0.38,0.15,0.05,0.05
220,- Nonaccrual,17.32,7.85,2.39,0.50,0.24
221,Multifamily - 30-89 Days PD,1.07,1.06,0.77,0.43,0.50
222,- 90+ Days Past Due,0.30,0.07,0.04,0.04,0.03
223,- Nonaccrual, 3.46,1.95,0.66,0.38,0.31
224,Nonfarm Nres- 30-89 Days PD,1.06,0.98,0.60,0.47,0.45
225,- 90+ Days Past Due,0.21,0.08,0.05,0.03,0.03
226,- Nonaccrual, 4.45,1.27,0.61,0.51,0.53
227,- 90+ Days Past Due,0.12,0.07,0.01,0.05,0.02
228,- Nonaccrual, 3.01,1.01,0.56,0.58,0.89
229,- 90+ Days Past Due,1.32,1.21,0.84,0.98,0.82
230,- Nonaccrual, 0.46,0.30,0.17,0.13,0.08
231,CAPITAL RATIOS, 12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
232,Tier 1 Leverage Ratio,8.51,8.28,7.42,7.79,7.44
233,Tier 1 RBC Ratio,11.45, 10.29,8.95,9.58,9.57
234,DERIVATIVES AND, , , , , 
235,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
236,PERCENT OF TOTAL ASSETS:, , , , , 
237,Loan Commitments,24.46, 25.16, 30.37, 31.81, 30.69
238,Standby Letters of Credit,2.40,2.84,3.00,3.13,3.22
239,Credit Derivatives (BHC as Beneficiary),4.47,1.54,2.19,1.49,1.34
240,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
241,Derivative Contracts, 128.67, 59.66, 67.33, 76.05, 74.40
242,Interest Rate Contracts,105.61, 45.12, 47.29, 59.24, 55.47
243,Interest Rate Futures & Forward Contr, 14.58,9.32,7.46,8.76,8.98
244,Written Options Contr (Int Rate), 6.74,3.28,3.80,7.12,5.92
245,Purchased Options Contr (Int Rate), 6.83,3.18,4.45,7.15,5.54
246,Written Options Contr (Foreign Exch), 0.83,0.31,0.66,0.54,0.73
247,Purchased Options Contr (Foreign Exch), 0.81,0.31,0.66,0.58,0.78
248,Written Options Contr (Comm & Other), 1.92,0.53,0.54,0.60,0.47
249,Purchased Options Contr (Comm & Oth), 1.54,0.56,0.76,0.78,0.60
250,PERCENT OF NOTIONAL AMOUNT, 12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
251,Interest Rate Contracts, 88.19, 86.19, 85.40, 87.06, 89.88
252,Foreign Exchange Contracts, 6.88,9.78,9.53,8.39,7.66
253,Exchange-Traded,0.34,0.44,0.36,0.41,0.16
254,Over-The-Counter, 7.18,5.66,5.02,5.74,7.10
255,Purchased Options,5.75,5.10,5.83,6.76,6.32
256,Exchange-Traded,0.40,0.34,0.27,0.39,0.21
257,Over-The-Counter, 4.81,4.29,5.13,5.82,5.51
258,Foreign Exchange Contracts, 3.51,4.31,5.60,4.27,5.61
259,Foreign Exchange Contracts, 1.20,1.99,0.81,0.65,0.37
260,Over 1 Year to 5 Years,32.29, 29.85, 27.98, 33.22, 27.91
261,Over 5 Years,12.65, 13.84, 19.42, 19.26, 20.78
262,Gross Negative Fair Value (Abs Val),1.61,2.75,1.19,0.78,0.96
263,Gross Positive Fair Value (X),0.34,0.29,0.15,0.09,0.11
264,Held for Trading (X), 0.29,0.24,0.12,0.07,0.09
265,Non-Traded (X), 0.03,0.03,0.02,0.01,0.01
266,Current Credit Exposure (X),0.10,0.15,0.09,0.05,0.06
267,Credit Losses on Derivative Contracts,0.02,0.02,0.00,0.00,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
268,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
269,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
270,OTHER RATIOS:, , , , , 
271,Current Credit Exposure/Risk Wtd Asts,1.29,2.12,0.84,0.47,0.57
272,INSURANCE ACTIVITIES, 12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
273,ANALYSIS RATIOS:, , , , , 
274,Ins Underwriting Assets/Consol Assets,0.12, N/A, N/A, N/A, N/A
275,Ins Under Assets(P/C)/Tot Ins Und Ast, 51.52, 43.79, 41.42, 44.70, 39.72
276,Ins Under Assets(L/H)/Tot Ins Und Ast, 48.48, 56.21, 58.58, 55.30, 60.28
277,Credit Rel Prem Inc/Tot Prem Inc,58.46, 75.79, 73.60, 75.39, 73.61
278,Ins Net Inc (L/H)/Equity (L/H), 3.41,5.55,7.25,6.78, 12.57
279,Net Assets Broker-Dealer Subs/Cons Asts,1.34,0.63,0.64,0.98,1.22
280,FOREIGN ACTIVITIES, , , , , 
281,Yield: Foreign Loans, 3.74,2.72,3.00,2.66,2.35
282,Commercial and Industrial Loans,1.50,0.49,2.70,0.22, 10.52
283,Foreign Governments and Inst, 0.00,0.05, -0.24, -0.13,0.00
284,GROWTH RATES:, , , , , 
285,Net Loans and Leases,-5.28, 22.07,126.76,148.72, 16.59
286,Total Selected Assets, -1.30,3.60,126.31, 67.29, 16.60
287,Deposits, -10.80,-10.81, 41.77, 33.71, 18.44
288,PROFITABLITY:,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
289,Net Income/Avg Equity Capital, -3.46, -3.42,8.75, 13.95, 14.35
290,Bank Net Inc/Avg Eq Inv in Banks, 0.29,0.65,9.71, 14.64, 14.14
291,Nonbk Net Inc/Avg Eq Inv in Nonbanks,-1.49, -1.92,6.73,9.27,8.80
292,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, -6.01, -3.51,6.54,8.92, 10.94
293,Bank Net Income/Parent Net Income, 81.94, 88.60, 78.21, 76.65, 71.56
294,Nonbank Net Income/Parent Net Income,11.50, 13.08,5.89,4.94,5.57
295,Total Debt/Equity Capital, 22.32, 17.57, 16.48, 15.66, 15.82
296,Tot Debt+NP to Subs Iss Tr Pref/Equity,32.24, 27.04, 26.01, 25.31, 24.23
297,Tot Debt+Lns Guaranteed for Affl/Equity, 26.13, 19.91, 18.53, 17.33, 20.12
298,Total Debt/Eq Cap - Exc Over Fair Value, 22.65, 17.77, 16.69, 15.89, 16.27
299,Long-Term Debt/Equity Capital, 18.26, 12.03, 11.89, 11.77, 12.45
300,Short-Term Debt/Equity Capital, 3.51,3.65,3.73,3.12,2.55
301,Current Portion of LT Debt/Equity,0.19,0.21,0.05,0.28,0.12
302,Exc Cost Over Fair Value/Equity Cap,0.56,0.30,0.29,0.40,1.06
303,Total Investment in Subs/Equity,128.58,116.40,122.25,121.05,119.83
304,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1", 100.14, 95.48,100.18, 99.43, 99.24
305,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div, 89.17, 95.72,138.88,134.43,147.51
306,Adj Cash Fl/Op Exp+Repaid LT Debt+Div, 71.86,168.39, 96.06,114.51, 98.70
307,Pretax Oper Inc + Int Exp/Int Expense,167.92,921.02, 5442.83, 3185.46, 3665.49
308,Div + Int From Subs/Int Exp + Div, 77.63,107.58,165.84,157.02,176.22
309,Fees+Other Inc From Subs/Sal + Oth Exp,14.87, 13.56, 15.70, 15.33, 19.65
310,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
311,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
312,Nonaccrual, 0.07,8.55,0.66, 11.33,0.62
313,Total,0.21,8.55,0.66, 11.33, 11.11
314,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
315,To Bank Subsidiaries, 0.00,0.01,0.00,0.00,0.00
316,To Nonbank Subsidiaries,1.38,1.27,0.48,0.25,1.22
317,To Subsidiary BHCs, 0.00,0.00,0.00,0.01,0.01
318,Total,1.52,1.52,0.60,0.36,1.76
319,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
320,Nonbank Assets of Nonbank Subsidiaries,10.54,6.04,5.39,5.81,6.98
321,Combined Thrift Assets, 0.10,0.37,0.23,0.39,0.35
322,Combined Foreign Nonbank Sub Assets,1.06,0.12,0.11,0.11,0.14
323,PAYOUT RATIOS - PARENT, 12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
324,Div Paid/Inc Before Undist Inc, 111.42,121.25, 71.25, 68.73, 68.89
325,Dividends Paid/Net Income, 60.24, 67.94, 50.51, 36.79, 39.47
326,Dividends From Nonbank Subs,9.27,5.67,8.12,6.21, 11.16
327,Dividends From Subsidiary BHCs, 6.81, 12.27, 16.03, 17.75, 21.35
328,Dividends From Bank Subs,56.21, 78.98, 86.39, 66.52, 59.78
329,Interest Income From Bank Subs, 2.82,5.30,4.07,3.07,2.56
330,Mgt & Service Fees From Bank Subs, 17.41,5.52,4.86,3.62,3.56
331,Other Income From Bank Subs,0.52,0.06,0.04,0.01,0.27
332,Interest Income From Nonbank Subs, 26.24, 13.52, 60.61, 30.14, 24.40
333,Mgt & Serv Fees From Nonbank Subs,1.32,4.20,2.56,3.76,2.75
334,Other Income From Nonbank Subs, 0.50,0.01,0.03,0.02,0.01
335,Operating Inc From Nonbank Subs,100.48, 85.61,188.18,109.39,101.72
336,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
337,Dividends From Subsidiary BHCs,52.02,134.04, 38.68, 46.80, 48.92
338,Interest Inc From Subsidiary BHCs,4.81, 20.51,8.74,4.08,4.48
339,Mgt & Serv Fees From Sub BHCs,1.99,3.96,1.78,0.44,3.17
340,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
341,Dividends From Bank Subsidiaries,30.96, 47.12, 57.87, 57.66, 55.37
342,Interest Income From Bank Subs, 5.45,5.47,2.70,2.76,2.40
343,Mgt & Serv Fees From Bank Subs, 6.89,4.11,2.72,3.23,2.62
344,Other Income From Bank Subs,0.03,0.08,0.01,0.00,0.02
345,Mgt & Serv Fees From Nonbank Subs,0.10,0.09,0.07,0.09,0.12
346,Other Income From Nonbank Subs, 0.00,0.00,0.00,0.00,0.00
347,Mgt & Serv Fees From Sub BHCs,0.01,0.03,0.00,0.01,0.06
348,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
349, PERCENT OF AVERAGE ASSETS:, , , , , 
350," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
351, PERCENT OF TOTAL ASSETS:, , , , , 
352, ANALYSIS RATIOS:, , , , , 
353, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
354, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
355, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
356, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
357, , 3602067,"10,153,652", DORAL GP LTD.," SAN JUAN, PR", Moved from Peer 2
358, , 1060627,"10,129,222", FIRSTBANK HOLDING COMPANY," LAKEWOOD, CO", Moved from Peer 2
359, , 1249196," 145,482,536", TD BANK US HOLDING COMPANY,"PORTLAND, ME", Name change from TD BANKNORTH INC.
360, 1027004,"51,144,478", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 77 bank holding companies. 
361, 12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005, 
362, 12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005, 
