,Column1,Value1,Value2,Value3,Value4,Value5
27,Net Loans&Ls/Equity Capital (X),6.97,7.19,6.99,7.07,7.23
28,Cash Dividends/Net Income, 33.35, 32.48, 32.23, 29.58, 37.89
29,Cash Dividends/Net Income (Sub S Adjusted),N/A, N/A, N/A, N/A, N/A
30,Retained Earnings/Avg Equity Cap, 9.52,9.56,9.62, 10.01,7.00
31,PARENT COMPANY RATIOS:, , , , , 
32,Short-Term Debt/Equity Capital, 3.62,3.77,4.01,4.41,5.07
33,Long-Term Debt/Equity Capital, 13.58, 15.18, 15.42, 13.73, 14.08
34,Equity Investment in Subs/Equity Cap, 110.49,111.52,110.55,110.46,109.14
35,Cash FR Oper+Noncash+Op Exp/Op Exp+Div, 134.84,138.48,149.30,180.56,166.06
36,PERCENT OF AVERAGE ASSETS,09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001
37,Interest Income (TE), 4.41,4.67,4.62,5.36,6.43
38,Less: Interest Expense, 1.26,1.46,1.42,1.88,3.09
39,Equals: Net Interest Income (TE), 3.15,3.19,3.18,3.48,3.34
40,Plus: Non-Interest Income,2.07,2.31,2.31,2.31,2.39
41,Equals: Adj Operating Income (TE),5.21,5.51,5.49,5.81,5.74
42,Less: Overhead Expense, 3.11,3.31,3.29,3.48,3.64
43,Less: Provision for Loan and Lease Losses,0.18,0.32,0.30,0.42,0.42
44,Plus: Realized G/L on HTM Sec,0.00,0.00,0.00,0.00,0.00
45,Plus: Realized G/L on AFS Sec,0.04,0.07,0.06,0.06,0.06
46,Plus: Other Tax Equiv Adjustments,0.00,0.00,0.00,0.00,0.00
47,Memo: Net Income (Last Four Qtrs),1.31,1.27,1.28,1.30,1.02
48,MARGIN ANALYSIS:, , , , , 
49,Avg Earning Assets / Avg Assets, 89.98, 89.70, 89.81, 89.35, 89.82
50,Avg Int-Bearing Funds / Avg Assets,74.80, 74.67, 74.82, 75.57, 75.19
51,Int Income (TE) / Avg Earning Assets, 4.91,5.23,5.17,6.01,7.19
52,Int Expense / Avg Earning Assets, 1.40,1.63,1.58,2.11,3.43
53,Interest-Bearing Bank Balances, 1.71,2.19,2.04,2.31,4.65
54,Fed Funds Sold & Reverse Repos, 1.30,1.41,1.37,1.91,4.11
55,Trading Assets, 2.37,2.30,2.42,2.35,3.96
56,Mortgage-Backed Securities, 4.21,4.23,4.20,5.25,5.92
57,Time Deposits < $100K,2.34,2.76,2.67,3.55,5.29
58,Other Domestic Deposits,0.74,0.90,0.87,1.29,2.30
59,All Interest-Bearing Funds, 1.68,1.96,1.90,2.49,4.15
60, , 09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001
61,Avg Personnel Exp Per Employee ($000),51,50,66,62,59
62,Avg Assets per Employee ($000),"4,447"," 4,314"," 4,348"," 3,771"," 3,523"
63,ANALYSIS RATIOS, , , , , 
64,Personnel Expense,1.64,1.70,1.68,1.75,1.78
65,Net Occupancy Expense,0.43,0.45,0.45,0.48,0.48
66,Personnel Expense, 31.68, 30.96, 30.62, 30.38, 30.79
67,Net Occupancy Expense,8.22,8.15,8.17,8.25,8.60
68,Serv Charges on Deposit Accts - Domestic, 8.08,7.91,7.97,8.19,7.85
69,Trading Revenue,1.18,1.46,1.41,1.16,2.15
70,Investment Banking Fees & Commissions,4.10,4.67,4.61,4.68,5.02
71,Venture Capital Revenue,0.13,0.00,0.02, -0.22, -0.41
72,Net Servicing Fees, 0.87,0.49,0.58,0.92,1.09
73,Net Securitization Income,0.35,0.54,0.49,0.47,0.54
74,Insurance Activities Revenue, 1.76,1.15,1.17,1.15,1.02
75,"Net Gain (Loss) - Sales Loans, OREO, Oth", 1.63,3.02,2.89,1.73,1.22
76,Appl Inc Taxes/Pretax NOI (TE),32.13, 31.51, 31.45, 31.58, 33.17
77,Appl Inc Tax+TE/Pretax NOI+TE, 35.25, 34.86, 34.73, 34.83, 37.17
78,PERCENT OF TOTAL ASSETS,09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001
79,Real Estate Loans, 37.69, 34.74, 34.79, 34.29, 32.43
80,Commercial and Industrial Loans, 11.14, 11.26, 11.27, 12.34, 12.89
81,Loans to Individuals, 5.99,6.24,6.16,6.42,6.22
82,Loans to Depository Institutions, 0.09,0.12,0.10,0.14,0.18
83,Agricultural Loans, 0.22,0.22,0.21,0.22,0.21
84,Other Loans and Leases, 3.59,4.34,4.31,4.25,4.92
85, Net Loans and Leases, 60.55, 58.75, 58.56, 59.34, 58.93
86,Debt Securities Over 1 Year, 18.59, 19.02, 19.67, 18.00, 16.22
87,Mutual Funds and Equity Securities, 0.31,0.35,0.36,0.40,0.49
88, Subtotal, 80.57, 79.37, 79.75, 78.91, 76.68
89,Interest-Bearing Bank Balances, 0.69,0.72,0.70,0.63,1.07
90,Federal Funds Sold & Reverse Repos, 2.11,2.27,1.88,2.31,2.86
91,Debt Securities 1 Year or Less, 1.42,1.66,1.99,1.91,1.88
92,Trading Assets, 1.48,1.65,1.64,1.69,1.86
93, Total Earning Assets, 88.29, 87.86, 88.19, 87.55, 86.95
94,Non-Int Cash and Due From Dep Inst, 2.50,2.77,2.85,3.38,3.52
95,Acceptances,0.03,0.03,0.03,0.03,0.03
96,Other Real Estate Owned,0.05,0.06,0.06,0.06,0.05
97,U.S. Treasury Securities, 0.60,0.68,0.78,0.45,0.40
98,U.S. Agency Securities (excl MBS),3.75,3.84,4.15,3.25,2.56
99,Municipal Securities, 0.85,0.75,0.75,0.78,0.84
100,Mortgage-Backed Securities,12.08, 12.44, 12.92, 12.07, 11.44
101,Asset-Backed Securities,0.34,0.39,0.41,0.49,0.55
102,Other Debt Securities,0.69,0.92,0.85,0.74,0.69
103,RE Loans Secured by 1-4 Family,18.70, 17.35, 17.22, 17.21, 17.20
104,Revolving,4.84,3.85,4.16,3.58,2.80
105,"Closed-End, Sec by First Liens",12.23, 11.77, 11.43, 11.65, 12.20
106,"Closed-End, Sec by Junior Liens",1.21,1.13,1.16,1.50,1.75
107,Commercial Real Estate Loans,15.95, 14.31, 14.48, 14.61, 12.94
108,Construction and Land Dev,4.31,3.71,3.82,3.67,3.48
109,Multifamily,1.24,1.26,1.26,1.27,1.08
110,Nonfarm Nonresidential, 9.76,8.69,8.84,8.96,8.00
111,RE Loans Secured by Farmland, 0.21,0.20,0.19,0.22,0.16
112,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
113,Real Estate Loans, 60.49, 57.15, 57.27, 55.08, 52.56
114,RE Loans Secured by 1-4 Family,30.36, 28.63, 28.40, 27.93, 28.02
115,Revolving,7.67,6.19,6.71,5.75,4.47
116,Closed-End,22.23, 21.80, 21.13, 21.66, 23.14
117,Commercial Real Estate Loans,25.28, 23.01, 23.43, 23.13, 20.47
118,Construction and Land Dev,6.76,5.92,6.13,5.78,5.51
119,Multifamily,1.96,2.01,2.03,1.99,1.73
120,Nonfarm Nonresidential,15.66, 14.10, 14.45, 14.23, 12.66
121,RE Loans Secured by Farmland, 0.32,0.31,0.29,0.32,0.24
122,Loans to Depository Institutions, 0.24,0.27,0.25,0.34,0.36
123,Commercial and Industrial Loans, 18.50, 19.23, 19.18, 21.41, 22.66
124,Loans to Individuals, 9.93, 10.49, 10.34, 10.73, 10.42
125,Credit Card Loans,1.08,1.13,1.12,1.17,1.00
126,Agricultural Loans, 0.34,0.34,0.33,0.35,0.32
127,Loans to Foreign Govts and Inst,0.02,0.03,0.02,0.03,0.04
128,Other Loans and Leases, 7.10,8.66,8.80,8.30,9.61
129,PERCENT OF TOTAL ASSETS,09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001
130,Short-Term Investments, 4.83,5.55,5.38,5.50,6.52
131,Liquid Assets, 24.48, 26.28, 26.54, 25.43, 25.12
132,Investment Securities, 20.81, 21.89, 22.80, 20.88, 19.21
133,Net Loans and Leases,60.55, 58.75, 58.56, 59.34, 58.93
134,"Net Lns, Ls & Stdby Ltrs of Credit",63.79, 61.90, 61.74, 62.70, 62.24
135,Core Deposits, 49.80, 50.28, 50.22, 52.60, 50.01
136,Noncore Funding, 34.03, 32.87, 33.26, 30.89, 32.17
137,Time Deposits of $100K or More, 7.61,7.33,7.17,7.39,7.34
138,Foreign Deposits, 2.48,2.92,3.01,2.98,2.80
139,Fed Funds Purchased and Repos,8.57,8.50,8.63,7.58,8.08
140,Net Fed Funds Purchased (Sold), 5.86,5.74,6.14,4.92,5.17
141,Int-Bearing Liab Repr in 1 Year, 14.48, 15.27, 15.09, 15.89, 18.85
142,Long-Term Debt Repr in 1 Year,2.19,2.13,2.02,1.90,2.03
143,Net ST Noncore Funding Dependence, 20.47, 19.55, 19.99, 18.72, 20.90
144,Short-Term Inv/ST Noncore Funding, 25.14, 26.74, 25.35, 27.11, 25.78
145,Liq Asts-ST Noncore Fndg/Nonliq Asts, 3.66,6.97,7.19,8.49,4.46
146,Net Loans and Leases/Total Deposits, 99.62, 95.06, 94.49, 92.92, 97.44
147,Net Loans and Leases/Core Deposits, 142.87,133.07,130.66,118.07,126.99
148,Held-To-Mat Sec Appr(Depr)/Eq Cap,0.14,0.40,0.18,0.95,0.51
149,Avail-For-Sale Sec Appr(Depr)/Eq Cap, 0.86,2.69,1.62,5.97,2.25
150,Available-For-Sale Securities, 93.09, 93.19, 93.52, 94.02, 93.46
151,U.S. Treasury Securities, 3.29,3.26,3.56,2.65,2.49
152,U.S. Agency Securities (excl MBS), 17.15, 16.18, 16.79, 15.93, 12.49
153,Municipal Securities, 3.97,3.73,3.50,3.99,4.57
154,Mortgage-Backed Securities,59.65, 58.86, 58.53, 59.83, 62.17
155,Asset-Backed Securities,1.92,2.20,2.21,2.62,2.94
156,Other Debt Securities,4.40,5.53,5.21,4.54,5.08
157,Debt Securities Over 5 Years,65.11, 66.10, 64.88, 60.37, 62.73
158,Pledged Securities,57.72, 54.27, 53.79, 54.48, 49.52
159,"Structured Notes, Fair Value", 0.59,0.28,0.23,0.03,0.02
160,ANALYSIS RATIOS,09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001
161,Provision for Ln&Ls Losses/Avg Assets,0.18,0.32,0.30,0.42,0.42
162,Provision for Ln&Ls Losses/Avg Lns&Ls,0.31,0.54,0.51,0.73,0.72
163,ALLL/Nonaccrual Assets, 290.89,247.40,271.61,250.00,229.74
164,Net Losses/Avg Loans and Leases,0.30,0.53,0.54,0.68,0.58
165,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.01,0.02,0.01, N/A
166,Recoveries/Prior Year-End Losses,16.86, 12.70, 17.72, 18.80, 24.91
167,Earnings Coverage of Net Losses (X), 20.20, 11.14, 10.06, 10.14,9.73NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
168,Real Estate Loans,0.07,0.10,0.11,0.11,0.13
169,RE Loans Secured By 1-4 Family, 0.08,0.11,0.12,0.11,0.12
170,Revolving,0.08,0.10,0.11,0.10,0.11
171,Closed-End, 0.08,0.11,0.13,0.12,0.11
172,Commercial Real Estate Loans, 0.04,0.07,0.08,0.09,0.10
173,Construction and Land Dev,0.03,0.05,0.06,0.09,0.06
174,Multifamily,0.02,0.01,0.01,0.03,0.01
175,Nonfarm Nonresidential, 0.05,0.09,0.09,0.09,0.11
176,Other Loans and Leases, 0.25,0.49,0.47,0.62,0.45
177,PERCENT OF LOANS AND LEASES,09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001
178,30-89 Days PD Loans and Leases, 0.65,0.73,0.79,0.93,1.11
179,90+ Days PD Loans and Leases, 0.16,0.18,0.17,0.20,0.22
180,Nonaccrual Restructured,0.01,0.01,0.01,0.00,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
181,30-89 Days Past Due Assets, 0.65,0.75,0.80,0.94,1.12
182,90+ Days Past Due Assets, 0.16,0.18,0.18,0.21,0.22
183,Nonaccrual Assets,0.55,0.78,0.69,0.87,0.88
184,30+ Days PD & Nonaccrual Assets,1.38,1.78,1.70,2.08,2.28PERCENT OF TOTAL ASSETS-----------------------
185,90+ Days PD and Nonaccrual Assets,0.43,0.58,0.52,0.65,0.67
186,90+ PD & Nonaccrual Assets + OREO,0.49,0.65,0.60,0.72,0.73RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
187,Total Assets, 0.36,0.51,0.46,0.57,0.57
188,Allowance for Loan & Lease Losses, 47.79, 56.66, 52.56, 59.52, 61.22
189,Equity Cap + ALLL,4.02,5.73,5.07,6.33,6.64
190,Tier 1 Cap + ALLL,4.53,6.33,5.62,7.19,7.37
191,Loans & Leases + RE Acquired, 0.62,0.88,0.79,0.96,0.97
192, - 90+ Days Past Due, 0.12,0.14,0.14,0.17,0.20
193, - Nonaccrual,0.46,0.52,0.52,0.53,0.61
194, - 90+ Days Past Due, 0.08,0.12,0.10,0.11,0.11
195, - Nonaccrual,0.99,1.67,1.39,1.85,1.55
196, - 90+ Days Past Due, 0.33,0.36,0.36,0.39,0.39
197, - Nonaccrual,0.25,0.23,0.23,0.26,0.25
198,Dep Inst Lns - 30-89 Days PD, 0.00,0.10,0.05,0.05,0.04
199, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
200, - Nonaccrual,0.02,0.22,0.22,0.26,0.18
201,Agricultural - 30-89 Days PD, 0.35,0.54,0.50,0.62,0.81
202, - 90+ Days Past Due, 0.04,0.07,0.05,0.05,0.04
203, - Nonaccrual,0.63,1.26,1.07,1.20,1.35
204,Foreign Govts- 30-89 Days PD, 0.44,0.03,0.30,0.26,1.00
205, - 90+ Days Past Due, 0.03,1.47,0.00,1.11,0.00
206, - Nonaccrual,0.35,0.48,0.67,0.80,0.06
207,Other Lns&Ls - 30-89 Days PD, 0.50,0.63,0.70,0.76,0.89
208, - 90+ Days Past Due, 0.03,0.04,0.04,0.08,0.07
209,- 90+ Days Past Due,0.17,0.21,0.21,0.26,0.29
210,- Nonaccrual, 0.37,0.41,0.41,0.44,0.42
211,- 90+ Days Past Due,0.05,0.06,0.06,0.07,0.10
212,- Nonaccrual, 0.11,0.12,0.13,0.11,0.13
213,- 90+ Days Past Due,0.22,0.26,0.29,0.33,0.34
214,- Nonaccrual, 0.48,0.52,0.54,0.55,0.48
215,Commercial RE - 30-89 Days PD,0.44,0.51,0.52,0.56,0.85
216,- 90+ Days Past Due,0.05,0.06,0.04,0.06,0.09
217,- Nonaccrual, 0.51,0.62,0.57,0.58,0.69
218,Const & Dev - 30-89 Days PD,0.57,0.65,0.76,0.82,1.11
219,- 90+ Days Past Due,0.05,0.06,0.04,0.06,0.08
220,- Nonaccrual, 0.29,0.54,0.39,0.54,0.59
221,Multifamily - 30-89 Days PD,0.29,0.36,0.32,0.44,0.59
222,- 90+ Days Past Due,0.01,0.03,0.02,0.02,0.03
223,- Nonaccrual, 0.30,0.35,0.31,0.21,0.38
224,Nonfarm Nres- 30-89 Days PD,0.42,0.50,0.45,0.50,0.70
225,- 90+ Days Past Due,0.04,0.05,0.04,0.06,0.09
226,- Nonaccrual, 0.61,0.70,0.70,0.63,0.69
227,- 90+ Days Past Due,0.05,0.07,0.08,0.06,0.07
228,- Nonaccrual, 1.24,1.54,1.31,1.30,1.33
229,- 90+ Days Past Due,1.03,1.02,1.06,1.31,0.86
230,- Nonaccrual, 0.05,0.07,0.12,0.09,0.18
231,CAPITAL RATIOS, 09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001
232,Tier 1 Leverage Ratio,7.53,7.42,7.55,7.43,7.34
233,Tier 1 RBC Ratio, 9.86,9.87, 10.05,9.64,9.43
234,DERIVATIVES AND, , , , , 
235,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
236,PERCENT OF TOTAL ASSETS:, , , , , 
237,Loan Commitments,29.55, 28.79, 28.38, 29.63, 29.27
238,Standby Letters of Credit,3.21,3.18,3.21,3.24,3.21
239,Credit Derivatives (BHC as Beneficiary),0.72,0.66,0.64,0.45,0.26
240,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
241,Derivative Contracts,74.55, 86.01, 82.36, 69.29, 83.60
242,Interest Rate Contracts, 56.62, 68.00, 64.76, 55.59, 61.42
243,Interest Rate Futures & Forward Contr, 10.97, 12.00, 10.53, 11.68, 13.74
244,Written Options Contr (Int Rate), 7.35,9.72,8.86,8.60,8.95
245,Purchased Options Contr (Int Rate), 6.42,8.59,7.46,7.41,9.55
246,Written Options Contr (Foreign Exch), 0.79,0.95,0.82,0.53,0.62
247,Purchased Options Contr (Foreign Exch), 0.81,1.00,0.86,0.59,0.55
248,Written Options Contr (Comm & Other), 0.50,0.40,0.41,0.29,0.26
249,Purchased Options Contr (Comm & Oth), 0.55,0.45,0.42,0.33,0.28
250,PERCENT OF NOTIONAL AMOUNT, 09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001
251,Interest Rate Contracts, 92.44, 90.38, 91.04, 90.14, 86.73
252,Foreign Exchange Contracts, 4.39,6.13,5.81,6.77, 10.10
253,Exchange-Traded,0.57,0.52,0.40,0.57,0.49
254,Over-The-Counter, 7.01,7.61,6.94,5.82,4.61
255,Purchased Options,5.33,6.87,5.22,6.56,6.91
256,Exchange-Traded,1.10,0.87,0.80,0.90,1.00
257,Over-The-Counter, 3.59,4.78,3.65,4.77,4.71
258,Foreign Exchange Contracts, 3.87,4.52,4.24,4.86,7.28
259,Foreign Exchange Contracts, 0.22,0.26,0.23,0.47,0.83
260,Over 1 Year to 5 Years,26.75, 26.94, 30.94, 26.58, 30.97
261,Over 5 Years,24.87, 21.20, 24.27, 12.92, 11.72
262,Gross Negative Fair Value (Abs Val),0.93,1.41,1.40,1.63,1.03
263,Gross Positive Fair Value (X),0.13,0.20,0.19,0.20,0.12
264,Held for Trading (X), 0.09,0.16,0.16,0.15,0.08
265,Non-Traded (X), 0.02,0.04,0.03,0.04,0.03
266,Current Credit Exposure (X),0.08,0.12,0.11,0.12,0.08
267,Credit Losses on Derivative Contracts,0.00,0.00,0.00,0.01,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
268,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
269,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
270,OTHER RATIOS:, , , , , 
271,Decr (Incr) in Int Expense/Net Income,3.08,2.02,2.53,0.97,0.44
272,Net Incr (Decr) Nonint Alloc/Net Income,0.47,0.18,0.12,1.84,1.90
273,Incr (Decr) in Net Income/Net Income, 6.85,5.91,6.34,8.28,5.84
274,INSURANCE ACTIVITIES, 09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001
275,ANALYSIS RATIOS:, , , , , 
276,Ins Underwriting Assets/Consol Assets,0.06, N/A, N/A, N/A, N/A
277,Ins Under Assets(P/C)/Tot Ins Und Ast, 35.11, 29.77, 31.84, 31.18, N/A
278,Ins Under Assets(L/H)/Tot Ins Und Ast, 64.89, 70.23, 68.16, 68.82, N/A
279,Credit Rel Prem Inc/Tot Prem Inc,74.74, 75.68, 75.78, 61.77, N/A
280,Ins Net Inc (L/H)/Equity (L/H), 7.06, 12.02,8.26,7.89, N/A
281,Net Assets Broker-Dealer Subs/Cons Asts,1.33,1.46,1.39,1.28, N/A
282,FOREIGN ACTIVITIES, , , , , 
283,Yield: Foreign Loans, 2.30,2.49,2.41,1.85,2.71
284,Commercial and Industrial Loans,2.17,3.37,6.60, 11.75, 12.94
285,Foreign Governments and Inst, 0.00,0.03,0.20,0.02,0.02
286,Total Selected Assets,5.24, 54.05, 28.95, -0.27, 17.02
287,Deposits,98.44, 31.43, 15.80, 19.25, -7.32
288,PROFITABLITY:,09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001
289,Net Income/Avg Equity Capital, 15.05, 15.22, 15.29, 15.28, 12.26
290,Bank Net Inc/Avg Eq Inv in Banks,14.99, 15.00, 14.70, 15.66, 12.27
291,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 7.65,5.60,6.17,0.89,3.04
292,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, 11.79, 12.79, 12.69, 11.85, 12.05
293,Bank Net Income/Parent Net Income, 73.02, 75.35, 74.51, 77.11, 71.98
294,Nonbank Net Income/Parent Net Income, 5.67,5.10,5.19,3.69, 11.79
295,Total Debt/Equity Capital, 18.11, 20.37, 20.89, 18.99, 20.28
296,Tot Debt+NP to Subs Iss Tr Pref/Equity,26.81, 28.90, 29.65, 28.50, N/A
297,Tot Debt+Lns Guaranteed for Affl/Equity, 22.87, 26.22, 26.66, 24.50, 25.69
298,Total Debt/Eq Cap - Exc Over Fair Value, 21.04, 22.87, 23.64, 20.72, 22.43
299,Long-Term Debt/Equity Capital, 13.58, 15.18, 15.42, 13.73, 14.08
300,Short-Term Debt/Equity Capital, 3.62,3.77,4.01,4.41,5.07
301,Current Portion of LT Debt/Equity,0.16,0.61,0.33,0.68,0.52
302,Exc Cost Over Fair Value/Equity Cap,1.55,2.68,2.48,1.95,2.59
303,Total Investment in Subs/Equity,121.55,124.72,123.78,123.49,122.37
304,Equity Inv in Subs/Cons Eq Cap+Min Int, 100.96,100.35, 99.49, 99.07,100.15
305,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,134.84,138.48,149.30,180.56,166.06
306,Adj Cash Fl/Op Exp+Repaid LT Debt+Div,128.44, 98.97,116.50,119.39,125.90
307,Pretax Oper Inc + Int Exp/Int Expense, 3633.47, 3676.56, 3082.11, 6175.51, 2536.30
308,Div + Int From Subs/Int Exp + Div,143.82,160.03,169.47,200.00,181.04
309,Fees+Other Inc From Subs/Sal + Oth Exp,20.80, 18.70, 18.47, 21.27, 25.26
310,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
311,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
312,Nonaccrual, 0.67,4.67,0.21,2.65,2.75
313,Total,0.67,4.73,0.34,2.66,2.78
314,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
315,To Bank Subsidiaries, 0.00,0.00,0.01,0.02,0.00
316,To Nonbank Subsidiaries,0.76,0.90,1.22,0.91,0.74
317,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.00
318,Total,1.34,1.57,1.90,1.62,1.05
319,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
320,Nonbank Assets of Nonbank Subsidiaries, 6.70,7.78,7.10,6.52, 10.95
321,Combined Thrift Assets, 0.07,0.06,0.06,0.10,0.21
322,Combined Foreign Nonbank Sub Assets,0.11,0.16,0.18,0.17,0.28
323,PAYOUT RATIOS - PARENT, 09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001
324,Div Paid/Inc Before Undist Inc,78.35, 86.64, 64.56, 45.81, 53.12
325,Dividends Paid/Net Income, 33.35, 32.48, 32.23, 29.58, 37.89
326,Dividends From Nonbank Subs,4.85,4.46,5.61,7.70, 12.70
327,Dividends From Subsidiary BHCs,18.29, 17.57, 19.80, 38.96, 31.41
328,Dividends From Bank Subs,49.23, 49.04, 53.65, 61.05, 72.77
329,Interest Income From Bank Subs, 1.38,1.78,1.75,2.81,8.80
330,Mgt & Service Fees From Bank Subs,4.31,2.98,3.07,3.22, 11.21
331,Other Income From Bank Subs,0.13,0.02,0.02,0.06,0.01
332,Interest Income From Nonbank Subs, 14.61, 18.61, 16.13, 21.77, 21.56
333,Mgt & Serv Fees From Nonbank Subs,3.86,2.09,3.41,4.53,1.94
334,Other Income From Nonbank Subs, 0.01,0.03,0.03,0.03,0.06
335,Operating Inc From Nonbank Subs, 60.47, 81.32,102.94,133.51, 99.04
336,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
337,Dividends From Subsidiary BHCs,39.40, 47.36, 52.10, 76.43, 67.26
338,Interest Inc From Subsidiary BHCs,3.24,1.21,1.27,1.39,1.90
339,Mgt & Serv Fees From Sub BHCs,1.49,1.00,1.10,0.73,1.04
340,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.03
341,Dividends From Bank Subsidiaries,56.33, 52.63, 56.83, 54.98, 49.12
342,Interest Income From Bank Subs, 2.01,3.67,2.48,3.83,3.77
343,Mgt & Serv Fees From Bank Subs, 3.15,3.27,2.78,2.80,2.86
344,Other Income From Bank Subs,0.02,0.01,0.01,0.02,0.00
345,Mgt & Serv Fees From Nonbank Subs,0.13,0.12,0.11,0.13,0.14
346,Other Income From Nonbank Subs, 0.00,0.00,0.01,0.00,0.00
347,Mgt & Serv Fees From Sub BHCs,0.00,0.03,0.04,0.00,0.00
348,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
349, PERCENT OF AVERAGE ASSETS:, , , , , 
350," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
351, PERCENT OF TOTAL ASSETS:, , , , , 
352, ANALYSIS RATIOS:, , , , , 
353, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
354, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
355, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
356, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
357, , 3242838,"83,630,855", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", New Y-9C/BHCPR reporter
358, 1027004,"30,731,041", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 65 bank holding companies.
359, 09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001, 
360, 09/30/2004,09/30/2003,12/31/2003,12/31/2002,12/31/2001, 
361, 1379552," 134,073,161", ABN AMRO NORTH AMERICA HOLDING,"CHICAGO, IL", , 
362, 1078604,"49,892,466", AMSOUTH BANCORPORATION,"BIRMINGHAM, AL", , 
