,Column1,Value1,Value2,Value3,Value4,Value5
111,Liquid Assets, 25.50, 24.21, 25.15, 22.42, 23.12
112,Investment Securities, 20.43, 18.72, 19.22, 17.99, 18.78
113,Net Loans and Leases,59.51, 59.77, 59.33, 63.60, 61.78
114,"Net Lns, Ls & Stdby Ltrs of Credit",62.75, 63.12, 62.63, 67.08, 65.19
115,Foreign Deposits, 2.42,3.03,2.80,3.94,4.19
116,Fed Funds Purchased and Repos,8.00,8.76,8.09,7.77,8.70
117,Net Fed Funds Purchased (Sold), 5.04,5.88,5.18,5.37,5.56
118,Int-Bearing Liab Repr in 1 Year, 16.98, 19.92, 18.86, 22.99, 22.70
119,Long-Term Debt Repr in 1 Year,1.90,2.11,2.03,1.84,1.63
120,Net ST Noncore Funding Dependence, 18.71, 22.88, 20.81, 24.66, 25.88
121,Short-Term Inv/ST Noncore Funding, 29.15, 25.83, 25.80, 21.20, 18.73
122,Liq Asts-ST Noncore Fndg/Nonliq Asts, 8.25,1.80,4.48, -2.94, -3.86
123,Net Loans and Leases/Total Deposits, 95.35, 99.93, 97.99,100.03, 97.76
124,Net Loans and Leases/Core Deposits, 120.97,134.83,127.73,136.43,130.42
125,Held-To-Mat Sec Appr(Depr)/Eq Cap,0.86,0.60,0.47,0.12, -0.96
126,Avail-For-Sale Sec Appr(Depr)/Eq Cap, 4.78,3.99,1.74,0.39, -4.87
127,Available-For-Sale Securities, 93.43, 93.23, 93.45, 90.16, 90.64
128,U.S. Treasury Securities, 2.52,2.76,2.49,4.38,6.20
129,U.S. Agency Securities (excl MBS), 15.31, 12.42, 12.49, 14.48, 11.92
130,Municipal Securities, 4.28,4.59,4.58,5.20,5.07
131,Mortgage-Backed Securities,60.30, 60.83, 62.19, 54.93, 54.84
132,Asset-Backed Securities,2.57,2.79,2.88,NA,NA
133,Other Debt Securities,4.64,5.53,5.08, 18.29, 16.98
134,Debt Securities Over 5 Years,60.05, 61.73, 62.85, 59.32, 59.48
135,Pledged Securities,52.49, 53.37, 49.65, 55.45, 55.34
136,"Structured Notes, Fair Value", 0.07,0.05,0.02,0.09,0.16
137,ANALYSIS RATIOS,09/30/2002,09/30/2001,12/31/2001,12/31/2000,12/31/1999
138,Provision for Ln&Ls Losses/Avg Assets,0.43,0.38,0.43,0.32,0.27
139,Provision for Ln&Ls Losses/Avg Lns&Ls,0.74,0.63,0.73,0.51,0.42
140,Net Losses/Avg Loans and Leases,0.67,0.53,0.58,0.43,0.40
141,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,NA,NA,NA,NA
142,Recoveries/Prior Year-End Losses,13.86, 17.93, 25.01, 26.20, 29.44
143,Earnings Coverage of Net Losses (X), 10.22, 10.70,9.73, 10.83, 11.74NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
144,Real Estate Loans,0.11,0.12,0.13,0.08,0.06
145,RE Loans Secured By 1-4 Family, 0.11,0.11,0.12,0.09,0.08
146,Revolving,0.09,0.10,0.11,0.11,0.10
147,Closed-End, 0.12,0.11,0.11,0.09,0.08
148,Commercial Real Estate Loans, 0.09,0.08,0.10,0.02,0.01
149,Construction and Land Dev,0.09,0.05,0.06,0.02,0.01
150,Multifamily,0.02,0.01,0.01,0.01,0.00
151,Nonfarm Nonresidential, 0.09,0.09,0.11,0.02,0.02
152,Other Loans and Leases, 0.58,0.43,0.46,0.26,0.32
153,PERCENT OF LOANS AND LEASES,09/30/2002,09/30/2001,12/31/2001,12/31/2000,12/31/1999
154,30-89 Days PD Loans and Leases, 0.88,1.14,1.11,1.10,0.95
155,90+ Days PD Loans and Leases, 0.21,0.22,0.22,0.20,0.18
156,Nonaccrual Restructured,0.00,0.00,0.00,0.00,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
157,30-89 Days Past Due Assets, 0.88,1.15,1.12,1.11,0.95
158,90+ Days Past Due Assets, 0.21,0.22,0.22,0.20,0.18
159,Nonaccrual Assets,0.91,0.84,0.87,0.70,0.55
160,30+ Days PD & Nonaccrual Assets,2.08,2.27,2.27,2.07,1.74PERCENT OF TOTAL ASSETS-----------------------
161,90+ Days PD and Nonaccrual Assets,0.67,0.66,0.67,0.59,0.46
162,90+ PD & Nonaccrual Assets + OREO,0.74,0.72,0.73,0.64,0.51RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
163,Total Assets, 0.59,0.56,0.57,0.49,0.38
164,Allowance for Loan & Lease Losses, 61.85, 61.58, 61.09, 52.65, 42.65
165,Equity Cap + ALLL,6.60,6.37,6.61,5.62,4.49
166, - 90+ Days Past Due, 0.17,0.20,0.20,0.17,0.14
167, - Nonaccrual,0.56,0.58,0.61,0.51,0.50
168, - 90+ Days Past Due, 0.37,0.38,0.39,0.47,0.53
169, - Nonaccrual,0.23,0.23,0.25,0.19,0.20
170,Dep Inst Lns - 30-89 Days PD, 0.01,0.07,0.05,0.08,0.05
171, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.01
172, - Nonaccrual,0.34,0.07,0.18,0.17,0.05
173,Agricultural - 30-89 Days PD, 0.51,0.81,0.81,0.85,0.52
174, - 90+ Days Past Due, 0.06,0.13,0.04,0.12,0.07
175, - Nonaccrual,1.58,1.37,1.35,1.25,1.12
176,Foreign Govts- 30-89 Days PD, 0.11,0.12,1.00,0.35,0.39
177, - 90+ Days Past Due, 0.76,0.61,0.00,0.00,0.00
178, - Nonaccrual,0.69,0.07,0.06,0.10,0.18
179,Other Lns&Ls - 30-89 Days PD, 0.70,0.95,0.91,0.85,0.61
180, - 90+ Days Past Due, 0.10,0.09,0.07,0.08,0.07
181,- 90+ Days Past Due,0.25,0.28,0.29,0.22,0.22
182,- Nonaccrual, 0.43,0.46,0.42,0.45,0.50
183,- 90+ Days Past Due,0.31,0.31,0.33,0.25,0.25
184,- Nonaccrual, 0.51,0.53,0.48,0.50,0.55
185,Commercial RE - 30-89 Days PD,0.61,0.83,0.85,0.75,0.69
186,- 90+ Days Past Due,0.07,0.10,0.09,0.07,0.06
187,- Nonaccrual, 0.65,0.66,0.69,0.53,0.57
188,Const & Dev - 30-89 Days PD,0.90,1.22,1.11,1.01,0.84
189,- 90+ Days Past Due,0.10,0.14,0.08,0.08,0.06
190,- Nonaccrual, 0.62,0.57,0.59,0.48,0.46
191,Multifamily - 30-89 Days PD,0.32,0.65,0.56,0.49,0.57
192,- 90+ Days Past Due,0.03,0.04,0.03,0.07,0.04
193,- Nonaccrual, 0.28,0.30,0.36,0.23,0.32
194,Nonfarm Nres- 30-89 Days PD,0.56,0.71,0.71,0.66,0.66
195,- 90+ Days Past Due,0.06,0.08,0.09,0.05,0.06
196,- Nonaccrual, 0.69,0.63,0.69,0.55,0.71
197,- 90+ Days Past Due,0.11,0.15,0.07,0.09,0.14
198,- Nonaccrual, 1.50,1.62,1.33,1.26,1.18
199,CAPITAL RATIOS, 09/30/2002,09/30/2001,12/31/2001,12/31/2000,12/31/1999
200,Tier 1 Leverage Ratio,7.58,7.53,7.36,7.37,7.09
201,Tier 1 RBC Ratio, 9.75,9.45,9.45,9.01,8.72
202,PERCENT OF TOTAL ASSETS:, , , , , 
203,Loan Commitments,30.00, 29.44, 29.31, 32.32, 34.70
204,Standby Letters of Credit,3.14,3.21,3.19,3.48,3.45
205,Credit Derivatives (BHC as Beneficiary),0.32,0.23,0.26,0.26,0.23
206,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
207,Derivative Contracts,80.55, 78.42, 83.66, 56.16, 72.85
208,Interest Rate Contracts, 59.90, 63.35, 61.48, 42.82, 55.44
209,Interest Rate Futures & Forward Contr, 12.87, 12.17, 13.76,6.45,8.94
210,Written Options Contr (Int Rate),10.55,8.17,8.97,5.82,5.63
211,Purchased Options Contr (Int Rate), 8.85,9.63,9.55,7.10,8.78
212,Written Options Contr (Foreign Exch), 0.63,0.63,0.62,0.44,1.09
213,Purchased Options Contr (Foreign Exch), 0.64,0.52,0.55,0.45,1.04
214,Written Options Contr (Comm & Other), 0.25,0.26,0.26,0.28,0.39
215,Purchased Options Contr (Comm & Oth), 7.00,7.81,7.46,7.67, 10.81
216,PERCENT OF NOTIONAL AMOUNT, 09/30/2002,09/30/2001,12/31/2001,12/31/2000,12/31/1999
217,Interest Rate Contracts, 90.31, 86.70, 86.73, 83.22, 84.10
218,Foreign Exchange Contracts, 7.26, 10.97, 10.10, 11.79, 11.96
219,Purchased Options,6.56,7.36,6.91, 10.06,9.20
220,Exchange-Traded,0.59,1.45,1.00,0.70,0.62
221,Over-The-Counter, 4.73,4.73,4.71,8.63,8.06
222,Foreign Exchange Contracts, 4.86,8.32,7.28,9.17,9.43
223,Foreign Exchange Contracts, 0.62,0.58,0.83,1.39,1.37
224,Over 1 Year to 5 Years,25.67, 28.33, 30.97, 28.97, 34.30
225,Over 5 Years,12.31, 10.57, 11.72, 10.06, 10.72
226,Gross Negative Fair Value (Abs Val),1.61,1.26,1.03,0.95,1.03
227,Gross Positive Fair Value (X),0.21,0.15,0.12,0.15,0.17
228,Held for Trading (X), 0.14,0.09,0.08,0.12,0.15
229,Non-Traded (X), 0.05,0.03,0.03,0.02,0.01
230,Current Credit Exposure (X),0.12,0.10,0.08,0.09,0.09
231,Credit Losses on Derivative Contracts,0.01,0.00,0.00,0.00,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
232,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
233,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
234,OTHER RATIOS:, , , , , 
235,Decr (Incr) in Int Expense/Net Income,0.56,0.91,0.60,0.60,0.59
236,Net Incr (Decr) Nonint Alloc/Net Income,0.80,1.29,1.87,0.08,0.32
237,Incr (Decr) in Net Income/Net Income, 6.07,4.87,6.81,0.66,2.11
238,INSURANCE ACTIVITIES, 09/30/2002,09/30/2001,12/31/2001,12/31/2000,12/31/1999
239,ANALYSIS RATIOS:, , , , , 
240,Ins Underwriting Assets/Consol Assets,0.05,NA,NA,NA,NA
241,Ins Under Assets(P/C)/Tot Ins Und Ast, 33.16,NA,NA,NA,NA
242,Ins Under Assets(L/H)/Tot Ins Und Ast, 66.84,NA,NA,NA,NA
243,Credit Rel Prem Inc/Tot Prem Inc,63.22,NA,NA,NA,NA
244,Ins Net Inc (L/H)/Equity (L/H), 8.83,NA,NA,NA,NA
245,Net Assets Broker-Dealer Subs/Cons Asts,1.29,NA,NA,NA,NA
246,FOREIGN ACTIVITIES, , , , , 
247,Yield: Foreign Loans, 2.17,3.24,2.76,3.94,3.72
248,Total Selected Assets, -2.62, 47.53, 17.01, 19.75,141.76
249,Deposits,-5.86,9.40, -7.32, 38.29,106.84
250,PROFITABLITY:,09/30/2002,09/30/2001,12/31/2001,12/31/2000,12/31/1999
251,Net Income/Avg Equity Capital, 15.18, 13.11, 12.33, 15.24, 16.66
252,Bank Net Inc/Avg Eq Inv in Banks,15.40, 13.58, 12.35, 14.03, 15.72
253,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 1.15,4.61,3.04,8.53, 11.80
254,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, 12.17, 10.57, 12.05, 14.00, 13.01
255,Bank Net Income/Parent Net Income, 76.10, 73.70, 72.49, 76.44, 73.84
256,Total Debt/Equity Capital, 18.50, 18.65, 18.97, 21.27, 22.81
257,Tot Debt+NP to Subs Iss Tr Pref/Equity,27.33,NA,NA,NA,NA
258,Tot Debt+Lns Guaranteed for Affl/Equity, 23.44, 25.86, 24.39, 27.59, 26.90
259,Total Debt/Eq Cap - Exc Over Fair Value, 19.44, 20.21, 22.37, 22.28, 24.16
260,Long-Term Debt/Equity Capital, 13.33, 12.27, 12.83, 13.78, 15.63
261,Short-Term Debt/Equity Capital, 4.29,5.74,5.02,7.07,6.45
262,Current Portion of LT Debt/Equity,0.77,0.40,0.51,0.32,0.22
263,Exc Cost Over Fair Value/Equity Cap,1.67,2.14,2.58,2.37,1.99
264,Total Investment in Subs/Equity,121.99,121.71,122.27,123.11,124.57
265,Equity Inv in Subs/Cons Eq Cap+Min Int,99.28,101.23,100.23,100.76,101.78
266,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,158.44,145.18,168.45,150.79,145.12
267,Adj Cash Fl/Op Exp+Repaid LT Debt+Div,113.21,119.26,125.89,110.72,105.81
268,Pretax Oper Inc + Int Exp/Int Expense, 5533.09, 1536.90, 2534.36, 1534.88, 2446.21
269,Div + Int From Subs/Int Exp + Div,179.88,153.04,180.70,163.04,153.16
270,Fees+Other Inc From Subs/Sal + Oth Exp,21.98, 25.37, 25.36, 27.65, 28.06
271,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
272,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
273,Nonaccrual, 3.33,0.03,2.75,0.04,0.12
274,Total,3.34,0.05,2.78,0.04,0.13
275,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
276,To Bank Subsidiaries, 0.01,0.00,0.00,0.12,0.01
277,To Nonbank Subsidiaries,0.84,0.78,0.74,0.36,0.65
278,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.00
279,Total,1.10,1.09,1.05,0.76,1.01
280,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
281,Nonbank Assets of Nonbank Subsidiaries, 6.97, 11.18, 10.96,7.93,6.57
282,Combined Thrift Assets, 0.14,0.22,0.21,0.20,0.29
283,Combined Foreign Nonbank Sub Assets,0.18,0.27,0.28,0.14,0.06
284,PAYOUT RATIOS - PARENT, 09/30/2002,09/30/2001,12/31/2001,12/31/2000,12/31/1999
285,Div Paid/Inc Before Undist Inc,50.96, 66.23, 53.54, 59.66, 65.63
286,Dividends Paid/Net Income, 29.00, 38.28, 39.37, 40.82, 35.56
287,Dividends From Bank Subs,52.12, 58.63, 71.41, 81.89, 64.02
288,Interest Income From Bank Subs, 2.88,7.25, 10.69, 14.28,5.38
289,Mgt & Service Fees From Bank Subs,3.03,5.58, 10.87,7.00,6.18
290,Other Income From Bank Subs,0.10,0.00,0.01,0.05,0.01
291,Interest Income From Nonbank Subs, 20.35, 35.66, 21.55, 34.94, 27.36
292,Mgt & Serv Fees From Nonbank Subs,4.56,7.91,1.94,4.71,6.14
293,Other Income From Nonbank Subs, 0.04,0.01,0.01,0.04,0.03
294,Operating Inc From Nonbank Subs,134.83, 97.16, 98.84,108.81, 91.56
295,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
296,Dividends From Subsidiary BHCs,82.15, 51.11, 67.26, 50.08, 71.53
297,Interest Inc From Subsidiary BHCs,1.35,2.23,1.90,1.93,2.04
298,Mgt & Serv Fees From Sub BHCs,0.75,1.04,1.04,1.00,1.69
299,Other Income From Subsidiary BHCs,0.00,0.03,0.03,0.00,0.00
300,Dividends From Bank Subsidiaries,51.91, 50.30, 49.04, 54.08, 52.11
301,Interest Income From Bank Subs, 4.91,4.21,3.79,3.87,3.68
302,Mgt & Serv Fees From Bank Subs, 3.19,3.31,2.89,2.60,3.60
303,Other Income From Bank Subs,0.01,0.00,0.00,0.02,0.01
304,Mgt & Serv Fees From Nonbank Subs,0.13,0.17,0.14,0.15,0.31
305,Other Income From Nonbank Subs, 0.00,0.00,0.00,0.01,0.01
306,Mgt & Serv Fees From Sub BHCs,0.00,0.00,0.00,0.01,0.13
307,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
308, 1027004,"26,289,386", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 66 bank holding companies.
309, 09/30/2002,09/30/2001,12/31/2001,12/31/2000,12/31/1999, 
310, 09/30/2002,09/30/2001,12/31/2001,12/31/2000,12/31/1999, 
311, 1379552," 180,608,370", ABN AMRO NORTH AMERICA HOLDING,"CHICAGO, IL", , 
312, 1074660,"18,340,658", ALLFIRST FINANCIAL INC.," BALTIMORE, MD", , 
313, 1078604,"39,636,028", AMSOUTH BANCORPORATION,"BIRMINGHAM, AL", , 
314, 1073757," 660,007,000", BANK OF AMERICA CORPORATION," CHARLOTTE, NC", , 
315, 1033470,"81,113,983"," BANK OF NEW YORK COMPANY, INC.","NEW YORK, NY", , 
316, 1068294," 274,187,000", BANK ONE CORPORATION,"CHICAGO, IL", , 
317, 1245415,"37,779,356", BANKMONT FINANCIAL CORP.,"WILMINGTON, DE", , 
318, 1249196,"22,553,979"," BANKNORTH GROUP, INC."," PORTLAND, ME", , 
319, 1074156,"78,186,831", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
320, 1883693,"12,018,179", BOK FINANCIAL CORPORATION," TULSA, OK", , 
321, 1923946,"40,007,040"," CHARTER ONE FINANCIAL, INC."," CLEVELAND, OH", , 
322, 2797498,"28,063,711", CIBC DELAWARE HOLDINGS INC.," NEW YORK, NY", , 
323, 1132449,"58,445,000"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
324, 1027518,"11,273,763", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
325, 1080465,"15,194,859"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
326, 1199844,"52,680,645", COMERICA INCORPORATED," DETROIT, MI", , 
327, 1117679,"15,386,015"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
328, 1049341,"13,223,578"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
329, 1078529,"23,838,963"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
330, 1130780,"10,829,882", FBOP CORPORATION,"OAK PARK, IL", , 
331, 1070345,"77,700,740", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
332, 1075612,"12,082,183"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
333, 1020902,"10,566,869"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
334, 1113514," 187,327,000", FLEETBOSTON FINANCIAL CORPORAT,"BOSTON, MA", , 
335, 2081124,"22,582,278", GREENPOINT FINANCIAL CORP.,"NEW YORK, NY", , 
336, 1078921,"16,633,178", HIBERNIA CORPORATION,"NEW ORLEANS, LA", , 
337, 2872407," 114,419,752", HSBC NORTH AMERICA INC.," BUFFALO, NY", , 
338, 2792680,"13,195,126"," HUDSON CITY, MHC","PARAMUS, NJ", , 
339, 1068191,"26,735,512", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
340, 1039502," 741,759,000", J.P. MORGAN CHASE & CO.," NEW YORK, NY", , 
341, 1068025,"82,989,895", KEYCORP," CLEVELAND, OH", , 
342, 1037003,"34,148,490", M&T BANK CORPORATION,"BUFFALO, NY", , 
343, 1199497,"30,135,896", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
344, 1068762,"35,323,048", MELLON FINANCIAL CORPORATION,"PITTSBURGH, PA", , 
345, 1072442,"10,582,874", MERCANTILE BANKSHARES CORPORAT,"BALTIMORE, MD", , 
346, 1069125," 109,361,713", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
347, 1093728,"20,970,650", NATIONAL COMMERCE FINANCIAL CO,"MEMPHIS, TN", , 
348, 2132932,"10,042,251"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
349, 1048429,"20,824,534"," NORTH FORK BANCORPORATION, INC","MELVILLE, NY", , 
350, 1199611,"39,670,547", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
351, 1246702,"11,889,332", PEOPLE'S MUTUAL HOLDINGS,"BRIDGEPORT, CT", , 
