,Column1,Value1,Value2,Value3,Value4,Value5
78, All Other Securities, 4.14,4.28,4.27,4.73,4.79
79,Interest-Bearing Deposits,0.43,0.56,0.53,0.67,0.88
80, Time Deposits of $100K or More, 0.96,1.18,1.12,1.30,1.55
81, Time Deposits < $100K,0.99,1.26,1.23,1.47,1.76
82, Other Domestic Deposits,0.24,0.29,0.28,0.38,0.53
83, Foreign Deposits, 0.36,0.55,0.46,0.50,0.48
84,Fed Funds Purchased and Repos,0.77,0.87,0.91,0.86,0.82
85, Other Borrowed Funds & Trading Liab,2.05,2.47,2.36,2.41,2.48
86, All Interest-Bearing Funds, 0.70,0.88,0.85,1.11,1.31
87, , , , , , 
88, 3 , , , , , 
89, , 09/30/2013,09/30/2012,12/31/2012,12/31/2011,12/31/2010
90, Avg Personnel Exp Per Employee ($000),73,73,97,90,89
91, Avg Assets per Employee ($000),"7,234"," 7,203"," 7,080"," 6,503"," 6,303"
92, ANALYSIS RATIOS , , , , , 
93,Mutual Fund Fee Inc / Non-Int Income, 3.01,3.01,2.84,3.12,2.86
94,Overhead Exp / NII + Non-Int Income, 67.25, 68.53, 69.11, 68.44, 65.92
95,PERCENT OF AVERAGE ASSETS: , , , , , 
96,Total Overhead Expense, 3.19,3.22,3.34,3.16,3.19
97, Personnel Expense,1.49,1.48,1.49,1.51,1.53
98, Net Occupancy Expense,0.34,0.34,0.34,0.36,0.38
99, Other Operating Expenses, 1.36,1.40,1.50,1.23,1.24
100,Overhead Less Non-Interest Income,1.28,1.38,1.37,1.49,1.28
101,PERCENT OF ADJUSTED OPERATING INCOME (TE): , , , , , 
102,Total Overhead Expense,66.54, 67.88, 68.50, 67.64, 65.03
103, Personnel Expense, 31.78, 31.71, 31.26, 32.51, 31.04
104, Net Occupancy Expense,7.40,7.49,7.36,7.92,7.84
105, Other Operating Expenses,26.55, 28.46, 29.46, 26.22, 25.37
106,Total Non-Interest Income, 36.38, 35.35, 36.31, 33.59, 36.35
107, Fiduciary Activities Income,2.41,2.23,2.18,2.81,3.28
108, Serv Charges on Deposit Accts - Domestic, 4.68,4.62,4.61,5.74,6.22
109, Trading Revenue,1.04,1.38,1.35,1.58,1.80
110, Investment Banking Fees & Commissions,2.65,3.09,2.81,2.86,3.07
111, Venture Capital Revenue,0.05,0.13,0.11,0.12,0.12
112, Net Servicing Fees, 1.02,0.61,0.63,0.65,0.92
113, Net Securitization Income,0.01,0.01,0.01,0.01,0.00
114, Insurance Activities Revenue, 1.14,1.14,1.11,1.03,1.00
115," Net Gain (Loss) - Sales Loans, OREO, Oth", 2.44,1.92,2.05,0.42,0.49
116, Other Non-Interest Income, 11.50, 11.55, 12.07, 12.04, 12.94
117,Overhead Less Non-Interest Income, 29.70, 32.21, 31.82, 33.69, 28.72
118, TAX RATIOS: , , , , , 
119,Appl Inc Taxes/Pretax NOI (TE),29.03, 28.18, 27.20, 27.79, 21.65
120, Appl Inc Tax+TE/Pretax NOI+TE, 32.46, 32.05, 30.97, 32.84, 29.75
121, , , , , , 
122, 4 , , , , , 
123,PERCENT OF TOTAL ASSETS,09/30/2013,09/30/2012,12/31/2012,12/31/2011,12/31/2010
124, Real Estate Loans, 32.72, 32.50, 32.00, 32.56, 34.18
125, Commercial and Industrial Loans, 12.22, 11.31, 11.65, 11.71, 11.77
126, Loans to Individuals, 5.10,4.97,4.94,6.00,5.68
127, Loans to Depository Institutions, 0.11,0.09,0.10,0.14,0.07
128, Agricultural Loans, 0.13,0.13,0.12,0.15,0.17
129, Other Loans and Leases, 4.09,3.93,4.15,3.48,3.40
130,Net Loans and Leases, 59.09, 57.47, 57.96, 57.64, 57.51
131, Debt Securities Over 1 Year, 15.50, 16.30, 15.91, 16.67, 16.23
132, Mutual Funds and Equity Securities, 0.12,0.12,0.12,0.12,0.18
133,Subtotal, 75.58, 74.77, 74.96, 75.85, 75.08
134, Interest-Bearing Bank Balances, 4.70,4.46,4.19,3.96,4.00
135, Federal Funds Sold & Reverse Repos, 0.96,0.97,1.13,1.30,1.27
136, Debt Securities 1 Year or Less, 2.79,3.28,3.05,3.07,3.03
137, Trading Assets, 0.81,0.96,0.98,1.38,1.43
138,Total Earning Assets, 88.18, 87.97, 87.84, 88.19, 87.62
139, Non-Int Cash and Due From Dep Inst, 1.46,1.31,1.53,1.52,1.33
140, Other Real Estate Owned,0.20,0.26,0.22,0.32,0.37
141, All Other Assets,10.25, 10.58, 10.46, 10.18, 10.96
142,MEMORANDA: , , , , , 
143,Short-Term Investments, 9.53,9.83,9.34, 10.02, 10.19
144, U.S. Treasury Securities, 0.48,0.50,0.56,0.66,0.85
145, U.S. Agency Securities (excl MBS),1.33,1.32,1.38,1.81,1.99
146, Municipal Securities, 1.18,1.19,1.13,1.39,1.36
147, Mortgage-Backed Securities,11.66, 12.70, 11.90, 12.85, 11.86
148, Asset-Backed Securities,0.66,0.61,0.65,0.56,0.51
149, Other Debt Securities,0.99,1.07,1.01,1.09,1.13
150, RE Loans Secured by 1-4 Family,15.75, 16.31, 16.03, 14.92, 14.72
151, Revolving,3.20,3.45,3.38,3.76,4.05
152," Closed-End, Sec by First Liens",11.52, 11.77, 11.59,9.88,9.36
153," Closed-End, Sec by Junior Liens",0.53,0.59,0.56,0.80,1.02
154, Commercial Real Estate Loans,14.79, 13.85, 13.71, 15.96, 17.76
155, Construction and Land Dev,1.68,1.73,1.62,2.35,3.38
156, Multifamily,1.91,1.73,1.65,1.61,1.60
157, Nonfarm Nonresidential,10.58, 10.17, 10.10, 11.22, 11.98
158, RE Loans Secured by Farmland, 0.24,0.23,0.22,0.28,0.32
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 55.76, 56.00, 55.30, 55.27, 57.39
161, RE Loans Secured by 1-4 Family,26.81, 28.38, 27.79, 25.96, 25.51
162, Revolving,5.52,6.08,5.91,6.49,6.91
163, Closed-End,20.77, 21.76, 21.35, 18.76, 17.92
164, Commercial Real Estate Loans,24.61, 23.24, 23.24, 26.20, 28.90
165, Construction and Land Dev,2.79,2.93,2.75,3.92,5.54
166, Multifamily,3.30,3.01,2.89,2.73,2.64
167, Nonfarm Nonresidential,17.59, 17.06, 17.10, 18.27, 19.36
168, RE Loans Secured by Farmland, 0.42,0.41,0.39,0.50,0.55
169, Loans to Depository Institutions, 0.23,0.17,0.20,0.33,0.17
170, Commercial and Industrial Loans, 20.40, 19.62, 19.66, 20.23, 19.83
171, Loans to Individuals, 8.80,8.58,8.70, 10.25,9.83
172, Credit Card Loans,2.37,2.41,2.44,3.15,2.54
173, Agricultural Loans, 0.23,0.24,0.23,0.26,0.28
174, Loans to Foreign Govts and Inst,0.01,0.00,0.00,0.01,0.01
175, Other Loans and Leases, 8.13,8.32,8.87,7.17,6.79
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,09/30/2013,09/30/2012,12/31/2012,12/31/2011,12/31/2010
179, Short-Term Investments, 9.53,9.83,9.34, 10.02, 10.19
180, Liquid Assets, 24.32, 25.28, 24.99, 26.81, 25.95
181, Investment Securities, 19.17, 20.77, 20.18, 20.93, 20.42
182, Net Loans and Leases,59.09, 57.47, 57.96, 57.64, 57.51
183," Net Lns, Ls & Stdby Ltrs of Credit",61.16, 59.57, 59.99, 60.14, 60.00
184, Core Deposits, 57.26, 55.17, 55.65, 55.91, 53.59
185, Noncore Funding, 23.76, 25.03, 24.83, 26.62, 29.02
186, Time Deposits of $100K or More, 5.55,6.09,5.83,6.23,6.69
187, Foreign Deposits, 1.00,1.06,1.00,1.65,1.96
188, Fed Funds Purchased and Repos,2.58,2.81,2.65,3.73,4.09
189, Net Fed Funds Purchased (Sold), 1.58,1.76,1.51,2.28,2.58
190, Commercial Paper, 0.15,0.15,0.14,0.11,0.12
191,Oth Borrowings W/Rem Mat 1 Yr or Less,2.45,2.40,2.54,2.68,2.53
192, Earning Assets Repr in 1 Year, 39.55, 40.19, 39.70, 41.57, 42.48
193, Int-Bearing Liab Repr in 1 Year, 11.40, 12.79, 12.42, 13.13, 14.97
194, Long-Term Debt Repr in 1 Year,1.12,1.33,1.31,1.62,2.03
195, Net Assets Repriceable in 1 Year,24.97, 23.94, 23.75, 25.09, 23.91
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,17.78, 19.68, 19.34, 20.15, 25.33
198, Net ST Noncore Funding Dependence,3.00,3.08,3.44,4.17,6.24
199, Short-Term Inv/ST Noncore Funding, 98.98, 91.95, 91.22, 75.15, 65.99
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,17.28, 18.63, 18.50, 20.31, 15.49
201, Net Loans and Leases/Total Deposits, 92.43, 92.31, 93.70, 87.55, 88.15
202, Net Loans and Leases/Core Deposits, 119.13,127.50,125.79,116.55,120.14
203, Held-To-Mat Sec Appr(Depr)/T1 Cap, -0.54,1.53,1.39,0.94,0.28
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 0.27,5.00,4.41,3.77,2.05
205, Struct Notes Appr(Depr)/T1 Cap,-0.17, -0.02, -0.02, -0.17, -0.03
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 13.20, 10.32, 10.63,6.59,5.23
208, Available-For-Sale Securities, 86.80, 89.68, 89.37, 93.41, 94.77
209, U.S. Treasury Securities, 3.38,3.24,3.82,3.64,4.71
210, U.S. Agency Securities (excl MBS),7.00,7.44,7.26,9.19, 11.25
211, Municipal Securities, 6.35,5.82,5.98,6.79,6.92
212, Mortgage-Backed Securities,64.55, 63.85, 63.14, 61.59, 57.24
213, Asset-Backed Securities,3.60,3.46,3.57,3.53,3.48
214, Other Debt Securities,5.02,5.62,5.16,6.86,6.80
215, Mutual Funds and Equity Securities, 0.81,0.86,0.91,1.07,1.15
216,Debt Securities 1 Year or Less,16.04, 17.10, 17.02, 16.71, 17.10
217, Debt Securities 1 To 5 Years,21.33, 24.14, 20.75, 24.10, 27.34
218, Debt Securities Over 5 Years,58.35, 54.77, 57.92, 54.74, 50.65
219, Pledged Securities,41.45, 39.96, 40.49, 47.10, 50.95
220," Structured Notes, Fair Value", 0.15,0.14,0.12,0.39,0.47
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,09/30/2013,09/30/2012,12/31/2012,12/31/2011,12/31/2010
224, Provision for Ln&Ls Losses/Avg Assets,0.19,0.32,0.33,0.49,1.10
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.33,0.55,0.55,0.80,1.80
226, Provision for Ln&Ls Losses/Net Losses, 74.43, 73.27, 76.76, 70.36,100.32
227,Ln&Ls Allowance/Total Loans & Leases, 1.48,1.67,1.61,2.11,2.63
228, Ln&Ls Allowance/Net Ln&Ls Losses (X), 6.69,3.35,3.51,2.24,1.70
229, ALLL/Nonaccrual Assets, 138.00,118.75,122.96,115.70, 99.32
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls,109.11, 93.10, 97.97, 87.52, 78.33
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.65,0.96,0.94,1.40,2.26
232, Recoveries/Avg Loans and Leases,0.17,0.19,0.19,0.23,0.20
233, Net Losses/Avg Loans and Leases,0.47,0.76,0.74,1.17,2.04
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,0.01,0.01,0.02,0.06
235, Recoveries/Prior Year-End Losses,16.30, 13.17, 18.24, 12.27,9.74
236, Earnings Coverage of Net Losses (X), 18.54,7.83,8.80,3.51,2.53
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.38,0.75,0.69,1.20,2.17
239, RE Loans Secured By 1-4 Family, 0.51,0.85,0.81,0.96,1.43
240, Revolving,0.59,1.03,1.02,1.12,1.31
241, Closed-End, 0.46,0.79,0.76,0.93,1.45
242, Commercial Real Estate Loans, 0.24,0.55,0.50,1.21,2.64
243, Construction and Land Dev,0.54,1.52,1.28,3.38,6.60
244, Multifamily,0.10,0.30,0.29,0.78,1.20
245, Nonfarm Nonresidential, 0.20,0.42,0.40,0.74,1.38
246, RE Loans Secured by Farmland, 0.19,0.37,0.37,1.03,0.60
247,Commercial and Industrial Loans,0.40,0.52,0.56,0.87,1.57
248, Loans to Depository Institutions,-0.01,0.02,0.05, -0.02,0.05
249,Loans to Individuals, 1.30,1.63,1.51,1.96,2.88
250, Credit Card Loans,2.61,2.83,2.70,3.76,5.94
251,Agricultural Loans, 0.13,0.25,0.20,0.35,0.62
252, Loans to Foreign Governments & Inst,0.00,0.00,0.00, -0.11, -0.13
253, Other Loans and Leases, 0.16,0.16,0.18,0.37,0.72
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,09/30/2013,09/30/2012,12/31/2012,12/31/2011,12/31/2010
257, 30-89 Days PD Loans and Leases, 0.68,0.86,0.87,0.96,1.20
258, 90+ Days PD Loans and Leases, 0.41,0.57,0.56,0.73,0.78
259, Nonaccrual Loans and Leases,1.25,1.72,1.52,2.18,3.12
260,90+ Days PD and Nonaccrual Loans and Leases,1.87,2.59,2.28,3.00,4.07
261,30-89 Days PD Restructured, 0.05,0.06,0.06,0.08,0.05
262, 90+ Days PD Restructured, 0.03,0.03,0.03,0.04,0.02
263, Nonaccrual Restructured,0.40,0.49,0.47,0.55,0.46
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.68,0.86,0.88,0.96,1.21
267, 90+ Days Past Due Assets, 0.42,0.58,0.57,0.73,0.79
268, Nonaccrual Assets,1.28,1.76,1.56,2.20,3.14
269, 30+ Days PD & Nonaccrual Assets,2.60,3.55,3.25,4.06,5.38
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,1.12,1.52,1.37,1.76,2.40
272, 90+ PD & Nonaccrual Assets + OREO,1.32,1.78,1.59,2.10,2.79
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.59,1.98,1.80,2.43,2.79
276, Allowance for Loan & Lease Losses,190.66,211.06,201.23,210.83,201.05
277, Equity Cap + ALLL, 13.18, 16.70, 15.16, 20.69, 23.64
278, Tier 1 Cap + ALLL, 15.37, 19.47, 17.90, 24.43, 26.90
279, Loans & Leases + RE Acquired, 2.62,3.31,3.02,4.08,4.70
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 09/30/2013,09/30/2012,12/31/2012,12/31/2011,12/31/2010
284,- 90+ Days Past Due, 0.61,0.82,0.75,0.91,0.95
285,- Nonaccrual,1.96,2.71,2.38,3.76,5.21
286,- 90+ Days Past Due, 0.09,0.14,0.13,0.16,0.24
287,- Nonaccrual,0.82,1.00,0.99,1.12,1.91
288,- 90+ Days Past Due, 0.27,0.32,0.29,0.54,0.62
289,- Nonaccrual,0.25,0.37,0.33,0.30,0.45
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.01,0.02,0.00
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.00
293, Agricultural - 30-89 Days PD, 0.14,0.24,0.25,0.18,0.38
294,- 90+ Days Past Due, 0.03,0.02,0.02,0.03,0.04
295,- Nonaccrual,1.09,0.92,1.27,1.11,2.38
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,0.92,0.00,0.00
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
298,- Nonaccrual,0.00,0.19,0.17,0.18,0.62
299, Other Lns&Ls - 30-89 Days PD, 0.17,0.16,0.21,0.31,0.50
300,- 90+ Days Past Due, 0.03,0.02,0.03,0.03,0.08
301,- Nonaccrual,0.24,0.30,0.27,0.43,0.72
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,0.84,1.04,0.99,1.14,1.08
304, - Nonaccrual, 1.99,2.30,2.21,2.74,3.31
305, - 90+ Days Past Due,0.10,0.13,0.12,0.18,0.18
306, - Nonaccrual, 1.28,1.19,1.23,1.02,1.34
307, - 90+ Days Past Due,1.05,1.34,1.26,1.51,1.45
308, - Nonaccrual, 2.25,2.64,2.51,3.34,4.13
309, Commercial RE - 30-89 Days PD,0.33,0.50,0.65,0.79,1.11
310, - 90+ Days Past Due,0.28,0.42,0.34,0.46,0.57
311, - Nonaccrual, 1.63,2.90,2.42,4.31,6.70
312, Const & Dev - 30-89 Days PD,0.47,0.73,1.24,1.26,1.70
313, - 90+ Days Past Due,0.73,1.24,1.05,1.43,1.57
314, - Nonaccrual, 3.28,6.41,5.54, 10.39, 15.47
315, Multifamily - 30-89 Days PD,0.22,0.33,0.55,0.57,0.84
316, - 90+ Days Past Due,0.18,0.24,0.26,0.19,0.41
317, - Nonaccrual, 0.70,1.67,1.29,2.49,3.44
318, Nonfarm Nres- 30-89 Days PD,0.29,0.44,0.51,0.60,0.82
319, - 90+ Days Past Due,0.20,0.28,0.23,0.30,0.34
320, - Nonaccrual, 1.51,2.35,2.09,3.28,4.23
321, - 90+ Days Past Due,0.38,0.44,0.58,0.57,0.23
322, - Nonaccrual, 1.73,2.76,3.17,3.91,5.27
323, - 90+ Days Past Due,0.51,0.53,0.54,0.70,0.97
324, - Nonaccrual, 0.21,0.29,0.29,0.28,0.39
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 09/30/2013,09/30/2012,12/31/2012,12/31/2011,12/31/2010
328, Tier 1 Leverage Ratio,9.67,9.55,9.37,9.26,9.03
329, Tier 1 RBC Ratio,13.20, 13.21, 12.83, 13.12, 12.96
330, Total Risk-Based Capital Ratio,15.07, 15.33, 14.83, 15.47, 15.62
331,Tangible Tier 1 Leverage Ratio, 9.37,9.28,9.10,8.95,8.70
332, Tangible Common Eq Cap/Tan Assets,8.32,8.17,8.03,7.73,7.05
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,25.75, 24.15, 24.41, 26.66, 24.59
337, Standby Letters of Credit,1.45,1.49,1.46,2.11,2.31
338, Commercial & Similar Letters of Credit, 0.06,0.06,0.06,0.08,0.08
339,Securities Lent,0.31,0.33,0.29,0.63,0.84
340, Credit Derivatives (BHC as Guarantor),0.16,0.15,0.18,2.62,2.54
341, Credit Derivatives (BHC as Beneficiary),0.19,0.27,0.25,2.86,2.75
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,40.75, 47.61, 43.22,113.41,106.16
344, Interest Rate Contracts, 26.92, 34.22, 31.25, 86.32, 81.18
345, Interest Rate Futures & Forward Contr,5.11,8.17,6.72, 14.00, 13.85
346, Written Options Contr (Int Rate), 1.99,2.43,2.08,4.40,5.08
347, Purchased Options Contr (Int Rate), 1.38,1.54,1.46,4.16,5.03
348, Interest Rate Swaps, 16.79, 18.98, 17.60, 62.22, 51.76
349,Foreign Exchange Contracts, 9.02,9.35,9.01, 19.05, 17.41
350, Futures & Forward Foreign Exch Contr, 5.23,5.88,5.81, 11.41, 10.24
351, Written Options Contr (Foreign Exch), 0.06,0.12,0.11,0.59,0.62
352, Purchased Options Contr (Foreign Exch), 0.07,0.14,0.11,0.58,0.62
353, Foreign Exchange Rate Swaps,0.81,0.98,0.92,3.99,2.25
354,"Equity,Commodity, & Other Deriv Contr",1.58,1.89,1.54,3.41,2.77
355, Commodity & Other Fut & Forward Contr,0.09,0.10,0.09,0.28,0.32
356, Written Options Contr (Comm & Other), 0.66,0.69,0.64,1.28,1.16
357, Purchased Options Contr (Comm & Oth), 0.40,0.51,0.40,0.95,0.68
358, Commodity & Other Swaps,0.24,0.28,0.22,0.49,0.35
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,49.98, 47.30, 49.23, 57.10, 50.55
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 09/30/2013,09/30/2012,12/31/2012,12/31/2011,12/31/2010
364, Interest Rate Contracts, 87.94, 86.01, 87.64, 84.63, 87.69
365, Foreign Exchange Contracts, 7.73,8.20,8.15,9.68,8.20
366," Equity, Comm, & Other Contracts",2.81,3.14,2.78,3.30,2.32
367,Futures and Forwards,23.61, 25.11, 24.46, 24.98, 25.32
368, Written Options,9.22, 10.37,9.31,8.59,7.79
369, Exchange-Traded,0.15,0.24,0.08,0.31,0.33
370, Over-The-Counter, 8.78,9.91,9.04,7.79,7.09
371, Purchased Options,4.37,3.93,3.98,4.68,4.47
372, Exchange-Traded,0.25,0.14,0.15,0.25,0.30
373, Over-The-Counter, 3.81,3.56,3.52,3.96,3.76
374, Swaps, 55.88, 51.58, 53.80, 58.87, 55.17
375,Held for Trading,45.17, 41.01, 43.59, 50.43, 51.40
376, Interest Rate Contracts, 35.38, 31.19, 33.48, 39.62, 42.14
377, Foreign Exchange Contracts, 3.42,3.68,3.77,4.83,4.24
378," Equity, Comm, & Other Contracts",1.20,0.95,1.08,1.54,1.09
379,Non-Traded,54.83, 58.99, 56.41, 49.57, 48.60
380, Interest Rate Contracts, 48.67, 50.25, 50.15, 35.66, 42.56
381, Foreign Exchange Contracts, 2.03,1.94,1.86,2.02,1.37
382," Equity, Comm, & Other Contracts",0.77,1.26,0.82,0.71,0.50
383,Deriv Contr (Excl Fut & FX LE 14 Days),84.65, 80.12, 84.04, 79.53, 82.32
384, One Year or Less,26.57, 30.60, 29.64, 32.71, 31.49
385, Over 1 Year to 5 Years,30.81, 28.76, 32.79, 27.38, 29.22
386, Over 5 Years,18.95, 14.13, 16.03, 12.83, 14.32
387, Gross Negative Fair Value (Abs Val),1.56,2.23,1.96,2.16,1.87
388, Gross Positive Fair Value,1.48,2.13,1.93,2.10,1.94
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.12,0.17,0.16,0.30,0.23
