,Column1,Value1,Value2,Value3,Value4,Value5
232, Recoveries/Avg Loans and Leases,0.18,0.19,0.19,0.23,0.20
233, Net Losses/Avg Loans and Leases,0.51,0.77,0.74,1.17,2.04
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,0.01,0.01,0.02,0.06
235, Recoveries/Prior Year-End Losses,10.83,8.85, 18.24, 12.27,9.74
236, Earnings Coverage of Net Losses (X), 19.11,7.94,8.80,3.51,2.53
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.43,0.75,0.69,1.20,2.17
239, RE Loans Secured By 1-4 Family, 0.56,0.80,0.81,0.96,1.43
240, Revolving,0.58,0.93,1.02,1.12,1.31
241, Closed-End, 0.51,0.73,0.76,0.93,1.45
242, Commercial Real Estate Loans, 0.27,0.59,0.50,1.21,2.64
243, Construction and Land Dev,0.59,1.71,1.28,3.38,6.60
244, Multifamily,0.14,0.30,0.29,0.78,1.20
245, Nonfarm Nonresidential, 0.22,0.41,0.40,0.74,1.38
246, RE Loans Secured by Farmland, 0.20,0.34,0.37,1.03,0.60
247,Commercial and Industrial Loans,0.42,0.52,0.55,0.87,1.57
248, Loans to Depository Institutions, 0.00,0.03,0.05, -0.02,0.05
249,Loans to Individuals, 1.33,1.55,1.51,1.96,2.88
250, Credit Card Loans,2.72,2.91,2.70,3.76,5.94
251,Agricultural Loans, 0.06,0.29,0.20,0.35,0.62
252, Loans to Foreign Governments & Inst,0.00,0.00,0.00, -0.11, -0.13
253, Other Loans and Leases, 0.12,0.16,0.18,0.37,0.72
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,06/30/2013,06/30/2012,12/31/2012,12/31/2011,12/31/2010
257, 30-89 Days PD Loans and Leases, 0.72,0.80,0.87,0.96,1.20
258, 90+ Days PD Loans and Leases, 0.46,0.55,0.56,0.73,0.78
259, Nonaccrual Loans and Leases,1.32,1.76,1.52,2.18,3.12
260,90+ Days PD and Nonaccrual Loans and Leases,2.00,2.65,2.28,3.00,4.07
261,30-89 Days PD Restructured, 0.06,0.06,0.06,0.08,0.05
262, 90+ Days PD Restructured, 0.03,0.02,0.03,0.04,0.02
263, Nonaccrual Restructured,0.42,0.46,0.47,0.55,0.46
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.73,0.81,0.88,0.96,1.21
267, 90+ Days Past Due Assets, 0.46,0.56,0.57,0.73,0.79
268, Nonaccrual Assets,1.35,1.81,1.56,2.20,3.14
269, 30+ Days PD & Nonaccrual Assets,2.79,3.57,3.24,4.06,5.38
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,1.20,1.55,1.37,1.76,2.40
272, 90+ PD & Nonaccrual Assets + OREO,1.42,1.84,1.59,2.10,2.79
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.65,2.05,1.80,2.43,2.79
276, Allowance for Loan & Lease Losses,193.19,210.39,201.23,210.83,201.05
277, Equity Cap + ALLL, 13.72, 17.40, 15.16, 20.69, 23.64
278, Tier 1 Cap + ALLL, 15.70, 20.14, 17.90, 24.43, 26.90
279, Loans & Leases + RE Acquired, 2.72,3.39,3.02,4.08,4.70
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 06/30/2013,06/30/2012,12/31/2012,12/31/2011,12/31/2010
284,- 90+ Days Past Due, 0.68,0.79,0.75,0.91,0.95
285,- Nonaccrual,2.06,2.72,2.37,3.76,5.21
286,- 90+ Days Past Due, 0.09,0.10,0.11,0.16,0.24
287,- Nonaccrual,0.90,0.98,0.99,1.12,1.91
288,- 90+ Days Past Due, 0.27,0.34,0.29,0.54,0.62
289,- Nonaccrual,0.27,0.32,0.33,0.30,0.45
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.01,0.02,0.00
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.00
293, Agricultural - 30-89 Days PD, 0.25,0.19,0.25,0.18,0.38
294,- 90+ Days Past Due, 0.01,0.02,0.02,0.03,0.04
295,- Nonaccrual,1.15,1.40,1.26,1.11,2.38
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,0.92,0.00,0.00
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
298,- Nonaccrual,0.00,0.20,0.17,0.18,0.62
299, Other Lns&Ls - 30-89 Days PD, 0.15,0.16,0.21,0.31,0.50
300,- 90+ Days Past Due, 0.02,0.02,0.03,0.03,0.08
301,- Nonaccrual,0.26,0.27,0.28,0.43,0.72
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,0.89,1.00,0.99,1.14,1.08
304, - Nonaccrual, 2.05,2.28,2.17,2.74,3.31
305, - 90+ Days Past Due,0.13,0.11,0.12,0.18,0.18
306, - Nonaccrual, 1.28,1.27,1.23,1.02,1.34
307, - 90+ Days Past Due,1.11,1.32,1.26,1.51,1.45
308, - Nonaccrual, 2.30,2.66,2.47,3.34,4.13
309, Commercial RE - 30-89 Days PD,0.47,0.50,0.66,0.79,1.11
310, - 90+ Days Past Due,0.34,0.43,0.34,0.46,0.57
311, - Nonaccrual, 1.84,3.16,2.42,4.31,6.70
312, Const & Dev - 30-89 Days PD,0.57,0.87,1.24,1.26,1.70
313, - 90+ Days Past Due,1.02,1.44,1.05,1.43,1.57
314, - Nonaccrual, 3.86,8.15,5.54, 10.39, 15.47
315, Multifamily - 30-89 Days PD,0.43,0.35,0.55,0.57,0.84
316, - 90+ Days Past Due,0.19,0.25,0.24,0.19,0.41
317, - Nonaccrual, 0.85,1.87,1.29,2.49,3.44
318, Nonfarm Nres- 30-89 Days PD,0.42,0.41,0.51,0.60,0.82
319, - 90+ Days Past Due,0.23,0.27,0.23,0.30,0.34
320, - Nonaccrual, 1.67,2.51,2.09,3.28,4.23
321, - 90+ Days Past Due,0.34,0.52,0.58,0.57,0.23
322, - Nonaccrual, 1.84,2.84,3.17,3.91,5.27
323, - 90+ Days Past Due,0.48,0.67,0.54,0.70,0.97
324, - Nonaccrual, 0.24,0.27,0.29,0.28,0.39
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 06/30/2013,06/30/2012,12/31/2012,12/31/2011,12/31/2010
328, Tier 1 Leverage Ratio,9.55,9.54,9.37,9.26,9.03
329, Tier 1 RBC Ratio,13.06, 13.27, 12.85, 13.12, 12.96
330, Total Risk-Based Capital Ratio,14.94, 15.40, 14.84, 15.47, 15.62
331,Tangible Tier 1 Leverage Ratio, 9.26,9.26,9.10,8.95,8.70
332, Tangible Common Eq Cap/Tan Assets,8.10,8.08,8.03,7.73,7.05
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,25.68, 22.59, 24.41, 26.66, 24.59
337, Standby Letters of Credit,1.58,1.54,1.46,2.11,2.31
338, Commercial & Similar Letters of Credit, 0.05,0.06,0.06,0.08,0.08
339,Securities Lent,0.29,0.35,0.29,0.63,0.84
340, Credit Derivatives (BHC as Guarantor),0.17,0.15,0.18,2.62,2.54
341, Credit Derivatives (BHC as Beneficiary),0.20,0.31,0.25,2.86,2.75
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,43.87, 48.44, 43.22,113.41,106.16
344, Interest Rate Contracts, 29.56, 35.13, 31.25, 86.32, 81.18
345, Interest Rate Futures & Forward Contr,6.71,7.64,6.72, 14.00, 13.85
346, Written Options Contr (Int Rate), 1.95,2.53,2.08,4.40,5.08
347, Purchased Options Contr (Int Rate), 1.15,1.59,1.46,4.16,5.03
348, Interest Rate Swaps, 16.94, 19.64, 17.60, 62.22, 51.76
349,Foreign Exchange Contracts, 9.33,9.13,9.01, 19.05, 17.41
350, Futures & Forward Foreign Exch Contr, 5.35,5.63,5.81, 11.41, 10.24
351, Written Options Contr (Foreign Exch), 0.07,0.16,0.11,0.59,0.62
352, Purchased Options Contr (Foreign Exch), 0.08,0.17,0.11,0.58,0.62
353, Foreign Exchange Rate Swaps,0.86,0.73,0.92,3.99,2.25
354,"Equity,Commodity, & Other Deriv Contr",1.60,1.88,1.54,3.41,2.77
355, Commodity & Other Fut & Forward Contr,0.10,0.12,0.09,0.28,0.32
356, Written Options Contr (Comm & Other), 0.65,0.63,0.64,1.28,1.16
357, Purchased Options Contr (Comm & Oth), 0.42,0.51,0.40,0.95,0.68
358, Commodity & Other Swaps,0.24,0.29,0.22,0.49,0.35
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,49.80, 45.29, 49.23, 57.10, 50.55
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 06/30/2013,06/30/2012,12/31/2012,12/31/2011,12/31/2010
364, Interest Rate Contracts, 87.96, 86.50, 87.64, 84.63, 87.69
365, Foreign Exchange Contracts, 7.87,7.83,8.15,9.68,8.20
366," Equity, Comm, & Other Contracts",2.73,3.11,2.78,3.30,2.32
367,Futures and Forwards,26.11, 24.78, 24.46, 24.98, 25.32
368, Written Options,9.79, 10.33,9.31,8.59,7.79
369, Exchange-Traded,0.12,0.22,0.08,0.31,0.33
370, Over-The-Counter, 9.46,9.81,9.04,7.79,7.09
371, Purchased Options,3.90,4.40,3.98,4.68,4.47
372, Exchange-Traded,0.22,0.15,0.15,0.25,0.30
373, Over-The-Counter, 3.39,3.95,3.52,3.96,3.76
374, Swaps, 53.54, 51.77, 53.80, 58.87, 55.17
375,Held for Trading,43.60, 42.49, 43.59, 50.43, 51.40
376, Interest Rate Contracts, 33.73, 32.77, 33.48, 39.62, 42.14
377, Foreign Exchange Contracts, 3.50,3.75,3.77,4.83,4.24
378," Equity, Comm, & Other Contracts",1.14,0.98,1.08,1.54,1.09
379,Non-Traded,56.40, 57.51, 56.41, 49.57, 48.60
380, Interest Rate Contracts, 50.88, 49.06, 50.15, 35.66, 42.56
381, Foreign Exchange Contracts, 1.99,1.71,1.86,2.02,1.37
382," Equity, Comm, & Other Contracts",0.74,1.07,0.82,0.71,0.50
383,Deriv Contr (Excl Fut & FX LE 14 Days),84.14, 79.84, 84.04, 79.53, 82.32
384, One Year or Less,28.76, 30.22, 29.64, 32.71, 31.49
385, Over 1 Year to 5 Years,33.59, 28.37, 32.79, 27.38, 29.22
386, Over 5 Years,16.87, 14.30, 16.03, 12.83, 14.32
387, Gross Negative Fair Value (Abs Val),1.59,2.15,1.96,2.16,1.87
388, Gross Positive Fair Value,1.72,2.05,1.93,2.10,1.94
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.14,0.17,0.16,0.30,0.23
391, Gross Positive Fair Value (X),0.14,0.18,0.17,0.31,0.23
