,Column1,Value1,Value2,Value3,Value4,Value5
56,Mortgage-Backed Securities, 4.84,4.89,4.71,4.31,4.17
57,Time Deposits < $100K,3.53,4.47,3.96,2.90,2.42
58,Other Domestic Deposits,1.44,2.50,2.26,1.41,0.79
59,All Interest-Bearing Funds, 2.80,4.04,3.77,2.65,1.82
60, , 12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
61,Avg Personnel Exp Per Employee ($000),76,75,74,73,68
62,Avg Assets per Employee ($000),"5,752"," 5,301"," 5,057"," 4,727"," 4,584"
63,ANALYSIS RATIOS, , , , , 
64,Personnel Expense,1.46,1.52,1.61,1.65,1.65
65,Net Occupancy Expense,0.39,0.39,0.40,0.42,0.43
66,Personnel Expense, 32.30, 32.37, 32.03, 31.93, 31.43
67,Net Occupancy Expense,8.76,8.55,8.03,8.01,8.11
68,Serv Charges on Deposit Accts - Domestic, 7.73,7.59,6.77,7.11,7.62
69,Trading Revenue,0.32,0.20,1.15,1.03,1.05
70,Investment Banking Fees & Commissions,3.10,3.28,3.04,3.71,4.06
71,Venture Capital Revenue, -0.02,0.23,0.19,0.18,0.18
72,Net Servicing Fees, 0.72,0.82,0.68,1.12,0.99
73,Net Securitization Income,0.17,0.31,0.37,0.24,0.29
74,Insurance Activities Revenue, 0.97,1.21,1.24,1.49,1.84
75,"Net Gain (Loss) - Sales Loans, OREO, Oth", 0.22,0.97,1.36,1.60,1.52
76,Appl Inc Taxes/Pretax NOI (TE),23.18, 28.98, 30.50, 31.62, 31.18
77,Appl Inc Tax+TE/Pretax NOI+TE, 31.23, 32.86, 34.13, 34.72, 34.69
78,PERCENT OF TOTAL ASSETS,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
79,Real Estate Loans, 40.82, 40.85, 39.85, 37.12, 36.39
80,Commercial and Industrial Loans, 13.25, 12.81, 11.89, 11.36, 10.78
81,Loans to Individuals, 4.90,5.33,5.36,5.62,5.96
82,Loans to Depository Institutions, 0.08,0.09,0.11,0.11,0.19
83,Agricultural Loans, 0.19,0.21,0.21,0.20,0.20
84,Other Loans and Leases, 3.08,3.26,3.17,3.45,3.51
85, Net Loans and Leases, 63.31, 63.88, 62.66, 60.09, 59.72
86,Debt Securities Over 1 Year, 13.32, 13.05, 13.87, 17.30, 18.67
87,Mutual Funds and Equity Securities, 0.17,0.24,0.26,0.24,0.31
88, Subtotal, 77.47, 78.03, 77.54, 79.60, 80.28
89,Interest-Bearing Bank Balances, 2.82,0.50,0.55,0.69,0.79
90,Federal Funds Sold & Reverse Repos, 0.80,2.24,2.68,2.18,2.13
91,Debt Securities 1 Year or Less, 3.08,3.08,3.12,1.65,1.54
92,Trading Assets, 1.35,1.34,1.15,1.51,1.50
93, Total Earning Assets, 87.55, 87.60, 88.10, 87.92, 88.42
94,Non-Int Cash and Due From Dep Inst, 2.00,2.28,2.38,2.74,2.24
95,Other Real Estate Owned,0.22,0.10,0.06,0.04,0.05
96,U.S. Treasury Securities, 0.13,0.14,0.32,0.46,0.58
97,U.S. Agency Securities (excl MBS),1.84,2.38,3.46,3.19,3.56
98,Municipal Securities, 1.18,1.13,1.07,0.89,0.83
99,Mortgage-Backed Securities,10.52,9.64,9.68, 11.62, 12.00
100,Asset-Backed Securities,0.38,0.35,0.22,0.25,0.32
101,Other Debt Securities,0.56,0.75,0.60,0.74,0.82
102,RE Loans Secured by 1-4 Family,15.68, 16.28, 16.64, 17.72, 17.74
103,Revolving,4.03,3.71,3.86,4.51,4.65
104,"Closed-End, Sec by First Liens", 9.76, 10.54, 10.76, 11.62, 11.39
105,"Closed-End, Sec by Junior Liens",1.46,1.76,1.67,1.38,1.15
106,Commercial Real Estate Loans,22.84, 22.22, 20.91, 17.20, 15.66
107,Construction and Land Dev,7.49,8.05,7.45,5.51,4.30
108,Multifamily,1.56,1.35,1.55,1.22,1.33
109,Nonfarm Nonresidential,12.99, 11.82, 11.02,9.86,9.43
110,RE Loans Secured by Farmland, 0.30,0.27,0.23,0.21,0.21
111,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
112,Real Estate Loans, 62.07, 61.95, 61.98, 60.26, 59.77
113,RE Loans Secured by 1-4 Family,24.52, 25.69, 26.62, 29.55, 28.28
114,Revolving,6.18,5.63,5.88,7.07,7.36
115,Closed-End,17.75, 19.66, 20.25, 21.93, 20.24
116,Commercial Real Estate Loans,34.12, 33.36, 31.92, 27.42, 26.02
117,Construction and Land Dev, 11.06, 11.91, 11.10,8.61,7.02
118,Multifamily,2.38,2.04,2.44,2.00,2.28
119,Nonfarm Nonresidential,19.32, 17.77, 16.60, 15.76, 15.82
120,RE Loans Secured by Farmland, 0.45,0.40,0.34,0.31,0.31
121,Loans to Depository Institutions, 0.15,0.20,0.18,0.21,0.43
122,Commercial and Industrial Loans, 20.86, 19.92, 18.82, 18.75, 17.74
123,Loans to Individuals, 7.81,8.39,8.68,9.50, 10.25
124,Credit Card Loans,1.21,1.26,1.18,1.33,1.48
125,Agricultural Loans, 0.30,0.31,0.33,0.32,0.32
126,Loans to Foreign Govts and Inst,0.00,0.00,0.01,0.01,0.01
127,Other Loans and Leases, 5.20,5.47,6.21,7.24,6.93
128,PERCENT OF TOTAL ASSETS,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
129,Short-Term Investments, 7.84,6.88,8.04,5.73,5.43
130,Liquid Assets, 21.50, 19.58, 22.35, 23.89, 24.15
131,Investment Securities, 17.13, 16.99, 18.55, 20.03, 21.14
132,Net Loans and Leases,63.31, 63.88, 62.66, 60.09, 59.72
133,"Net Lns, Ls & Stdby Ltrs of Credit",66.32, 66.91, 65.82, 63.42, 62.94
134,Core Deposits, 46.38, 46.67, 48.23, 49.27, 48.79
135,Noncore Funding, 37.62, 37.67, 36.10, 34.96, 33.37
136,Time Deposits of $100K or More, 9.19, 10.08, 11.73,9.25,7.71
137,Foreign Deposits, 2.27,3.12,2.70,2.55,2.72
138,Fed Funds Purchased and Repos,5.80,7.30,7.72,8.72,8.39
139,Net Fed Funds Purchased (Sold), 4.61,4.96,4.92,5.91,5.47
140,Int-Bearing Liab Repr in 1 Year, 22.86, 22.78, 22.38, 17.46, 14.06
141,Long-Term Debt Repr in 1 Year,2.06,2.17,2.14,2.13,2.30
142,Net ST Noncore Funding Dependence, 22.53, 26.24, 23.42, 23.55, 19.43
143,Short-Term Inv/ST Noncore Funding, 31.05, 24.89, 26.53, 23.69, 28.09
144,Liq Asts-ST Noncore Fndg/Nonliq Asts,-3.88, -8.26, -3.40,1.72,5.67
145,Net Loans and Leases/Total Deposits, 99.42,101.89, 97.38, 97.41,103.33
146,Net Loans and Leases/Core Deposits, 151.71,151.74,156.68,146.04,154.21
147,Held-To-Mat Sec Appr(Depr)/T1 Cap, -0.65, -0.09, -0.59, -0.70,0.01
148,Avail-For-Sale Sec Appr(Depr)/T1 Cap,-4.14, -1.37, -1.93, -3.11,0.54
149,Available-For-Sale Securities, 94.46, 93.93, 92.47, 91.79, 92.62
150,U.S. Treasury Securities, 1.09,1.15,2.12,2.93,3.33
151,U.S. Agency Securities (excl MBS), 11.58, 14.07, 17.97, 15.52, 16.83
152,Municipal Securities, 7.27,6.71,5.90,4.29,3.91
153,Mortgage-Backed Securities,63.85, 60.61, 59.23, 60.53, 59.37
154,Asset-Backed Securities,2.88,2.79,1.59,1.64,1.71
155,Other Debt Securities,4.02,5.41,3.89,4.62,5.01
156,Debt Securities Over 5 Years,59.59, 58.04, 56.17, 62.90, 64.39
157,Pledged Securities,67.27, 63.70, 61.87, 59.46, 57.43
158,"Structured Notes, Fair Value", 0.27,0.32,0.20,0.27,0.39
159,ANALYSIS RATIOS,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
160,Provision for Ln&Ls Losses/Avg Assets,1.18,0.36,0.15,0.15,0.18
161,Provision for Ln&Ls Losses/Avg Lns&Ls,1.76,0.56,0.25,0.26,0.32
162,ALLL/Nonaccrual Assets, 116.73,193.95,330.96,349.72,282.98
163,Net Losses/Avg Loans and Leases,1.09,0.38,0.23,0.28,0.35
164,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.02,0.00,0.00,0.00,0.00
165,Recoveries/Prior Year-End Losses,21.90, 30.58, 31.81, 30.96, 25.00
166,Earnings Coverage of Net Losses (X),2.44, 13.40, 33.33, 22.73, 18.87NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
167,Real Estate Loans,0.97,0.18,0.08,0.06,0.07
168,RE Loans Secured By 1-4 Family, 0.61,0.18,0.09,0.08,0.08
169,Revolving,0.74,0.24,0.12,0.07,0.08
170,Closed-End, 0.54,0.15,0.08,0.07,0.08
171,Commercial Real Estate Loans, 1.13,0.14,0.04,0.03,0.05
172,Construction and Land Dev,2.86,0.25,0.03,0.01,0.04
173,Multifamily,0.38,0.07,0.02,0.02,0.02
174,Nonfarm Nonresidential, 0.23,0.06,0.04,0.04,0.06
175,Other Loans and Leases, 0.50,0.27,0.22,0.41,0.25
176,PERCENT OF LOANS AND LEASES,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
177,30-89 Days PD Loans and Leases, 1.59,1.03,0.81,0.69,0.64
178,90+ Days PD Loans and Leases, 0.33,0.21,0.15,0.16,0.15
179,Nonaccrual Restructured,0.09,0.01,0.00,0.00,0.01PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
180,30-89 Days Past Due Assets, 1.59,1.03,0.81,0.69,0.65
181,90+ Days Past Due Assets, 0.34,0.21,0.15,0.16,0.15
182,Nonaccrual Assets,2.14,0.94,0.50,0.43,0.52
183,30+ Days PD & Nonaccrual Assets,4.23,2.29,1.50,1.31,1.34PERCENT OF TOTAL ASSETS-----------------------
184,90+ Days PD and Nonaccrual Assets,1.68,0.77,0.42,0.36,0.40
185,90+ PD & Nonaccrual Assets + OREO,1.94,0.90,0.48,0.42,0.46RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
186,Total Assets, 1.65,0.74,0.35,0.29,0.34
187,Allowance for Loan & Lease Losses,138.70, 91.20, 50.61, 42.13, 48.06
188,Equity Cap + ALLL, 16.60,7.98,3.91,3.34,3.83
189,Tier 1 Cap + ALLL, 17.83,9.21,4.32,3.85,4.22
190,Loans & Leases + RE Acquired, 2.52,1.17,0.58,0.49,0.59
191, - 90+ Days Past Due, 0.38,0.20,0.14,0.13,0.11
192, - Nonaccrual,2.78,1.23,0.56,0.43,0.46
193, - 90+ Days Past Due, 0.10,0.08,0.05,0.07,0.07
194, - Nonaccrual,1.16,0.50,0.52,0.61,0.85
195, - 90+ Days Past Due, 0.38,0.29,0.31,0.29,0.32
196, - Nonaccrual,0.40,0.24,0.14,0.16,0.20
197,Dep Inst Lns - 30-89 Days PD, 0.02,0.02,0.00,0.00,0.01
198, - 90+ Days Past Due, 0.00,0.01,0.00,0.00,0.00
199, - Nonaccrual,0.02,0.00,0.00,0.03,0.05
200,Agricultural - 30-89 Days PD, 0.47,0.28,0.27,0.28,0.27
201, - 90+ Days Past Due, 0.02,0.02,0.02,0.01,0.03
202, - Nonaccrual,0.74,0.43,0.36,0.35,0.60
203,Foreign Govts- 30-89 Days PD, 0.18,0.29,1.35,0.35,0.03
204, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
205, - Nonaccrual,0.07,0.00,0.00,0.00,0.43
206,Other Lns&Ls - 30-89 Days PD, 0.69,0.59,0.49,0.43,0.51
207, - 90+ Days Past Due, 0.06,0.03,0.02,0.02,0.04
208,- 90+ Days Past Due,0.45,0.28,0.20,0.20,0.15
209,- Nonaccrual, 1.77,0.87,0.50,0.42,0.41
210,- 90+ Days Past Due,0.17,0.10,0.08,0.05,0.04
211,- Nonaccrual, 0.86,0.47,0.26,0.14,0.13
212,- 90+ Days Past Due,0.56,0.33,0.24,0.27,0.19
213,- Nonaccrual, 2.17,1.00,0.58,0.50,0.53
214,Commercial RE - 30-89 Days PD,1.68,1.03,0.63,0.54,0.44
215,- 90+ Days Past Due,0.20,0.10,0.05,0.04,0.04
216,- Nonaccrual, 3.37,1.34,0.54,0.42,0.45
217,Const & Dev - 30-89 Days PD,3.01,1.74,0.87,0.63,0.63
218,- 90+ Days Past Due,0.39,0.15,0.05,0.05,0.03
219,- Nonaccrual, 7.74,2.39,0.50,0.24,0.27
220,Multifamily - 30-89 Days PD,1.13,0.77,0.43,0.50,0.26
221,- 90+ Days Past Due,0.07,0.04,0.04,0.03,0.01
222,- Nonaccrual, 1.99,0.66,0.38,0.31,0.27
223,Nonfarm Nres- 30-89 Days PD,1.00,0.60,0.47,0.45,0.37
224,- 90+ Days Past Due,0.09,0.05,0.03,0.03,0.03
225,- Nonaccrual, 1.24,0.61,0.51,0.53,0.56
226,- 90+ Days Past Due,0.07,0.01,0.05,0.02,0.06
227,- Nonaccrual, 1.02,0.56,0.58,0.89,1.14
228,- 90+ Days Past Due,1.11,0.84,0.98,0.82,0.83
229,- Nonaccrual, 0.35,0.17,0.13,0.08,0.05
230,CAPITAL RATIOS, 12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
231,Tier 1 Leverage Ratio,8.46,7.42,7.79,7.44,7.57
232,Tier 1 RBC Ratio,10.42,8.95,9.59,9.57,9.95
233,DERIVATIVES AND, , , , , 
234,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
235,PERCENT OF TOTAL ASSETS:, , , , , 
236,Loan Commitments,25.47, 30.37, 31.81, 30.69, 29.68
237,Standby Letters of Credit,2.91,3.00,3.13,3.22,3.22
238,Credit Derivatives (BHC as Beneficiary),1.57,2.19,1.49,1.34,0.75
239,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
240,Derivative Contracts,59.29, 67.33, 76.05, 74.40, 73.17
241,Interest Rate Contracts, 44.45, 47.29, 59.24, 55.47, 54.88
242,Interest Rate Futures & Forward Contr,8.67,7.46,8.76,8.98,8.57
243,Written Options Contr (Int Rate), 2.99,3.80,7.12,5.92,7.01
244,Purchased Options Contr (Int Rate), 2.78,4.45,7.15,5.54,6.07
245,Written Options Contr (Foreign Exch), 0.31,0.66,0.54,0.73,0.73
246,Purchased Options Contr (Foreign Exch), 0.31,0.66,0.58,0.78,0.78
247,Written Options Contr (Comm & Other), 0.54,0.54,0.60,0.47,0.47
248,Purchased Options Contr (Comm & Oth), 0.56,0.76,0.78,0.60,0.45
249,PERCENT OF NOTIONAL AMOUNT, 12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
250,Interest Rate Contracts, 86.19, 85.40, 87.06, 89.88, 92.91
251,Foreign Exchange Contracts, 9.88,9.53,8.39,7.66,4.46
252,Exchange-Traded,0.35,0.36,0.41,0.16,0.49
253,Over-The-Counter, 5.84,5.02,5.74,7.10,4.85
254,Purchased Options,4.69,5.83,6.76,6.32,5.02
255,Exchange-Traded,0.29,0.27,0.39,0.21,0.72
256,Over-The-Counter, 4.12,5.13,5.82,5.51,3.93
257,Foreign Exchange Contracts, 4.45,5.60,4.27,5.61,3.57
258,Foreign Exchange Contracts, 1.84,0.81,0.65,0.37,0.41
259,Over 1 Year to 5 Years,30.35, 27.98, 33.22, 27.91, 29.75
260,Over 5 Years,13.63, 19.42, 19.26, 20.78, 25.50
261,Gross Negative Fair Value (Abs Val),2.75,1.19,0.78,0.96,1.00
262,Gross Positive Fair Value (X),0.24,0.15,0.09,0.11,0.14
263,Held for Trading (X), 0.20,0.12,0.07,0.09,0.11
264,Non-Traded (X), 0.03,0.02,0.01,0.01,0.02
265,Current Credit Exposure (X),0.14,0.09,0.05,0.06,0.08
266,Credit Losses on Derivative Contracts,0.02,0.00,0.00,0.00,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
267,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
268,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
269,OTHER RATIOS:, , , , , 
270,Current Credit Exposure/Risk Wtd Asts,2.06,0.84,0.47,0.57,0.71
271,INSURANCE ACTIVITIES, 12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
272,ANALYSIS RATIOS:, , , , , 
273,Ins Underwriting Assets/Consol Assets,0.04, N/A, N/A, N/A, N/A
274,Ins Under Assets(P/C)/Tot Ins Und Ast, 45.50, 41.42, 44.70, 39.72, 34.12
275,Ins Under Assets(L/H)/Tot Ins Und Ast, 54.50, 58.58, 55.30, 60.28, 65.88
276,Credit Rel Prem Inc/Tot Prem Inc,79.23, 73.60, 75.39, 73.61, 70.68
277,Ins Net Inc (L/H)/Equity (L/H), 5.14,7.25,6.78, 12.57,6.40
278,Net Assets Broker-Dealer Subs/Cons Asts,0.43,0.64,0.98,1.22,1.15
279,FOREIGN ACTIVITIES, , , , , 
280,Yield: Foreign Loans, 2.66,3.00,2.66,2.35,2.27
281,Commercial and Industrial Loans,0.50,2.70,0.22, 10.52,1.85
282,Foreign Governments and Inst, 0.05, -0.24, -0.13,0.00,0.00
283,GROWTH RATES:, , , , , 
284,Net Loans and Leases,22.67,126.76,148.72, 16.59, 20.02
285,Total Selected Assets,4.18,126.31, 67.29, 16.60, 16.62
286,Deposits, -10.81, 41.77, 33.71, 18.44, 47.84
287,PROFITABLITY:,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
288,Net Income/Avg Equity Capital, -2.95,8.75, 13.95, 14.35, 14.66
289,Bank Net Inc/Avg Eq Inv in Banks, 1.68,9.71, 14.64, 14.14, 14.53
290,Nonbk Net Inc/Avg Eq Inv in Nonbanks,-2.99,6.73,9.27,8.80,7.90
291,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, -2.99,6.54,8.92, 10.94, 11.50
292,Bank Net Income/Parent Net Income, 97.90, 78.21, 76.65, 71.56, 69.69
293,Nonbank Net Income/Parent Net Income, 4.77,5.89,4.94,5.57,6.15
294,Total Debt/Equity Capital, 15.84, 16.48, 15.66, 15.82, 15.86
295,Tot Debt+NP to Subs Iss Tr Pref/Equity,25.43, 26.01, 25.31, 24.23, 24.63
296,Tot Debt+Lns Guaranteed for Affl/Equity, 17.57, 18.53, 17.33, 20.12, 19.67
297,Total Debt/Eq Cap - Exc Over Fair Value, 16.09, 16.69, 15.89, 16.27, 17.12
298,Long-Term Debt/Equity Capital, 11.64, 11.89, 11.77, 12.45, 12.04
299,Short-Term Debt/Equity Capital, 3.03,3.73,3.12,2.55,3.47
300,Current Portion of LT Debt/Equity,0.18,0.05,0.28,0.12,0.24
301,Exc Cost Over Fair Value/Equity Cap,0.31,0.29,0.40,1.06,1.52
302,Total Investment in Subs/Equity,115.00,122.25,121.05,119.83,120.81
303,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",94.29,100.18, 99.43, 99.24, 99.22
304,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div, 95.73,138.88,134.43,147.51,136.30
305,Adj Cash Fl/Op Exp+Repaid LT Debt+Div,168.71, 96.06,114.51, 98.70,117.81
306,Pretax Oper Inc + Int Exp/Int Expense,985.15, 5442.83, 3185.46, 3665.49, 3475.33
307,Div + Int From Subs/Int Exp + Div,110.10,165.84,157.02,176.22,157.38
308,Fees+Other Inc From Subs/Sal + Oth Exp,14.58, 15.70, 15.33, 19.65, 20.14
309,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
310,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
311,Nonaccrual, 8.55,0.66, 11.33,0.62,0.62
312,Total,8.55,0.66, 11.33, 11.11,0.62
313,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
314,To Bank Subsidiaries, 0.01,0.00,0.00,0.00,0.00
315,To Nonbank Subsidiaries,0.58,0.48,0.25,1.22,0.65
316,To Subsidiary BHCs, 0.00,0.00,0.01,0.01,0.00
317,Total,0.84,0.60,0.36,1.76,1.21
318,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
319,Nonbank Assets of Nonbank Subsidiaries, 4.37,5.39,5.81,6.98,9.38
320,Combined Thrift Assets, 0.38,0.23,0.39,0.35,0.42
321,Combined Foreign Nonbank Sub Assets,0.09,0.11,0.11,0.14,0.15
322,PAYOUT RATIOS - PARENT, 12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
323,Div Paid/Inc Before Undist Inc, 119.39, 71.25, 68.73, 68.89, 77.37
324,Dividends Paid/Net Income, 75.54, 50.51, 36.79, 39.47, 33.11
325,Dividends From Nonbank Subs,4.14,8.12,6.21, 11.16,6.40
326,Dividends From Subsidiary BHCs,13.75, 16.03, 17.75, 21.35, 21.50
327,Dividends From Bank Subs,82.67, 86.39, 66.52, 59.78, 57.09
328,Interest Income From Bank Subs, 3.98,4.07,3.07,2.56,1.57
329,Mgt & Service Fees From Bank Subs,8.83,4.86,3.62,3.56,4.69
330,Other Income From Bank Subs,0.18,0.04,0.01,0.27,0.14
331,Interest Income From Nonbank Subs, 14.32, 60.61, 30.14, 24.40, 19.71
332,Mgt & Serv Fees From Nonbank Subs,4.47,2.56,3.76,2.75,3.41
333,Other Income From Nonbank Subs, 0.01,0.03,0.02,0.01,0.08
334,Operating Inc From Nonbank Subs, 86.11,188.18,109.39,101.72,103.99
335,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
336,Dividends From Subsidiary BHCs, 134.04, 38.68, 46.80, 48.92, 39.35
337,Interest Inc From Subsidiary BHCs, 20.51,8.74,4.08,4.48,4.05
338,Mgt & Serv Fees From Sub BHCs,3.96,1.78,0.44,3.17,1.17
339,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
340,Dividends From Bank Subsidiaries,48.64, 57.87, 57.66, 55.37, 55.17
341,Interest Income From Bank Subs, 5.08,2.70,2.76,2.40,2.57
342,Mgt & Serv Fees From Bank Subs, 4.24,2.72,3.23,2.62,3.05
343,Other Income From Bank Subs,0.09,0.01,0.00,0.02,0.02
344,Mgt & Serv Fees From Nonbank Subs,0.09,0.07,0.09,0.12,0.11
345,Other Income From Nonbank Subs, 0.00,0.00,0.00,0.00,0.01
346,Mgt & Serv Fees From Sub BHCs,0.03,0.00,0.01,0.06,0.00
347,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
348, PERCENT OF AVERAGE ASSETS:, , , , , 
349," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
350, PERCENT OF TOTAL ASSETS:, , , , , 
351, ANALYSIS RATIOS:, , , , , 
352, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
353, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
354, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
355, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
356, , 1095674,"10,226,011"," ARVEST BANK GROUP, INC."," BENTONVILLE, AR",Moved from Peer 2
357, , 3602067,"10,355,717", DORAL GP LTD.," SAN JUAN, PR", Moved from Peer 2
358, , 1839319,"10,040,342"," PRIVATEBANCORP, INC.","CHICAGO, IL",Moved from Peer 2
359, , 1049828,"10,971,391", UMB FINANCIAL CORPORATION," KANSAS CITY, MO",Moved from Peer 2
360, , 2260406,"10,658,326", WINTRUST FINANCIAL CORPORATION,"LAKE FOREST, IL",Moved from Peer 2
361, 1027004,"55,339,951", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 69 bank holding companies. 
362, 12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004, 
