,Column1,Value1,Value2,Value3,Value4,Value5
78, All Other Securities, 3.86,3.90,4.09,4.15,4.25
79,Interest-Bearing Deposits,0.34,0.35,0.35,0.42,0.53
80, Time Deposits of $100K or More, 0.80,0.82,0.82,0.95,1.12
81, Time Deposits < $100K,0.75,0.81,0.82,0.96,1.23
82, Other Domestic Deposits,0.22,0.21,0.21,0.24,0.28
83, Foreign Deposits, 0.26,0.27,0.28,0.37,0.46
84,Fed Funds Purchased and Repos,0.53,0.53,0.57,0.72,0.91
85, Other Borrowed Funds & Trading Liab,1.57,1.69,1.64,1.97,2.36
86, All Interest-Bearing Funds, 0.60,0.59,0.59,0.69,0.85
87, , , , , , 
88, 3 , , , , , 
89, , 09/30/2015,09/30/2014,12/31/2014,12/31/2013,12/31/2012
90, Avg Personnel Exp Per Employee ($000),77,74,99,98,97
91, Avg Assets per Employee ($000),"7,932"," 7,564"," 7,662"," 7,292"," 7,079"
92, ANALYSIS RATIOS , , , , , 
93,Mutual Fund Fee Inc / Non-Int Income, 3.42,3.15,3.11,2.95,2.84
94,Overhead Exp / NII + Non-Int Income, 65.89, 66.23, 66.42, 67.52, 69.11
95,PERCENT OF AVERAGE ASSETS: , , , , , 
96,Total Overhead Expense, 2.82,2.94,2.93,3.15,3.34
97, Personnel Expense,1.43,1.44,1.43,1.48,1.49
98, Net Occupancy Expense,0.32,0.33,0.33,0.34,0.34
99, Other Operating Expenses, 1.04,1.15,1.16,1.32,1.50
100,Overhead Less Non-Interest Income,1.32,1.34,1.35,1.32,1.37
101,PERCENT OF ADJUSTED OPERATING INCOME (TE): , , , , , 
102,Total Overhead Expense,65.04, 65.42, 65.64, 66.80, 68.50
103, Personnel Expense, 33.88, 32.51, 32.38, 31.92, 31.26
104, Net Occupancy Expense,7.61,7.59,7.59,7.51,7.36
105, Other Operating Expenses,23.53, 24.78, 24.99, 26.49, 29.46
106,Total Non-Interest Income, 32.29, 32.79, 32.70, 35.18, 36.31
107, Fiduciary Activities Income,2.72,2.70,2.67,2.42,2.18
108, Serv Charges on Deposit Accts - Domestic, 4.73,4.83,4.81,4.76,4.61
109, Trading Revenue,1.05,1.22,1.19,1.07,1.43
110, Investment Banking Fees & Commissions,2.73,2.67,2.67,2.55,2.81
111, Venture Capital Revenue,0.05,0.07,0.08,0.06,0.11
112, Net Servicing Fees, 0.61,0.62,0.56,1.02,0.60
113, Net Securitization Income,0.01,0.02,0.02,0.01,0.01
114, Insurance Activities Revenue, 0.79,0.79,0.79,0.96,1.11
115," Net Gain (Loss) - Sales Loans, OREO, Oth", 1.88,1.42,1.44,2.03,1.94
116, Other Non-Interest Income, 10.98, 10.44, 10.43, 11.42, 12.15
117,Overhead Less Non-Interest Income, 31.90, 32.35, 32.50, 31.19, 31.82
118, TAX RATIOS: , , , , , 
119,Appl Inc Taxes/Pretax NOI (TE),28.61, 29.58, 29.17, 28.74, 27.20
120, Appl Inc Tax+TE/Pretax NOI+TE, 33.26, 33.46, 33.08, 32.22, 30.97
121, , , , , , 
122, 4 , , , , , 
123,PERCENT OF TOTAL ASSETS,09/30/2015,09/30/2014,12/31/2014,12/31/2013,12/31/2012
124, Real Estate Loans, 34.43, 33.49, 33.06, 32.61, 32.01
125, Commercial and Industrial Loans, 13.76, 13.50, 13.63, 12.50, 11.64
126, Loans to Individuals, 4.77,5.01,5.05,5.25,4.94
127, Loans to Depository Institutions, 0.10,0.12,0.11,0.12,0.10
128, Agricultural Loans, 0.15,0.13,0.13,0.14,0.12
129, Other Loans and Leases, 5.10,4.61,4.83,4.53,4.16
130,Net Loans and Leases, 62.89, 61.39, 61.49, 60.31, 57.97
131, Debt Securities Over 1 Year, 15.69, 15.70, 15.72, 15.65, 15.91
132, Mutual Funds and Equity Securities, 0.09,0.11,0.10,0.13,0.12
133,Subtotal, 79.94, 78.80, 78.79, 77.00, 74.97
134, Interest-Bearing Bank Balances, 4.16,4.34,4.63,4.41,4.19
135, Federal Funds Sold & Reverse Repos, 0.74,0.68,0.68,0.85,1.13
136, Debt Securities 1 Year or Less, 2.14,2.25,2.08,2.67,3.05
137, Trading Assets, 0.69,0.73,0.77,0.80,0.98
138,Total Earning Assets, 89.90, 89.49, 89.59, 88.94, 87.84
139, Non-Int Cash and Due From Dep Inst, 1.10,1.24,1.24,1.38,1.53
140, Other Real Estate Owned,0.11,0.15,0.14,0.17,0.22
141, All Other Assets, 8.97,9.17,9.09,9.58, 10.45
142,MEMORANDA: , , , , , 
143,Short-Term Investments, 8.06,8.29,8.39,8.97,9.34
144, U.S. Treasury Securities, 0.99,0.92,1.06,0.54,0.56
145, U.S. Agency Securities (excl MBS),1.14,1.33,1.19,1.36,1.39
146, Municipal Securities, 1.38,1.38,1.31,1.14,1.13
147, Mortgage-Backed Securities,11.71, 11.65, 11.49, 11.94, 11.90
148, Asset-Backed Securities,0.38,0.42,0.43,0.59,0.65
149, Other Debt Securities,0.53,0.59,0.53,0.86,1.01
150, RE Loans Secured by 1-4 Family,15.26, 15.34, 15.21, 15.39, 16.04
151, Revolving,2.84,3.18,3.14,3.24,3.38
152," Closed-End, Sec by First Liens",11.54, 11.15, 11.10, 11.09, 11.60
153," Closed-End, Sec by Junior Liens",0.45,0.50,0.47,0.51,0.57
154, Commercial Real Estate Loans,17.08, 16.20, 15.88, 15.02, 13.72
155, Construction and Land Dev,2.31,2.03,2.00,1.69,1.62
156, Multifamily,2.35,2.14,2.13,1.99,1.65
157, Nonfarm Nonresidential,11.49, 11.01, 10.78, 10.63, 10.10
158, RE Loans Secured by Farmland, 0.25,0.24,0.22,0.24,0.22
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 54.00, 53.66, 52.96, 54.23, 55.30
161, RE Loans Secured by 1-4 Family,24.50, 25.46, 25.22, 26.11, 27.79
162, Revolving,4.58,5.26,5.22,5.53,5.91
163, Closed-End,19.48, 19.67, 19.49, 20.02, 21.35
164, Commercial Real Estate Loans,26.08, 25.00, 24.50, 24.12, 23.25
165, Construction and Land Dev,3.62,3.26,3.18,2.71,2.76
166, Multifamily,3.57,3.28,3.27,3.29,2.89
167, Nonfarm Nonresidential,17.54, 17.03, 16.67, 17.07, 17.10
168, RE Loans Secured by Farmland, 0.42,0.40,0.37,0.41,0.39
169, Loans to Depository Institutions, 0.21,0.23,0.22,0.24,0.20
170, Commercial and Industrial Loans, 22.39, 22.22, 22.47, 20.62, 19.63
171, Loans to Individuals, 7.79,8.38,8.43,9.00,8.69
172, Credit Card Loans,1.23,1.72,1.78,2.51,2.44
173, Agricultural Loans, 0.26,0.22,0.23,0.24,0.23
174, Loans to Foreign Govts and Inst,0.01,0.01,0.01,0.02,0.00
175, Other Loans and Leases, 9.44,8.76,9.21,9.06,8.90
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,09/30/2015,09/30/2014,12/31/2014,12/31/2013,12/31/2012
179, Short-Term Investments, 8.06,8.29,8.39,8.97,9.34
180, Liquid Assets, 23.76, 24.02, 24.24, 24.41, 24.99
181, Investment Securities, 18.56, 18.68, 18.50, 19.23, 20.19
182, Net Loans and Leases,62.89, 61.39, 61.49, 60.31, 57.97
183," Net Lns, Ls & Stdby Ltrs of Credit",64.43, 63.43, 63.49, 62.47, 60.13
184, Core Deposits, 60.95, 60.00, 59.99, 58.41, 55.65
185, Noncore Funding, 22.48, 23.01, 22.93, 23.92, 24.84
186, Time Deposits of $100K or More, 5.51,5.82,5.83,5.43,5.83
187, Foreign Deposits, 0.73,0.80,0.84,1.00,1.00
188, Fed Funds Purchased and Repos,2.09,2.52,2.40,2.56,2.65
189, Net Fed Funds Purchased (Sold), 1.10,1.63,1.51,1.55,1.51
190, Commercial Paper, 0.03,0.12,0.08,0.14,0.14
191,Oth Borrowings W/Rem Mat 1 Yr or Less,2.92,2.93,3.23,3.17,2.54
192, Earning Assets Repr in 1 Year, 39.96, 38.78, 39.53, 39.86, 39.71
193, Int-Bearing Liab Repr in 1 Year,9.27, 10.69, 10.44, 11.11, 12.42
194, Long-Term Debt Repr in 1 Year,1.46,1.22,1.23,1.28,1.31
195, Net Assets Repriceable in 1 Year,27.58, 25.64, 26.63, 25.23, 23.76
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,16.74, 16.99, 17.28, 17.98, 19.34
198, Net ST Noncore Funding Dependence,3.83,4.18,4.06,3.61,3.44
199, Short-Term Inv/ST Noncore Funding, 85.86, 81.46, 83.04, 91.41, 91.22
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,17.96, 17.87, 17.97, 18.18, 18.45
201, Net Loans and Leases/Total Deposits, 88.31, 87.81, 87.66, 88.93, 93.70
202, Net Loans and Leases/Core Deposits, 107.26,107.40,107.22,111.54,125.79
203, Held-To-Mat Sec Appr(Depr)/T1 Cap,1.06,0.24,0.80, -1.16,1.39
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 1.46,0.90,1.35, -0.77,4.41
205, Struct Notes Appr(Depr)/T1 Cap,-0.01, -0.03, -0.03, -0.25, -0.02
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 17.93, 16.55, 16.91, 15.26, 10.63
208, Available-For-Sale Securities, 82.07, 83.45, 83.09, 84.74, 89.37
209, U.S. Treasury Securities, 6.55,5.86,6.74,3.80,3.82
210, U.S. Agency Securities (excl MBS),6.53,6.93,6.60,7.33,7.26
211, Municipal Securities, 7.71,6.92,6.65,6.20,5.98
212, Mortgage-Backed Securities,66.02, 65.70, 65.73, 65.16, 63.14
213, Asset-Backed Securities,2.03,2.33,2.31,3.33,3.57
214, Other Debt Securities,2.85,3.17,2.85,4.45,5.16
215, Mutual Funds and Equity Securities, 0.75,0.84,0.81,0.90,0.91
216,Debt Securities 1 Year or Less,12.94, 13.41, 12.76, 15.54, 17.02
217, Debt Securities 1 To 5 Years,19.31, 19.83, 20.30, 20.47, 20.75
218, Debt Securities Over 5 Years,63.52, 61.83, 62.23, 59.61, 57.92
219, Pledged Securities,38.01, 41.04, 39.58, 41.16, 40.49
220," Structured Notes, Fair Value", 0.17,0.19,0.15,0.19,0.12
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,09/30/2015,09/30/2014,12/31/2014,12/31/2013,12/31/2012
224, Provision for Ln&Ls Losses/Avg Assets,0.14,0.14,0.14,0.19,0.33
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.23,0.23,0.23,0.32,0.55
226, Provision for Ln&Ls Losses/Net Losses,126.64, 97.47,105.01, 64.28, 76.76
227,Ln&Ls Allowance/Total Loans & Leases, 1.16,1.27,1.23,1.40,1.61
228, Ln&Ls Allowance/Net Ln&Ls Losses (X),12.72, 10.66, 11.57,7.42,3.51
229, ALLL/Nonaccrual Assets, 167.68,157.45,165.13,147.71,123.13
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls,130.26,124.03,130.23,114.92, 98.08
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.39,0.45,0.45,0.63,0.94
232, Recoveries/Avg Loans and Leases,0.13,0.15,0.15,0.18,0.19
233, Net Losses/Avg Loans and Leases,0.26,0.29,0.30,0.44,0.74
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,0.01,0.01,0.01,0.01
235, Recoveries/Prior Year-End Losses,29.89, 24.12, 33.44, 23.10, 18.24
236, Earnings Coverage of Net Losses (X), 16.67, 32.47, 32.43, 19.55,8.80
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.08,0.17,0.17,0.34,0.69
239, RE Loans Secured By 1-4 Family, 0.13,0.22,0.22,0.45,0.81
240, Revolving,0.20,0.32,0.30,0.57,1.02
241, Closed-End, 0.10,0.18,0.18,0.39,0.76
242, Commercial Real Estate Loans, 0.00,0.07,0.07,0.20,0.50
243, Construction and Land Dev, -0.06,0.08,0.06,0.41,1.28
244, Multifamily, -0.01,0.03,0.02,0.10,0.29
245, Nonfarm Nonresidential, 0.03,0.09,0.09,0.19,0.40
246, RE Loans Secured by Farmland,-0.01,0.03,0.04,0.17,0.37
247,Commercial and Industrial Loans,0.20,0.18,0.18,0.40,0.56
248, Loans to Depository Institutions, 0.00,0.00,0.00,0.00,0.05
249,Loans to Individuals, 1.04,1.29,1.34,1.25,1.52
250, Credit Card Loans,2.60,2.43,2.46,2.42,2.70
251,Agricultural Loans, 0.05,0.01,0.02,0.17,0.20
252, Loans to Foreign Governments & Inst,0.00,0.00,0.00,0.00,0.00
253, Other Loans and Leases, 0.18,0.14,0.16,0.17,0.18
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,09/30/2015,09/30/2014,12/31/2014,12/31/2013,12/31/2012
257, 30-89 Days PD Loans and Leases, 0.53,0.57,0.60,0.68,0.87
258, 90+ Days PD Loans and Leases, 0.27,0.34,0.29,0.40,0.56
259, Nonaccrual Loans and Leases,0.81,0.90,0.84,1.08,1.52
260,90+ Days PD and Nonaccrual Loans and Leases,1.19,1.32,1.22,1.63,2.28
261,30-89 Days PD Restructured, 0.03,0.04,0.04,0.05,0.06
262, 90+ Days PD Restructured, 0.02,0.02,0.02,0.03,0.03
263, Nonaccrual Restructured,0.26,0.29,0.27,0.36,0.47
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.54,0.58,0.61,0.69,0.88
267, 90+ Days Past Due Assets, 0.27,0.34,0.29,0.41,0.57
268, Nonaccrual Assets,0.82,0.92,0.85,1.10,1.56
269, 30+ Days PD & Nonaccrual Assets,1.75,1.96,1.92,2.37,3.24
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,0.71,0.78,0.72,0.99,1.36
272, 90+ PD & Nonaccrual Assets + OREO,0.83,0.93,0.86,1.16,1.59
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.06,1.19,1.11,1.44,1.79
276, Allowance for Loan & Lease Losses,151.08,167.31,153.78,177.17,200.83
277, Equity Cap + ALLL,8.52,9.44,8.88, 11.84, 15.11
278, Tier 1 Cap + ALLL, 10.70, 11.05, 10.38, 14.23, 17.86
279, Loans & Leases + RE Acquired, 1.70,1.96,1.81,2.34,3.02
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 09/30/2015,09/30/2014,12/31/2014,12/31/2013,12/31/2012
284,- 90+ Days Past Due, 0.45,0.48,0.46,0.58,0.75
285,- Nonaccrual,1.10,1.35,1.25,1.69,2.38
286,- 90+ Days Past Due, 0.04,0.06,0.04,0.08,0.13
287,- Nonaccrual,0.81,0.63,0.59,0.70,1.00
288,- 90+ Days Past Due, 0.19,0.25,0.22,0.31,0.29
289,- Nonaccrual,0.23,0.31,0.37,0.23,0.33
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.00,0.00,0.01
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.00
293, Agricultural - 30-89 Days PD, 0.18,0.14,0.10,0.18,0.25
294,- 90+ Days Past Due, 0.04,0.01,0.01,0.01,0.02
295,- Nonaccrual,0.72,0.94,0.95,0.84,1.27
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,0.00,0.00,0.87
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
298,- Nonaccrual,0.00,0.01,0.00,0.00,0.16
299, Other Lns&Ls - 30-89 Days PD, 0.15,0.18,0.20,0.21,0.21
300,- 90+ Days Past Due, 0.02,0.02,0.02,0.04,0.03
301,- Nonaccrual,0.19,0.20,0.19,0.21,0.27
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,0.74,0.71,0.71,0.85,0.99
304, - Nonaccrual, 1.48,1.68,1.57,1.80,2.20
305, - 90+ Days Past Due,0.07,0.11,0.12,0.13,0.12
306, - Nonaccrual, 1.33,1.24,1.24,1.27,1.23
307, - 90+ Days Past Due,0.88,0.88,0.88,1.06,1.26
308, - Nonaccrual, 1.54,1.84,1.69,2.02,2.49
309, Commercial RE - 30-89 Days PD,0.20,0.28,0.23,0.33,0.65
310, - 90+ Days Past Due,0.08,0.16,0.11,0.21,0.34
311, - Nonaccrual, 0.61,0.96,0.83,1.32,2.42
312, Const & Dev - 30-89 Days PD,0.23,0.27,0.29,0.45,1.25
313, - 90+ Days Past Due,0.13,0.35,0.20,0.45,1.06
314, - Nonaccrual, 0.71,1.77,1.33,2.45,5.54
315, Multifamily - 30-89 Days PD,0.13,0.21,0.15,0.26,0.55
316, - 90+ Days Past Due,0.05,0.12,0.06,0.11,0.26
317, - Nonaccrual, 0.25,0.32,0.31,0.52,1.29
318, Nonfarm Nres- 30-89 Days PD,0.20,0.25,0.21,0.34,0.51
319, - 90+ Days Past Due,0.07,0.12,0.10,0.16,0.23
320, - Nonaccrual, 0.65,0.98,0.91,1.29,2.09
321, - 90+ Days Past Due,0.23,0.25,0.20,0.32,0.58
322, - Nonaccrual, 0.53,0.87,0.74,1.55,3.17
323, - 90+ Days Past Due,0.66,0.59,0.59,0.54,0.54
324, - Nonaccrual, 0.07,0.14,0.12,0.16,0.29
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 09/30/2015,09/30/2014,12/31/2014,12/31/2013,12/31/2012
328, Tier 1 Leverage Ratio,9.73,9.82,9.82,9.63,9.38
329, Tier 1 RBC Ratio,N/A, 13.30, 13.14, 13.08, 12.84
330, Total Risk-Based Capital Ratio,N/A, 14.90, 14.75, 14.96, 14.83
331,Tangible Tier 1 Leverage Ratio,N/A,9.86,9.79,9.33,9.11
332, Tangible Common Eq Cap/Tan Assets, N/A,8.87,8.83,8.32,8.03
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,25.75, 25.29, 25.40, 26.33, 24.28
337, Standby Letters of Credit,1.28,1.58,1.56,1.52,1.46
338, Commercial & Similar Letters of Credit, 0.04,0.04,0.05,0.05,0.06
339,Securities Lent,0.24,0.38,0.36,0.30,0.29
340, Credit Derivatives (BHC as Guarantor),0.56,0.79,0.62,0.16,0.18
341, Credit Derivatives (BHC as Beneficiary),0.55,0.84,0.64,0.19,0.25
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,59.37, 59.00, 57.62, 40.09, 43.22
344, Interest Rate Contracts, 41.50, 40.85, 40.11, 26.65, 31.25
345, Interest Rate Futures & Forward Contr,6.49,5.45,4.46,4.16,6.74
346, Written Options Contr (Int Rate), 2.62,1.87,1.76,1.57,2.08
347, Purchased Options Contr (Int Rate), 1.75,1.77,1.68,1.51,1.47
348, Interest Rate Swaps, 31.63, 32.91, 33.04, 17.82, 17.60
349,Foreign Exchange Contracts,13.25, 13.97, 13.88,9.17,9.02
350, Futures & Forward Foreign Exch Contr, 7.73,7.83,7.93,5.18,4.86
351, Written Options Contr (Foreign Exch), 0.35,0.42,0.38,0.06,0.11
352, Purchased Options Contr (Foreign Exch), 0.34,0.40,0.38,0.07,0.11
353, Foreign Exchange Rate Swaps,1.47,1.53,1.52,0.85,0.92
354,"Equity,Commodity, & Other Deriv Contr",1.43,1.69,1.63,1.58,1.55
355, Commodity & Other Fut & Forward Contr,0.13,0.15,0.14,0.10,0.09
356, Written Options Contr (Comm & Other), 0.54,0.60,0.60,0.63,0.64
357, Purchased Options Contr (Comm & Oth), 0.44,0.52,0.49,0.40,0.40
358, Commodity & Other Swaps,0.30,0.34,0.35,0.26,0.22
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,49.11, 49.75, 50.42, 51.61, 48.98
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 09/30/2015,09/30/2014,12/31/2014,12/31/2013,12/31/2012
364, Interest Rate Contracts, 91.51, 89.81, 90.00, 88.14, 87.63
365, Foreign Exchange Contracts, 6.23,6.91,7.00,7.99,8.15
366," Equity, Comm, & Other Contracts",1.44,2.25,1.99,2.56,2.78
367,Futures and Forwards,18.44, 17.80, 16.53, 19.32, 24.41
368, Written Options,8.59,8.49,7.74,7.52,9.30
369, Exchange-Traded,0.11,0.19,0.11,0.14,0.08
370, Over-The-Counter, 8.27,7.95,7.40,7.06,9.04
371, Purchased Options,3.96,4.63,4.56,4.51,3.97
372, Exchange-Traded,0.17,0.29,0.18,0.29,0.15
373, Over-The-Counter, 3.41,3.86,4.01,3.91,3.51
374, Swaps, 65.99, 65.30, 66.01, 59.28, 53.86
375,Held for Trading,44.05, 45.04, 45.83, 47.69, 43.59
376, Interest Rate Contracts, 35.79, 36.19, 36.78, 37.38, 33.48
377, Foreign Exchange Contracts, 3.54,3.60,3.71,3.70,3.77
378," Equity, Comm, & Other Contracts",0.63,0.87,0.82,1.19,1.08
379,Non-Traded,55.95, 54.96, 54.17, 52.31, 56.41
380, Interest Rate Contracts, 51.58, 49.40, 48.87, 46.78, 50.15
381, Foreign Exchange Contracts, 1.15,1.64,1.56,1.94,1.86
382," Equity, Comm, & Other Contracts",0.37,0.62,0.50,0.60,0.82
383,Deriv Contr (Excl Fut & FX LE 14 Days),90.21, 85.85, 87.20, 86.36, 84.05
384, One Year or Less,27.59, 24.02, 23.75, 25.74, 29.67
385, Over 1 Year to 5 Years,34.05, 33.74, 34.16, 31.03, 32.79
386, Over 5 Years,24.77, 22.63, 22.74, 20.76, 16.03
387, Gross Negative Fair Value (Abs Val),1.57,1.13,1.45,1.33,1.96
388, Gross Positive Fair Value,1.59,1.22,1.53,1.39,1.93
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.10,0.10,0.11,0.12,0.16
391, Gross Positive Fair Value (X),0.10,0.11,0.12,0.13,0.17
