,Column1,Value1,Value2,Value3,Value4,Value5
45,Plus: Realized G/L on AFS Sec,0.07,0.09,0.06,0.06,0.06
46,Plus: Other Tax Equiv Adjustments,0.00,0.00,0.00,0.00,0.00
47,Memo: Net Income (Last Four Qtrs),1.33,1.29,1.28,1.30,1.02
48,MARGIN ANALYSIS:, , , , , 
49,Avg Earning Assets / Avg Assets, 89.65, 89.54, 89.81, 89.35, 89.82
50,Avg Int-Bearing Funds / Avg Assets,74.43, 74.65, 74.82, 75.57, 75.19
51,Int Income (TE) / Avg Earning Assets, 4.92,5.39,5.17,6.01,7.19
52,Int Expense / Avg Earning Assets, 1.40,1.69,1.58,2.11,3.43
53,Interest-Bearing Bank Balances, 1.64,2.05,2.04,2.31,4.65
54,Fed Funds Sold & Reverse Repos, 1.21,1.46,1.37,1.91,4.11
55,Trading Assets, 2.50,2.22,2.42,2.35,3.96
56,Mortgage-Backed Securities, 4.21,4.40,4.20,5.25,5.92
57,Time Deposits < $100K,2.37,2.89,2.67,3.55,5.29
58,Other Domestic Deposits,0.76,0.97,0.87,1.29,2.30
59,All Interest-Bearing Funds, 1.72,2.03,1.90,2.49,4.15
60, , 03/31/2004,03/31/2003,12/31/2003,12/31/2002,12/31/2001
61,Avg Personnel Exp Per Employee ($000),18,16,66,62,59
62,Avg Assets per Employee ($000),"4,340"," 3,956"," 4,348"," 3,771"," 3,523"
63,ANALYSIS RATIOS, , , , , 
64,Personnel Expense,1.76,1.77,1.68,1.75,1.78
65,Net Occupancy Expense,0.45,0.47,0.45,0.48,0.48
66,Personnel Expense, 31.26, 31.68, 30.62, 30.38, 30.79
67,Net Occupancy Expense,8.07,8.27,8.17,8.25,8.60
68,Serv Charges on Deposit Accts - Domestic, 7.43,8.15,7.97,8.19,7.85
69,Trading Revenue,1.48,1.64,1.41,1.16,2.15
70,Investment Banking Fees & Commissions,4.94,4.28,4.61,4.68,5.02
71,Venture Capital Revenue,0.10, -0.08,0.02, -0.22, -0.41
72,Net Servicing Fees, 0.66,0.43,0.58,0.92,1.09
73,Net Securitization Income,0.54,0.48,0.49,0.47,0.54
74,Insurance Activities Revenue, 1.92,1.14,1.17,1.15,1.02
75,"Net Gain (Loss) - Sales Loans, OREO, Oth", 1.86,2.91,2.89,1.73,1.22
76,Appl Inc Taxes/Pretax NOI (TE),31.91, 31.72, 31.45, 31.58, 33.17
77,Appl Inc Tax+TE/Pretax NOI+TE, 35.12, 34.85, 34.73, 34.83, 37.17
78,PERCENT OF TOTAL ASSETS,03/31/2004,03/31/2003,12/31/2003,12/31/2002,12/31/2001
79,Real Estate Loans, 33.19, 34.21, 34.79, 34.29, 32.43
80,Commercial and Industrial Loans, 10.33, 12.06, 11.27, 12.34, 12.89
81,Loans to Individuals, 5.98,6.28,6.16,6.42,6.22
82,Loans to Depository Institutions, 0.09,0.15,0.10,0.14,0.18
83,Agricultural Loans, 0.19,0.22,0.21,0.22,0.21
84,Other Loans and Leases, 4.22,4.16,4.31,4.25,4.92
85, Net Loans and Leases, 55.98, 58.59, 58.56, 59.34, 58.93
86,Debt Securities Over 1 Year, 20.38, 18.66, 19.67, 18.00, 16.22
87,Mutual Funds and Equity Securities, 0.30,0.38,0.36,0.40,0.49
88, Subtotal, 78.23, 78.77, 79.75, 78.91, 76.68
89,Interest-Bearing Bank Balances, 1.16,0.69,0.70,0.63,1.07
90,Federal Funds Sold & Reverse Repos, 2.87,2.80,1.88,2.31,2.86
91,Debt Securities 1 Year or Less, 1.87,1.83,1.99,1.91,1.88
92,Trading Assets, 1.69,1.65,1.64,1.69,1.86
93, Total Earning Assets, 88.43, 87.73, 88.19, 87.55, 86.95
94,Non-Int Cash and Due From Dep Inst, 2.38,3.17,2.85,3.38,3.52
95,Acceptances,0.03,0.03,0.03,0.03,0.03
96,Other Real Estate Owned,0.07,0.06,0.06,0.06,0.05
97,U.S. Treasury Securities, 0.82,0.50,0.78,0.45,0.40
98,U.S. Agency Securities (excl MBS),4.08,3.25,4.15,3.25,2.56
99,Municipal Securities, 0.79,0.78,0.75,0.78,0.84
100,Mortgage-Backed Securities,13.07, 13.07, 12.92, 12.07, 11.44
101,Asset-Backed Securities,0.47,0.42,0.41,0.49,0.55
102,Other Debt Securities,1.01,0.73,0.85,0.74,0.69
103,RE Loans Secured by 1-4 Family,16.55, 17.16, 17.22, 17.21, 17.20
104,Revolving,3.98,3.73,4.16,3.58,2.80
105,"Closed-End, Sec by First Liens",11.02, 11.53, 11.43, 11.65, 12.20
106,"Closed-End, Sec by Junior Liens",1.02,1.43,1.16,1.50,1.75
107,Commercial Real Estate Loans,13.48, 14.64, 14.48, 14.61, 12.94
108,Construction and Land Dev,3.59,3.72,3.82,3.67,3.48
109,Multifamily,1.16,1.27,1.26,1.27,1.08
110,Nonfarm Nonresidential, 8.56,8.96,8.84,8.96,8.00
111,RE Loans Secured by Farmland, 0.19,0.21,0.19,0.22,0.16
112,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
113,Real Estate Loans, 56.87, 55.82, 57.27, 55.08, 52.56
114,RE Loans Secured by 1-4 Family,27.63, 28.07, 28.40, 27.93, 28.02
115,Revolving,6.45,6.04,6.71,5.75,4.47
116,Closed-End,20.57, 21.53, 21.13, 21.66, 23.14
117,Commercial Real Estate Loans,22.69, 23.69, 23.43, 23.13, 20.47
118,Construction and Land Dev,5.89,5.94,6.13,5.78,5.51
119,Multifamily,1.87,2.03,2.03,1.99,1.73
120,Nonfarm Nonresidential,14.40, 14.62, 14.45, 14.23, 12.66
121,RE Loans Secured by Farmland, 0.29,0.32,0.29,0.32,0.24
122,Loans to Depository Institutions, 0.27,0.34,0.25,0.34,0.36
123,Commercial and Industrial Loans, 17.77, 20.95, 19.19, 21.41, 22.66
124,Loans to Individuals,10.56, 10.61, 10.34, 10.73, 10.42
125,Credit Card Loans,1.20,1.07,1.12,1.17,1.00
126,Agricultural Loans, 0.30,0.34,0.33,0.35,0.32
127,Loans to Foreign Govts and Inst,0.02,0.03,0.02,0.03,0.04
128,Other Loans and Leases,10.03,8.02,8.79,8.30,9.61
129,PERCENT OF TOTAL ASSETS,03/31/2004,03/31/2003,12/31/2003,12/31/2002,12/31/2001
130,Short-Term Investments, 6.78,5.94,5.38,5.50,6.52
131,Liquid Assets, 27.76, 26.13, 26.54, 25.43, 25.12
132,Investment Securities, 23.27, 21.57, 22.80, 20.88, 19.21
133,Net Loans and Leases,55.98, 58.59, 58.56, 59.34, 58.93
134,"Net Lns, Ls & Stdby Ltrs of Credit",59.05, 62.10, 61.74, 62.70, 62.24
135,Core Deposits, 47.63, 52.81, 50.22, 52.60, 50.01
136,Noncore Funding, 33.56, 30.52, 33.26, 30.89, 32.17
137,Time Deposits of $100K or More, 7.12,7.34,7.17,7.39,7.34
138,Foreign Deposits, 3.00,2.82,3.01,2.98,2.80
139,Fed Funds Purchased and Repos,9.19,7.97,8.63,7.58,8.08
140,Net Fed Funds Purchased (Sold), 5.93,4.91,6.14,4.92,5.17
141,Int-Bearing Liab Repr in 1 Year, 13.73, 16.36, 15.09, 15.89, 18.85
142,Long-Term Debt Repr in 1 Year,1.84,1.95,2.02,1.90,2.03
143,Net ST Noncore Funding Dependence, 18.71, 17.92, 19.99, 18.72, 20.90
144,Short-Term Inv/ST Noncore Funding, 35.52, 30.66, 25.35, 27.11, 25.78
145,Liq Asts-ST Noncore Fndg/Nonliq Asts,10.49,9.91,7.19,8.49,4.46
146,Net Loans and Leases/Total Deposits,101.92, 92.54, 94.49, 92.92, 97.44
147,Net Loans and Leases/Core Deposits, 162.05,117.85,130.66,118.07,126.99
148,Held-To-Mat Sec Appr(Depr)/Eq Cap,0.47,0.80,0.13,0.82,0.46
149,Avail-For-Sale Sec Appr(Depr)/Eq Cap, 3.50,4.34,1.39,4.73,1.71
150,Available-For-Sale Securities, 92.11, 93.81, 93.52, 94.02, 93.46
151,U.S. Treasury Securities, 4.14,2.88,3.56,2.65,2.49
152,U.S. Agency Securities (excl MBS), 16.05, 14.54, 16.79, 15.93, 12.49
153,Municipal Securities, 3.39,3.78,3.50,3.99,4.57
154,Mortgage-Backed Securities,58.20, 62.48, 58.53, 59.83, 62.17
155,Asset-Backed Securities,2.65,2.25,2.21,2.62,2.94
156,Other Debt Securities,6.06,4.30,5.21,4.54,5.08
157,Debt Securities Over 5 Years,65.84, 61.11, 64.88, 60.37, 62.73
158,Pledged Securities,51.87, 55.03, 53.79, 54.48, 49.52
159,"Structured Notes, Fair Value", 0.35,0.03,0.23,0.03,0.02
160,ANALYSIS RATIOS,03/31/2004,03/31/2003,12/31/2003,12/31/2002,12/31/2001
161,Provision for Ln&Ls Losses/Avg Assets,0.21,0.34,0.30,0.42,0.42
162,Provision for Ln&Ls Losses/Avg Lns&Ls,0.35,0.58,0.51,0.73,0.72
163,ALLL/Nonaccrual Assets, 279.56,237.50,271.61,250.00,229.74
164,Net Losses/Avg Loans and Leases,0.35,0.54,0.54,0.68,0.58
165,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.02,0.01, N/A
166,Recoveries/Prior Year-End Losses, 5.62,4.06, 17.72, 18.80, 24.91
167,Earnings Coverage of Net Losses (X), 27.53, 13.25, 10.06, 10.14,9.73NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
168,Real Estate Loans,0.08,0.10,0.11,0.11,0.13
169,RE Loans Secured By 1-4 Family, 0.10,0.12,0.12,0.11,0.12
170,Revolving,0.09,0.11,0.11,0.10,0.11
171,Closed-End, 0.11,0.13,0.13,0.12,0.11
172,Commercial Real Estate Loans, 0.04,0.05,0.08,0.09,0.10
173,Construction and Land Dev,0.02,0.03,0.06,0.09,0.06
174,Multifamily,0.00,0.01,0.01,0.03,0.01
175,Nonfarm Nonresidential, 0.06,0.06,0.09,0.09,0.11
176,Other Loans and Leases, 0.25,0.51,0.47,0.62,0.45
177,PERCENT OF LOANS AND LEASES,03/31/2004,03/31/2003,12/31/2003,12/31/2002,12/31/2001
178,30-89 Days PD Loans and Leases, 0.70,0.85,0.79,0.93,1.11
179,90+ Days PD Loans and Leases, 0.18,0.19,0.17,0.20,0.22
180,Nonaccrual Restructured,0.01,0.00,0.01,0.00,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
181,30-89 Days Past Due Assets, 0.71,0.86,0.80,0.94,1.12
182,90+ Days Past Due Assets, 0.18,0.20,0.18,0.21,0.22
183,Nonaccrual Assets,0.68,0.90,0.69,0.87,0.88
184,30+ Days PD & Nonaccrual Assets,1.64,2.03,1.71,2.08,2.28PERCENT OF TOTAL ASSETS-----------------------
185,90+ Days PD and Nonaccrual Assets,0.51,0.66,0.52,0.65,0.67
186,90+ PD & Nonaccrual Assets + OREO,0.61,0.72,0.60,0.72,0.73RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
187,Total Assets, 0.43,0.57,0.46,0.57,0.57
188,Allowance for Loan & Lease Losses, 56.85, 60.10, 52.56, 59.52, 61.22
189,Equity Cap + ALLL,4.81,6.34,5.07,6.33,6.64
190,Tier 1 Cap + ALLL,5.26,7.17,5.62,7.19,7.37
191,Loans & Leases + RE Acquired, 0.79,0.98,0.79,0.96,0.97
192, - 90+ Days Past Due, 0.14,0.16,0.14,0.17,0.20
193, - Nonaccrual,0.55,0.57,0.52,0.53,0.61
194, - 90+ Days Past Due, 0.10,0.09,0.10,0.11,0.11
195, - Nonaccrual,1.35,1.84,1.39,1.85,1.55
196, - 90+ Days Past Due, 0.36,0.37,0.36,0.39,0.39
197, - Nonaccrual,0.24,0.24,0.23,0.26,0.25
198,Dep Inst Lns - 30-89 Days PD, 0.02,0.03,0.05,0.05,0.04
199, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
200, - Nonaccrual,0.21,0.23,0.22,0.26,0.18
201,Agricultural - 30-89 Days PD, 0.76,0.87,0.50,0.62,0.81
202, - 90+ Days Past Due, 0.14,0.10,0.05,0.05,0.04
203, - Nonaccrual,0.92,1.17,1.07,1.20,1.35
204,Foreign Govts- 30-89 Days PD, 0.00,0.26,0.30,0.26,1.00
205, - 90+ Days Past Due, 0.06,0.78,0.00,1.11,0.00
206, - Nonaccrual,0.38,0.89,0.67,0.80,0.06
207,Other Lns&Ls - 30-89 Days PD, 0.44,0.70,0.70,0.76,0.89
208, - 90+ Days Past Due, 0.04,0.07,0.04,0.08,0.07
209,- 90+ Days Past Due,0.20,0.26,0.21,0.26,0.29
210,- Nonaccrual, 0.42,0.47,0.41,0.44,0.42
211,- 90+ Days Past Due,0.05,0.07,0.06,0.07,0.10
212,- Nonaccrual, 0.14,0.12,0.13,0.11,0.13
213,- 90+ Days Past Due,0.27,0.34,0.29,0.33,0.34
214,- Nonaccrual, 0.54,0.59,0.54,0.55,0.48
215,Commercial RE - 30-89 Days PD,0.53,0.70,0.52,0.56,0.85
216,- 90+ Days Past Due,0.04,0.06,0.04,0.06,0.09
217,- Nonaccrual, 0.56,0.63,0.57,0.58,0.69
218,Const & Dev - 30-89 Days PD,0.62,1.02,0.76,0.82,1.11
219,- 90+ Days Past Due,0.04,0.06,0.04,0.06,0.08
220,- Nonaccrual, 0.36,0.52,0.39,0.54,0.59
221,Multifamily - 30-89 Days PD,0.25,0.55,0.32,0.44,0.59
222,- 90+ Days Past Due,0.01,0.03,0.02,0.02,0.03
223,- Nonaccrual, 0.28,0.27,0.31,0.21,0.38
224,Nonfarm Nres- 30-89 Days PD,0.51,0.61,0.45,0.50,0.70
225,- 90+ Days Past Due,0.04,0.05,0.04,0.06,0.09
226,- Nonaccrual, 0.66,0.72,0.70,0.63,0.69
227,- 90+ Days Past Due,0.15,0.08,0.08,0.06,0.07
228,- Nonaccrual, 1.15,1.30,1.31,1.30,1.33
229,- 90+ Days Past Due,1.31,1.61,1.06,1.31,0.86
230,- Nonaccrual, 0.14,0.09,0.12,0.09,0.18
231,CAPITAL RATIOS, 03/31/2004,03/31/2003,12/31/2003,12/31/2002,12/31/2001
232,Tier 1 Leverage Ratio,7.70,7.46,7.55,7.43,7.34
233,Tier 1 RBC Ratio,10.65,9.75, 10.05,9.64,9.43
234,DERIVATIVES AND, , , , , 
235,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
236,PERCENT OF TOTAL ASSETS:, , , , , 
237,Loan Commitments,27.47, 29.59, 28.38, 29.63, 29.27
238,Standby Letters of Credit,3.04,3.33,3.21,3.24,3.21
239,Credit Derivatives (BHC as Beneficiary),0.63,0.52,0.64,0.45,0.26
240,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
241,Derivative Contracts,88.75, 80.61, 82.36, 69.29, 83.60
242,Interest Rate Contracts, 70.28, 63.70, 64.76, 55.59, 61.42
243,Interest Rate Futures & Forward Contr, 13.47, 14.33, 10.53, 11.68, 13.74
244,Written Options Contr (Int Rate),10.17, 10.11,8.86,8.60,8.95
245,Purchased Options Contr (Int Rate), 9.84,8.67,7.46,7.41,9.55
246,Written Options Contr (Foreign Exch), 0.91,0.72,0.82,0.53,0.62
247,Purchased Options Contr (Foreign Exch), 0.90,0.74,0.86,0.59,0.55
248,Written Options Contr (Comm & Other), 0.31,0.31,0.41,0.29,0.26
249,Purchased Options Contr (Comm & Oth), 0.39,0.37,0.42,0.33,0.28
250,PERCENT OF NOTIONAL AMOUNT, 03/31/2004,03/31/2003,12/31/2003,12/31/2002,12/31/2001
251,Interest Rate Contracts, 89.55, 90.97, 91.04, 90.14, 86.73
252,Foreign Exchange Contracts, 7.49,6.43,5.81,6.77, 10.10
253,Exchange-Traded,0.53,0.81,0.40,0.57,0.49
254,Over-The-Counter, 7.30,7.25,6.94,5.82,4.61
255,Purchased Options,5.68,7.15,5.22,6.56,6.91
256,Exchange-Traded,1.38,0.68,0.80,0.90,1.00
257,Over-The-Counter, 3.41,5.34,3.65,4.77,4.71
258,Foreign Exchange Contracts, 4.48,4.49,4.24,4.86,7.28
259,Foreign Exchange Contracts, 0.77,0.41,0.23,0.47,0.83
260,Over 1 Year to 5 Years,25.94, 27.38, 30.94, 26.58, 30.97
261,Over 5 Years,18.91, 14.83, 24.27, 12.92, 11.72
262,Gross Negative Fair Value (Abs Val),1.09,1.32,1.40,1.63,1.03
263,Gross Positive Fair Value (X),0.17,0.19,0.19,0.20,0.12
264,Held for Trading (X), 0.12,0.14,0.16,0.15,0.08
265,Non-Traded (X), 0.04,0.04,0.03,0.04,0.03
266,Current Credit Exposure (X),0.09,0.11,0.11,0.12,0.08
267,Credit Losses on Derivative Contracts,0.00,0.00,0.00,0.01,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
268,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
269,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
270,OTHER RATIOS:, , , , , 
271,Decr (Incr) in Int Expense/Net Income,2.80,1.32,2.53,0.97,0.44
272,Net Incr (Decr) Nonint Alloc/Net Income,0.46,1.05,0.12,1.84,1.90
273,Incr (Decr) in Net Income/Net Income, 6.34,7.67,6.34,8.28,5.84
274,INSURANCE ACTIVITIES, 03/31/2004,03/31/2003,12/31/2003,12/31/2002,12/31/2001
275,ANALYSIS RATIOS:, , , , , 
276,Ins Underwriting Assets/Consol Assets,0.13, N/A, N/A, N/A, N/A
277,Ins Under Assets(P/C)/Tot Ins Und Ast, 36.09, 31.44, 31.84, 31.18, N/A
278,Ins Under Assets(L/H)/Tot Ins Und Ast, 63.91, 68.56, 68.16, 68.82, N/A
279,Credit Rel Prem Inc/Tot Prem Inc,69.11, 77.03, 70.23, 61.77, N/A
280,Ins Net Inc (L/H)/Equity (L/H),11.36,9.67,8.26,7.89, N/A
281,Net Assets Broker-Dealer Subs/Cons Asts,1.89,1.51,1.39,1.28, N/A
282,FOREIGN ACTIVITIES, , , , , 
283,Yield: Foreign Loans, 4.15,1.65,2.41,1.85,2.71
284,Commercial and Industrial Loans,1.67,3.56,6.60, 11.75, 12.94
285,Foreign Governments and Inst, 0.00,0.00,0.20,0.02,0.02
286,Total Selected Assets, 41.75, -4.88, 28.95, -0.27, 17.02
287,Deposits,26.91, 32.02, 15.80, 19.25, -7.32
288,PROFITABLITY:,03/31/2004,03/31/2003,12/31/2003,12/31/2002,12/31/2001
289,Net Income/Avg Equity Capital, 16.19, 15.47, 15.29, 15.28, 12.26
290,Bank Net Inc/Avg Eq Inv in Banks,15.48, 15.37, 14.70, 15.66, 12.27
291,Nonbk Net Inc/Avg Eq Inv in Nonbanks,10.07,5.49,6.17,0.89,3.04
292,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, 11.31, 13.36, 12.69, 11.85, 12.05
293,Bank Net Income/Parent Net Income, 69.05, 75.57, 74.51, 77.11, 71.98
294,Nonbank Net Income/Parent Net Income,10.85,4.81,5.19,3.69, 11.79
295,Total Debt/Equity Capital, 19.48, 19.35, 20.55, 18.99, 20.28
296,Tot Debt+NP to Subs Iss Tr Pref/Equity,28.08, 28.28, 29.32, 28.50, N/A
297,Tot Debt+Lns Guaranteed for Affl/Equity, 24.95, 24.83, 26.32, 24.50, 25.69
298,Total Debt/Eq Cap - Exc Over Fair Value, 22.00, 21.10, 23.25, 20.72, 22.43
299,Long-Term Debt/Equity Capital, 13.91, 14.40, 15.42, 13.73, 14.08
300,Short-Term Debt/Equity Capital, 4.13,4.33,3.67,4.41,5.07
301,Current Portion of LT Debt/Equity,0.48,0.62,0.33,0.68,0.52
302,Exc Cost Over Fair Value/Equity Cap,2.43,1.91,2.48,1.95,2.59
303,Total Investment in Subs/Equity,121.68,123.35,123.78,123.49,122.37
304,Equity Inv in Subs/Cons Eq Cap+Min Int,99.73, 99.45, 99.49, 99.07,100.15
305,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,102.41,115.92,149.30,180.56,166.06
306,Adj Cash Fl/Op Exp+Repaid LT Debt+Div,110.27,107.21,116.50,119.39,125.90
307,Pretax Oper Inc + Int Exp/Int Expense, 2785.95, 2681.46, 4006.75, 6175.51, 2536.30
308,Div + Int From Subs/Int Exp + Div,114.57,122.64,163.22,200.00,181.04
309,Fees+Other Inc From Subs/Sal + Oth Exp,18.77, 19.78, 18.47, 21.27, 25.26
310,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
311,90+ Days Past Due,0.11,0.00,0.00,0.00,0.00
312,Nonaccrual, 3.55,5.68,0.21,2.65,2.75
313,Total,4.21,5.69,0.34,2.66,2.78
314,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
315,To Bank Subsidiaries, 0.01,0.02,0.01,0.02,0.00
316,To Nonbank Subsidiaries,1.28,0.84,1.22,0.91,0.74
317,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.00
318,Total,1.85,1.50,1.90,1.62,1.05
319,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
320,Nonbank Assets of Nonbank Subsidiaries,10.05,6.59,7.10,6.52, 10.95
321,Combined Thrift Assets, 0.12,0.08,0.06,0.10,0.21
322,Combined Foreign Nonbank Sub Assets,0.29,0.18,0.18,0.17,0.28
323,PAYOUT RATIOS - PARENT, 03/31/2004,03/31/2003,12/31/2003,12/31/2002,12/31/2001
324,Div Paid/Inc Before Undist Inc,99.18,126.62, 64.56, 45.81, 53.12
325,Dividends Paid/Net Income, 30.26, 29.65, 32.23, 29.58, 37.89
326,Dividends From Nonbank Subs,3.65,4.89,5.61,7.70, 12.70
327,Dividends From Subsidiary BHCs,15.21, 22.96, 19.80, 38.96, 31.41
328,Dividends From Bank Subs,34.66, 30.94, 53.65, 61.05, 72.77
329,Interest Income From Bank Subs, 1.38,2.09,1.75,2.81,8.80
330,Mgt & Service Fees From Bank Subs,2.62,2.91,3.07,3.22, 11.21
331,Other Income From Bank Subs,0.02,0.02,0.02,0.06,0.01
332,Interest Income From Nonbank Subs, 11.18, 21.31, 16.13, 21.77, 21.56
333,Mgt & Serv Fees From Nonbank Subs,1.19,3.60,3.41,4.53,1.94
334,Other Income From Nonbank Subs, 0.01,0.00,0.03,0.03,0.06
335,Operating Inc From Nonbank Subs, 61.79,103.36,102.94,133.51, 99.04
336,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
337,Dividends From Subsidiary BHCs,34.83, 52.79, 52.10, 76.43, 67.26
338,Interest Inc From Subsidiary BHCs,2.92,1.12,1.27,1.39,1.90
339,Mgt & Serv Fees From Sub BHCs,0.14,0.99,1.10,0.73,1.04
340,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.03
341,Dividends From Bank Subsidiaries,40.80, 38.86, 56.83, 54.98, 49.12
342,Interest Income From Bank Subs, 3.39,8.63,2.48,3.83,3.77
343,Mgt & Serv Fees From Bank Subs, 4.62,4.79,2.78,2.80,2.86
344,Other Income From Bank Subs,0.02,0.01,0.01,0.02,0.00
345,Mgt & Serv Fees From Nonbank Subs,0.14,0.20,0.11,0.13,0.14
346,Other Income From Nonbank Subs, 0.00,0.00,0.01,0.00,0.00
347,Mgt & Serv Fees From Sub BHCs,0.00,0.00,0.04,0.00,0.00
348,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
349, PERCENT OF AVERAGE ASSETS:, , , , , 
350," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
351, PERCENT OF TOTAL ASSETS:, , , , , 
352, ANALYSIS RATIOS:, , , , , 
353, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
354, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
355, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
356, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
357, , 1025309,"10,019,733", BANK OF HAWAII CORPORATION,"HONOLULU, HI", Moved from Peer 2
358, , 1026632,"46,284,135"," CHARLES SCHWAB CORPORATION, TH","SAN FRANCISCO, CA",Moved from Peer 9
359, , 2549857," 100,267,575", COUNTRYWIDE FINANCIAL CORPORAT,"CALABASAS, CA",Moved from Peer 9
360, , 1102367,"10,060,189"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX",Moved from Peer 2
361, , 2184164,"12,076,555", DORAL FINANCIAL CORPORATION," SAN JUAN, PR", Moved from Peer 9
362, , 1245415,"40,591,757", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", Name change from BANKMONT FINANCIAL CORP.
