,Column1,Value1,Value2,Value3,Value4,Value5
72,Net Servicing Fees, 1.09,0.87,1.00,0.58,0.92
73,Net Securitization Income,0.28,0.35,0.29,0.49,0.47
74,Insurance Activities Revenue, 1.55,1.76,1.84,1.18,1.15
75,"Net Gain (Loss) - Sales Loans, OREO, Oth", 1.56,1.63,1.52,2.90,1.73
76,Appl Inc Taxes/Pretax NOI (TE),32.08, 32.13, 31.18, 31.45, 31.58
77,Appl Inc Tax+TE/Pretax NOI+TE, 34.80, 35.26, 34.68, 34.73, 34.83
78,PERCENT OF TOTAL ASSETS,09/30/2005,09/30/2004,12/31/2004,12/31/2003,12/31/2002
79,Real Estate Loans, 37.01, 37.70, 36.77, 34.78, 34.29
80,Commercial and Industrial Loans, 11.06, 11.12, 10.80, 11.27, 12.34
81,Loans to Individuals, 5.94,5.99,5.97,6.16,6.42
82,Loans to Depository Institutions, 0.09,0.12,0.16,0.11,0.14
83,Agricultural Loans, 0.20,0.22,0.20,0.21,0.22
84,Other Loans and Leases, 3.22,3.56,3.28,4.30,4.25
85, Net Loans and Leases, 59.82, 60.55, 59.69, 58.53, 59.34
86,Debt Securities Over 1 Year, 17.66, 18.59, 18.70, 19.67, 18.00
87,Mutual Funds and Equity Securities, 0.25,0.31,0.31,0.36,0.40
88, Subtotal, 79.83, 80.57, 80.28, 79.72, 78.91
89,Interest-Bearing Bank Balances, 0.87,0.69,0.79,0.70,0.63
90,Federal Funds Sold & Reverse Repos, 2.58,2.11,2.12,1.88,2.31
91,Debt Securities 1 Year or Less, 1.63,1.42,1.54,1.98,1.91
92,Trading Assets, 1.57,1.48,1.50,1.66,1.69
93, Total Earning Assets, 88.12, 88.30, 88.41, 88.18, 87.55
94,Non-Int Cash and Due From Dep Inst, 2.55,2.51,2.25,2.85,3.38
95,Acceptances,0.02,0.03,0.02,0.03,0.03
96,Other Real Estate Owned,0.04,0.05,0.05,0.06,0.06
97,U.S. Treasury Securities, 0.43,0.60,0.58,0.77,0.45
98,U.S. Agency Securities (excl MBS),3.15,3.75,3.56,4.15,3.25
99,Municipal Securities, 0.87,0.85,0.83,0.75,0.78
100,Mortgage-Backed Securities,11.89, 12.08, 12.02, 12.92, 12.07
101,Asset-Backed Securities,0.25,0.34,0.32,0.41,0.49
102,Other Debt Securities,0.73,0.69,0.83,0.85,0.74
103,RE Loans Secured by 1-4 Family,18.16, 18.70, 18.10, 17.23, 17.21
104,Revolving,4.71,4.84,4.65,4.16,3.58
105,"Closed-End, Sec by First Liens",11.85, 12.23, 11.74, 11.43, 11.65
106,"Closed-End, Sec by Junior Liens",1.27,1.21,1.16,1.16,1.50
107,Commercial Real Estate Loans,16.55, 15.96, 15.67, 14.47, 14.61
108,Construction and Land Dev,4.71,4.31,4.30,3.82,3.67
109,Multifamily,1.31,1.24,1.33,1.25,1.27
110,Nonfarm Nonresidential, 9.62,9.76,9.45,8.83,8.96
111,RE Loans Secured by Farmland, 0.21,0.21,0.21,0.19,0.22
112,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
113,Real Estate Loans, 60.09, 60.51, 60.41, 57.28, 55.08
114,RE Loans Secured by 1-4 Family,29.30, 30.36, 28.88, 28.42, 27.93
115,Revolving,7.39,7.67,7.36,6.71,5.75
116,Closed-End,21.44, 22.23, 20.82, 21.14, 21.66
117,Commercial Real Estate Loans,26.31, 25.28, 26.05, 23.42, 23.13
118,Construction and Land Dev,7.37,6.76,7.02,6.14,5.78
119,Multifamily,2.17,1.96,2.28,2.02,1.99
120,Nonfarm Nonresidential,15.37, 15.67, 15.85, 14.44, 14.23
121,RE Loans Secured by Farmland, 0.31,0.32,0.31,0.29,0.32
122,Loans to Depository Institutions, 0.19,0.24,0.39,0.25,0.34
123,Commercial and Industrial Loans, 18.37, 18.48, 17.78, 19.20, 21.41
124,Loans to Individuals,10.37,9.93, 10.26, 10.34, 10.73
125,Credit Card Loans,1.33,1.08,1.48,1.12,1.17
126,Agricultural Loans, 0.32,0.34,0.32,0.33,0.35
127,Loans to Foreign Govts and Inst,0.01,0.02,0.01,0.02,0.03
128,Other Loans and Leases, 6.67,7.03,6.22,8.79,8.30
129,PERCENT OF TOTAL ASSETS,09/30/2005,09/30/2004,12/31/2004,12/31/2003,12/31/2002
130,Short-Term Investments, 5.94,4.83,5.42,5.38,5.50
131,Liquid Assets, 24.19, 24.49, 24.17, 26.56, 25.43
132,Investment Securities, 19.94, 20.81, 21.17, 22.79, 20.88
133,Net Loans and Leases,59.82, 60.55, 59.69, 58.53, 59.34
134,"Net Lns, Ls & Stdby Ltrs of Credit",63.15, 63.79, 62.92, 61.71, 62.70
135,Core Deposits, 49.30, 49.81, 48.79, 50.31, 52.60
136,Noncore Funding, 34.55, 34.03, 33.37, 33.17, 30.89
137,Time Deposits of $100K or More, 8.76,7.62,7.71,7.17,7.39
138,Foreign Deposits, 2.54,2.48,2.72,3.01,2.98
139,Fed Funds Purchased and Repos,8.37,8.57,8.39,8.63,7.58
140,Net Fed Funds Purchased (Sold), 5.20,5.86,5.47,6.14,4.92
141,Int-Bearing Liab Repr in 1 Year, 16.51, 14.52, 14.06, 14.98, 15.89
142,Long-Term Debt Repr in 1 Year,2.21,2.19,2.30,2.02,1.90
143,Net ST Noncore Funding Dependence, 22.49, 20.46, 19.42, 19.84, 18.72
144,Short-Term Inv/ST Noncore Funding, 26.44, 25.16, 28.08, 25.44, 27.11
145,Liq Asts-ST Noncore Fndg/Nonliq Asts, 3.41,3.68,5.74,7.34,8.49
146,Net Loans and Leases/Total Deposits, 98.03, 99.61,103.27, 94.37, 92.92
147,Net Loans and Leases/Core Deposits, 143.47,142.81,154.00,130.23,118.07
148,Held-To-Mat Sec Appr(Depr)/T1 Cap, -0.32,0.14,0.01,0.18,0.95
149,Avail-For-Sale Sec Appr(Depr)/T1 Cap,-2.06,0.86,0.54,1.62,5.97
150,Available-For-Sale Securities, 92.94, 93.08, 92.62, 93.52, 94.02
151,U.S. Treasury Securities, 2.88,3.29,3.33,3.55,2.65
152,U.S. Agency Securities (excl MBS), 15.30, 17.16, 16.80, 16.80, 15.93
153,Municipal Securities, 4.13,3.97,3.91,3.50,3.99
154,Mortgage-Backed Securities,61.10, 59.65, 59.38, 58.54, 59.83
155,Asset-Backed Securities,1.66,1.92,1.71,2.21,2.62
156,Other Debt Securities,4.74,4.39,5.04,5.21,4.54
157,Debt Securities Over 5 Years,62.39, 65.11, 64.40, 64.88, 60.37
158,Pledged Securities,57.30, 57.72, 57.43, 53.80, 54.48
159,"Structured Notes, Fair Value", 0.26,0.45,0.38,0.23,0.03
160,ANALYSIS RATIOS,09/30/2005,09/30/2004,12/31/2004,12/31/2003,12/31/2002
161,Provision for Ln&Ls Losses/Avg Assets,0.15,0.18,0.18,0.30,0.42
162,Provision for Ln&Ls Losses/Avg Lns&Ls,0.27,0.31,0.32,0.51,0.73
163,ALLL/Nonaccrual Assets, 338.05,290.89,282.98,271.15,250.00
164,Net Losses/Avg Loans and Leases,0.25,0.30,0.35,0.53,0.68
165,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.00,0.02,0.01
166,Recoveries/Prior Year-End Losses,22.34, 16.90, 25.00, 17.72, 18.80
167,Earnings Coverage of Net Losses (X), 25.56, 20.20, 18.87, 10.06, 10.14NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
168,Real Estate Loans,0.06,0.07,0.07,0.11,0.11
169,RE Loans Secured By 1-4 Family, 0.08,0.08,0.08,0.12,0.11
170,Revolving,0.07,0.09,0.08,0.11,0.10
171,Closed-End, 0.07,0.08,0.08,0.13,0.12
172,Commercial Real Estate Loans, 0.03,0.05,0.05,0.08,0.09
173,Construction and Land Dev,0.01,0.03,0.04,0.06,0.09
174,Multifamily,0.02,0.02,0.02,0.01,0.03
175,Nonfarm Nonresidential, 0.05,0.05,0.06,0.09,0.09
176,Other Loans and Leases, 0.37,0.25,0.26,0.47,0.62
177,PERCENT OF LOANS AND LEASES,09/30/2005,09/30/2004,12/31/2004,12/31/2003,12/31/2002
178,30-89 Days PD Loans and Leases, 0.62,0.65,0.64,0.79,0.93
179,90+ Days PD Loans and Leases, 0.15,0.16,0.15,0.17,0.20
180,Nonaccrual Restructured,0.01,0.01,0.01,0.01,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
181,30-89 Days Past Due Assets, 0.63,0.65,0.65,0.80,0.94
182,90+ Days Past Due Assets, 0.15,0.16,0.15,0.18,0.21
183,Nonaccrual Assets,0.42,0.55,0.52,0.69,0.87
184,30+ Days PD & Nonaccrual Assets,1.25,1.38,1.34,1.71,2.08PERCENT OF TOTAL ASSETS-----------------------
185,90+ Days PD and Nonaccrual Assets,0.36,0.43,0.40,0.52,0.65
186,90+ PD & Nonaccrual Assets + OREO,0.41,0.49,0.46,0.60,0.72RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
187,Total Assets, 0.29,0.36,0.34,0.46,0.57
188,Allowance for Loan & Lease Losses, 40.48, 47.79, 48.07, 52.66, 59.52
189,Equity Cap + ALLL,3.27,4.09,3.83,5.07,6.33
190,Tier 1 Cap + ALLL,3.72,4.56,4.19,5.62,7.19
191,Loans & Leases + RE Acquired, 0.49,0.62,0.59,0.79,0.96
192, - 90+ Days Past Due, 0.12,0.12,0.11,0.14,0.17
193, - Nonaccrual,0.39,0.46,0.44,0.52,0.53
194, - 90+ Days Past Due, 0.07,0.08,0.07,0.10,0.11
195, - Nonaccrual,0.65,0.99,0.85,1.39,1.85
196, - 90+ Days Past Due, 0.29,0.33,0.32,0.36,0.39
197, - Nonaccrual,0.13,0.26,0.20,0.24,0.26
198,Dep Inst Lns - 30-89 Days PD, 0.01,0.00,0.02,0.05,0.05
199, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
200, - Nonaccrual,0.04,0.02,0.05,0.22,0.26
201,Agricultural - 30-89 Days PD, 0.48,0.35,0.27,0.50,0.62
202, - 90+ Days Past Due, 0.02,0.04,0.03,0.05,0.05
203, - Nonaccrual,0.45,0.63,0.60,1.07,1.20
204,Foreign Govts- 30-89 Days PD, 0.05,0.44,0.03,0.32,0.26
205, - 90+ Days Past Due, 0.52,0.03,0.00,0.00,1.11
206, - Nonaccrual,0.05,0.35,0.43,0.70,0.80
207,Other Lns&Ls - 30-89 Days PD, 0.52,0.51,0.56,0.71,0.76
208, - 90+ Days Past Due, 0.03,0.03,0.04,0.04,0.08
209,- 90+ Days Past Due,0.19,0.17,0.15,0.21,0.26
210,- Nonaccrual, 0.36,0.37,0.39,0.41,0.44
211,- 90+ Days Past Due,0.05,0.05,0.04,0.06,0.07
212,- Nonaccrual, 0.12,0.11,0.13,0.13,0.11
213,- 90+ Days Past Due,0.25,0.22,0.19,0.29,0.33
214,- Nonaccrual, 0.45,0.48,0.50,0.54,0.55
215,Commercial RE - 30-89 Days PD,0.40,0.44,0.43,0.52,0.56
216,- 90+ Days Past Due,0.04,0.05,0.04,0.04,0.06
217,- Nonaccrual, 0.41,0.51,0.45,0.57,0.58
218,Const & Dev - 30-89 Days PD,0.45,0.57,0.63,0.76,0.82
219,- 90+ Days Past Due,0.06,0.05,0.03,0.04,0.06
220,- Nonaccrual, 0.24,0.29,0.27,0.39,0.54
221,Multifamily - 30-89 Days PD,0.29,0.29,0.26,0.32,0.44
222,- 90+ Days Past Due,0.03,0.01,0.01,0.02,0.02
223,- Nonaccrual, 0.32,0.30,0.27,0.31,0.21
224,Nonfarm Nres- 30-89 Days PD,0.40,0.42,0.37,0.45,0.50
225,- 90+ Days Past Due,0.03,0.04,0.03,0.04,0.06
226,- Nonaccrual, 0.50,0.61,0.55,0.70,0.63
227,- 90+ Days Past Due,0.03,0.05,0.06,0.08,0.06
228,- Nonaccrual, 0.91,1.24,1.14,1.31,1.30
229,- 90+ Days Past Due,0.89,1.03,0.83,1.06,1.31
230,- Nonaccrual, 0.05,0.05,0.05,0.12,0.09
231,CAPITAL RATIOS, 09/30/2005,09/30/2004,12/31/2004,12/31/2003,12/31/2002
232,Tier 1 Leverage Ratio,7.42,7.53,7.58,7.55,7.43
233,Tier 1 RBC Ratio, 9.62,9.79, 10.05, 10.05,9.64
234,DERIVATIVES AND, , , , , 
235,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
236,PERCENT OF TOTAL ASSETS:, , , , , 
237,Loan Commitments,30.03, 29.57, 29.68, 28.38, 29.63
238,Standby Letters of Credit,3.20,3.21,3.22,3.21,3.24
239,Credit Derivatives (BHC as Beneficiary),1.14,0.72,0.80,0.64,0.45
240,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
241,Derivative Contracts,77.11, 74.57, 73.18, 82.38, 69.29
242,Interest Rate Contracts, 56.56, 56.64, 54.87, 64.76, 55.59
243,Interest Rate Futures & Forward Contr,9.70, 10.97,8.57, 10.53, 11.68
244,Written Options Contr (Int Rate), 6.74,7.35,7.01,8.86,8.60
245,Purchased Options Contr (Int Rate), 5.68,6.42,6.07,7.46,7.41
246,Written Options Contr (Foreign Exch), 0.75,0.79,0.73,0.82,0.53
247,Purchased Options Contr (Foreign Exch), 0.81,0.81,0.78,0.86,0.59
248,Written Options Contr (Comm & Other), 0.46,0.50,0.47,0.42,0.29
249,Purchased Options Contr (Comm & Oth), 0.63,0.55,0.45,0.43,0.33
250,PERCENT OF NOTIONAL AMOUNT, 09/30/2005,09/30/2004,12/31/2004,12/31/2003,12/31/2002
251,Interest Rate Contracts, 91.22, 92.44, 92.91, 91.02, 90.14
252,Foreign Exchange Contracts, 6.63,4.39,4.47,5.81,6.77
253,Exchange-Traded,0.19,0.57,0.49,0.40,0.57
254,Over-The-Counter, 6.30,7.01,4.85,6.95,5.82
255,Purchased Options,4.63,5.33,5.02,5.22,6.56
256,Exchange-Traded,0.28,1.10,0.72,0.80,0.90
257,Over-The-Counter, 3.76,3.59,3.93,3.66,4.77
258,Foreign Exchange Contracts, 4.43,3.87,3.57,4.24,4.86
259,Foreign Exchange Contracts, 0.51,0.22,0.41,0.23,0.47
260,Over 1 Year to 5 Years,26.03, 26.75, 30.15, 30.94, 26.58
261,Over 5 Years,20.54, 24.87, 25.19, 24.26, 12.92
262,Gross Negative Fair Value (Abs Val),0.94,0.93,0.99,1.40,1.63
263,Gross Positive Fair Value (X),0.13,0.13,0.14,0.19,0.20
264,Held for Trading (X), 0.10,0.10,0.11,0.16,0.15
265,Non-Traded (X), 0.01,0.02,0.02,0.03,0.04
266,Current Credit Exposure (X),0.07,0.08,0.08,0.11,0.12
267,Credit Losses on Derivative Contracts,0.00,0.00,0.00,0.00,0.01PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
268,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
269,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
270,OTHER RATIOS:, , , , , 
271,Decr (Incr) in Int Expense/Net Income,1.40,3.64,3.46,2.53,0.97
272,Net Incr (Decr) Nonint Alloc/Net Income,0.13,0.61,0.39,0.12,1.84
273,Incr (Decr) in Net Income/Net Income, 2.18,7.52,7.67,6.34,8.28
274,INSURANCE ACTIVITIES, 09/30/2005,09/30/2004,12/31/2004,12/31/2003,12/31/2002
275,ANALYSIS RATIOS:, , , , , 
276,Ins Underwriting Assets/Consol Assets,0.05, N/A, N/A, N/A, N/A
277,Ins Under Assets(P/C)/Tot Ins Und Ast, 39.40, 35.11, 34.12, 31.84, 31.18
278,Ins Under Assets(L/H)/Tot Ins Und Ast, 60.60, 64.89, 65.88, 68.16, 68.82
279,Credit Rel Prem Inc/Tot Prem Inc,74.64, 74.74, 70.68, 75.78, 61.77
280,Ins Net Inc (L/H)/Equity (L/H), 6.77,7.06,6.40,8.26,7.89
281,Net Assets Broker-Dealer Subs/Cons Asts,1.30,1.33,1.15,1.39,1.28
282,FOREIGN ACTIVITIES, , , , , 
283,Yield: Foreign Loans, 2.49,2.26,2.52,2.42,1.85
284,Commercial and Industrial Loans,0.64,2.10,1.85,6.59, 11.75
285,Foreign Governments and Inst,-0.28,0.00,0.00,0.21,0.02
286,Total Selected Assets, 12.09,5.50, 16.78, 28.81, -0.27
287,Deposits,26.08, 98.38, 62.87, 15.80, 19.25
288,PROFITABLITY:,09/30/2005,09/30/2004,12/31/2004,12/31/2003,12/31/2002
289,Net Income/Avg Equity Capital, 14.67, 15.06, 14.67, 15.27, 15.28
290,Bank Net Inc/Avg Eq Inv in Banks,14.11, 14.98, 14.54, 14.67, 15.66
291,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 9.04,7.73,7.90,6.17,0.89
292,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, 11.80, 11.80, 11.50, 12.69, 11.85
293,Bank Net Income/Parent Net Income, 71.67, 73.02, 69.68, 74.48, 77.11
294,Nonbank Net Income/Parent Net Income, 5.94,5.76,6.15,5.20,3.69
295,Total Debt/Equity Capital, 16.20, 18.44, 15.86, 20.89, 18.99
296,Tot Debt+NP to Subs Iss Tr Pref/Equity,24.74, 27.70, 24.66, 29.65, 28.50
297,Tot Debt+Lns Guaranteed for Affl/Equity, 20.68, 23.21, 19.70, 26.65, 24.50
298,Total Debt/Eq Cap - Exc Over Fair Value, 17.42, 21.60, 17.12, 23.64, 20.72
299,Long-Term Debt/Equity Capital, 12.97, 13.92, 12.04, 15.42, 13.73
300,Short-Term Debt/Equity Capital, 2.57,3.62,3.47,4.01,4.41
301,Current Portion of LT Debt/Equity,0.32,0.16,0.24,0.33,0.68
302,Exc Cost Over Fair Value/Equity Cap,1.29,1.77,1.52,2.48,1.95
303,Total Investment in Subs/Equity,120.12,122.32,120.84,123.78,123.49
304,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",99.77,100.64, 99.22, 99.49, 99.07
305,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,142.51,134.71,136.25,149.30,180.56
306,Adj Cash Fl/Op Exp+Repaid LT Debt+Div, 96.59,128.44,117.83,116.50,119.39
307,Pretax Oper Inc + Int Exp/Int Expense, 2967.94, 3636.24, 3483.15, 3082.11, 6175.51
308,Div + Int From Subs/Int Exp + Div,167.02,142.59,157.60,169.47,200.00
309,Fees+Other Inc From Subs/Sal + Oth Exp,16.87, 20.70, 20.43, 18.47, 21.27
310,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
311,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
312,Nonaccrual, 6.24,0.67,0.62,0.21,2.65
313,Total,6.24,0.67,0.62,0.34,2.66
314,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
315,To Bank Subsidiaries, 0.00,0.00,0.00,0.01,0.02
316,To Nonbank Subsidiaries,1.27,0.76,0.65,1.22,0.91
317,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.00
318,Total,1.93,1.34,1.21,1.89,1.62
319,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
320,Nonbank Assets of Nonbank Subsidiaries, 7.28,6.70,9.38,6.96,6.52
321,Combined Thrift Assets, 0.30,0.07,0.42,0.06,0.10
322,Combined Foreign Nonbank Sub Assets,0.11,0.12,0.15,0.18,0.17
323,PAYOUT RATIOS - PARENT, 09/30/2005,09/30/2004,12/31/2004,12/31/2003,12/31/2002
324,Div Paid/Inc Before Undist Inc,75.83, 79.11, 77.33, 64.56, 45.81
325,Dividends Paid/Net Income, 35.45, 33.35, 33.09, 32.26, 29.58
326,Dividends From Nonbank Subs,7.46,4.95,6.40,5.61,7.70
327,Dividends From Subsidiary BHCs,20.49, 18.29, 21.50, 19.80, 38.96
328,Dividends From Bank Subs,50.05, 49.14, 57.08, 53.80, 61.05
329,Interest Income From Bank Subs, 1.95,1.38,1.57,1.75,2.81
330,Mgt & Service Fees From Bank Subs,3.35,4.31,4.69,3.11,3.22
331,Other Income From Bank Subs,0.05,0.13,0.14,0.02,0.06
332,Interest Income From Nonbank Subs, 16.28, 14.59, 19.71, 16.13, 21.77
333,Mgt & Serv Fees From Nonbank Subs,3.68,3.86,3.41,3.41,4.53
334,Other Income From Nonbank Subs, 0.01,0.01,0.08,0.03,0.03
335,Operating Inc From Nonbank Subs, 77.79, 60.60,103.99,102.94,133.51
336,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
337,Dividends From Subsidiary BHCs,41.68, 39.39, 39.32, 52.11, 76.43
338,Interest Inc From Subsidiary BHCs,4.57,3.24,4.05,1.27,1.39
339,Mgt & Serv Fees From Sub BHCs,3.47,1.49,1.17,1.10,0.73
340,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
341,Dividends From Bank Subsidiaries,52.66, 56.18, 55.38, 56.83, 54.98
342,Interest Income From Bank Subs, 3.82,2.01,2.58,2.48,3.83
343,Mgt & Serv Fees From Bank Subs, 2.79,3.15,3.07,2.78,2.80
344,Other Income From Bank Subs,0.02,0.02,0.02,0.01,0.02
345,Mgt & Serv Fees From Nonbank Subs,0.13,0.13,0.11,0.11,0.13
346,Other Income From Nonbank Subs, 0.00,0.00,0.01,0.01,0.00
347,Mgt & Serv Fees From Sub BHCs,0.06,0.00,0.00,0.04,0.00
348,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
349, PERCENT OF AVERAGE ASSETS:, , , , , 
350," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
351, PERCENT OF TOTAL ASSETS:, , , , , 
352, ANALYSIS RATIOS:, , , , , 
353, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
354, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
355, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
356, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
357, , 1888193,"10,277,006", WILMINGTON TRUST CORPORATION,"WILMINGTON, DE", Moved from Peer 2
358, 1027004,"33,422,701", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 68 bank holding companies.
359, 09/30/2005,09/30/2004,12/31/2004,12/31/2003,12/31/2002, 
360, 09/30/2005,09/30/2004,12/31/2004,12/31/2003,12/31/2002, 
361, 1379552," 153,638,790", ABN AMRO NORTH AMERICA HOLDING,"CHICAGO, IL", , 
362, 1078604,"51,118,837", AMSOUTH BANCORPORATION,"BIRMINGHAM, AL", , 
363, 1199563,"20,768,604", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
