,Column1,Value1,Value2,Value3,Value4,Value5
147, Mortgage-Backed Securities,11.40, 11.60, 11.38, 11.49, 11.94
148, Asset-Backed Securities,0.43,0.38,0.40,0.43,0.59
149, Other Debt Securities,0.44,0.50,0.53,0.53,0.86
150, RE Loans Secured by 1-4 Family,14.49, 15.46, 14.33, 15.21, 15.39
151, Revolving,2.80,2.96,2.77,3.14,3.24
152," Closed-End, Sec by First Liens",10.91, 11.61, 10.78, 11.10, 11.09
153," Closed-End, Sec by Junior Liens",0.42,0.45,0.43,0.47,0.51
154, Commercial Real Estate Loans,18.22, 16.99, 16.85, 15.88, 15.02
155, Construction and Land Dev,2.62,2.26,2.35,2.00,1.69
156, Multifamily,2.71,2.28,2.36,2.13,1.99
157, Nonfarm Nonresidential,12.08, 11.54, 11.27, 10.78, 10.63
158, RE Loans Secured by Farmland, 0.29,0.28,0.24,0.22,0.24
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 54.08, 54.06, 52.15, 52.96, 54.23
161, RE Loans Secured by 1-4 Family,23.25, 24.77, 23.23, 25.22, 26.11
162, Revolving,4.44,4.74,4.46,5.22,5.53
163, Closed-End,18.43, 19.60, 18.40, 19.49, 20.02
164, Commercial Real Estate Loans,27.61, 25.91, 25.82, 24.50, 24.12
165, Construction and Land Dev,4.08,3.53,3.70,3.18,2.71
166, Multifamily,4.08,3.46,3.58,3.27,3.29
167, Nonfarm Nonresidential,18.28, 17.60, 17.31, 16.67, 17.07
168, RE Loans Secured by Farmland, 0.47,0.48,0.40,0.37,0.41
169, Loans to Depository Institutions, 0.16,0.19,0.20,0.22,0.24
170, Commercial and Industrial Loans, 21.80, 22.38, 22.75, 22.49, 20.62
171, Loans to Individuals, 8.12,7.55,8.38,8.43,9.00
172, Credit Card Loans,1.60,1.19,1.71,1.78,2.51
173, Agricultural Loans, 0.30,0.29,0.27,0.23,0.24
174, Loans to Foreign Govts and Inst,0.01,0.01,0.01,0.01,0.02
175, Other Loans and Leases, 9.70,9.56,9.90,9.18,9.06
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,06/30/2016,06/30/2015,12/31/2015,12/31/2014,12/31/2013
179, Short-Term Investments, 8.15,7.94,8.39,8.39,8.97
180, Liquid Assets, 23.02, 23.80, 23.80, 24.24, 24.41
181, Investment Securities, 17.93, 18.33, 18.20, 18.50, 19.23
182, Net Loans and Leases,63.71, 62.81, 62.73, 61.48, 60.31
183," Net Lns, Ls & Stdby Ltrs of Credit",65.12, 64.38, 64.22, 63.48, 62.47
184, Core Deposits, 60.54, 61.00, 59.80, 59.99, 58.41
185, Noncore Funding, 23.32, 22.75, 23.80, 22.93, 23.92
186, Time Deposits of $100K or More, 5.70,5.66,5.40,5.83,5.43
187, Foreign Deposits, 0.67,0.68,0.67,0.84,1.00
188, Fed Funds Purchased and Repos,1.86,2.27,2.03,2.40,2.56
189, Net Fed Funds Purchased (Sold), 0.93,1.35,0.99,1.51,1.55
190, Commercial Paper, 0.02,0.05,0.03,0.08,0.14
191,Oth Borrowings W/Rem Mat 1 Yr or Less,3.27,3.19,3.31,3.23,3.17
192, Earning Assets Repr in 1 Year, 40.79, 39.49, 40.67, 39.53, 39.86
193, Int-Bearing Liab Repr in 1 Year,9.01,9.56,8.89, 10.44, 11.11
194, Long-Term Debt Repr in 1 Year,1.76,1.40,1.86,1.23,1.28
195, Net Assets Repriceable in 1 Year,28.80, 27.10, 28.43, 26.63, 25.23
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,17.89, 16.91, 18.17, 17.28, 17.98
198, Net ST Noncore Funding Dependence,4.74,4.57,4.31,4.06,3.61
199, Short-Term Inv/ST Noncore Funding, 78.97, 82.18, 83.89, 83.04, 91.41
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,16.81, 17.71, 18.02, 17.97, 18.18
201, Net Loans and Leases/Total Deposits, 89.18, 88.75, 90.15, 87.66, 88.93
202, Net Loans and Leases/Core Deposits, 107.89,108.13,110.25,107.22,111.54
203, Held-To-Mat Sec Appr(Depr)/T1 Cap,1.64,0.50,0.33,0.76, -1.16
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 2.45,0.88,0.21,1.38, -0.77
205, Struct Notes Appr(Depr)/T1 Cap,-0.02,0.00, -0.04, -0.03, -0.25
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 19.49, 16.73, 18.52, 16.91, 15.26
208, Available-For-Sale Securities, 80.51, 83.27, 81.48, 83.09, 84.74
209, U.S. Treasury Securities, 6.38,6.61,7.34,6.74,3.80
210, U.S. Agency Securities (excl MBS),5.33,6.80,6.25,6.60,7.33
211, Municipal Securities, 8.35,6.75,7.75,6.64,6.20
212, Mortgage-Backed Securities,66.69, 66.28, 65.07, 65.73, 65.16
213, Asset-Backed Securities,2.25,2.15,2.11,2.31,3.33
214, Other Debt Securities,2.58,2.62,2.89,2.85,4.45
215, Mutual Funds and Equity Securities, 0.70,0.74,0.82,0.81,0.90
216,Debt Securities 1 Year or Less,12.06, 12.66, 13.34, 12.76, 15.54
217, Debt Securities 1 To 5 Years,20.64, 19.82, 19.10, 20.30, 20.47
218, Debt Securities Over 5 Years,63.51, 62.90, 63.55, 62.23, 59.61
219, Pledged Securities,36.54, 39.15, 36.58, 39.58, 41.16
220," Structured Notes, Fair Value", 0.11,0.17,0.13,0.15,0.19
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,06/30/2016,06/30/2015,12/31/2015,12/31/2014,12/31/2013
224, Provision for Ln&Ls Losses/Avg Assets,0.22,0.14,0.17,0.14,0.19
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.36,0.23,0.28,0.23,0.32
226, Provision for Ln&Ls Losses/Net Losses,150.19,125.52,109.03,105.35, 64.28
227,Ln&Ls Allowance/Total Loans & Leases, 1.13,1.17,1.14,1.23,1.40
228, Ln&Ls Allowance/Net Ln&Ls Losses (X),10.10, 13.11,9.29, 11.58,7.42
229, ALLL/Nonaccrual Assets, 165.38,163.96,164.24,165.18,147.71
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls,132.54,129.13,125.88,130.23,114.92
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.39,0.39,0.44,0.45,0.63
232, Recoveries/Avg Loans and Leases,0.12,0.13,0.14,0.15,0.18
233, Net Losses/Avg Loans and Leases,0.28,0.25,0.31,0.30,0.44
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.01,0.01,0.01
235, Recoveries/Prior Year-End Losses,19.91, 19.63, 39.28, 33.44, 23.10
236, Earnings Coverage of Net Losses (X), 26.37, 17.40, 15.90, 32.42, 19.55
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.04,0.09,0.09,0.17,0.34
239, RE Loans Secured By 1-4 Family, 0.08,0.13,0.12,0.22,0.45
240, Revolving,0.15,0.21,0.19,0.30,0.57
241, Closed-End, 0.06,0.10,0.10,0.18,0.39
242, Commercial Real Estate Loans, 0.00,0.02,0.00,0.07,0.20
243, Construction and Land Dev, -0.05, -0.08, -0.07,0.06,0.41
244, Multifamily,0.00, -0.01, -0.01,0.02,0.10
245, Nonfarm Nonresidential, 0.01,0.05,0.02,0.09,0.19
246, RE Loans Secured by Farmland,-0.03, -0.02, -0.01,0.04,0.17
247,Commercial and Industrial Loans,0.37,0.17,0.24,0.17,0.40
248, Loans to Depository Institutions, 0.00,0.00,0.00,0.00,0.00
249,Loans to Individuals, 1.10,1.18,1.18,1.34,1.25
250, Credit Card Loans,2.80,2.77,2.66,2.46,2.42
251,Agricultural Loans, 0.05,0.06,0.11,0.02,0.17
252, Loans to Foreign Governments & Inst,0.00,0.00,0.00,0.00,0.00
253, Other Loans and Leases, 0.14,0.13,0.18,0.16,0.17
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,06/30/2016,06/30/2015,12/31/2015,12/31/2014,12/31/2013
257, 30-89 Days PD Loans and Leases, 0.50,0.52,0.58,0.60,0.68
258, 90+ Days PD Loans and Leases, 0.25,0.28,0.30,0.29,0.40
259, Nonaccrual Loans and Leases,0.81,0.82,0.78,0.84,1.08
260,90+ Days PD and Nonaccrual Loans and Leases,1.16,1.23,1.18,1.22,1.63
261,30-89 Days PD Restructured, 0.03,0.03,0.03,0.04,0.05
262, 90+ Days PD Restructured, 0.01,0.02,0.02,0.02,0.03
263, Nonaccrual Restructured,0.24,0.26,0.25,0.27,0.36
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.51,0.52,0.58,0.61,0.69
267, 90+ Days Past Due Assets, 0.26,0.28,0.30,0.29,0.41
268, Nonaccrual Assets,0.83,0.84,0.79,0.85,1.10
269, 30+ Days PD & Nonaccrual Assets,1.71,1.80,1.80,1.92,2.37
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,0.70,0.74,0.70,0.72,0.99
272, 90+ PD & Nonaccrual Assets + OREO,0.79,0.88,0.80,0.86,1.16
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 0.98,1.09,1.00,1.11,1.44
276, Allowance for Loan & Lease Losses,147.21,156.15,155.62,153.67,177.17
277, Equity Cap + ALLL,8.02,8.89,8.16,8.88, 11.84
278, Tier 1 Cap + ALLL, 10.13, 11.02, 10.54, 10.56, 14.23
279, Loans & Leases + RE Acquired, 1.56,1.76,1.61,1.81,2.34
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 06/30/2016,06/30/2015,12/31/2015,12/31/2014,12/31/2013
284,- 90+ Days Past Due, 0.35,0.46,0.43,0.46,0.58
285,- Nonaccrual,0.87,1.13,1.05,1.25,1.69
286,- 90+ Days Past Due, 0.05,0.04,0.05,0.04,0.08
287,- Nonaccrual,1.18,0.76,0.85,0.59,0.70
288,- 90+ Days Past Due, 0.20,0.19,0.20,0.22,0.31
289,- Nonaccrual,0.22,0.24,0.26,0.37,0.23
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.00,0.00,0.00
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.00
293, Agricultural - 30-89 Days PD, 0.26,0.13,0.16,0.10,0.18
294,- 90+ Days Past Due, 0.03,0.02,0.01,0.01,0.01
295,- Nonaccrual,0.69,0.71,0.76,0.91,0.84
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,1.74,0.00,0.00
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
298,- Nonaccrual,0.02,0.00,0.03,0.00,0.00
299, Other Lns&Ls - 30-89 Days PD, 0.15,0.13,0.22,0.20,0.21
300,- 90+ Days Past Due, 0.01,0.02,0.02,0.02,0.04
301,- Nonaccrual,0.16,0.20,0.16,0.19,0.21
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,0.64,0.72,0.75,0.71,0.85
304, - Nonaccrual, 1.22,1.53,1.35,1.57,1.80
305, - 90+ Days Past Due,0.05,0.08,0.08,0.12,0.13
306, - Nonaccrual, 1.34,1.43,1.47,1.24,1.27
307, - 90+ Days Past Due,0.76,0.86,0.89,0.88,1.06
308, - Nonaccrual, 1.24,1.63,1.37,1.69,2.02
309, Commercial RE - 30-89 Days PD,0.16,0.19,0.19,0.23,0.33
310, - 90+ Days Past Due,0.06,0.08,0.06,0.11,0.21
311, - Nonaccrual, 0.46,0.69,0.56,0.83,1.32
312, Const & Dev - 30-89 Days PD,0.17,0.21,0.28,0.29,0.45
313, - 90+ Days Past Due,0.08,0.15,0.10,0.20,0.45
314, - Nonaccrual, 0.45,1.13,0.53,1.33,2.45
315, Multifamily - 30-89 Days PD,0.11,0.16,0.12,0.15,0.26
316, - 90+ Days Past Due,0.03,0.04,0.03,0.06,0.11
317, - Nonaccrual, 0.18,0.27,0.23,0.31,0.52
318, Nonfarm Nres- 30-89 Days PD,0.15,0.17,0.18,0.21,0.34
319, - 90+ Days Past Due,0.05,0.07,0.06,0.10,0.16
320, - Nonaccrual, 0.54,0.65,0.56,0.91,1.29
321, - 90+ Days Past Due,0.11,0.19,0.19,0.20,0.32
322, - Nonaccrual, 0.76,0.67,0.71,0.74,1.55
323, - 90+ Days Past Due,0.61,0.57,0.69,0.59,0.54
324, - Nonaccrual, 0.10,0.08,0.10,0.12,0.16
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 06/30/2016,06/30/2015,12/31/2015,12/31/2014,12/31/2013
328, Tier 1 Leverage Ratio,9.64,9.86,9.68,9.82,9.63
329, Tier 1 RBC Ratio,N/A, N/A, N/A, 13.08, 13.08
330, Total Risk-Based Capital Ratio,N/A, N/A, N/A, 14.70, 14.96
331,Tangible Tier 1 Leverage Ratio,N/A, N/A, N/A,9.75,9.33
332, Tangible Common Eq Cap/Tan Assets, N/A, N/A, N/A,8.79,8.32
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,26.50, 25.19, 26.89, 25.53, 26.33
337, Standby Letters of Credit,1.17,1.29,1.21,1.56,1.52
338, Commercial & Similar Letters of Credit, 0.03,0.05,0.04,0.05,0.05
339,Securities Lent,0.19,0.26,0.22,0.36,0.30
340, Credit Derivatives (BHC as Guarantor),0.44,0.57,0.53,0.62,0.16
341, Credit Derivatives (BHC as Beneficiary),0.46,0.58,0.55,0.64,0.19
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,66.89, 58.47, 65.89, 57.62, 40.09
344, Interest Rate Contracts, 49.08, 41.53, 46.98, 40.11, 26.65
345, Interest Rate Futures & Forward Contr, 11.07,6.43,8.38,4.46,4.16
346, Written Options Contr (Int Rate), 3.28,2.87,2.80,1.76,1.57
347, Purchased Options Contr (Int Rate), 2.09,1.76,1.88,1.68,1.51
348, Interest Rate Swaps, 30.61, 31.28, 31.72, 33.04, 17.82
349,Foreign Exchange Contracts,12.95, 13.04, 14.23, 13.88,9.17
350, Futures & Forward Foreign Exch Contr, 7.21,7.28,8.72,7.93,5.18
351, Written Options Contr (Foreign Exch), 0.26,0.37,0.29,0.38,0.06
352, Purchased Options Contr (Foreign Exch), 0.25,0.35,0.28,0.38,0.07
353, Foreign Exchange Rate Swaps,1.69,1.43,1.53,1.52,0.85
354,"Equity,Commodity, & Other Deriv Contr",2.22,1.45,2.34,1.63,1.58
355, Commodity & Other Fut & Forward Contr,0.19,0.14,0.19,0.15,0.10
356, Written Options Contr (Comm & Other), 0.82,0.52,0.66,0.60,0.63
357, Purchased Options Contr (Comm & Oth), 0.70,0.44,0.70,0.49,0.40
358, Commodity & Other Swaps,0.30,0.32,0.30,0.35,0.26
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,48.49, 47.73, 51.33, 50.67, 51.61
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 06/30/2016,06/30/2015,12/31/2015,12/31/2014,12/31/2013
364, Interest Rate Contracts, 92.80, 91.24, 90.79, 90.01, 88.14
365, Foreign Exchange Contracts, 4.97,6.42,6.65,6.99,7.99
366," Equity, Comm, & Other Contracts",1.46,1.54,1.69,1.99,2.56
367,Futures and Forwards,17.55, 18.29, 18.67, 16.52, 19.32
368, Written Options,8.85,9.10,7.93,7.76,7.52
369, Exchange-Traded,0.14,0.10,0.11,0.11,0.14
370, Over-The-Counter, 8.38,8.77,7.56,7.40,7.06
371, Purchased Options,3.78,4.26,4.16,4.58,4.51
372, Exchange-Traded,0.24,0.17,0.21,0.19,0.29
373, Over-The-Counter, 3.12,3.71,3.45,4.01,3.91
374, Swaps, 63.88, 64.68, 66.25, 65.97, 59.28
375,Held for Trading,41.16, 43.61, 43.27, 45.83, 47.69
376, Interest Rate Contracts, 34.15, 35.28, 35.26, 36.79, 37.38
377, Foreign Exchange Contracts, 2.61,3.57,3.35,3.70,3.70
378," Equity, Comm, & Other Contracts",0.58,0.69,0.58,0.82,1.19
379,Non-Traded,58.84, 56.39, 56.73, 54.17, 52.31
380, Interest Rate Contracts, 54.71, 51.91, 51.42, 48.87, 46.78
381, Foreign Exchange Contracts, 0.92,1.39,1.21,1.56,1.94
382," Equity, Comm, & Other Contracts",0.43,0.36,0.54,0.50,0.60
383,Deriv Contr (Excl Fut & FX LE 14 Days),89.27, 88.86, 90.37, 87.15, 86.36
384, One Year or Less,28.74, 28.87, 27.07, 23.71, 25.74
385, Over 1 Year to 5 Years,29.47, 29.53, 34.00, 34.15, 31.03
386, Over 5 Years,25.04, 24.48, 24.86, 22.74, 20.76
387, Gross Negative Fair Value (Abs Val),1.97,1.15,1.21,1.45,1.33
388, Gross Positive Fair Value,1.73,1.26,1.25,1.53,1.39
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.12,0.08,0.08,0.11,0.12
391, Gross Positive Fair Value (X),0.13,0.09,0.09,0.12,0.13
