,Column1,Value1,Value2,Value3,Value4,Value5
37,Interest Income (TE), 4.72,4.44,4.46,4.62,5.36
38,Less: Interest Expense, 1.66,1.24,1.32,1.42,1.88
39,Equals: Net Interest Income (TE), 3.04,3.17,3.16,3.18,3.48
40,Plus: Non-Interest Income,2.06,2.21,2.15,2.31,2.31
41,Equals: Adj Operating Income (TE),5.13,5.37,5.32,5.49,5.81
42,Less: Overhead Expense, 3.03,3.26,3.24,3.29,3.48
43,Less: Provision for Loan and Lease Losses,0.15,0.21,0.18,0.30,0.42
44,Plus: Realized G/L on HTM Sec,0.00,0.00,0.00,0.00,0.00
45,Plus: Realized G/L on AFS Sec,0.02,0.07,0.03,0.06,0.06
46,Plus: Other Tax Equiv Adjustments,0.00,0.00,0.00,0.00,0.00
47,Memo: Net Income (Last Four Qtrs),1.26,1.31,1.31,1.28,1.30
48,MARGIN ANALYSIS:, , , , , 
49,Avg Earning Assets / Avg Assets, 89.79, 89.78, 89.71, 89.81, 89.35
50,Avg Int-Bearing Funds / Avg Assets,74.12, 74.88, 73.80, 74.82, 75.57
51,Int Income (TE) / Avg Earning Assets, 5.27,4.95,5.00,5.17,6.01
52,Int Expense / Avg Earning Assets, 1.85,1.39,1.48,1.58,2.11
53,Interest-Bearing Bank Balances, 2.73,1.71,1.96,2.04,2.31
54,Fed Funds Sold & Reverse Repos, 2.50,1.23,1.50,1.37,1.91
55,Trading Assets, 2.24,2.37,2.65,2.42,2.35
56,Mortgage-Backed Securities, 4.19,4.20,4.17,4.20,5.25
57,Time Deposits < $100K,2.48,2.35,2.38,2.67,3.55
58,Other Domestic Deposits,1.09,0.71,0.79,0.87,1.29
59,All Interest-Bearing Funds, 2.23,1.66,1.83,1.90,2.49
60, , 03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002
61,Avg Personnel Exp Per Employee ($000),18,17,68,66,62
62,Avg Assets per Employee ($000),"4,733"," 4,405"," 4,584"," 4,348"," 3,771"
63,ANALYSIS RATIOS, , , , , 
64,Personnel Expense,1.64,1.70,1.65,1.68,1.75
65,Net Occupancy Expense,0.42,0.44,0.43,0.45,0.48
66,Personnel Expense, 31.78, 31.65, 31.38, 30.62, 30.38
67,Net Occupancy Expense,8.16,8.15,8.09,8.17,8.25
68,Serv Charges on Deposit Accts - Domestic, 7.06,8.20,7.61,7.97,8.19
69,Trading Revenue,1.50,1.43,1.04,1.41,1.16
70,Investment Banking Fees & Commissions,3.86,4.34,4.06,4.61,4.68
71,Venture Capital Revenue,0.24,0.11,0.18,0.02, -0.22
72,Net Servicing Fees, 1.31,0.71,1.00,0.58,0.92
73,Net Securitization Income,0.35,0.33,0.36,0.49,0.47
74,Insurance Activities Revenue, 1.49,1.85,1.83,1.17,1.15
75,"Net Gain (Loss) - Sales Loans, OREO, Oth", 1.21,1.79,1.52,2.89,1.73
76,Appl Inc Taxes/Pretax NOI (TE),32.33, 31.91, 31.18, 31.45, 31.58
77,Appl Inc Tax+TE/Pretax NOI+TE, 35.02, 35.05, 34.68, 34.73, 34.83
78,PERCENT OF TOTAL ASSETS,03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002
79,Real Estate Loans, 36.62, 35.23, 36.77, 34.79, 34.29
80,Commercial and Industrial Loans, 10.80, 11.35, 10.80, 11.27, 12.34
81,Loans to Individuals, 5.95,6.31,5.97,6.16,6.42
82,Loans to Depository Institutions, 0.13,0.13,0.16,0.11,0.14
83,Agricultural Loans, 0.19,0.21,0.20,0.21,0.22
84,Other Loans and Leases, 3.13,3.95,3.28,4.30,4.25
85, Net Loans and Leases, 59.41, 58.69, 59.73, 58.56, 59.34
86,Debt Securities Over 1 Year, 18.55, 19.77, 18.70, 19.67, 18.00
87,Mutual Funds and Equity Securities, 0.26,0.33,0.31,0.36,0.40
88, Subtotal, 80.17, 80.10, 80.32, 79.75, 78.91
89,Interest-Bearing Bank Balances, 0.70,0.82,0.79,0.70,0.63
90,Federal Funds Sold & Reverse Repos, 2.26,2.50,2.12,1.88,2.31
91,Debt Securities 1 Year or Less, 1.36,1.84,1.55,1.99,1.91
92,Trading Assets, 1.51,1.51,1.46,1.64,1.69
93, Total Earning Assets, 88.07, 88.58, 88.38, 88.19, 87.55
94,Non-Int Cash and Due From Dep Inst, 2.33,2.55,2.25,2.85,3.38
95,Acceptances,0.02,0.03,0.02,0.03,0.03
96,Other Real Estate Owned,0.04,0.07,0.05,0.06,0.06
97,U.S. Treasury Securities, 0.46,0.66,0.58,0.78,0.45
98,U.S. Agency Securities (excl MBS),3.81,3.87,3.56,4.15,3.25
99,Municipal Securities, 0.84,0.79,0.83,0.75,0.78
100,Mortgage-Backed Securities,12.24, 13.38, 12.02, 12.92, 12.07
101,Asset-Backed Securities,0.26,0.37,0.32,0.41,0.49
102,Other Debt Securities,0.64,0.77,0.83,0.85,0.74
103,RE Loans Secured by 1-4 Family,18.02, 17.51, 18.10, 17.23, 17.21
104,Revolving,4.74,4.47,4.65,4.16,3.58
105,"Closed-End, Sec by First Liens",11.81, 11.61, 11.74, 11.44, 11.65
106,"Closed-End, Sec by Junior Liens",1.17,1.16,1.16,1.16,1.50
107,Commercial Real Estate Loans,16.27, 14.82, 15.68, 14.47, 14.61
108,Construction and Land Dev,4.49,3.92,4.30,3.83,3.67
109,Multifamily,1.25,1.21,1.33,1.25,1.27
110,Nonfarm Nonresidential, 9.89,9.12,9.45,8.83,8.96
111,RE Loans Secured by Farmland, 0.21,0.19,0.21,0.19,0.22
112,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
113,Real Estate Loans, 59.46, 58.05, 60.39, 57.27, 55.08
114,RE Loans Secured by 1-4 Family,29.25, 29.23, 28.87, 28.41, 27.93
115,Revolving,7.53,7.24,7.36,6.71,5.75
116,Closed-End,21.25, 21.65, 20.82, 21.14, 21.66
117,Commercial Real Estate Loans,25.99, 24.19, 26.04, 23.42, 23.13
118,Construction and Land Dev,7.12,6.40,7.01,6.14,5.78
119,Multifamily,2.00,1.95,2.28,2.02,1.99
120,Nonfarm Nonresidential,15.73, 15.00, 15.84, 14.44, 14.23
121,RE Loans Secured by Farmland, 0.32,0.29,0.30,0.29,0.32
122,Loans to Depository Institutions, 0.33,0.34,0.39,0.25,0.34
123,Commercial and Industrial Loans, 17.99, 19.35, 17.77, 19.19, 21.41
124,Loans to Individuals,10.57, 10.66, 10.29, 10.34, 10.73
125,Credit Card Loans,1.46,1.11,1.51,1.12,1.17
126,Agricultural Loans, 0.30,0.33,0.32,0.33,0.35
127,Loans to Foreign Govts and Inst,0.02,0.02,0.01,0.02,0.03
128,Other Loans and Leases, 6.65,7.84,6.22,8.79,8.30
129,PERCENT OF TOTAL ASSETS,03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002
130,Short-Term Investments, 5.29,5.55,5.43,5.38,5.50
131,Liquid Assets, 24.70, 26.63, 24.14, 26.54, 25.43
132,Investment Securities, 20.71, 22.47, 21.18, 22.80, 20.88
133,Net Loans and Leases,59.41, 58.69, 59.73, 58.56, 59.34
134,"Net Lns, Ls & Stdby Ltrs of Credit",62.65, 62.00, 62.96, 61.74, 62.70
135,Core Deposits, 48.26, 50.69, 48.80, 50.32, 52.60
136,Noncore Funding, 34.52, 32.79, 32.72, 33.17, 30.89
137,Time Deposits of $100K or More, 8.37,7.45,7.71,7.17,7.39
138,Foreign Deposits, 2.60,2.66,2.72,3.01,2.98
139,Fed Funds Purchased and Repos,8.58,8.66,8.39,8.63,7.58
140,Net Fed Funds Purchased (Sold), 5.33,5.71,5.28,6.14,4.92
141,Int-Bearing Liab Repr in 1 Year, 15.37, 14.18, 14.07, 14.99, 15.89
142,Long-Term Debt Repr in 1 Year,2.52,1.97,2.30,2.02,1.90
143,Net ST Noncore Funding Dependence, 20.48, 18.57, 18.53, 19.82, 18.72
144,Short-Term Inv/ST Noncore Funding, 25.57, 31.21, 28.80, 25.54, 27.11
145,Liq Asts-ST Noncore Fndg/Nonliq Asts, 4.90,8.48,5.69,7.32,8.49
146,Net Loans and Leases/Total Deposits, 98.55, 95.44,103.31, 94.40, 92.92
147,Net Loans and Leases/Core Deposits, 145.58,133.93,154.04,130.26,118.07
148,Held-To-Mat Sec Appr(Depr)/Eq Cap, -0.45,0.52,0.01,0.18,0.95
149,Avail-For-Sale Sec Appr(Depr)/Eq Cap,-2.38,3.89,0.54,1.62,5.97
150,Available-For-Sale Securities, 91.75, 93.40, 92.62, 93.52, 94.02
151,U.S. Treasury Securities, 2.45,3.23,3.33,3.56,2.65
152,U.S. Agency Securities (excl MBS), 17.88, 16.44, 16.78, 16.79, 15.93
153,Municipal Securities, 3.93,3.54,3.91,3.50,3.99
154,Mortgage-Backed Securities,61.16, 60.57, 59.37, 58.54, 59.83
155,Asset-Backed Securities,1.58,2.02,1.71,2.21,2.62
156,Other Debt Securities,4.39,4.50,5.05,5.21,4.54
157,Debt Securities Over 5 Years,65.19, 65.97, 64.40, 64.88, 60.37
158,Pledged Securities,56.78, 54.00, 57.41, 53.79, 54.48
159,"Structured Notes, Fair Value", 0.42,0.39,0.38,0.23,0.03
160,ANALYSIS RATIOS,03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002
161,Provision for Ln&Ls Losses/Avg Assets,0.15,0.21,0.18,0.30,0.42
162,Provision for Ln&Ls Losses/Avg Lns&Ls,0.25,0.35,0.34,0.51,0.73
163,ALLL/Nonaccrual Assets, 301.46,255.62,284.63,271.61,250.00
164,Net Losses/Avg Loans and Leases,0.26,0.36,0.36,0.54,0.68
165,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.00,0.02,0.01
166,Recoveries/Prior Year-End Losses, 7.19,5.68, 24.95, 17.72, 18.80
167,Earnings Coverage of Net Losses (X), 16.47, 13.98, 18.87, 10.06, 10.14NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
168,Real Estate Loans,0.06,0.09,0.07,0.11,0.11
169,RE Loans Secured By 1-4 Family, 0.08,0.11,0.08,0.12,0.11
170,Revolving,0.08,0.09,0.08,0.11,0.10
171,Closed-End, 0.08,0.12,0.08,0.13,0.12
172,Commercial Real Estate Loans, 0.03,0.05,0.05,0.08,0.09
173,Construction and Land Dev,0.02,0.03,0.04,0.06,0.09
174,Multifamily,0.01,0.00,0.02,0.01,0.03
175,Nonfarm Nonresidential, 0.03,0.06,0.06,0.09,0.09
176,Other Loans and Leases, 0.21,0.28,0.26,0.47,0.62
177,PERCENT OF LOANS AND LEASES,03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002
178,30-89 Days PD Loans and Leases, 0.61,0.70,0.64,0.79,0.93
179,90+ Days PD Loans and Leases, 0.14,0.18,0.15,0.17,0.20
180,Nonaccrual Restructured,0.00,0.01,0.00,0.01,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
181,30-89 Days Past Due Assets, 0.61,0.71,0.65,0.80,0.94
182,90+ Days Past Due Assets, 0.14,0.18,0.15,0.18,0.21
183,Nonaccrual Assets,0.46,0.68,0.52,0.69,0.87
184,30+ Days PD & Nonaccrual Assets,1.25,1.60,1.34,1.70,2.08PERCENT OF TOTAL ASSETS-----------------------
185,90+ Days PD and Nonaccrual Assets,0.36,0.51,0.40,0.52,0.65
186,90+ PD & Nonaccrual Assets + OREO,0.42,0.59,0.46,0.60,0.72RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
187,Total Assets, 0.30,0.44,0.34,0.46,0.57
188,Allowance for Loan & Lease Losses, 41.98, 52.85, 47.93, 52.56, 59.52
189,Equity Cap + ALLL,3.34,4.94,3.71,5.07,6.33
190,Tier 1 Cap + ALLL,3.93,5.47,4.17,5.62,7.19
191,Loans & Leases + RE Acquired, 0.52,0.78,0.59,0.79,0.96
192, - 90+ Days Past Due, 0.10,0.13,0.11,0.14,0.17
193, - Nonaccrual,0.41,0.53,0.44,0.52,0.53
194, - 90+ Days Past Due, 0.06,0.10,0.07,0.10,0.11
195, - Nonaccrual,0.74,1.33,0.85,1.39,1.85
196, - 90+ Days Past Due, 0.29,0.40,0.32,0.36,0.39
197, - Nonaccrual,0.16,0.23,0.20,0.24,0.26
198,Dep Inst Lns - 30-89 Days PD, 0.00,0.02,0.02,0.05,0.05
199, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
200, - Nonaccrual,0.16,0.22,0.05,0.22,0.26
201,Agricultural - 30-89 Days PD, 0.35,0.76,0.27,0.50,0.62
202, - 90+ Days Past Due, 0.02,0.14,0.03,0.05,0.05
203, - Nonaccrual,0.54,0.92,0.60,1.07,1.20
204,Foreign Govts- 30-89 Days PD, 0.00,0.00,0.03,0.32,0.26
205, - 90+ Days Past Due, 0.00,0.06,0.00,0.00,1.11
206, - Nonaccrual,0.22,0.39,0.43,0.70,0.80
207,Other Lns&Ls - 30-89 Days PD, 0.48,0.51,0.56,0.71,0.76
208, - 90+ Days Past Due, 0.03,0.04,0.04,0.04,0.08
209,- 90+ Days Past Due,0.14,0.21,0.15,0.21,0.26
210,- Nonaccrual, 0.36,0.41,0.39,0.41,0.44
211,- 90+ Days Past Due,0.04,0.05,0.04,0.06,0.07
212,- Nonaccrual, 0.12,0.15,0.13,0.13,0.11
213,- 90+ Days Past Due,0.18,0.28,0.19,0.29,0.33
214,- Nonaccrual, 0.46,0.53,0.50,0.54,0.55
215,Commercial RE - 30-89 Days PD,0.49,0.53,0.43,0.52,0.56
216,- 90+ Days Past Due,0.04,0.04,0.04,0.04,0.06
217,- Nonaccrual, 0.46,0.57,0.45,0.57,0.58
218,Const & Dev - 30-89 Days PD,0.60,0.62,0.63,0.76,0.82
219,- 90+ Days Past Due,0.04,0.04,0.03,0.04,0.06
220,- Nonaccrual, 0.28,0.35,0.27,0.39,0.54
221,Multifamily - 30-89 Days PD,0.56,0.27,0.26,0.32,0.44
222,- 90+ Days Past Due,0.01,0.02,0.01,0.02,0.02
223,- Nonaccrual, 0.28,0.30,0.27,0.31,0.21
224,Nonfarm Nres- 30-89 Days PD,0.42,0.52,0.37,0.45,0.50
225,- 90+ Days Past Due,0.03,0.04,0.03,0.04,0.06
226,- Nonaccrual, 0.56,0.68,0.55,0.70,0.63
227,- 90+ Days Past Due,0.05,0.16,0.06,0.08,0.06
228,- Nonaccrual, 1.13,1.25,1.14,1.31,1.30
229,- 90+ Days Past Due,0.79,1.33,0.82,1.06,1.31
230,- Nonaccrual, 0.05,0.11,0.05,0.12,0.09
231,CAPITAL RATIOS, 03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002
232,Tier 1 Leverage Ratio,7.45,7.63,7.58,7.55,7.43
233,Tier 1 RBC Ratio, 9.85, 10.05, 10.04, 10.05,9.64
234,DERIVATIVES AND, , , , , 
235,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
236,PERCENT OF TOTAL ASSETS:, , , , , 
237,Loan Commitments,29.68, 28.52, 29.68, 28.38, 29.63
238,Standby Letters of Credit,3.22,3.27,3.19,3.21,3.24
239,Credit Derivatives (BHC as Beneficiary),0.93,0.70,0.80,0.64,0.45
240,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
241,Derivative Contracts,79.95, 81.91, 73.18, 82.38, 69.29
242,Interest Rate Contracts, 58.80, 62.34, 54.87, 64.76, 55.59
243,Interest Rate Futures & Forward Contr,9.95, 12.05,8.57, 10.53, 11.68
244,Written Options Contr (Int Rate), 7.94,8.45,7.01,8.86,8.60
245,Purchased Options Contr (Int Rate), 5.86,6.88,6.07,7.46,7.41
246,Written Options Contr (Foreign Exch), 0.63,1.00,0.73,0.82,0.53
247,Purchased Options Contr (Foreign Exch), 0.68,0.99,0.78,0.86,0.59
248,Written Options Contr (Comm & Other), 0.37,0.35,0.47,0.42,0.29
249,Purchased Options Contr (Comm & Oth), 0.52,0.42,0.45,0.43,0.33
250,PERCENT OF NOTIONAL AMOUNT, 03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002
251,Interest Rate Contracts, 91.42, 91.69, 92.91, 91.02, 90.14
252,Foreign Exchange Contracts, 5.86,5.50,4.47,5.81,6.77
253,Exchange-Traded,0.35,0.45,0.49,0.40,0.57
254,Over-The-Counter, 5.39,7.64,4.85,6.95,5.82
255,Purchased Options,5.11,4.79,5.02,5.22,6.56
256,Exchange-Traded,0.54,0.83,0.72,0.80,0.90
257,Over-The-Counter, 4.04,3.21,3.93,3.66,4.77
258,Foreign Exchange Contracts, 3.49,4.89,3.57,4.24,4.86
259,Foreign Exchange Contracts, 0.58,0.24,0.41,0.23,0.47
260,Over 1 Year to 5 Years,29.46, 24.84, 30.15, 30.94, 26.58
261,Over 5 Years,23.59, 20.84, 25.19, 24.26, 12.92
262,Gross Negative Fair Value (Abs Val),1.01,1.05,0.99,1.40,1.63
263,Gross Positive Fair Value (X),0.16,0.18,0.14,0.19,0.20
264,Held for Trading (X), 0.14,0.13,0.11,0.16,0.15
265,Non-Traded (X), 0.02,0.03,0.02,0.03,0.04
266,Current Credit Exposure (X),0.07,0.11,0.08,0.11,0.12
267,Credit Losses on Derivative Contracts,0.00,0.00,0.00,0.00,0.01PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
268,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
269,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
270,OTHER RATIOS:, , , , , 
271,Decr (Incr) in Int Expense/Net Income,2.00,3.37,3.46,2.53,0.97
272,Net Incr (Decr) Nonint Alloc/Net Income,0.41,0.56,0.39,0.12,1.84
273,Incr (Decr) in Net Income/Net Income, 3.71,7.94,7.67,6.34,8.28
274,INSURANCE ACTIVITIES, 03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002
275,ANALYSIS RATIOS:, , , , , 
276,Ins Underwriting Assets/Consol Assets,0.05, N/A, N/A, N/A, N/A
277,Ins Under Assets(P/C)/Tot Ins Und Ast, 38.29, 33.89, 34.12, 31.84, 31.18
278,Ins Under Assets(L/H)/Tot Ins Und Ast, 61.71, 66.11, 65.88, 68.16, 68.82
279,Credit Rel Prem Inc/Tot Prem Inc,76.46, 75.99, 70.68, 75.78, 61.77
280,Ins Net Inc (L/H)/Equity (L/H), 5.98,8.85,6.40,8.26,7.89
281,Net Assets Broker-Dealer Subs/Cons Asts,1.10,1.49,0.97,1.39,1.28
282,FOREIGN ACTIVITIES, , , , , 
283,Yield: Foreign Loans, 2.58,3.01,2.52,2.42,1.85
284,Commercial and Industrial Loans,1.14,1.81,1.85,6.59, 11.75
285,Foreign Governments and Inst, 0.00,0.00,0.00,0.21,0.02
286,Total Selected Assets,9.86, 43.25, 16.78, 28.81, -0.27
287,Deposits,32.48, 27.00, 62.87, 15.80, 19.25
288,PROFITABLITY:,03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002
289,Net Income/Avg Equity Capital, 14.78, 15.98, 14.69, 15.29, 15.28
290,Bank Net Inc/Avg Eq Inv in Banks,13.10, 15.74, 14.88, 14.70, 15.66
291,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 8.39,9.26,7.79,6.17,0.89
292,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, 11.68, 11.24, 11.17, 12.69, 11.85
293,Bank Net Income/Parent Net Income, 72.95, 71.27, 71.42, 74.51, 77.11
294,Nonbank Net Income/Parent Net Income, 6.03,6.22,6.02,5.19,3.69
295,Total Debt/Equity Capital, 16.38, 19.93, 15.36, 20.89, 18.99
296,Tot Debt+NP to Subs Iss Tr Pref/Equity,25.50, 29.57, 24.07, 29.65, 28.50
297,Tot Debt+Lns Guaranteed for Affl/Equity, 20.50, 25.70, 19.19, 26.66, 24.50
298,Total Debt/Eq Cap - Exc Over Fair Value, 17.46, 22.66, 16.36, 23.64, 20.72
299,Long-Term Debt/Equity Capital, 12.01, 14.25, 11.53, 15.42, 13.73
300,Short-Term Debt/Equity Capital, 3.55,4.09,3.47,4.01,4.41
301,Current Portion of LT Debt/Equity,0.35,0.43,0.24,0.33,0.68
302,Exc Cost Over Fair Value/Equity Cap,0.86,2.30,1.23,2.48,1.95
303,Total Investment in Subs/Equity,120.52,123.52,119.94,123.78,123.49
304,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",99.18, 99.62, 99.23, 99.49, 99.07
305,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,124.71,103.87,136.35,149.30,180.56
306,Adj Cash Fl/Op Exp+Repaid LT Debt+Div, 89.00,108.38,117.90,116.50,119.39
307,Pretax Oper Inc + Int Exp/Int Expense, 2214.99, 3256.82, 3481.52, 3082.11, 6175.51
308,Div + Int From Subs/Int Exp + Div,144.99,117.47,157.41,169.47,200.00
309,Fees+Other Inc From Subs/Sal + Oth Exp,17.59, 18.80, 20.49, 18.47, 21.27
310,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
311,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
312,Nonaccrual, 1.88,3.86,0.62,0.21,2.65
313,Total,1.88,3.99,0.62,0.34,2.66
314,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
315,To Bank Subsidiaries, 0.00,0.01,0.00,0.01,0.02
316,To Nonbank Subsidiaries,0.77,1.14,0.65,1.22,0.91
317,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.00
318,Total,1.36,1.77,1.22,1.90,1.62
319,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
320,Nonbank Assets of Nonbank Subsidiaries, 7.98,6.88,9.38,7.10,6.52
321,Combined Thrift Assets, 0.31,0.07,0.42,0.06,0.10
322,Combined Foreign Nonbank Sub Assets,0.13,0.11,0.15,0.18,0.17
323,PAYOUT RATIOS - PARENT, 03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002
324,Div Paid/Inc Before Undist Inc,86.34,101.45, 77.46, 64.56, 45.81
325,Dividends Paid/Net Income, 32.02, 32.34, 32.98, 32.23, 29.58
326,Dividends From Nonbank Subs,7.36,3.14,6.27,5.61,7.70
327,Dividends From Subsidiary BHCs,13.55, 16.52, 19.68, 19.80, 38.96
328,Dividends From Bank Subs,47.27, 38.62, 56.20, 53.65, 61.05
329,Interest Income From Bank Subs, 2.07,1.42,1.54,1.75,2.81
330,Mgt & Service Fees From Bank Subs,3.53,3.08,4.49,3.07,3.22
331,Other Income From Bank Subs,0.10,0.02,0.13,0.02,0.06
332,Interest Income From Nonbank Subs, 16.51, 12.35, 19.71, 16.13, 21.77
333,Mgt & Serv Fees From Nonbank Subs,2.96,1.72,3.41,3.41,4.53
334,Other Income From Nonbank Subs, 0.01,0.05,0.08,0.03,0.03
335,Operating Inc From Nonbank Subs, 89.03, 63.70,103.54,102.94,133.51
336,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
337,Dividends From Subsidiary BHCs,27.68, 37.83, 40.17, 52.10, 76.43
338,Interest Inc From Subsidiary BHCs,4.49,3.12,4.22,1.27,1.39
339,Mgt & Serv Fees From Sub BHCs,2.16,0.16,1.23,1.10,0.73
340,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
341,Dividends From Bank Subsidiaries,41.05, 44.06, 57.07, 56.83, 54.98
342,Interest Income From Bank Subs, 5.30,3.18,2.58,2.48,3.83
343,Mgt & Serv Fees From Bank Subs, 4.33,4.66,3.07,2.78,2.80
344,Other Income From Bank Subs,0.03,0.01,0.02,0.01,0.02
345,Mgt & Serv Fees From Nonbank Subs,0.15,0.15,0.11,0.11,0.13
346,Other Income From Nonbank Subs, 0.00,0.00,0.01,0.01,0.00
347,Mgt & Serv Fees From Sub BHCs,0.05,0.00,0.00,0.04,0.00
348,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
349, PERCENT OF AVERAGE ASSETS:, , , , , 
350," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
351, PERCENT OF TOTAL ASSETS:, , , , , 
352, ANALYSIS RATIOS:, , , , , 
353, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
354, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
355, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
356, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
357, , 1104231,"10,277,394", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", Moved from Peer 2
358, , 2337045,"11,885,940", INVESTORS FINANCIAL SERVICES,"BOSTON, MA", Moved from Peer 9
359, , 1249196,"32,109,118", TD BANKNORTH INC.," PORTLAND, ME"," Name change from BANKNORTH GROUP, INC."
360, 1027004,"31,883,488", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 65 bank holding companies.
361, 03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002, 
362, 03/31/2005,03/31/2004,12/31/2004,12/31/2003,12/31/2002, 
