,Column1,Value1,Value2,Value3,Value4,Value5
81,U.S. Agency Securities (excl MBS),3.25,2.52,3.25,2.56,2.69
82,Municipal Securities, 0.78,0.86,0.78,0.84,0.88
83,Mortgage-Backed Securities,13.04, 12.00, 12.06, 11.43,9.80
84,Asset-Backed Securities,0.44,0.53,0.49,0.55, N/A
85,Other Debt Securities,0.73,0.65,0.74,0.69,3.25
86,RE Loans Secured by 1-4 Family,17.16, 16.85, 17.20, 17.20, 17.08
87,Commercial Real Estate Loans,14.64, 13.78, 14.63, 12.94, 13.07
88,Construction and Land Dev,3.72,3.71,3.68,3.48,2.99
89,Multifamily,1.27,1.13,1.27,1.08,1.14
90,Nonfarm Nonresidential, 8.96,8.57,8.96,8.00,8.46
91,RE Loans Secured by Farmland, 0.21,0.18,0.22,0.16,0.19
92,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
93,Real Estate Loans, 55.87, 52.62, 54.99, 52.44, 48.89
94,RE Loans Secured by 1-4 Family,28.10, 27.11, 27.86, 27.95, 26.39
95,Revolving,6.05,4.84,5.72,4.45,4.06
96,Closed-End,21.54, 21.80, 21.62, 23.11, 22.06
97,Commercial Real Estate Loans,23.72, 21.73, 23.10, 20.42, 19.52
98,Construction and Land Dev,5.95,5.83,5.78,5.49,4.41
99,Multifamily,2.03,1.80,1.99,1.73,1.74
100,Nonfarm Nonresidential,14.63, 13.43, 14.20, 12.62, 12.66
101,RE Loans Secured by Farmland, 0.32,0.27,0.32,0.24,0.28
102,Loans to Depository Institutions, 0.34,0.41,0.34,0.36,0.43
103,Commercial and Industrial Loans, 20.99, 23.25, 21.38, 22.60, 26.35
104,Loans to Individuals,10.68, 10.38, 10.76, 10.39, 11.31
105,Credit Card Loans,1.07,1.02,1.17,1.00,1.84
106,Agricultural Loans, 0.34,0.33,0.35,0.32,0.35
107,Loans to Foreign Govts and Inst,0.03,0.04,0.03,0.04,0.03
108,Other Loans and Leases, 7.86,9.13,8.39,9.83,9.57
109,PERCENT OF TOTAL ASSETS,03/31/2003,03/31/2002,12/31/2002,12/31/2001,12/31/2000
110,Short-Term Investments, 5.93,5.69,5.50,6.52,5.65
111,Liquid Assets, 26.26, 24.07, 25.43, 25.12, 22.40
112,Investment Securities, 21.56, 19.81, 20.87, 19.20, 17.96
113,Net Loans and Leases,58.53, 60.17, 59.47, 59.11, 63.38
114,"Net Lns, Ls & Stdby Ltrs of Credit",62.00, 63.70, 62.81, 62.41, 66.86
115,Foreign Deposits, 2.82,2.62,2.98,2.80,3.94
116,Fed Funds Purchased and Repos,7.98,7.94,7.57,8.08,7.77
117,Net Fed Funds Purchased (Sold), 4.92,5.19,4.92,5.17,5.37
118,Int-Bearing Liab Repr in 1 Year, 16.65, 18.72, 15.89, 18.85, 22.97
119,Long-Term Debt Repr in 1 Year,1.95,2.01,1.90,2.03,1.84
120,Net ST Noncore Funding Dependence, 17.94, 19.36, 18.69, 20.87, 24.70
121,Short-Term Inv/ST Noncore Funding, 30.66, 24.74, 27.11, 25.80, 21.18
122,Liq Asts-ST Noncore Fndg/Nonliq Asts,10.14,4.79,8.49,4.46, -2.96
123,Net Loans and Leases/Total Deposits, 92.45, 95.75, 93.15, 97.70, 99.81
124,Net Loans and Leases/Core Deposits, 117.68,122.29,118.30,127.27,136.07
125,Held-To-Mat Sec Appr(Depr)/Eq Cap,0.80,0.32,0.82,0.47,0.12
126,Avail-For-Sale Sec Appr(Depr)/Eq Cap, 4.33,0.80,4.73,1.74,0.39
127,Available-For-Sale Securities, 93.82, 94.77, 94.02, 93.45, 90.16
128,U.S. Treasury Securities, 2.86,2.31,2.65,2.49,4.38
129,U.S. Agency Securities (excl MBS), 14.54, 12.47, 15.93, 12.49, 14.48
130,Municipal Securities, 3.78,4.67,4.00,4.58,5.20
131,Mortgage-Backed Securities,62.38, 63.09, 59.87, 62.19, 54.93
132,Asset-Backed Securities,2.33,2.76,2.58,2.88, N/A
133,Other Debt Securities,4.30,4.32,4.54,5.08, 18.29
134,Debt Securities Over 5 Years,60.56, 65.11, 60.47, 62.85, 59.32
135,Pledged Securities,55.08, 50.91, 54.57, 49.65, 55.45
136,"Structured Notes, Fair Value", 0.03,0.01,0.03,0.02,0.09
137,ANALYSIS RATIOS,03/31/2003,03/31/2002,12/31/2002,12/31/2001,12/31/2000
138,Provision for Ln&Ls Losses/Avg Assets,0.34,0.40,0.42,0.43,0.32
139,Provision for Ln&Ls Losses/Avg Lns&Ls,0.58,0.64,0.73,0.73,0.51
140,Net Losses/Avg Loans and Leases,0.54,0.58,0.68,0.58,0.43
141,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.01, N/A, N/A
142,Recoveries/Prior Year-End Losses, 4.05,4.55, 18.82, 24.93, 26.09
143,Earnings Coverage of Net Losses (X), 13.23, 10.82, 10.15,9.73, 10.82NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
144,Real Estate Loans,0.10,0.11,0.11,0.13,0.08
145,RE Loans Secured By 1-4 Family, 0.11,0.11,0.11,0.12,0.09
146,Revolving,0.10,0.10,0.10,0.11,0.11
147,Closed-End, 0.12,0.11,0.12,0.11,0.09
148,Commercial Real Estate Loans, 0.06,0.08,0.09,0.10,0.02
149,Construction and Land Dev,0.04,0.09,0.09,0.06,0.02
150,Multifamily,0.01,0.01,0.03,0.01,0.01
151,Nonfarm Nonresidential, 0.06,0.09,0.09,0.11,0.02
152,Other Loans and Leases, 0.52,0.45,0.64,0.47,0.26
153,PERCENT OF LOANS AND LEASES,03/31/2003,03/31/2002,12/31/2002,12/31/2001,12/31/2000
154,30-89 Days PD Loans and Leases, 0.85,1.03,0.93,1.12,1.10
155,90+ Days PD Loans and Leases, 0.19,0.20,0.20,0.22,0.20
156,Nonaccrual Restructured,0.00,0.00,0.00,0.00,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
157,30-89 Days Past Due Assets, 0.86,1.03,0.94,1.13,1.11
158,90+ Days Past Due Assets, 0.20,0.21,0.21,0.22,0.20
159,Nonaccrual Assets,0.90,0.92,0.86,0.88,0.70
160,30+ Days PD & Nonaccrual Assets,2.03,2.22,2.08,2.28,2.07PERCENT OF TOTAL ASSETS-----------------------
161,90+ Days PD and Nonaccrual Assets,0.66,0.69,0.65,0.67,0.58
162,90+ PD & Nonaccrual Assets + OREO,0.72,0.76,0.72,0.73,0.63RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
163,Total Assets, 0.57,0.60,0.57,0.57,0.49
164,Allowance for Loan & Lease Losses, 60.04, 61.39, 59.41, 61.09, 52.61
165,Equity Cap + ALLL,6.33,6.74,6.31,6.63,5.63
166, - 90+ Days Past Due, 0.16,0.18,0.17,0.20,0.17
167, - Nonaccrual,0.57,0.66,0.53,0.61,0.51
168, - 90+ Days Past Due, 0.37,0.36,0.39,0.39,0.47
169, - Nonaccrual,0.24,0.22,0.26,0.25,0.19
170,Dep Inst Lns - 30-89 Days PD, 0.03,0.03,0.03,0.04,0.08
171, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
172, - Nonaccrual,0.23,0.32,0.26,0.18,0.17
173,Agricultural - 30-89 Days PD, 0.87,0.99,0.62,0.81,0.85
174, - 90+ Days Past Due, 0.10,0.11,0.05,0.04,0.12
175, - Nonaccrual,1.17,1.48,1.20,1.35,1.25
176,Foreign Govts- 30-89 Days PD, 0.26,0.32,0.26,1.00,0.35
177, - 90+ Days Past Due, 0.78,1.03,1.11,0.00,0.00
178, - Nonaccrual,0.89,0.06,0.80,0.06,0.10
179,Other Lns&Ls - 30-89 Days PD, 0.70,0.79,0.78,0.92,0.86
180, - 90+ Days Past Due, 0.07,0.08,0.08,0.07,0.09
181,- 90+ Days Past Due,0.26,0.26,0.26,0.29,0.22
182,- Nonaccrual, 0.47,0.47,0.44,0.42,0.45
183,- 90+ Days Past Due,0.33,0.31,0.33,0.33,0.25
184,- Nonaccrual, 0.57,0.55,0.54,0.48,0.50
185,Commercial RE - 30-89 Days PD,0.70,0.77,0.56,0.85,0.75
186,- 90+ Days Past Due,0.06,0.09,0.06,0.09,0.07
187,- Nonaccrual, 0.63,0.76,0.58,0.69,0.53
188,Const & Dev - 30-89 Days PD,1.02,1.12,0.82,1.11,1.01
189,- 90+ Days Past Due,0.06,0.10,0.06,0.08,0.08
190,- Nonaccrual, 0.52,0.78,0.53,0.59,0.48
191,Multifamily - 30-89 Days PD,0.53,0.49,0.41,0.56,0.49
192,- 90+ Days Past Due,0.03,0.07,0.02,0.03,0.07
193,- Nonaccrual, 0.27,0.29,0.21,0.36,0.23
194,Nonfarm Nres- 30-89 Days PD,0.61,0.65,0.50,0.71,0.66
195,- 90+ Days Past Due,0.05,0.07,0.06,0.09,0.05
196,- Nonaccrual, 0.72,0.79,0.63,0.69,0.55
197,- 90+ Days Past Due,0.08,0.13,0.06,0.07,0.09
198,- Nonaccrual, 1.30,1.69,1.30,1.33,1.26
199,CAPITAL RATIOS, 03/31/2003,03/31/2002,12/31/2002,12/31/2001,12/31/2000
200,Tier 1 Leverage Ratio,7.46,7.48,7.44,7.34,7.35
201,Tier 1 RBC Ratio, 9.77,9.58,9.66,9.44,9.00
202,PERCENT OF TOTAL ASSETS:, , , , , 
203,Loan Commitments,29.67, 30.37, 29.70, 29.30, 32.30
204,Standby Letters of Credit,3.30,3.40,3.22,3.19,3.47
205,Credit Derivatives (BHC as Beneficiary),0.52,0.22,0.45,0.26,0.26
206,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
207,Derivative Contracts,80.61, 77.02, 69.29, 83.60, 56.05
208,Interest Rate Contracts, 63.70, 62.28, 55.59, 61.43, 42.71
209,Interest Rate Futures & Forward Contr, 14.33, 12.69, 11.67, 13.74,6.45
210,Written Options Contr (Int Rate),10.11,8.35,8.60,8.95,5.78
211,Purchased Options Contr (Int Rate), 8.67,7.92,7.41,9.55,7.10
212,Written Options Contr (Foreign Exch), 0.72,0.53,0.53,0.62,0.44
213,Purchased Options Contr (Foreign Exch), 0.74,0.50,0.59,0.55,0.45
214,Written Options Contr (Comm & Other), 0.31,0.34,0.29,0.26,0.28
215,Purchased Options Contr (Comm & Oth), 0.37,0.38,0.33,0.28,0.30
216,PERCENT OF NOTIONAL AMOUNT, 03/31/2003,03/31/2002,12/31/2002,12/31/2001,12/31/2000
217,Interest Rate Contracts, 90.97, 87.52, 90.14, 86.73, 83.22
218,Foreign Exchange Contracts, 6.43,8.40,6.77, 10.10, 11.79
219,Purchased Options,7.14,6.78,6.56,6.91, 10.06
220,Exchange-Traded,0.69,1.10,0.90,1.00,0.70
221,Over-The-Counter, 5.33,4.53,4.77,4.71,8.63
222,Foreign Exchange Contracts, 4.49,6.15,4.86,7.28,9.17
223,Foreign Exchange Contracts, 0.41,0.63,0.47,0.83,1.39
224,Over 1 Year to 5 Years,27.40, 29.41, 26.58, 30.97, 28.97
225,Over 5 Years,14.83, 13.06, 12.92, 11.72, 10.06
226,Gross Negative Fair Value (Abs Val),1.32,0.83,1.63,1.03,0.95
227,Gross Positive Fair Value (X),0.19,0.10,0.20,0.12,0.15
228,Held for Trading (X), 0.14,0.07,0.15,0.08,0.12
229,Non-Traded (X), 0.04,0.02,0.04,0.03,0.02
230,Current Credit Exposure (X),0.11,0.06,0.12,0.08,0.09
231,Credit Losses on Derivative Contracts,0.00,0.00,0.01,0.00,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
232,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
233,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
234,OTHER RATIOS:, , , , , 
235,Decr (Incr) in Int Expense/Net Income,0.94,0.73,0.77,0.44,0.61
236,Net Incr (Decr) Nonint Alloc/Net Income,1.03,0.25,1.84,1.90,0.08
237,Incr (Decr) in Net Income/Net Income, 7.30,5.40,8.06,5.86,0.71
238,INSURANCE ACTIVITIES, 03/31/2003,03/31/2002,12/31/2002,12/31/2001,12/31/2000
239,ANALYSIS RATIOS:, , , , , 
240,Ins Underwriting Assets/Consol Assets,0.05, N/A, N/A, N/A, N/A
241,Ins Under Assets(P/C)/Tot Ins Und Ast, 33.04, 35.28, 30.95, N/A, N/A
242,Ins Under Assets(L/H)/Tot Ins Und Ast, 66.96, 64.72, 69.05, N/A, N/A
243,Credit Rel Prem Inc/Tot Prem Inc,60.18, 61.93, 60.79, N/A, N/A
244,Ins Net Inc (L/H)/Equity (L/H),10.19, 11.22,8.13, N/A, N/A
245,Net Assets Broker-Dealer Subs/Cons Asts,1.51,1.44,1.28, N/A, N/A
246,FOREIGN ACTIVITIES, , , , , 
247,Yield: Foreign Loans, 1.58,2.83,1.89,2.76,3.94
248,Commercial and Industrial Loans,3.56, 13.56, 11.75, 12.94,2.40
249,Foreign Governments and Inst, 0.00,0.00,0.02,0.02, -0.08
250,Total Selected Assets, -4.89,2.90, -0.29, 17.04, 19.75
251,Deposits,32.02, -3.58, 19.25, -7.32, 38.29
252,PROFITABLITY:,03/31/2003,03/31/2002,12/31/2002,12/31/2001,12/31/2000
253,Net Income/Avg Equity Capital, 15.39, 15.58, 15.34, 12.29, 15.21
254,Bank Net Inc/Avg Eq Inv in Banks,15.19, 15.35, 15.71, 12.30, 14.00
255,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 6.02,4.33,0.89,3.04,8.53
256,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, 13.32, 13.00, 11.85, 12.05, 14.00
257,Bank Net Income/Parent Net Income, 75.55, 72.63, 77.10, 71.96, 76.49
258,Total Debt/Equity Capital, 19.35, 19.96, 18.98, 20.27, 21.30
259,Tot Debt+NP to Subs Iss Tr Pref/Equity,28.27, 28.79, 28.48, N/A, N/A
260,Tot Debt+Lns Guaranteed for Affl/Equity, 24.83, 25.51, 24.48, 25.69, 27.62
261,Total Debt/Eq Cap - Exc Over Fair Value, 21.09, 22.02, 20.71, 22.42, 22.30
262,Long-Term Debt/Equity Capital, 14.33, 13.33, 13.72, 14.08, 13.78
263,Short-Term Debt/Equity Capital, 4.40,5.45,4.41,5.07,7.09
264,Current Portion of LT Debt/Equity,0.62,0.63,0.68,0.52,0.32
265,Exc Cost Over Fair Value/Equity Cap,1.53,1.73,1.58,2.59,2.38
266,Total Investment in Subs/Equity,122.88,122.62,123.14,122.36,123.16
267,Equity Inv in Subs/Cons Eq Cap+Min Int,99.27, 99.28, 98.87,100.20,100.75
268,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,115.06,149.06,180.60,166.05,150.79
269,Adj Cash Fl/Op Exp+Repaid LT Debt+Div,107.40,139.38,119.44,125.89,110.72
270,Pretax Oper Inc + Int Exp/Int Expense, 2902.20, 11282.4, 6175.58, 2534.36, 1534.88
271,Div + Int From Subs/Int Exp + Div,122.71,157.50,199.90,180.70,163.04
272,Fees+Other Inc From Subs/Sal + Oth Exp,19.42, 21.97, 21.11, 25.36, 27.65
273,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
274,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
275,Nonaccrual, 5.68,3.37,2.65,2.75,0.04
276,Total,5.69,3.40,2.66,2.78,0.04
277,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
278,To Bank Subsidiaries, 0.02,0.00,0.02,0.00,0.12
279,To Nonbank Subsidiaries,0.84,1.09,0.91,0.74,0.36
280,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.00
281,Total,1.50,1.39,1.62,1.05,0.76
282,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
283,Nonbank Assets of Nonbank Subsidiaries, 6.59,8.78,6.52, 10.95,7.92
284,Combined Thrift Assets, 0.08,0.21,0.10,0.21,0.20
285,Combined Foreign Nonbank Sub Assets,0.18,0.21,0.17,0.28,0.14
286,PAYOUT RATIOS - PARENT, 03/31/2003,03/31/2002,12/31/2002,12/31/2001,12/31/2000
287,Div Paid/Inc Before Undist Inc,89.91, 81.86, 45.85, 53.54, 59.66
288,Dividends Paid/Net Income, 29.82, 27.70, 29.42, 37.30, 41.19
289,Dividends From Bank Subs,32.06, 38.59, 60.71, 71.58, 82.17
290,Interest Income From Bank Subs, 2.08,2.43,2.79,8.73, 14.38
291,Mgt & Service Fees From Bank Subs,2.83,2.78,3.20, 11.10,7.00
292,Other Income From Bank Subs,0.02,0.00,0.06,0.01,0.05
293,Interest Income From Nonbank Subs, 21.77, 12.11, 21.76, 21.55, 34.94
294,Mgt & Serv Fees From Nonbank Subs,3.65,3.48,4.53,1.94,4.71
295,Other Income From Nonbank Subs, 0.00,0.01,0.03,0.01,0.04
296,Operating Inc From Nonbank Subs,105.61, 87.69,133.54, 98.84,108.81
297,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
298,Dividends From Subsidiary BHCs,45.79, 55.36, 76.43, 67.26, 50.08
299,Interest Inc From Subsidiary BHCs,1.11,1.58,1.39,1.90,1.93
300,Mgt & Serv Fees From Sub BHCs,1.44,0.64,0.73,1.04,1.00
301,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.03,0.00
302,Dividends From Bank Subsidiaries,40.12, 42.40, 54.96, 49.04, 54.08
303,Interest Income From Bank Subs, 8.13,6.77,3.84,3.79,3.87
304,Mgt & Serv Fees From Bank Subs, 4.17,3.74,2.80,2.89,2.60
305,Other Income From Bank Subs,0.01,0.00,0.02,0.00,0.02
306,Mgt & Serv Fees From Nonbank Subs,0.17,0.17,0.13,0.14,0.15
307,Other Income From Nonbank Subs, 0.00,0.00,0.00,0.00,0.01
308,Mgt & Serv Fees From Sub BHCs,0.05,0.00,0.00,0.00,0.01
309,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
310, 1027004,"27,208,730", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 67 bank holding companies.
311, 03/31/2003,03/31/2002,12/31/2002,12/31/2001,12/31/2000, 
312, 03/31/2003,03/31/2002,12/31/2002,12/31/2001,12/31/2000, 
313, 1379552," 141,048,116", ABN AMRO NORTH AMERICA HOLDING,"CHICAGO, IL", , 
314, 1074660,"16,168,204", ALLFIRST FINANCIAL INC.," BALTIMORE, MD", , 
315, 1078604,"42,120,656", AMSOUTH BANCORPORATION,"BIRMINGHAM, AL", , 
316, 1073757," 679,765,000", BANK OF AMERICA CORPORATION," CHARLOTTE, NC", , 
317, 1033470,"79,550,725"," BANK OF NEW YORK COMPANY, INC.","NEW YORK, NY", , 
318, 1068294," 287,864,000", BANK ONE CORPORATION,"CHICAGO, IL", , 
319, 1245415,"38,271,847", BANKMONT FINANCIAL CORP.,"WILMINGTON, DE", , 
320, 1249196,"26,247,116"," BANKNORTH GROUP, INC."," PORTLAND, ME", , 
321, 1074156,"79,647,890", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
322, 1883693,"13,081,453", BOK FINANCIAL CORPORATION," TULSA, OK", , 
323, 1923946,"43,362,909"," CHARTER ONE FINANCIAL, INC."," CLEVELAND, OH", , 
324, 2797498,"29,756,033", CIBC DELAWARE HOLDINGS INC.," NEW YORK, NY", , 
325, 1132449,"66,999,690"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
326, 1027518,"12,013,451", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
327, 1080465,"15,765,179"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
328, 1199844,"55,903,114", COMERICA INCORPORATED," DETROIT, MI", , 
329, 1117679,"17,815,097"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
330, 1049341,"13,526,150"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
331, 1078529,"24,414,187"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
332, 1130780,"11,291,274", FBOP CORPORATION,"OAK PARK, IL", , 
333, 1070345,"84,291,659", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
334, 1075612,"12,388,741"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
335, 1020902,"10,978,002"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
336, 1113514," 199,426,000", FLEETBOSTON FINANCIAL CORPORAT,"BOSTON, MA", , 
337, 2081124,"22,399,051", GREENPOINT FINANCIAL CORP.,"NEW YORK, NY", , 
338, 1078921,"17,652,186", HIBERNIA CORPORATION,"NEW ORLEANS, LA", , 
339, 2872407," 114,536,046", HSBC NORTH AMERICA INC.," BUFFALO, NY", , 
340, 2792680,"14,913,505"," HUDSON CITY, MHC","PARAMUS, NJ", , 
341, 1068191,"27,958,025", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
342, 1039502," 755,156,000", J.P. MORGAN CHASE & CO.," NEW YORK, NY", , 
343, 1068025,"86,043,741", KEYCORP," CLEVELAND, OH", , 
344, 1037003,"33,443,791", M&T BANK CORPORATION,"BUFFALO, NY", , 
345, 1199497,"33,266,107", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
346, 1068762,"35,553,003", MELLON FINANCIAL CORPORATION,"PITTSBURGH, PA", , 
347, 1072442,"11,018,621", MERCANTILE BANKSHARES CORPORAT,"BALTIMORE, MD", , 
348, 1069125," 117,498,398", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
349, 1093728,"21,766,864", NATIONAL COMMERCE FINANCIAL CO,"MEMPHIS, TN", , 
350, 2132932,"12,022,113"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
351, 1048429,"22,391,900"," NORTH FORK BANCORPORATION, INC","MELVILLE, NY", , 
