,Column1,Value1,Value2,Value3,Value4,Value5
73, Trading Assets, 0.95,1.10,0.94,1.04,1.19
74, Total Earning Assets, 3.58,3.50,3.51,3.65,3.77
75,Investment Securities (TE), 2.41,2.34,2.33,2.41,2.39
76, U.S. Treasury & Agency Sec (excl MBS),1.48,1.32,1.41,1.29,1.23
77, Mortgage-Backed Securities, 2.27,2.25,2.25,2.32,2.32
78, All Other Securities, 3.56,3.69,3.83,4.10,4.15
79,Interest-Bearing Deposits,0.38,0.35,0.35,0.35,0.42
80, Time Deposits of $100K or More, 0.84,0.83,0.77,0.82,0.95
81, Time Deposits < $100K,0.77,0.75,0.77,0.82,0.96
82, Other Domestic Deposits,0.25,0.22,0.23,0.21,0.24
83, Foreign Deposits, 0.29,0.26,0.26,0.28,0.37
84,Fed Funds Purchased and Repos,0.55,0.58,0.48,0.57,0.72
85, Other Borrowed Funds & Trading Liab,1.62,1.58,1.56,1.64,1.97
86, All Interest-Bearing Funds, 0.63,0.61,0.62,0.59,0.69
87, , , , , , 
88, 3 , , , , , 
89, , 03/31/2016,03/31/2015,12/31/2015,12/31/2014,12/31/2013
90, Avg Personnel Exp Per Employee ($000),27,26, 101,99,98
91, Avg Assets per Employee ($000),"8,108"," 8,086"," 7,825"," 7,662"," 7,292"
92, ANALYSIS RATIOS , , , , , 
93,Mutual Fund Fee Inc / Non-Int Income, 3.14,3.09,3.34,3.11,2.95
94,Overhead Exp / NII + Non-Int Income, 65.04, 65.99, 66.98, 66.44, 67.52
95,PERCENT OF AVERAGE ASSETS: , , , , , 
96,Total Overhead Expense, 2.75,2.80,2.85,2.93,3.15
97, Personnel Expense,1.42,1.44,1.40,1.43,1.48
98, Net Occupancy Expense,0.31,0.32,0.32,0.33,0.34
99, Other Operating Expenses, 0.98,1.01,1.09,1.16,1.32
100,Overhead Less Non-Interest Income,1.40,1.33,1.34,1.35,1.32
101,PERCENT OF ADJUSTED OPERATING INCOME (TE): , , , , , 
102,Total Overhead Expense,64.14, 65.18, 66.10, 65.66, 66.80
103, Personnel Expense, 33.89, 34.31, 33.49, 32.38, 31.92
104, Net Occupancy Expense,7.40,7.69,7.47,7.59,7.51
105, Other Operating Expenses,22.05, 22.73, 24.47, 25.00, 26.49
106,Total Non-Interest Income, 30.12, 31.97, 33.40, 32.70, 35.18
107, Fiduciary Activities Income,2.49,2.71,2.53,2.67,2.42
108, Serv Charges on Deposit Accts - Domestic, 4.64,4.60,4.66,4.81,4.76
109, Trading Revenue,1.36,1.57,1.00,1.19,1.07
110, Investment Banking Fees & Commissions,2.43,2.73,2.86,2.67,2.55
111, Venture Capital Revenue,0.00,0.04,0.05,0.08,0.06
112, Net Servicing Fees, 0.06,0.35,0.73,0.56,1.02
113, Net Securitization Income,0.00,0.00,0.01,0.02,0.01
114, Insurance Activities Revenue, 0.81,0.84,0.91,0.79,0.96
115," Net Gain (Loss) - Sales Loans, OREO, Oth", 1.35,1.61,1.96,1.44,2.03
116, Other Non-Interest Income, 11.13, 10.68, 11.39, 10.43, 11.42
117,Overhead Less Non-Interest Income, 33.31, 32.75, 32.37, 32.51, 31.19
118, TAX RATIOS: , , , , , 
119,Appl Inc Taxes/Pretax NOI (TE),29.41, 30.26, 28.10, 29.18, 28.74
120, Appl Inc Tax+TE/Pretax NOI+TE, 34.66, 34.47, 32.74, 33.09, 32.22
121, , , , , , 
122, 4 , , , , , 
123,PERCENT OF TOTAL ASSETS,03/31/2016,03/31/2015,12/31/2015,12/31/2014,12/31/2013
124, Real Estate Loans, 34.14, 34.39, 33.17, 33.06, 32.61
125, Commercial and Industrial Loans, 13.71, 13.41, 13.80, 13.65, 12.50
126, Loans to Individuals, 5.07,4.59,5.19,5.05,5.25
127, Loans to Depository Institutions, 0.08,0.10,0.08,0.11,0.12
128, Agricultural Loans, 0.16,0.13,0.16,0.13,0.14
129, Other Loans and Leases, 5.03,5.02,5.25,4.81,4.53
130,Net Loans and Leases, 63.18, 62.05, 62.73, 61.48, 60.31
131, Debt Securities Over 1 Year, 15.33, 15.46, 15.34, 15.72, 15.65
132, Mutual Funds and Equity Securities, 0.09,0.10,0.10,0.10,0.13
133,Subtotal, 79.91, 79.11, 79.49, 78.79, 77.00
134, Interest-Bearing Bank Balances, 4.24,4.85,4.02,4.63,4.41
135, Federal Funds Sold & Reverse Repos, 0.81,0.75,0.84,0.68,0.85
136, Debt Securities 1 Year or Less, 2.09,2.17,2.20,2.08,2.67
137, Trading Assets, 0.83,0.78,0.74,0.77,0.80
138,Total Earning Assets, 90.14, 89.79, 89.84, 89.59, 88.94
139, Non-Int Cash and Due From Dep Inst, 1.06,1.16,1.15,1.24,1.38
140, Other Real Estate Owned,0.10,0.14,0.10,0.14,0.17
141, All Other Assets, 8.76,9.00,8.99,9.09,9.58
142,MEMORANDA: , , , , , 
143,Short-Term Investments, 8.46,8.64,8.39,8.39,8.97
144, U.S. Treasury Securities, 1.02,0.95,1.12,1.06,0.54
145, U.S. Agency Securities (excl MBS),1.00,1.32,1.07,1.19,1.36
146, Municipal Securities, 1.50,1.27,1.38,1.31,1.14
147, Mortgage-Backed Securities,11.51, 11.56, 11.38, 11.49, 11.94
148, Asset-Backed Securities,0.37,0.40,0.40,0.43,0.59
149, Other Debt Securities,0.46,0.48,0.53,0.53,0.86
150, RE Loans Secured by 1-4 Family,14.22, 16.04, 14.33, 15.21, 15.39
151, Revolving,2.77,2.95,2.77,3.14,3.24
152," Closed-End, Sec by First Liens",10.67, 12.18, 10.78, 11.10, 11.09
153," Closed-End, Sec by Junior Liens",0.41,0.45,0.43,0.47,0.51
154, Commercial Real Estate Loans,17.73, 16.25, 16.85, 15.88, 15.02
155, Construction and Land Dev,2.51,2.14,2.35,2.00,1.69
156, Multifamily,2.55,2.15,2.36,2.13,1.99
157, Nonfarm Nonresidential,11.82, 11.04, 11.27, 10.78, 10.63
158, RE Loans Secured by Farmland, 0.27,0.24,0.24,0.22,0.24
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 53.48, 54.52, 52.15, 52.96, 54.23
161, RE Loans Secured by 1-4 Family,23.10, 25.85, 23.23, 25.22, 26.11
162, Revolving,4.46,4.79,4.46,5.22,5.53
163, Closed-End,18.23, 20.61, 18.40, 19.49, 20.02
164, Commercial Real Estate Loans,27.11, 25.10, 25.82, 24.50, 24.12
165, Construction and Land Dev,3.95,3.40,3.70,3.18,2.71
166, Multifamily,3.86,3.30,3.58,3.27,3.29
167, Nonfarm Nonresidential,18.06, 17.06, 17.31, 16.67, 17.07
168, RE Loans Secured by Farmland, 0.44,0.41,0.40,0.37,0.41
169, Loans to Depository Institutions, 0.18,0.21,0.20,0.22,0.24
170, Commercial and Industrial Loans, 22.44, 22.00, 22.75, 22.49, 20.62
171, Loans to Individuals, 8.18,7.58,8.38,8.43,9.00
172, Credit Card Loans,1.62,1.21,1.71,1.78,2.51
173, Agricultural Loans, 0.27,0.22,0.27,0.23,0.24
174, Loans to Foreign Govts and Inst,0.01,0.01,0.01,0.01,0.02
175, Other Loans and Leases, 9.44,9.52,9.90,9.18,9.06
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,03/31/2016,03/31/2015,12/31/2015,12/31/2014,12/31/2013
179, Short-Term Investments, 8.46,8.64,8.39,8.39,8.97
180, Liquid Assets, 23.75, 24.46, 23.80, 24.24, 24.41
181, Investment Securities, 18.10, 18.36, 18.20, 18.50, 19.23
182, Net Loans and Leases,63.18, 62.05, 62.73, 61.48, 60.31
183," Net Lns, Ls & Stdby Ltrs of Credit",64.64, 63.86, 64.22, 63.48, 62.47
184, Core Deposits, 60.87, 60.65, 59.80, 59.99, 58.41
185, Noncore Funding, 23.00, 22.97, 23.80, 22.93, 23.92
186, Time Deposits of $100K or More, 5.64,5.80,5.40,5.83,5.43
187, Foreign Deposits, 0.63,0.72,0.67,0.84,1.00
188, Fed Funds Purchased and Repos,1.88,2.34,2.03,2.40,2.56
189, Net Fed Funds Purchased (Sold), 0.86,1.39,0.99,1.51,1.55
190, Commercial Paper, 0.02,0.05,0.03,0.08,0.14
191,Oth Borrowings W/Rem Mat 1 Yr or Less,3.06,2.88,3.31,3.23,3.17
192, Earning Assets Repr in 1 Year, 40.97, 39.41, 40.67, 39.53, 39.86
193, Int-Bearing Liab Repr in 1 Year,9.07,9.80,8.89, 10.44, 11.11
194, Long-Term Debt Repr in 1 Year,1.58,1.33,1.86,1.23,1.28
195, Net Assets Repriceable in 1 Year,29.05, 26.81, 28.43, 26.63, 25.23
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,17.01, 16.59, 18.17, 17.28, 17.98
198, Net ST Noncore Funding Dependence,3.76,3.35,4.31,4.06,3.61
199, Short-Term Inv/ST Noncore Funding, 84.56, 90.82, 83.89, 83.04, 91.41
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,18.81, 18.92, 18.02, 17.97, 18.18
201, Net Loans and Leases/Total Deposits, 87.99, 87.94, 90.15, 87.66, 88.93
202, Net Loans and Leases/Core Deposits, 107.31,107.66,110.25,107.22,111.54
203, Held-To-Mat Sec Appr(Depr)/T1 Cap,1.32,1.33,0.33,0.76, -1.16
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 1.66,2.04,0.21,1.38, -0.77
205, Struct Notes Appr(Depr)/T1 Cap,-0.04,0.01, -0.04, -0.03, -0.25
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 18.79, 17.44, 18.52, 16.91, 15.26
208, Available-For-Sale Securities, 81.21, 82.56, 81.48, 83.09, 84.74
209, U.S. Treasury Securities, 6.48,6.19,7.34,6.74,3.80
210, U.S. Agency Securities (excl MBS),6.06,7.41,6.25,6.60,7.33
211, Municipal Securities, 8.82,6.61,7.75,6.64,6.20
212, Mortgage-Backed Securities,65.66, 65.93, 65.07, 65.73, 65.16
213, Asset-Backed Securities,2.01,2.24,2.11,2.31,3.33
214, Other Debt Securities,2.64,2.62,2.89,2.85,4.45
215, Mutual Funds and Equity Securities, 0.87,0.80,0.82,0.81,0.90
216,Debt Securities 1 Year or Less,12.56, 13.32, 13.34, 12.76, 15.54
217, Debt Securities 1 To 5 Years,19.95, 20.37, 19.10, 20.30, 20.47
218, Debt Securities Over 5 Years,63.41, 61.96, 63.55, 62.23, 59.61
219, Pledged Securities,37.24, 39.61, 36.58, 39.58, 41.16
220," Structured Notes, Fair Value", 0.10,0.22,0.13,0.15,0.19
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,03/31/2016,03/31/2015,12/31/2015,12/31/2014,12/31/2013
224, Provision for Ln&Ls Losses/Avg Assets,0.24,0.13,0.17,0.14,0.19
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.40,0.20,0.28,0.23,0.32
226, Provision for Ln&Ls Losses/Net Losses,163.63, 89.81,109.43,105.35, 64.28
227,Ln&Ls Allowance/Total Loans & Leases, 1.16,1.22,1.14,1.23,1.40
228, Ln&Ls Allowance/Net Ln&Ls Losses (X), 7.15, 10.34,9.29, 11.58,7.42
229, ALLL/Nonaccrual Assets, 153.45,166.35,164.24,165.18,147.71
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls,124.47,128.45,125.86,130.23,114.92
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.41,0.36,0.44,0.45,0.63
232, Recoveries/Avg Loans and Leases,0.13,0.13,0.14,0.15,0.18
233, Net Losses/Avg Loans and Leases,0.28,0.23,0.31,0.30,0.44
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.01,0.01,0.01
235, Recoveries/Prior Year-End Losses, 9.88,9.39, 39.28, 33.44, 23.10
236, Earnings Coverage of Net Losses (X), 12.61, 16.67, 15.90, 32.42, 19.55
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.04,0.11,0.09,0.17,0.34
239, RE Loans Secured By 1-4 Family, 0.09,0.15,0.12,0.22,0.45
240, Revolving,0.18,0.25,0.19,0.30,0.57
241, Closed-End, 0.07,0.12,0.10,0.18,0.39
242, Commercial Real Estate Loans,-0.01,0.01,0.00,0.07,0.20
243, Construction and Land Dev, -0.03, -0.10, -0.07,0.06,0.41
244, Multifamily, -0.01,0.00, -0.01,0.02,0.10
245, Nonfarm Nonresidential, 0.00,0.05,0.02,0.09,0.19
246, RE Loans Secured by Farmland,-0.01, -0.01, -0.01,0.04,0.17
247,Commercial and Industrial Loans,0.36,0.12,0.24,0.17,0.40
248, Loans to Depository Institutions, 0.00,0.00,0.00,0.00,0.00
249,Loans to Individuals, 1.31,1.34,1.18,1.34,1.25
250, Credit Card Loans,2.90,2.79,2.66,2.46,2.42
251,Agricultural Loans, 0.06,0.00,0.11,0.02,0.17
252, Loans to Foreign Governments & Inst,0.00,0.00,0.00,0.00,0.00
253, Other Loans and Leases, 0.12,0.11,0.18,0.16,0.17
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,03/31/2016,03/31/2015,12/31/2015,12/31/2014,12/31/2013
257, 30-89 Days PD Loans and Leases, 0.53,0.56,0.58,0.60,0.68
258, 90+ Days PD Loans and Leases, 0.29,0.29,0.30,0.29,0.40
259, Nonaccrual Loans and Leases,0.85,0.84,0.78,0.84,1.08
260,90+ Days PD and Nonaccrual Loans and Leases,1.23,1.29,1.18,1.22,1.63
261,30-89 Days PD Restructured, 0.03,0.03,0.03,0.04,0.05
262, 90+ Days PD Restructured, 0.02,0.02,0.02,0.02,0.03
263, Nonaccrual Restructured,0.25,0.27,0.25,0.27,0.36
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.54,0.56,0.58,0.61,0.69
267, 90+ Days Past Due Assets, 0.29,0.29,0.30,0.29,0.41
268, Nonaccrual Assets,0.86,0.86,0.79,0.85,1.10
269, 30+ Days PD & Nonaccrual Assets,1.80,1.90,1.80,1.92,2.37
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,0.73,0.77,0.70,0.72,0.99
272, 90+ PD & Nonaccrual Assets + OREO,0.83,0.93,0.80,0.86,1.16
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.03,1.11,1.00,1.11,1.44
276, Allowance for Loan & Lease Losses,150.85,159.85,155.63,153.67,177.17
277, Equity Cap + ALLL,8.43,8.96,8.15,8.88, 11.84
278, Tier 1 Cap + ALLL, 10.61, 11.27, 10.52, 10.56, 14.23
279, Loans & Leases + RE Acquired, 1.65,1.80,1.61,1.81,2.34
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 03/31/2016,03/31/2015,12/31/2015,12/31/2014,12/31/2013
284,- 90+ Days Past Due, 0.41,0.47,0.43,0.46,0.58
285,- Nonaccrual,0.95,1.20,1.05,1.25,1.69
286,- 90+ Days Past Due, 0.05,0.04,0.05,0.04,0.08
287,- Nonaccrual,1.19,0.72,0.85,0.59,0.70
288,- 90+ Days Past Due, 0.19,0.19,0.20,0.22,0.31
289,- Nonaccrual,0.22,0.27,0.26,0.37,0.23
290, Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.00,0.00,0.00
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.00,0.00
293, Agricultural - 30-89 Days PD, 0.30,0.25,0.16,0.10,0.18
294,- 90+ Days Past Due, 0.02,0.02,0.01,0.01,0.01
295,- Nonaccrual,0.83,0.87,0.76,0.91,0.84
296, Foreign Govts- 30-89 Days PD, 0.00,0.00,1.74,0.00,0.00
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
298,- Nonaccrual,0.01,0.00,0.03,0.00,0.00
299, Other Lns&Ls - 30-89 Days PD, 0.23,0.17,0.22,0.20,0.21
300,- 90+ Days Past Due, 0.01,0.02,0.02,0.02,0.04
301,- Nonaccrual,0.16,0.20,0.16,0.19,0.21
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,0.73,0.72,0.75,0.71,0.85
304, - Nonaccrual, 1.32,1.52,1.35,1.57,1.80
305, - 90+ Days Past Due,0.07,0.09,0.08,0.12,0.13
306, - Nonaccrual, 1.36,1.23,1.47,1.24,1.27
307, - 90+ Days Past Due,0.87,0.88,0.89,0.88,1.06
308, - Nonaccrual, 1.33,1.62,1.37,1.69,2.02
309, Commercial RE - 30-89 Days PD,0.20,0.25,0.19,0.23,0.33
310, - 90+ Days Past Due,0.07,0.11,0.06,0.11,0.21
311, - Nonaccrual, 0.52,0.76,0.56,0.83,1.32
312, Const & Dev - 30-89 Days PD,0.26,0.32,0.28,0.29,0.45
313, - 90+ Days Past Due,0.09,0.18,0.10,0.20,0.45
314, - Nonaccrual, 0.51,1.11,0.53,1.33,2.45
315, Multifamily - 30-89 Days PD,0.14,0.12,0.12,0.15,0.26
316, - 90+ Days Past Due,0.05,0.08,0.03,0.06,0.11
317, - Nonaccrual, 0.21,0.33,0.23,0.31,0.52
318, Nonfarm Nres- 30-89 Days PD,0.18,0.24,0.18,0.21,0.34
319, - 90+ Days Past Due,0.06,0.09,0.06,0.10,0.16
320, - Nonaccrual, 0.61,0.74,0.56,0.91,1.29
321, - 90+ Days Past Due,0.20,0.24,0.19,0.20,0.32
322, - Nonaccrual, 0.60,0.66,0.71,0.74,1.55
323, - 90+ Days Past Due,0.69,0.64,0.69,0.59,0.54
324, - Nonaccrual, 0.08,0.10,0.10,0.12,0.16
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 03/31/2016,03/31/2015,12/31/2015,12/31/2014,12/31/2013
328, Tier 1 Leverage Ratio,9.64,9.78,9.68,9.82,9.63
329, Tier 1 RBC Ratio,N/A, N/A, N/A, 13.08, 13.08
330, Total Risk-Based Capital Ratio,N/A, N/A, N/A, 14.70, 14.96
331,Tangible Tier 1 Leverage Ratio,N/A, N/A, N/A,9.75,9.33
332, Tangible Common Eq Cap/Tan Assets, N/A, N/A, N/A,8.79,8.32
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,27.08, 25.00, 26.89, 25.53, 26.33
337, Standby Letters of Credit,1.20,1.37,1.21,1.56,1.52
338, Commercial & Similar Letters of Credit, 0.03,0.04,0.04,0.05,0.05
339,Securities Lent,0.21,0.29,0.22,0.36,0.30
340, Credit Derivatives (BHC as Guarantor),0.50,0.58,0.53,0.62,0.16
341, Credit Derivatives (BHC as Beneficiary),0.52,0.60,0.55,0.64,0.19
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,68.37, 59.15, 65.89, 57.62, 40.09
344, Interest Rate Contracts, 49.65, 41.65, 46.98, 40.11, 26.65
345, Interest Rate Futures & Forward Contr,9.96,6.52,8.38,4.46,4.16
346, Written Options Contr (Int Rate), 3.31,2.88,2.80,1.76,1.57
347, Purchased Options Contr (Int Rate), 2.12,1.86,1.88,1.68,1.51
348, Interest Rate Swaps, 31.24, 31.17, 31.72, 33.04, 17.82
349,Foreign Exchange Contracts,13.64, 13.40, 14.23, 13.88,9.17
350, Futures & Forward Foreign Exch Contr, 7.77,7.47,8.72,7.93,5.18
351, Written Options Contr (Foreign Exch), 0.30,0.39,0.29,0.38,0.06
352, Purchased Options Contr (Foreign Exch), 0.28,0.39,0.28,0.38,0.07
353, Foreign Exchange Rate Swaps,1.75,1.43,1.53,1.52,0.85
354,"Equity,Commodity, & Other Deriv Contr",2.35,1.47,2.34,1.63,1.58
355, Commodity & Other Fut & Forward Contr,0.20,0.14,0.19,0.15,0.10
356, Written Options Contr (Comm & Other), 0.85,0.55,0.66,0.60,0.63
357, Purchased Options Contr (Comm & Oth), 0.72,0.43,0.70,0.49,0.40
358, Commodity & Other Swaps,0.30,0.31,0.30,0.35,0.26
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,49.80, 47.10, 51.35, 50.67, 51.61
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 03/31/2016,03/31/2015,12/31/2015,12/31/2014,12/31/2013
364, Interest Rate Contracts, 92.13, 91.09, 90.79, 90.01, 88.14
365, Foreign Exchange Contracts, 5.55,6.45,6.65,6.99,7.99
366," Equity, Comm, & Other Contracts",1.55,1.61,1.69,1.99,2.56
367,Futures and Forwards,16.73, 18.19, 18.67, 16.52, 19.32
368, Written Options,8.91,8.85,7.93,7.76,7.52
369, Exchange-Traded,0.19,0.11,0.11,0.11,0.14
370, Over-The-Counter, 8.37,8.51,7.55,7.40,7.06
371, Purchased Options,3.93,4.47,4.16,4.58,4.51
372, Exchange-Traded,0.24,0.17,0.21,0.19,0.29
373, Over-The-Counter, 3.24,3.93,3.45,4.01,3.91
374, Swaps, 64.81, 63.44, 66.24, 65.97, 59.28
375,Held for Trading,42.07, 44.62, 43.27, 45.83, 47.69
376, Interest Rate Contracts, 34.56, 36.18, 35.26, 36.79, 37.38
377, Foreign Exchange Contracts, 2.93,3.47,3.35,3.70,3.70
378," Equity, Comm, & Other Contracts",0.58,0.69,0.59,0.82,1.19
379,Non-Traded,57.93, 55.38, 56.73, 54.17, 52.31
380, Interest Rate Contracts, 53.46, 50.66, 51.42, 48.87, 46.78
381, Foreign Exchange Contracts, 1.00,1.46,1.21,1.56,1.94
382," Equity, Comm, & Other Contracts",0.47,0.38,0.54,0.50,0.60
383,Deriv Contr (Excl Fut & FX LE 14 Days),89.50, 87.56, 90.37, 87.15, 86.36
384, One Year or Less,25.53, 27.64, 27.07, 23.71, 25.74
385, Over 1 Year to 5 Years,33.82, 30.31, 34.00, 34.15, 31.03
386, Over 5 Years,23.93, 21.81, 24.86, 22.74, 20.76
387, Gross Negative Fair Value (Abs Val),1.69,1.61,1.21,1.45,1.33
388, Gross Positive Fair Value,1.59,1.67,1.25,1.53,1.39
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.11,0.11,0.08,0.11,0.12
391, Gross Positive Fair Value (X),0.12,0.12,0.09,0.12,0.13
