,Column1,Value1,Value2,Value3,Value4,Value5
133,Subtotal, 74.97, 75.86, 75.08, 75.78, 77.57
134, Interest-Bearing Bank Balances, 4.20,3.96,4.00,4.51,2.92
135, Federal Funds Sold & Reverse Repos, 1.13,1.30,1.27,0.78,0.80
136, Debt Securities 1 Year or Less, 3.03,3.07,3.03,3.02,3.10
137, Trading Assets, 0.98,1.38,1.43,0.95,1.33
138,Total Earning Assets, 87.84, 88.19, 87.62, 87.54, 87.74
139, Non-Int Cash and Due From Dep Inst, 1.52,1.52,1.33,1.72,1.92
140, Other Real Estate Owned,0.22,0.32,0.37,0.32,0.22
141, All Other Assets,10.46, 10.18, 10.96, 10.69, 10.18
142,MEMORANDA: , , , , , 
143,Short-Term Investments, 9.34, 10.02, 10.19,9.62,7.95
144, U.S. Treasury Securities, 0.56,0.66,0.85,0.63,0.13
145, U.S. Agency Securities (excl MBS),1.38,1.81,1.99,1.70,1.85
146, Municipal Securities, 1.13,1.39,1.36,1.26,1.18
147, Mortgage-Backed Securities,11.90, 12.85, 11.86, 11.59, 10.52
148, Asset-Backed Securities,0.65,0.56,0.51,0.62,0.39
149, Other Debt Securities,1.01,1.09,1.13,0.84,0.56
150, RE Loans Secured by 1-4 Family,16.40, 14.92, 14.72, 15.14, 15.77
151, Revolving,3.37,3.75,4.05,4.21,4.04
152," Closed-End, Sec by First Liens",11.96,9.88,9.36,9.38,9.83
153," Closed-End, Sec by Junior Liens",0.57,0.81,1.02,1.30,1.48
154, Commercial Real Estate Loans,13.67, 15.96, 17.76, 19.88, 22.89
155, Construction and Land Dev,1.62,2.35,3.38,5.28,7.50
156, Multifamily,1.65,1.61,1.60,1.62,1.57
157, Nonfarm Nonresidential,10.10, 11.22, 11.98, 12.28, 13.00
158, RE Loans Secured by Farmland, 0.22,0.28,0.32,0.34,0.31
159," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
160,Real Estate Loans, 55.63, 55.27, 57.39, 59.49, 62.22
161, RE Loans Secured by 1-4 Family,28.18, 25.96, 25.51, 25.20, 24.64
162, Revolving,5.89,6.46,6.91,6.85,6.18
163, Closed-End,21.76, 18.80, 17.92, 17.81, 17.87
164, Commercial Real Estate Loans,23.18, 26.20, 28.90, 30.65, 34.15
165, Construction and Land Dev,2.75,3.92,5.54,8.02, 11.06
166, Multifamily,2.89,2.73,2.64,2.58,2.40
167, Nonfarm Nonresidential,17.10, 18.27, 19.36, 18.99, 19.31
168, RE Loans Secured by Farmland, 0.39,0.50,0.55,0.54,0.46
169, Loans to Depository Institutions, 0.20,0.33,0.17,0.10,0.15
170, Commercial and Industrial Loans, 19.80, 20.22, 19.83, 19.90, 20.85
171, Loans to Individuals, 8.67, 10.25,9.83,9.03,7.80
172, Credit Card Loans,2.44,3.15,2.54,1.52,1.21
173, Agricultural Loans, 0.23,0.26,0.28,0.27,0.29
174, Loans to Foreign Govts and Inst,0.00,0.01,0.01,0.01,0.00
175, Other Loans and Leases, 8.42,7.18,6.79,6.22,5.08
176, , , , , , 
177, 5 , , , , , 
178,PERCENT OF TOTAL ASSETS,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
179, Short-Term Investments, 9.34, 10.02, 10.19,9.62,7.95
180, Liquid Assets, 24.99, 26.81, 25.95, 24.18, 21.51
181, Investment Securities, 20.18, 20.93, 20.42, 19.11, 17.16
182, Net Loans and Leases,57.96, 57.64, 57.51, 59.71, 63.39
183," Net Lns, Ls & Stdby Ltrs of Credit",59.99, 60.00, 60.00, 62.43, 66.40
184, Core Deposits, 55.65, 55.91, 53.59, 50.90, 46.50
185, Noncore Funding, 24.83, 26.62, 29.02, 32.76, 37.61
186, Time Deposits of $100K or More, 5.83,6.23,6.69,7.50,9.21
187, Foreign Deposits, 1.01,1.65,1.96,2.14,2.28
188, Fed Funds Purchased and Repos,2.65,3.73,4.09,4.43,5.81
189, Net Fed Funds Purchased (Sold), 1.50,2.28,2.58,3.36,4.62
190, Commercial Paper, 0.14,0.11,0.12,0.12,0.28
191,Oth Borrowings W/Rem Mat 1 Yr or Less,2.54,2.68,2.53,3.36,5.61
192, Earning Assets Repr in 1 Year, 39.54, 41.57, 42.48, 42.90, 44.44
193, Int-Bearing Liab Repr in 1 Year, 12.30, 13.13, 14.97, 19.48, 23.53
194, Long-Term Debt Repr in 1 Year,1.31,1.62,2.03,1.96,2.02
195, Net Assets Repriceable in 1 Year,23.69, 25.09, 23.91, 20.25, 17.90
196,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
197,Net Noncore Funding Dependence,19.36, 20.15, 25.33, 30.25, 37.21
198, Net ST Noncore Funding Dependence,3.44,4.17,6.24, 10.25, 22.32
199, Short-Term Inv/ST Noncore Funding, 91.25, 73.69, 65.99, 55.51, 31.65
200, Liq Asts-ST Noncore Fndg/Nonliq Asts,18.49, 20.30, 15.49,8.18, -3.84
201, Net Loans and Leases/Total Deposits, 93.70, 87.55, 88.15, 89.66, 99.38
202, Net Loans and Leases/Core Deposits, 125.79,116.55,120.14,140.58,150.98
203, Held-To-Mat Sec Appr(Depr)/T1 Cap,1.39,0.94,0.28,0.11, -0.66
204, Avail-For-Sale Sec Appr(Depr)/T1 Cap, 4.41,3.77,2.05,0.97, -4.29
205, Struct Notes Appr(Depr)/T1 Cap,-0.02, -0.17, -0.03, -0.02,0.01
206,PERCENT OF INVESTMENT SECURITIES: , , , , , 
207,Held-To-Maturity Securities, 10.63,6.59,5.23,5.36,5.54
208, Available-For-Sale Securities, 89.37, 93.41, 94.77, 94.64, 94.46
209, U.S. Treasury Securities, 3.82,3.64,4.71,3.48,1.09
210, U.S. Agency Securities (excl MBS),7.26,9.19, 11.25, 10.28, 11.58
211, Municipal Securities, 5.98,6.79,6.92,6.77,7.25
212, Mortgage-Backed Securities,63.14, 61.59, 57.24, 59.41, 63.84
213, Asset-Backed Securities,3.57,3.52,3.48,3.88,2.89
214, Other Debt Securities,5.16,6.86,6.80,5.17,3.86
215, Mutual Funds and Equity Securities, 0.91,1.07,1.15,1.42,1.39
216,Debt Securities 1 Year or Less,16.95, 16.71, 17.10, 16.99, 18.06
217, Debt Securities 1 To 5 Years,20.72, 24.69, 27.34, 23.78, 18.00
218, Debt Securities Over 5 Years,58.02, 54.15, 50.65, 52.85, 59.42
219, Pledged Securities,40.49, 47.10, 50.95, 54.10, 66.91
220," Structured Notes, Fair Value", 0.12,0.39,0.47,0.31,0.27
221, , , , , , 
222, 6 , , , , , 
223,ANALYSIS RATIOS,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
224, Provision for Ln&Ls Losses/Avg Assets,0.33,0.49,1.10,1.96,1.20
225, Provision for Ln&Ls Losses/Avg Lns&Ls,0.55,0.80,1.80,3.07,1.79
226, Provision for Ln&Ls Losses/Net Losses, 76.94, 70.36,100.32,139.96,170.76
227,Ln&Ls Allowance/Total Loans & Leases, 1.61,2.11,2.63,2.80,1.84
228, Ln&Ls Allowance/Net Ln&Ls Losses (X), 3.51,2.24,1.70,1.52,2.52
229, ALLL/Nonaccrual Assets, 122.93,115.70, 99.32, 92.12,115.68
230, Ln&Ls Allow/90+ Days PD+Nonaccr Ln&Ls, 98.54, 87.73, 78.33, 72.80, 87.10
231,Gross Ln&Ls Losses/Avg Loans & Leases,0.94,1.40,2.26,2.47,1.18
232, Recoveries/Avg Loans and Leases,0.19,0.23,0.20,0.13,0.08
233, Net Losses/Avg Loans and Leases,0.74,1.17,2.04,2.33,1.10
234," Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,0.02,0.06,0.02,0.03
235, Recoveries/Prior Year-End Losses,18.24, 12.27,9.74, 13.00, 21.90
236, Earnings Coverage of Net Losses (X),8.80,3.51,2.53,1.67,2.24
237,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
238,Real Estate Loans,0.69,1.20,2.17,2.21,0.97
239, RE Loans Secured By 1-4 Family, 0.81,0.96,1.43,1.41,0.61
240, Revolving,1.02,1.12,1.31,1.65,0.72
241, Closed-End, 0.76,0.93,1.45,1.42,0.54
242, Commercial Real Estate Loans, 0.50,1.21,2.64,2.81,1.13
243, Construction and Land Dev,1.28,3.38,6.60,6.64,2.87
244, Multifamily,0.29,0.78,1.20,1.09,0.36
245, Nonfarm Nonresidential, 0.40,0.74,1.38,1.00,0.23
246, RE Loans Secured by Farmland, 0.37,1.03,0.60,0.41,0.09
247,Commercial and Industrial Loans,0.55,0.87,1.57,2.44,0.82
248, Loans to Depository Institutions, 0.05, -0.02,0.05,0.04,0.00
249,Loans to Individuals, 1.50,1.96,2.88,3.39,2.01
250, Credit Card Loans,2.70,3.76,5.94,5.75,8.43
251,Agricultural Loans, 0.20,0.34,0.62,0.33,0.09
252, Loans to Foreign Governments & Inst,0.00, -0.11, -0.13,0.00,0.05
253, Other Loans and Leases, 0.18,0.37,0.72,1.44,0.54
254, , , , , , 
255, 7 , , , , , 
256,PERCENT OF LOANS AND LEASES,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
257, 30-89 Days PD Loans and Leases, 0.87,0.96,1.20,1.51,1.58
258, 90+ Days PD Loans and Leases, 0.58,0.72,0.78,0.66,0.35
259, Nonaccrual Loans and Leases,1.52,2.18,3.12,3.77,2.16
260,90+ Days PD and Nonaccrual Loans and Leases,2.29,3.00,4.07,4.51,2.58
261,30-89 Days PD Restructured, 0.06,0.08,0.05,0.04,0.02
262, 90+ Days PD Restructured, 0.03,0.04,0.02,0.01,0.00
263, Nonaccrual Restructured,0.48,0.55,0.46,0.31,0.09
264,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
265,30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
266,30-89 Days Past Due Assets, 0.87,0.96,1.21,1.52,1.58
267, 90+ Days Past Due Assets, 0.59,0.73,0.79,0.67,0.35
268, Nonaccrual Assets,1.57,2.20,3.14,3.80,2.18
269, 30+ Days PD & Nonaccrual Assets,3.25,4.06,5.38,6.16,4.24
270,PERCENT OF TOTAL ASSETS , , , , , 
271,90+ Days PD and Nonaccrual Assets,1.38,1.76,2.40,2.83,1.71
272, 90+ PD & Nonaccrual Assets + OREO,1.60,2.09,2.79,3.16,1.97
273,RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
274,+ REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
275,Total Assets, 1.80,2.43,2.79,3.04,1.72
276, Allowance for Loan & Lease Losses,201.35,210.70,201.05,180.34,141.96
277, Equity Cap + ALLL, 15.19, 20.68, 23.64, 27.89, 17.33
278, Tier 1 Cap + ALLL, 17.95, 24.40, 26.90, 30.59, 18.49
279, Loans & Leases + RE Acquired, 3.03,4.08,4.70,4.78,2.61
280, , , , , , 
281, 7A , , , , , 
282, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
283,LNS&LS AS A PERCENT OF LOAN TYPE, 12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
284,- 90+ Days Past Due, 0.76,0.90,0.95,0.74,0.36
285,- Nonaccrual,2.38,3.76,5.21,5.49,2.85
286,- 90+ Days Past Due, 0.12,0.15,0.24,0.16,0.11
287,- Nonaccrual,0.97,1.12,1.91,2.48,1.15
288,- 90+ Days Past Due, 0.29,0.54,0.62,0.62,0.41
289,- Nonaccrual,0.33,0.30,0.45,0.63,0.37
290, Dep Inst Lns - 30-89 Days PD, 0.01,0.02,0.00,0.09,0.02
291,- 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
292,- Nonaccrual,0.00,0.00,0.00,0.17,0.02
293, Agricultural - 30-89 Days PD, 0.25,0.19,0.38,0.77,0.47
294,- 90+ Days Past Due, 0.02,0.03,0.04,0.04,0.02
295,- Nonaccrual,1.26,1.12,2.38,1.61,0.78
296, Foreign Govts- 30-89 Days PD, 0.92,0.00,0.00,7.14,0.18
297,- 90+ Days Past Due, 0.00,0.00,0.00,0.39,0.00
298,- Nonaccrual,0.17,0.16,0.62,0.00,0.07
299, Other Lns&Ls - 30-89 Days PD, 0.21,0.31,0.50,0.66,0.69
300,- 90+ Days Past Due, 0.03,0.03,0.08,0.07,0.07
301,- Nonaccrual,0.28,0.44,0.72,1.11,0.49
302,MEMORANDA: , , , , , 
303, - 90+ Days Past Due,1.01,1.14,1.08,0.90,0.45
304, - Nonaccrual, 2.17,2.74,3.31,3.32,1.80
305, - 90+ Days Past Due,0.14,0.18,0.18,0.20,0.15
306, - Nonaccrual, 1.23,1.02,1.34,1.19,0.78
307, - 90+ Days Past Due,1.28,1.51,1.45,1.18,0.56
308, - Nonaccrual, 2.47,3.34,4.13,4.19,2.20
309, Commercial RE - 30-89 Days PD,0.65,0.79,1.11,1.53,1.63
310, - 90+ Days Past Due,0.35,0.45,0.57,0.43,0.20
311, - Nonaccrual, 2.44,4.31,6.70,7.32,3.43
312, Const & Dev - 30-89 Days PD,1.25,1.24,1.70,2.80,2.97
313, - 90+ Days Past Due,1.10,1.40,1.57,0.81,0.39
314, - Nonaccrual, 5.53, 10.39, 15.47, 16.60,7.98
315, Multifamily - 30-89 Days PD,0.50,0.56,0.84,1.14,1.10
316, - 90+ Days Past Due,0.26,0.19,0.41,0.32,0.07
317, - Nonaccrual, 1.37,2.49,3.44,3.87,1.94
318, Nonfarm Nres- 30-89 Days PD,0.51,0.60,0.82,1.06,0.98
319, - 90+ Days Past Due,0.24,0.29,0.34,0.22,0.09
320, - Nonaccrual, 2.09,3.28,4.23,4.02,1.27
321, - 90+ Days Past Due,0.58,0.57,0.23,0.12,0.07
322, - Nonaccrual, 3.17,3.91,5.27,3.11,1.02
323, - 90+ Days Past Due,0.54,0.70,0.97,1.28,1.19
324, - Nonaccrual, 0.29,0.28,0.39,0.50,0.31
325, , , , , , 
326, 8 , , , , , 
327,CAPITAL RATIOS, 12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
328, Tier 1 Leverage Ratio,9.37,9.26,9.03,8.69,8.43
329, Tier 1 RBC Ratio,12.86, 13.14, 12.98, 11.57, 10.38
330, Total Risk-Based Capital Ratio,14.85, 15.50, 15.63, 14.23, 13.13
331,Tangible Tier 1 Leverage Ratio, 9.10,8.95,8.70,8.34,8.12
332, Tangible Common Eq Cap/Tan Assets,8.03,7.73,7.05,5.83,4.69
333, DERIVATIVES AND , , , , , 
334,OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
335,PERCENT OF TOTAL ASSETS: , , , , , 
336,Loan Commitments,24.43, 26.73, 24.61, 25.34, 25.49
337, Standby Letters of Credit,1.46,2.04,2.31,2.49,2.91
338, Commercial & Similar Letters of Credit, 0.06,0.08,0.08,0.07,0.08
339,Securities Lent,0.29,0.63,0.84,0.85,0.90
340, Credit Derivatives (BHC as Guarantor),0.18,2.62,2.54,2.55,1.39
341, Credit Derivatives (BHC as Beneficiary),0.25,2.86,2.75,2.68,1.57
342, TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
343,Derivative Contracts,43.22,113.40,106.16, 85.56, 59.30
344, Interest Rate Contracts, 31.25, 86.32, 81.18, 65.75, 44.46
345, Interest Rate Futures & Forward Contr,6.72, 14.00, 13.85,9.80,8.67
346, Written Options Contr (Int Rate), 2.08,4.40,5.08,4.88,2.99
347, Purchased Options Contr (Int Rate), 1.46,4.16,5.03,4.66,2.78
348, Interest Rate Swaps, 17.60, 62.22, 51.76, 41.23, 26.10
349,Foreign Exchange Contracts, 9.01, 19.05, 17.41, 13.12,9.07
350, Futures & Forward Foreign Exch Contr, 5.81, 11.41, 10.24,8.44,6.52
351, Written Options Contr (Foreign Exch), 0.11,0.59,0.62,0.55,0.31
352, Purchased Options Contr (Foreign Exch), 0.11,0.58,0.62,0.53,0.31
353, Foreign Exchange Rate Swaps,0.92,3.99,2.25,1.44,0.78
354,"Equity,Commodity, & Other Deriv Contr",1.54,3.41,2.77,2.60,1.78
355, Commodity & Other Fut & Forward Contr,0.09,0.28,0.32,0.24,0.14
356, Written Options Contr (Comm & Other), 0.64,1.28,1.16,0.94,0.55
357, Purchased Options Contr (Comm & Oth), 0.40,0.94,0.68,0.67,0.56
358, Commodity & Other Swaps,0.22,0.49,0.35,0.35,0.33
359,PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
360,Loan Commitments,49.25, 57.21, 50.58, 50.09, 47.91
361, , , , , , 
362, 9 , , , , , 
363,PERCENT OF NOTIONAL AMOUNT, 12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
364, Interest Rate Contracts, 87.64, 84.64, 87.69, 89.28, 86.19
365, Foreign Exchange Contracts, 8.15,9.68,8.20,6.97,9.88
366," Equity, Comm, & Other Contracts",2.78,3.29,2.32,2.05,1.88
367,Futures and Forwards,24.45, 24.99, 25.32, 19.21, 18.51
368, Written Options,9.30,8.58,7.79,7.85,7.02
369, Exchange-Traded,0.08,0.31,0.33,0.26,0.35
370, Over-The-Counter, 9.03,7.78,7.09,7.41,5.84
371, Purchased Options,3.97,4.67,4.47,5.07,4.69
372, Exchange-Traded,0.15,0.25,0.30,0.30,0.29
373, Over-The-Counter, 3.51,3.95,3.76,4.52,4.12
374, Swaps, 53.82, 58.89, 55.17, 58.12, 58.16
375,Held for Trading,43.59, 50.23, 51.40, 47.50, 48.51
376, Interest Rate Contracts, 33.48, 39.43, 42.14, 38.99, 37.65
377, Foreign Exchange Contracts, 3.77,4.83,4.24,3.58,4.45
378," Equity, Comm, & Other Contracts",1.08,1.52,1.09,1.05,1.04
379,Non-Traded,56.41, 49.77, 48.60, 52.50, 51.49
380, Interest Rate Contracts, 50.15, 35.88, 42.56, 47.64, 45.50
381, Foreign Exchange Contracts, 1.86,2.02,1.37,1.09,1.84
382," Equity, Comm, & Other Contracts",0.82,0.71,0.50,0.25,0.12
383,Deriv Contr (Excl Fut & FX LE 14 Days),84.06, 79.55, 82.32, 83.30, 82.24
384, One Year or Less,29.65, 32.71, 31.49, 29.75, 27.58
385, Over 1 Year to 5 Years,32.81, 27.38, 29.22, 32.85, 30.35
386, Over 5 Years,16.04, 12.84, 14.32, 12.21, 13.63
387, Gross Negative Fair Value (Abs Val),1.96,2.16,1.87,1.59,2.75
388, Gross Positive Fair Value,1.93,2.10,1.94,1.84,2.97
389,PERCENT OF TIER 1 CAPITAL: , , , , , 
390,"Gross Negative Fair Value, Abs Val (X)", 0.16,0.30,0.23,0.21,0.22
