,Column1,Value1,Value2,Value3,Value4,Value5
77,Appl Inc Tax+TE/Pretax NOI+TE, 34.82, 35.03, 34.72, 37.17, 36.38
78,PERCENT OF TOTAL ASSETS,09/30/2003,09/30/2002,12/31/2002,12/31/2001,12/31/2000
79,Real Estate Loans, 34.72, 33.75, 34.29, 32.43, 32.11
80,Commercial and Industrial Loans, 11.24, 12.43, 12.34, 12.88, 16.03
81,Loans to Individuals, 6.24,6.45,6.43,6.23,7.24
82,Loans to Depository Institutions, 0.12,0.18,0.14,0.18,0.24
83,Agricultural Loans, 0.22,0.23,0.22,0.21,0.23
84,Other Loans and Leases, 4.29,4.32,4.25,4.91,5.33
85, Net Loans and Leases, 58.71, 59.16, 59.34, 58.93, 63.19
86,Debt Securities Over 1 Year, 19.00, 17.44, 17.99, 16.21, 14.28
87,Mutual Funds and Equity Securities, 0.35,0.41,0.40,0.49,1.08
88, Subtotal, 79.32, 78.12, 78.90, 76.66, 79.39
89,Interest-Bearing Bank Balances, 0.72,0.66,0.63,1.07,0.75
90,Federal Funds Sold & Reverse Repos, 2.27,2.57,2.31,2.86,2.39
91,Debt Securities 1 Year or Less, 1.66,2.08,1.91,1.88,1.92
92,Trading Assets, 1.71,1.81,1.69,1.86,1.83
93, Total Earning Assets, 87.86, 87.48, 87.54, 86.93, 88.41
94,Non-Int Cash and Due From Dep Inst, 2.78,3.32,3.38,3.52,3.58
95,Acceptances,0.03,0.03,0.03,0.03,0.06
96,Other Real Estate Owned,0.06,0.05,0.06,0.05,0.04
97,U.S. Treasury Securities, 0.68,0.44,0.45,0.40,0.67
98,U.S. Agency Securities (excl MBS),3.84,3.19,3.25,2.56,2.68
99,Municipal Securities, 0.75,0.82,0.78,0.84,0.88
100,Mortgage-Backed Securities,12.43, 11.84, 12.06, 11.43,9.80
101,Asset-Backed Securities,0.38,0.49,0.49,0.55, N/A
102,Other Debt Securities,0.92,0.74,0.74,0.69,3.25
103,RE Loans Secured by 1-4 Family,17.33, 16.80, 17.20, 17.20, 17.07
104,Revolving,3.85,3.42,3.58,2.80,2.69
105,"Closed-End, Sec by First Liens",11.76, 11.30, 11.65, 12.22, 11.87
106,"Closed-End, Sec by Junior Liens",1.13,1.64,1.49,1.73,2.04
107,Commercial Real Estate Loans,14.31, 14.42, 14.63, 12.94, 13.07
108,Construction and Land Dev,3.71,3.79,3.68,3.48,2.99
109,Multifamily,1.32,1.21,1.27,1.08,1.14
110,Nonfarm Nonresidential, 8.76,8.70,8.96,8.00,8.46
111,RE Loans Secured by Farmland, 0.20,0.21,0.22,0.16,0.19
112,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
113,Real Estate Loans, 57.25, 54.46, 55.09, 52.56, 49.02
114,RE Loans Secured by 1-4 Family,28.64, 27.41, 27.91, 28.02, 26.45
115,Revolving,6.19,5.51,5.75,4.47,4.06
116,Closed-End,21.80, 21.40, 21.64, 23.14, 22.09
117,Commercial Real Estate Loans,23.11, 22.94, 23.14, 20.47, 19.59
118,Construction and Land Dev,5.92,6.01,5.79,5.51,4.42
119,Multifamily,2.19,1.92,1.99,1.73,1.74
120,Nonfarm Nonresidential,14.24, 13.84, 14.23, 12.66, 12.71
121,RE Loans Secured by Farmland, 0.31,0.32,0.32,0.24,0.28
122,Loans to Depository Institutions, 0.27,0.40,0.34,0.36,0.44
123,Commercial and Industrial Loans, 19.31, 21.84, 21.41, 22.66, 26.43
124,Loans to Individuals,10.50, 10.84, 10.74, 10.43, 11.36
125,Credit Card Loans,1.13,1.22,1.17,1.00,1.84
126,Agricultural Loans, 0.34,0.37,0.35,0.32,0.36
127,Loans to Foreign Govts and Inst,0.03,0.03,0.03,0.04,0.03
128,Other Loans and Leases, 8.66,8.27,8.29,9.60,9.33
129,PERCENT OF TOTAL ASSETS,09/30/2003,09/30/2002,12/31/2002,12/31/2001,12/31/2000
130,Short-Term Investments, 5.55,5.97,5.50,6.52,5.65
131,Liquid Assets, 26.34, 25.48, 25.43, 25.12, 22.40
132,Investment Securities, 21.87, 20.41, 20.87, 19.20, 17.96
133,Net Loans and Leases,58.71, 59.16, 59.34, 58.93, 63.19
134,"Net Lns, Ls & Stdby Ltrs of Credit",61.86, 62.40, 62.68, 62.22, 66.67
135,Core Deposits, 50.23, 52.07, 52.60, 50.01, 49.19
136,Noncore Funding, 32.87, 30.90, 30.89, 32.17, 34.71
137,Time Deposits of $100K or More, 7.33,7.50,7.39,7.34,8.60
138,Foreign Deposits, 2.92,2.42,2.98,2.80,3.94
139,Fed Funds Purchased and Repos,8.49,7.99,7.57,8.08,7.77
140,Net Fed Funds Purchased (Sold), 5.69,5.04,4.92,5.17,5.36
141,Int-Bearing Liab Repr in 1 Year, 15.53, 17.31, 15.89, 18.85, 22.97
142,Long-Term Debt Repr in 1 Year,2.16,1.90,1.90,2.03,1.84
143,Net ST Noncore Funding Dependence, 19.48, 18.80, 18.72, 20.91, 24.74
144,Short-Term Inv/ST Noncore Funding, 26.83, 29.13, 27.11, 25.78, 21.18
145,Liq Asts-ST Noncore Fndg/Nonliq Asts, 7.31,8.21,8.49,4.46, -2.96
146,Net Loans and Leases/Total Deposits, 95.07, 94.85, 92.92, 97.44, 99.55
147,Net Loans and Leases/Core Deposits, 131.88,120.28,118.08,126.99,135.77
148,Held-To-Mat Sec Appr(Depr)/Eq Cap,0.35,0.86,0.82,0.47,0.12
149,Avail-For-Sale Sec Appr(Depr)/Eq Cap, 2.18,4.79,4.73,1.74,0.39
150,Available-For-Sale Securities, 93.19, 93.43, 94.02, 93.45, 90.16
151,U.S. Treasury Securities, 3.26,2.52,2.65,2.49,4.38
152,U.S. Agency Securities (excl MBS), 16.18, 15.31, 15.93, 12.49, 14.48
153,Municipal Securities, 3.73,4.28,4.00,4.58,5.20
154,Mortgage-Backed Securities,58.90, 60.30, 59.87, 62.19, 54.93
155,Asset-Backed Securities,2.16,2.57,2.58,2.88, N/A
156,Other Debt Securities,5.53,4.64,4.54,5.08, 18.29
157,Debt Securities Over 5 Years,66.10, 60.05, 60.47, 62.85, 59.32
158,Pledged Securities,54.28, 52.49, 54.57, 49.65, 55.45
159,"Structured Notes, Fair Value", 0.21,0.07,0.03,0.02,0.09
160,ANALYSIS RATIOS,09/30/2003,09/30/2002,12/31/2002,12/31/2001,12/31/2000
161,Provision for Ln&Ls Losses/Avg Assets,0.32,0.43,0.42,0.42,0.32
162,Provision for Ln&Ls Losses/Avg Lns&Ls,0.54,0.74,0.73,0.72,0.51
163,ALLL/Nonaccrual Assets, 247.40,238.25,250.01,229.74,254.65
164,Net Losses/Avg Loans and Leases,0.53,0.70,0.68,0.58,0.43
165,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,0.01,0.01, N/A, N/A
166,Recoveries/Prior Year-End Losses,12.71, 13.81, 18.80, 24.91, 26.09
167,Earnings Coverage of Net Losses (X), 11.15, 10.20, 10.15,9.73, 10.86NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
168,Real Estate Loans,0.10,0.11,0.11,0.13,0.08
169,RE Loans Secured By 1-4 Family, 0.11,0.11,0.11,0.12,0.09
170,Revolving,0.10,0.09,0.10,0.11,0.11
171,Closed-End, 0.11,0.12,0.12,0.11,0.09
172,Commercial Real Estate Loans, 0.08,0.09,0.09,0.10,0.02
173,Construction and Land Dev,0.05,0.09,0.09,0.06,0.02
174,Multifamily,0.01,0.02,0.03,0.01,0.01
175,Nonfarm Nonresidential, 0.09,0.09,0.09,0.11,0.02
176,Other Loans and Leases, 0.49,0.56,0.62,0.45,0.25
177,PERCENT OF LOANS AND LEASES,09/30/2003,09/30/2002,12/31/2002,12/31/2001,12/31/2000
178,30-89 Days PD Loans and Leases, 0.73,0.88,0.93,1.11,1.10
179,90+ Days PD Loans and Leases, 0.18,0.21,0.20,0.22,0.20
180,Nonaccrual Restructured,0.01,0.00,0.00,0.00,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
181,30-89 Days Past Due Assets, 0.75,0.89,0.94,1.12,1.11
182,90+ Days Past Due Assets, 0.18,0.21,0.21,0.22,0.20
183,Nonaccrual Assets,0.78,0.91,0.87,0.88,0.70
184,30+ Days PD & Nonaccrual Assets,1.78,2.10,2.08,2.28,2.07PERCENT OF TOTAL ASSETS-----------------------
185,90+ Days PD and Nonaccrual Assets,0.58,0.67,0.65,0.67,0.58
186,90+ PD & Nonaccrual Assets + OREO,0.65,0.74,0.72,0.73,0.63RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
187,Total Assets, 0.51,0.59,0.57,0.57,0.49
188,Allowance for Loan & Lease Losses, 56.63, 61.96, 59.47, 61.18, 52.69
189,Equity Cap + ALLL,5.72,6.64,6.31,6.63,5.62
190,Tier 1 Cap + ALLL,6.32,7.43,7.17,7.36,6.15
191,Loans & Leases + RE Acquired, 0.88,1.00,0.96,0.97,0.78
192, - 90+ Days Past Due, 0.14,0.17,0.17,0.20,0.17
193, - Nonaccrual,0.52,0.56,0.53,0.61,0.51
194, - 90+ Days Past Due, 0.12,0.12,0.11,0.11,0.13
195, - Nonaccrual,1.67,1.91,1.85,1.55,1.29
196, - 90+ Days Past Due, 0.36,0.37,0.39,0.39,0.47
197, - Nonaccrual,0.23,0.23,0.26,0.25,0.19
198,Dep Inst Lns - 30-89 Days PD, 0.10,0.01,0.03,0.04,0.08
199, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
200, - Nonaccrual,0.22,0.34,0.26,0.18,0.17
201,Agricultural - 30-89 Days PD, 0.54,0.51,0.62,0.81,0.85
202, - 90+ Days Past Due, 0.07,0.06,0.05,0.04,0.12
203, - Nonaccrual,1.26,1.58,1.20,1.35,1.25
204,Foreign Govts- 30-89 Days PD, 0.03,0.11,0.26,1.00,0.35
205, - 90+ Days Past Due, 1.47,0.76,1.11,0.00,0.00
206, - Nonaccrual,0.48,0.69,0.80,0.06,0.10
207,Other Lns&Ls - 30-89 Days PD, 0.62,0.68,0.76,0.89,0.83
208, - 90+ Days Past Due, 0.04,0.09,0.08,0.07,0.08
209,- 90+ Days Past Due,0.21,0.25,0.26,0.29,0.22
210,- Nonaccrual, 0.41,0.43,0.44,0.42,0.45
211,- 90+ Days Past Due,0.06,0.07,0.07,0.10,0.11
212,- Nonaccrual, 0.12,0.12,0.11,0.13,0.17
213,- 90+ Days Past Due,0.26,0.31,0.33,0.33,0.25
214,- Nonaccrual, 0.52,0.51,0.54,0.48,0.50
215,Commercial RE - 30-89 Days PD,0.51,0.61,0.56,0.85,0.75
216,- 90+ Days Past Due,0.06,0.07,0.06,0.09,0.07
217,- Nonaccrual, 0.62,0.65,0.58,0.69,0.53
218,Const & Dev - 30-89 Days PD,0.65,0.90,0.82,1.11,1.01
219,- 90+ Days Past Due,0.06,0.10,0.06,0.08,0.08
220,- Nonaccrual, 0.54,0.62,0.53,0.59,0.48
221,Multifamily - 30-89 Days PD,0.35,0.32,0.41,0.56,0.49
222,- 90+ Days Past Due,0.03,0.03,0.02,0.03,0.07
223,- Nonaccrual, 0.34,0.28,0.21,0.36,0.23
224,Nonfarm Nres- 30-89 Days PD,0.50,0.56,0.50,0.71,0.66
225,- 90+ Days Past Due,0.05,0.06,0.06,0.09,0.05
226,- Nonaccrual, 0.70,0.69,0.63,0.69,0.55
227,- 90+ Days Past Due,0.07,0.11,0.06,0.07,0.09
228,- Nonaccrual, 1.54,1.50,1.30,1.33,1.26
229,- 90+ Days Past Due,1.02,1.09,1.31,0.86,0.71
230,- Nonaccrual, 0.07,0.11,0.09,0.18,0.08
231,CAPITAL RATIOS, 09/30/2003,09/30/2002,12/31/2002,12/31/2001,12/31/2000
232,Tier 1 Leverage Ratio,7.42,7.55,7.44,7.34,7.35
233,Tier 1 RBC Ratio, 9.86,9.73,9.65,9.44,9.00
234,DERIVATIVES AND, , , , , 
235,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
236,PERCENT OF TOTAL ASSETS:, , , , , 
237,Loan Commitments,28.76, 29.99, 29.70, 29.30, 32.30
238,Standby Letters of Credit,3.17,3.14,3.22,3.19,3.47
239,Credit Derivatives (BHC as Beneficiary),0.66,0.32,0.45,0.26,0.26
240,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
241,Derivative Contracts,85.98, 80.49, 69.29, 83.60, 56.04
242,Interest Rate Contracts, 67.96, 59.85, 55.59, 61.43, 42.70
243,Interest Rate Futures & Forward Contr, 12.00, 12.82, 11.67, 13.74,6.45
244,Written Options Contr (Int Rate), 9.72, 10.53,8.60,8.95,5.77
245,Purchased Options Contr (Int Rate), 8.59,8.85,7.41,9.55,7.10
246,Written Options Contr (Foreign Exch), 0.95,0.63,0.53,0.62,0.44
247,Purchased Options Contr (Foreign Exch), 1.01,0.64,0.59,0.55,0.45
248,Written Options Contr (Comm & Other), 0.40,0.25,0.29,0.26,0.28
249,Purchased Options Contr (Comm & Oth), 0.45,0.27,0.33,0.28,0.30
250,PERCENT OF NOTIONAL AMOUNT, 09/30/2003,09/30/2002,12/31/2002,12/31/2001,12/31/2000
251,Interest Rate Contracts, 90.37, 90.31, 90.14, 86.73, 83.22
252,Foreign Exchange Contracts, 6.13,7.26,6.77, 10.10, 11.79
253,Exchange-Traded,0.52,0.74,0.57,0.49,0.29
254,Over-The-Counter, 7.60,6.18,5.81,4.61,4.36
255,Purchased Options,6.88,6.56,6.56,6.91, 10.06
256,Exchange-Traded,0.87,0.59,0.90,1.00,0.70
257,Over-The-Counter, 4.79,4.73,4.77,4.71,8.63
258,Foreign Exchange Contracts, 4.52,4.86,4.86,7.28,9.17
259,Foreign Exchange Contracts, 0.26,0.62,0.47,0.83,1.39
260,Over 1 Year to 5 Years,26.93, 25.67, 26.58, 30.97, 28.97
261,Over 5 Years,21.22, 12.31, 12.92, 11.72, 10.06
262,Gross Negative Fair Value (Abs Val),1.42,1.61,1.63,1.03,0.95
263,Gross Positive Fair Value (X),0.20,0.21,0.20,0.12,0.15
264,Held for Trading (X), 0.16,0.14,0.15,0.08,0.12
265,Non-Traded (X), 0.03,0.05,0.04,0.03,0.02
266,Current Credit Exposure (X),0.12,0.12,0.12,0.08,0.09
267,Credit Losses on Derivative Contracts,0.00,0.01,0.01,0.00,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
268,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
269,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
270,OTHER RATIOS:, , , , , 
271,Decr (Incr) in Int Expense/Net Income,2.02,0.74,0.98,0.44,0.61
272,Net Incr (Decr) Nonint Alloc/Net Income,0.13,0.80,1.84,1.90,0.08
273,Incr (Decr) in Net Income/Net Income, 5.81,6.27,8.28,5.84,0.71
274,INSURANCE ACTIVITIES, 09/30/2003,09/30/2002,12/31/2002,12/31/2001,12/31/2000
275,ANALYSIS RATIOS:, , , , , 
276,Ins Underwriting Assets/Consol Assets,0.06, N/A, N/A, N/A, N/A
277,Ins Under Assets(P/C)/Tot Ins Und Ast, 31.48, 31.72, 30.29, N/A, N/A
278,Ins Under Assets(L/H)/Tot Ins Und Ast, 68.52, 68.28, 69.71, N/A, N/A
279,Credit Rel Prem Inc/Tot Prem Inc,67.80, 64.09, 60.79, N/A, N/A
280,Ins Net Inc (L/H)/Equity (L/H),12.02,8.30,7.83, N/A, N/A
281,Net Assets Broker-Dealer Subs/Cons Asts,1.39,1.35,1.28, N/A, N/A
282,FOREIGN ACTIVITIES, , , , , 
283,Yield: Foreign Loans, 2.43,2.16,1.89,2.76,3.94
284,Commercial and Industrial Loans,3.36, 11.62, 11.75, 12.94,2.40
285,Foreign Governments and Inst, 0.03,0.02,0.02,0.02, -0.08
286,Total Selected Assets, 54.05, -2.48, -0.27, 17.02, 19.75
287,Deposits,31.43, -5.87, 19.25, -7.32, 38.29
288,PROFITABLITY:,09/30/2003,09/30/2002,12/31/2002,12/31/2001,12/31/2000
289,Net Income/Avg Equity Capital, 15.19, 15.14, 15.32, 12.29, 15.22
290,Bank Net Inc/Avg Eq Inv in Banks,14.96, 15.35, 15.69, 12.31, 14.00
291,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 5.60,1.15,0.89,3.04,8.53
292,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, 12.79, 12.17, 11.85, 12.05, 14.00
293,Bank Net Income/Parent Net Income, 75.35, 76.10, 77.11, 71.96, 76.49
294,Nonbank Net Income/Parent Net Income, 5.11,4.41,3.68, 11.73, 10.44
295,Total Debt/Equity Capital, 20.02, 19.52, 18.98, 20.27, 21.30
296,Tot Debt+NP to Subs Iss Tr Pref/Equity,28.56, 28.45, 28.49, N/A, N/A
297,Tot Debt+Lns Guaranteed for Affl/Equity, 25.87, 24.47, 24.49, 25.69, 27.62
298,Total Debt/Eq Cap - Exc Over Fair Value, 22.46, 21.19, 20.71, 22.42, 22.30
299,Long-Term Debt/Equity Capital, 15.04, 13.97, 13.72, 14.08, 13.77
300,Short-Term Debt/Equity Capital, 3.56,4.61,4.41,5.07,7.09
301,Current Portion of LT Debt/Equity,0.61,0.78,0.68,0.52,0.32
302,Exc Cost Over Fair Value/Equity Cap,2.68,1.68,1.95,2.59,2.38
303,Total Investment in Subs/Equity,124.71,122.10,123.52,122.37,123.15
304,Equity Inv in Subs/Cons Eq Cap+Min Int, 100.39, 99.25, 99.06,100.17,100.74
305,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,140.61,154.63,180.56,166.05,150.79
306,Adj Cash Fl/Op Exp+Repaid LT Debt+Div, 99.62,113.24,119.39,125.89,110.71
307,Pretax Oper Inc + Int Exp/Int Expense, 3736.00, 5534.48, 6175.51, 2534.36, 1534.78
308,Div + Int From Subs/Int Exp + Div,153.22,179.99,200.00,180.70,163.04
309,Fees+Other Inc From Subs/Sal + Oth Exp,18.18, 20.60, 20.93, 25.36, 27.59
310,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
311,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
312,Nonaccrual, 4.67,3.33,2.65,2.75,0.04
313,Total,4.73,3.34,2.66,2.78,0.04
314,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
315,To Bank Subsidiaries, 0.00,0.01,0.02,0.00,0.12
316,To Nonbank Subsidiaries,0.90,0.84,0.91,0.74,0.36
317,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.00
318,Total,1.57,1.10,1.62,1.05,0.76
319,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
320,Nonbank Assets of Nonbank Subsidiaries, 7.80,6.97,6.52, 10.95,7.92
321,Combined Thrift Assets, 0.06,0.14,0.10,0.21,0.20
322,Combined Foreign Nonbank Sub Assets,0.16,0.18,0.17,0.28,0.14
323,PAYOUT RATIOS - PARENT, 09/30/2003,09/30/2002,12/31/2002,12/31/2001,12/31/2000
324,Div Paid/Inc Before Undist Inc,86.54, 51.56, 45.81, 53.54, 59.66
325,Dividends Paid/Net Income, 32.51, 29.23, 29.49, 37.30, 41.18
326,Dividends From Nonbank Subs,4.50,7.38,7.70, 12.70,7.09
327,Dividends From Subsidiary BHCs,17.57, 37.22, 38.96, 31.41, 21.26
328,Dividends From Bank Subs,49.09, 52.06, 60.88, 71.58, 82.14
329,Interest Income From Bank Subs, 1.78,2.89,2.81,8.73, 14.37
330,Mgt & Service Fees From Bank Subs,2.92,3.04,3.21, 11.10,7.00
331,Other Income From Bank Subs,0.02,0.10,0.06,0.01,0.05
332,Interest Income From Nonbank Subs, 18.61, 20.35, 21.76, 21.55, 34.94
333,Mgt & Serv Fees From Nonbank Subs,2.09,4.56,4.53,1.94,4.71
334,Other Income From Nonbank Subs, 0.03,0.02,0.03,0.01,0.04
335,Operating Inc From Nonbank Subs, 81.33,134.78,133.54, 98.84,108.81
336,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
337,Dividends From Subsidiary BHCs,47.36, 82.07, 76.43, 67.26, 50.08
338,Interest Inc From Subsidiary BHCs,1.21,1.35,1.39,1.90,1.93
339,Mgt & Serv Fees From Sub BHCs,1.00,0.75,0.73,1.04,1.00
340,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.03,0.00
341,Dividends From Bank Subsidiaries,52.74, 51.79, 54.98, 49.04, 54.08
342,Interest Income From Bank Subs, 3.68,4.97,3.83,3.79,3.87
343,Mgt & Serv Fees From Bank Subs, 3.12,3.24,2.80,2.89,2.60
344,Other Income From Bank Subs,0.01,0.01,0.02,0.00,0.02
345,Mgt & Serv Fees From Nonbank Subs,0.12,0.14,0.13,0.14,0.15
346,Other Income From Nonbank Subs, 0.00,0.00,0.00,0.00,0.01
347,Mgt & Serv Fees From Sub BHCs,0.03,0.00,0.00,0.00,0.01
348,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
349, , 2744894,"12,088,772", FIRST BANCORP," SAN JUAN, PR", Moved from Peer 2
350, , 2801546,"10,813,063"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", Moved from Peer 2
351, 1027004,"27,604,188", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 68 bank holding companies.
352, 09/30/2003,09/30/2002,12/31/2002,12/31/2001,12/31/2000, 
353, 09/30/2003,09/30/2002,12/31/2002,12/31/2001,12/31/2000, 
354, 1379552," 147,048,676", ABN AMRO NORTH AMERICA HOLDING,"CHICAGO, IL", , 
355, 1078604,"44,375,022", AMSOUTH BANCORPORATION,"BIRMINGHAM, AL", , 
356, 1199563,"15,140,338", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
357, 1097614,"10,207,695"," BANCORPSOUTH, INC.","TUPELO, MS", , 
358, 1025608,"37,425,502", BANCWEST CORPORATION,"HONOLULU, HI", , 
359, 1073757," 736,935,000", BANK OF AMERICA CORPORATION," CHARLOTTE, NC", , 
360, 1033470,"95,279,036"," BANK OF NEW YORK COMPANY, INC.","NEW YORK, NY", , 
