,Column1,Value1,Value2,Value3,Value4,Value5
28,Tier 1 Common Eq Cap / T RWA,11.32, 10.47,8.37, N/A, N/A
29,Net Loans&Ls/Equity Capital (X),5.28,5.41,6.29,7.08,7.18
30,Cash Dividends/Net Income, 23.86, 35.73, 59.69, 74.27, 50.49
31,Cash Dividends/Net Income (Sub S Adjusted),N/A, N/A, N/A, N/A, N/A
32,Retained Earnings/Avg Equity Cap, 4.77,3.13, -7.11, -8.15,3.64
33,PARENT COMPANY RATIOS:, , , , , 
34,Short-Term Debt/Equity Capital, 3.90,2.77,3.30,3.22,3.73
35,Long-Term Debt/Equity Capital, 14.29, 16.08, 15.74, 11.65, 11.89
36,Equity Investment in Subs/Equity Cap, 107.44,108.43,108.82,105.00,112.58
37,Cash FR Oper+Noncash+Op Exp/Op Exp+Div, 122.29,115.72, 99.52, 96.96,138.88
38,PERCENT OF AVERAGE ASSETS,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
39,Interest Income (TE), 3.88,4.07,4.26,5.11,6.13
40,Less: Interest Expense, 0.78,0.96,1.38,2.16,3.08
41,Equals: Net Interest Income (TE), 3.04,3.04,2.85,2.91,3.00
42,Plus: Non-Interest Income,1.63,1.89,1.92,1.58,1.64
43,Equals: Adj Operating Income (TE),4.69,4.93,4.75,4.55,4.68
44,Less: Overhead Expense, 3.18,3.19,3.28,3.29,2.96
45,Less: Provision for Loan and Lease Losses,0.49,1.10,1.96,1.20,0.36
46,Plus: Realized G/L on HTM Sec,0.00,0.00,0.00,0.00,0.00
47,Plus: Realized G/L on AFS Sec,0.05,0.06,0.03, -0.10, -0.02
48,Plus: Other Tax Equiv Adjustments,0.00,0.00,0.00,0.00,0.00
49,Memo: Net Income (Last Four Qtrs),0.72,0.53, -0.38, -0.27,0.85
50,MARGIN ANALYSIS:, , , , , 
51,Avg Earning Assets / Avg Assets, 90.20, 89.93, 90.59, 89.81, 89.70
52,Avg Int-Bearing Funds / Avg Assets,70.62, 72.84, 75.26, 77.63, 76.48
53,Int Income (TE) / Avg Earning Assets, 4.31,4.54,4.70,5.70,6.82
54,Int Expense / Avg Earning Assets, 0.87,1.07,1.52,2.41,3.44
55,Interest-Bearing Bank Balances, 0.34,0.35,0.46,2.18,5.42
56,Fed Funds Sold & Reverse Repos, 0.38,0.45,0.50,2.41,5.19
57,Trading Assets, 1.43,1.37,1.42,2.55,3.45
58,Mortgage-Backed Securities, 3.16,3.82,4.53,4.84,4.89
59,Time Deposits < $100K,1.46,1.76,2.58,3.53,4.47
60,Other Domestic Deposits,0.38,0.53,0.75,1.46,2.50
61,All Interest-Bearing Funds, 1.09,1.31,1.82,2.81,4.04
62, , 12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
63,Avg Personnel Exp Per Employee ($000),91,89,82,76,75
64,Avg Assets per Employee ($000),"6,433"," 6,303"," 6,201"," 5,749"," 5,301"
65,ANALYSIS RATIOS, , , , , 
66,Personnel Expense,1.52,1.53,1.45,1.46,1.52
67,Net Occupancy Expense,0.37,0.38,0.38,0.39,0.39
68,Personnel Expense, 32.73, 31.04, 31.45, 32.35, 32.37
69,Net Occupancy Expense,7.98,7.84,8.41,8.80,8.56
70,Serv Charges on Deposit Accts - Domestic, 5.82,6.22,7.38,7.75,7.59
71,Trading Revenue,1.60,1.80,1.69,0.31,0.20
72,Investment Banking Fees & Commissions,2.84,3.07,3.00,3.10,3.28
73,Venture Capital Revenue,0.12,0.12, -0.06, -0.02,0.23
74,Net Servicing Fees, 0.68,0.96,1.75,0.71,0.82
75,Net Securitization Income,0.01,0.00,0.13,0.17,0.31
76,Insurance Activities Revenue, 0.95,1.00,1.08,0.98,1.21
77,"Net Gain (Loss) - Sales Loans, OREO, Oth", 0.54,0.49, -0.18,0.25,0.97
78,Appl Inc Taxes/Pretax NOI (TE),27.64, 21.66, 23.39, 24.01, 28.98
79,Appl Inc Tax+TE/Pretax NOI+TE, 32.76, 29.75, 30.98, 31.44, 32.86
80,PERCENT OF TOTAL ASSETS,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
81,Real Estate Loans, 32.16, 34.18, 37.26, 40.98, 40.85
82,Commercial and Industrial Loans, 11.80, 11.80, 12.18, 13.26, 12.72
83,Loans to Individuals, 6.15,5.73,5.35,4.89,5.33
84,Loans to Depository Institutions, 0.14,0.07,0.05,0.08,0.09
85,Agricultural Loans, 0.15,0.17,0.17,0.19,0.21
86,Other Loans and Leases, 3.54,3.32,3.20,3.01,3.26
87, Net Loans and Leases, 57.60, 57.51, 59.71, 63.39, 63.84
88,Debt Securities Over 1 Year, 16.24, 16.23, 15.06, 13.34, 13.05
89,Mutual Funds and Equity Securities, 0.11,0.18,0.19,0.17,0.24
90, Subtotal, 75.41, 75.08, 75.77, 77.57, 77.93
91,Interest-Bearing Bank Balances, 3.91,3.99,4.51,2.92,0.50
92,Federal Funds Sold & Reverse Repos, 1.32,1.27,0.78,0.80,2.24
93,Debt Securities 1 Year or Less, 3.12,3.03,3.02,3.10,3.17
94,Trading Assets, 1.40,1.42,0.95,1.33,1.34
95, Total Earning Assets, 88.11, 87.60, 87.54, 87.74, 87.60
96,Non-Int Cash and Due From Dep Inst, 1.55,1.33,1.72,1.92,2.28
97,Other Real Estate Owned,0.30,0.37,0.32,0.22,0.10
98,U.S. Treasury Securities, 0.67,0.85,0.63,0.13,0.14
99,U.S. Agency Securities (excl MBS),1.82,1.99,1.70,1.85,2.38
100,Municipal Securities, 1.41,1.36,1.26,1.18,1.13
101,Mortgage-Backed Securities,12.66, 11.86, 11.59, 10.52,9.64
102,Asset-Backed Securities,0.57,0.51,0.62,0.39,0.35
103,Other Debt Securities,1.11,1.13,0.84,0.56,0.75
104,RE Loans Secured by 1-4 Family,14.65, 14.73, 15.14, 15.77, 16.28
105,Revolving,3.79,4.05,4.21,4.04,3.71
106,"Closed-End, Sec by First Liens", 9.66,9.35,9.38,9.83, 10.54
107,"Closed-End, Sec by Junior Liens",0.82,1.02,1.30,1.48,1.76
108,Commercial Real Estate Loans,15.98, 17.75, 19.88, 22.89, 22.23
109,Construction and Land Dev,2.31,3.37,5.28,7.50,8.05
110,Multifamily,1.55,1.60,1.62,1.57,1.35
111,Nonfarm Nonresidential,11.32, 11.98, 12.28, 13.00, 11.82
112,RE Loans Secured by Farmland, 0.28,0.32,0.34,0.31,0.27
113,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
114,Real Estate Loans, 54.65, 57.40, 59.49, 62.22, 62.09
115,RE Loans Secured by 1-4 Family,25.53, 25.52, 25.20, 24.64, 25.69
116,Revolving,6.54,6.92,6.85,6.18,5.64
117,Closed-End,18.28, 17.92, 17.81, 17.87, 19.66
118,Commercial Real Estate Loans,26.24, 28.90, 30.65, 34.15, 33.44
119,Construction and Land Dev,3.85,5.53,8.02, 11.06, 11.93
120,Multifamily,2.64,2.64,2.58,2.40,2.05
121,Nonfarm Nonresidential,18.45, 19.37, 18.99, 19.31, 17.83
122,RE Loans Secured by Farmland, 0.51,0.55,0.54,0.46,0.40
123,Loans to Depository Institutions, 0.33,0.17,0.10,0.15,0.20
124,Commercial and Industrial Loans, 20.42, 19.92, 19.90, 20.85, 19.88
125,Loans to Individuals,10.52,9.96,9.03,7.80,8.39
126,Credit Card Loans,3.20,2.54,1.52,1.21,1.26
127,Agricultural Loans, 0.26,0.28,0.27,0.29,0.31
128,Loans to Foreign Govts and Inst,0.01,0.01,0.01,0.00,0.00
129,Other Loans and Leases, 7.28,6.56,6.22,5.08,5.48
130,PERCENT OF TOTAL ASSETS,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
131,Short-Term Investments,10.09, 10.19,9.62,7.95,6.96
132,Liquid Assets, 26.72, 25.95, 24.18, 21.51, 19.49
133,Investment Securities, 20.85, 20.42, 19.11, 17.16, 17.00
134,Net Loans and Leases,57.60, 57.51, 59.71, 63.39, 63.84
135,"Net Lns, Ls & Stdby Ltrs of Credit",60.00, 60.01, 62.43, 66.40, 66.90
136,Core Deposits, 56.42, 53.59, 50.90, 46.50, 46.33
137,Noncore Funding, 26.05, 29.02, 32.76, 37.61, 37.91
138,Time Deposits of $100K or More, 6.03,6.69,7.50,9.21, 10.08
139,Foreign Deposits, 1.67,1.96,2.14,2.28,3.12
140,Fed Funds Purchased and Repos,3.69,4.09,4.43,5.81,7.30
141,Net Fed Funds Purchased (Sold), 2.22,2.58,3.36,4.62,4.96
142,Int-Bearing Liab Repr in 1 Year, 13.07, 14.97, 19.48, 23.53, 22.78
143,Long-Term Debt Repr in 1 Year,1.65,2.03,1.96,2.02,2.17
144,Net ST Noncore Funding Dependence,3.97,6.24, 10.25, 22.32, 26.17
145,Short-Term Inv/ST Noncore Funding, 74.36, 65.98, 55.51, 31.65, 25.06
146,Liq Asts-ST Noncore Fndg/Nonliq Asts,20.36, 15.47,8.18, -3.84, -8.27
147,Net Loans and Leases/Total Deposits, 87.49, 88.15, 89.66, 99.38,101.86
148,Net Loans and Leases/Core Deposits, 113.23,120.15,140.58,150.98,154.70
149,Held-To-Mat Sec Appr(Depr)/T1 Cap,0.94,0.28,0.11, -0.66, -0.09
150,Avail-For-Sale Sec Appr(Depr)/T1 Cap, 3.77,2.05,0.97, -4.29, -1.37
151,Available-For-Sale Securities, 93.33, 94.78, 94.65, 94.46, 93.93
152,U.S. Treasury Securities, 3.69,4.71,3.48,1.09,1.15
153,U.S. Agency Securities (excl MBS),9.30, 11.25, 10.28, 11.58, 14.07
154,Municipal Securities, 6.89,6.92,6.77,7.25,6.70
155,Mortgage-Backed Securities,61.08, 57.24, 59.41, 63.84, 60.58
156,Asset-Backed Securities,3.54,3.48,3.88,2.89,2.79
157,Other Debt Securities,6.94,6.78,5.16,3.86,5.41
158,Debt Securities Over 5 Years,51.94, 50.65, 52.85, 59.42, 57.87
159,Pledged Securities,47.35, 50.95, 54.10, 66.91, 63.70
160,"Structured Notes, Fair Value", 0.34,0.47,0.31,0.27,0.32
161,ANALYSIS RATIOS,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
162,Provision for Ln&Ls Losses/Avg Assets,0.49,1.10,1.96,1.20,0.36
163,Provision for Ln&Ls Losses/Avg Lns&Ls,0.80,1.80,3.07,1.79,0.56
164,ALLL/Nonaccrual Assets, 116.58, 99.32, 92.12,115.68,193.95
165,Net Losses/Avg Loans and Leases,1.18,2.04,2.33,1.10,0.38
166,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.02,0.05,0.02,0.03,0.00
167,Recoveries/Prior Year-End Losses,12.27,9.74, 13.00, 21.90, 30.58
168,Earnings Coverage of Net Losses (X),3.52,2.54,1.67,2.24, 13.40NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
169,Real Estate Loans,1.21,2.17,2.21,0.97,0.18
170,RE Loans Secured By 1-4 Family, 0.96,1.43,1.41,0.61,0.18
171,Revolving,1.13,1.31,1.65,0.72,0.24
172,Closed-End, 0.94,1.45,1.42,0.54,0.15
173,Commercial Real Estate Loans, 1.20,2.64,2.81,1.13,0.14
174,Construction and Land Dev,3.36,6.61,6.64,2.87,0.25
175,Multifamily,0.78,1.20,1.09,0.36,0.07
176,Nonfarm Nonresidential, 0.75,1.38,1.00,0.23,0.06
177,Other Loans and Leases, 0.37,0.72,1.44,0.54,0.27
178,PERCENT OF LOANS AND LEASES,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
179,30-89 Days PD Loans and Leases, 0.95,1.20,1.51,1.58,1.03
180,90+ Days PD Loans and Leases, 0.68,0.78,0.66,0.35,0.21
181,Nonaccrual Restructured,0.55,0.46,0.31,0.09,0.01PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
182,30-89 Days Past Due Assets, 0.96,1.21,1.52,1.58,1.03
183,90+ Days Past Due Assets, 0.69,0.79,0.67,0.35,0.21
184,Nonaccrual Assets,2.20,3.14,3.80,2.18,0.95
185,30+ Days PD & Nonaccrual Assets,4.01,5.38,6.16,4.24,2.31PERCENT OF TOTAL ASSETS-----------------------
186,90+ Days PD and Nonaccrual Assets,1.73,2.40,2.83,1.71,0.77
187,90+ PD & Nonaccrual Assets + OREO,2.05,2.79,3.16,1.97,0.90RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
188,Total Assets, 2.38,2.79,3.04,1.72,0.73
189,Allowance for Loan & Lease Losses,206.32,201.05,180.34,141.96, 89.96
190,Equity Cap + ALLL, 20.45, 23.64, 27.89, 17.33,7.74
191,Tier 1 Cap + ALLL, 23.53, 26.85, 30.58, 18.49,8.93
192,Loans & Leases + RE Acquired, 4.01,4.70,4.78,2.61,1.14
193, - 90+ Days Past Due, 0.83,0.95,0.74,0.36,0.20
194, - Nonaccrual,3.74,5.21,5.49,2.85,1.23
195, - 90+ Days Past Due, 0.16,0.24,0.16,0.11,0.08
196, - Nonaccrual,1.13,1.91,2.48,1.15,0.50
197, - 90+ Days Past Due, 0.54,0.62,0.62,0.41,0.29
198, - Nonaccrual,0.30,0.44,0.63,0.37,0.24
199,Dep Inst Lns - 30-89 Days PD, 0.02,0.00,0.09,0.02,0.02
200, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.01
201, - Nonaccrual,0.00,0.00,0.17,0.02,0.00
202,Agricultural - 30-89 Days PD, 0.19,0.37,0.77,0.47,0.28
203, - 90+ Days Past Due, 0.03,0.04,0.04,0.02,0.02
204, - Nonaccrual,1.12,2.34,1.61,0.78,0.43
205,Foreign Govts- 30-89 Days PD, 0.00,0.00,7.14,0.18,0.29
206, - 90+ Days Past Due, 0.00,0.00,0.39,0.00,0.00
207, - Nonaccrual,0.16,0.62,0.00,0.07,0.00
208,Other Lns&Ls - 30-89 Days PD, 0.31,0.49,0.66,0.69,0.59
209, - 90+ Days Past Due, 0.04,0.08,0.07,0.07,0.03
210,- 90+ Days Past Due,1.11,1.08,0.90,0.45,0.28
211,- Nonaccrual, 2.75,3.31,3.32,1.80,0.87
212,- 90+ Days Past Due,0.18,0.18,0.20,0.15,0.10
213,- Nonaccrual, 1.02,1.34,1.19,0.78,0.47
214,- 90+ Days Past Due,1.45,1.45,1.18,0.56,0.34
215,- Nonaccrual, 3.36,4.13,4.19,2.20,1.01
216,Commercial RE - 30-89 Days PD,0.76,1.11,1.53,1.63,1.03
217,- 90+ Days Past Due,0.38,0.57,0.43,0.20,0.10
218,- Nonaccrual, 4.25,6.69,7.32,3.43,1.34
219,Const & Dev - 30-89 Days PD,1.20,1.71,2.80,2.97,1.74
220,- 90+ Days Past Due,1.25,1.57,0.81,0.39,0.15
221,- Nonaccrual,10.39, 15.43, 16.60,7.98,2.55
222,Multifamily - 30-89 Days PD,0.61,0.85,1.14,1.10,0.77
223,- 90+ Days Past Due,0.17,0.41,0.32,0.07,0.04
224,- Nonaccrual, 2.49,3.47,3.87,1.94,0.66
225,Nonfarm Nres- 30-89 Days PD,0.58,0.81,1.06,0.98,0.60
226,- 90+ Days Past Due,0.24,0.34,0.22,0.09,0.05
227,- Nonaccrual, 3.23,4.23,4.02,1.27,0.61
228,- 90+ Days Past Due,0.54,0.23,0.12,0.07,0.01
229,- Nonaccrual, 3.98,5.18,3.11,1.02,0.56
230,- 90+ Days Past Due,0.71,0.97,1.28,1.19,0.84
231,- Nonaccrual, 0.29,0.39,0.50,0.31,0.17
232,CAPITAL RATIOS, 12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
233,Tier 1 Leverage Ratio,9.34,9.03,8.69,8.43,7.40
234,Tier 1 RBC Ratio,13.25, 12.98, 11.57, 10.38,8.92
235,DERIVATIVES AND, , , , , 
236,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
237,PERCENT OF TOTAL ASSETS:, , , , , 
238,Loan Commitments,27.04, 24.60, 25.34, 25.49, 30.37
239,Standby Letters of Credit,2.04,2.31,2.49,2.91,3.00
240,Credit Derivatives (BHC as Beneficiary),2.90,2.75,2.68,1.57,2.19
241,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
242,Derivative Contracts, 114.33,106.16, 85.57, 59.30, 67.33
243,Interest Rate Contracts, 86.90, 81.18, 65.75, 44.46, 47.29
244,Interest Rate Futures & Forward Contr, 13.72, 13.85,9.80,8.67,7.46
245,Written Options Contr (Int Rate), 4.46,5.08,4.88,2.99,3.80
246,Purchased Options Contr (Int Rate), 4.22,5.03,4.66,2.78,4.45
247,Written Options Contr (Foreign Exch), 0.60,0.62,0.55,0.31,0.66
248,Purchased Options Contr (Foreign Exch), 0.59,0.62,0.53,0.31,0.66
249,Written Options Contr (Comm & Other), 1.30,1.16,0.94,0.55,0.54
250,Purchased Options Contr (Comm & Oth), 0.96,0.68,0.67,0.56,0.76
251,PERCENT OF NOTIONAL AMOUNT, 12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
252,Interest Rate Contracts, 84.63, 87.69, 89.28, 86.19, 85.40
253,Foreign Exchange Contracts, 9.69,8.20,6.97,9.88,9.53
254,Exchange-Traded,0.31,0.33,0.26,0.35,0.36
255,Over-The-Counter, 7.78,7.09,7.41,5.84,5.02
256,Purchased Options,4.67,4.47,5.07,4.69,5.83
257,Exchange-Traded,0.25,0.30,0.30,0.29,0.27
258,Over-The-Counter, 3.96,3.76,4.52,4.12,5.13
259,Foreign Exchange Contracts, 4.84,4.23,3.58,4.45,5.60
260,Foreign Exchange Contracts, 2.02,1.37,1.09,1.84,0.81
261,Over 1 Year to 5 Years,27.59, 29.22, 32.85, 30.35, 27.98
262,Over 5 Years,12.92, 14.32, 12.21, 13.63, 19.42
263,Gross Negative Fair Value (Abs Val),2.17,1.87,1.59,2.75,1.19
264,Gross Positive Fair Value (X),0.31,0.23,0.21,0.24,0.15
265,Held for Trading (X), 0.26,0.19,0.16,0.20,0.12
266,Non-Traded (X), 0.03,0.03,0.02,0.03,0.02
267,Current Credit Exposure (X),0.11,0.10,0.09,0.14,0.09
268,Credit Losses on Derivative Contracts,0.02,0.03,0.02,0.02,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
269,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
270,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
271,OTHER RATIOS:, , , , , 
272,Current Credit Exposure/Risk Wtd Asts,1.31,1.20,1.01,2.06,0.84
273,INSURANCE ACTIVITIES, 12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
274,ANALYSIS RATIOS:, , , , , 
275,Ins Underwriting Assets/Consol Assets,0.09, N/A, N/A, N/A, N/A
276,Ins Under Assets(P/C)/Tot Ins Und Ast, 47.22, 45.80, 48.36, 45.50, 41.42
277,Ins Under Assets(L/H)/Tot Ins Und Ast, 52.78, 54.20, 51.64, 54.50, 58.58
278,Credit Rel Prem Inc/Tot Prem Inc,60.30, 61.98, 63.75, 79.23, 73.60
279,Ins Net Inc (L/H)/Equity (L/H), 4.99,5.19,4.19,5.14,7.25
280,Net Assets Broker-Dealer Subs/Cons Asts,1.29,1.39,0.83,0.43,0.64
281,FOREIGN ACTIVITIES, , , , , 
282,Yield: Foreign Loans, 2.44,3.66,3.35,2.72,3.00
283,Commercial and Industrial Loans,0.93,1.06,1.51,0.49,2.70
284,Foreign Governments and Inst,-0.11, -0.13,0.00,0.05, -0.24
285,GROWTH RATES:, , , , , 
286,Net Loans and Leases,36.83, 22.91, -6.04, 21.44,126.81
287,Total Selected Assets, 60.32, 16.38,4.40,3.43,126.36
288,Deposits, -13.17,0.96,-12.79,-10.81, 41.77
289,PROFITABLITY:,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
290,Net Income/Avg Equity Capital,6.79,5.10, -4.66, -3.86,8.75
291,Bank Net Inc/Avg Eq Inv in Banks, 7.57,5.21, -0.48,0.36,9.71
292,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 4.62,4.07, -1.56, -2.26,6.73
293,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs,6.79,5.34, -7.22, -3.66,6.54
294,Bank Net Income/Parent Net Income, 79.63, 80.04, 85.29, 97.63, 78.21
295,Nonbank Net Income/Parent Net Income, 6.20, 15.07,7.24,4.90,5.89
296,Total Debt/Equity Capital, 18.68, 19.48, 19.62, 16.06, 16.48
297,Tot Debt+NP to Subs Iss Tr Pref/Equity,25.19, 27.18, 29.93, 25.78, 26.01
298,Tot Debt+Lns Guaranteed for Affl/Equity, 21.17, 22.35, 23.12, 17.80, 18.53
299,Total Debt/Eq Cap - Exc Over Fair Value, 18.80, 19.58, 19.95, 16.24, 16.69
300,Long-Term Debt/Equity Capital, 14.29, 16.08, 15.74, 11.65, 11.89
301,Short-Term Debt/Equity Capital, 3.90,2.77,3.30,3.22,3.73
302,Current Portion of LT Debt/Equity,0.26,0.34,0.14,0.18,0.05
303,Exc Cost Over Fair Value/Equity Cap,0.18,0.18,0.30,0.27,0.29
304,Total Investment in Subs/Equity,117.96,120.23,121.37,115.05,122.25
305,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",99.99, 99.62, 98.86, 93.97,100.34
306,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,122.29,115.72, 99.52, 96.96,138.88
307,Adj Cash Fl/Op Exp+Repaid LT Debt+Div,107.73, 87.43, 71.15,170.72, 96.06
308, ,Pretax Oper Inc + Int Exp/Int Expense,923.25,174.07,955.41, 5442.83
309,Div + Int From Subs/Int Exp + Div,162.40,128.12, 78.11,108.98,165.84
310,Fees+Other Inc From Subs/Sal + Oth Exp,13.41, 20.37, 13.88, 13.99, 15.70
311,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
312,90+ Days Past Due,0.28,0.14,0.00,0.00,0.00
313,Nonaccrual,15.04,2.10,0.07,8.55,0.66
314,Total, 15.65,4.03,0.21,8.55,0.66
315,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
316,To Bank Subsidiaries, 0.00,0.00,0.00,0.01,0.00
317,To Nonbank Subsidiaries,1.79,1.21,1.17,0.60,0.48
318,To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.00
319,Total,1.95,1.28,1.31,0.86,0.60
320,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
321,Nonbank Assets of Nonbank Subsidiaries, 5.76,7.97,6.27,4.34,5.39
322,Combined Thrift Assets, 0.00,0.30,0.10,0.38,0.23
323,Combined Foreign Nonbank Sub Assets,0.67,0.77,0.59,0.09,0.11
324,PAYOUT RATIOS - PARENT, 12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
325,Div Paid/Inc Before Undist Inc,68.74, 73.55,106.22,121.59, 71.25
326,Dividends Paid/Net Income, 23.86, 35.73, 59.69, 74.27, 50.51
327,Dividends From Nonbank Subs, 17.65, 12.50,7.65,4.14,8.12
328,Dividends From Subsidiary BHCs,45.00, 32.86,7.04, 12.71, 16.03
329,Dividends From Bank Subs,36.33, 27.49, 60.02, 92.30, 86.39
330,Interest Income From Bank Subs, 1.09,2.76,2.70,5.61,4.07
331,Mgt & Service Fees From Bank Subs,5.64,6.42, 17.80,9.08,4.86
332,Other Income From Bank Subs,0.02,0.36,0.55,0.19,0.04
333,Interest Income From Nonbank Subs, 15.69, 14.96, 61.03, 14.32, 60.61
334,Mgt & Serv Fees From Nonbank Subs,2.98,5.73,4.56,4.47,2.56
335,Other Income From Nonbank Subs, 0.52,0.09,0.99,0.01,0.03
336,Operating Inc From Nonbank Subs,107.00, 96.30,145.41, 89.90,188.18
337,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
338,Dividends From Subsidiary BHCs,47.86, 50.38, 42.02,134.04, 38.68
339,Interest Inc From Subsidiary BHCs,1.02,1.39,1.41, 20.51,8.74
340,Mgt & Serv Fees From Sub BHCs,1.15,2.41,2.35,3.96,1.78
341,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
342,Dividends From Bank Subsidiaries,36.15, 24.89, 32.65, 48.64, 57.87
343,Interest Income From Bank Subs, 2.34,3.50,6.16,5.08,2.70
344,Mgt & Serv Fees From Bank Subs, 5.15, 10.18,7.20,4.24,2.72
345,Other Income From Bank Subs,0.00,0.01,0.03,0.09,0.01
346,Mgt & Serv Fees From Nonbank Subs,0.32,0.33,0.13,0.09,0.07
347,Other Income From Nonbank Subs, 0.03,0.00,0.00,0.00,0.00
348,Mgt & Serv Fees From Sub BHCs,0.00,0.00,0.01,0.03,0.00
349,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
350, PERCENT OF AVERAGE ASSETS:, , , , , 
351," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
352, PERCENT OF TOTAL ASSETS:, , , , , 
353, ANALYSIS RATIOS:, , , , , 
354, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
355, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
356, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
357, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
358, 1027004,"53,150,649", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 69 bank holding companies. 
359, 12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007, 
360, 12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007, 
361,Pretax Oper Inc + Int Exp/Int Expense,923.25,174.07,955.41, 5442.83, 
362, 1562859," 184,059,000", ALLY FINANCIAL INC.," DETROIT, MI", , 
363, 1275216," 152,273,000", AMERICAN EXPRESS COMPANY,"NEW YORK, NY", , 
