,Column1,Value1,Value2,Value3,Value4,Value5
138,Foreign Deposits, 2.13,2.64,2.21,3.12,2.70
139,Fed Funds Purchased and Repos,5.58,7.17,6.00,7.30,7.72
140,Net Fed Funds Purchased (Sold), 3.30,5.02,4.75,4.96,4.92
141,Int-Bearing Liab Repr in 1 Year, 20.28, 21.91, 22.87, 22.78, 22.38
142,Long-Term Debt Repr in 1 Year,2.42,2.17,1.96,2.17,2.14
143,Net ST Noncore Funding Dependence, 15.64, 26.54, 22.48, 26.17, 23.42
144,Short-Term Inv/ST Noncore Funding, 45.83, 24.68, 33.83, 25.06, 26.53
145,Liq Asts-ST Noncore Fndg/Nonliq Asts, 1.88, -7.93, -3.36, -8.26, -3.40
146,Net Loans and Leases/Total Deposits,104.85,107.22,101.85,101.89, 97.38
147,Net Loans and Leases/Core Deposits, 168.17,163.48,154.98,154.81,156.68
148,Held-To-Mat Sec Appr(Depr)/T1 Cap, -0.48, -0.33, -0.65, -0.09, -0.59
149,Avail-For-Sale Sec Appr(Depr)/T1 Cap,-3.08, -4.99, -4.76, -1.37, -1.93
150,Available-For-Sale Securities, 94.07, 95.80, 94.62, 93.93, 92.47
151,U.S. Treasury Securities, 2.17,1.06,1.21,1.15,2.12
152,U.S. Agency Securities (excl MBS), 10.52, 11.49, 11.52, 14.07, 17.97
153,Municipal Securities, 6.47,6.52,7.08,6.70,5.90
154,Mortgage-Backed Securities,56.82, 62.39, 62.36, 60.58, 59.23
155,Asset-Backed Securities,3.96,3.06,2.87,2.79,1.59
156,Other Debt Securities,6.78,4.85,4.46,5.41,3.89
157,Debt Securities Over 5 Years,53.64, 58.88, 59.01, 57.87, 56.17
158,Pledged Securities,52.66, 65.39, 65.54, 63.70, 61.87
159,"Structured Notes, Fair Value", 0.29,0.28,0.26,0.32,0.20
160,ANALYSIS RATIOS,06/30/2009,06/30/2008,12/31/2008,12/31/2007,12/31/2006
161,Provision for Ln&Ls Losses/Avg Assets,1.79,0.87,1.17,0.36,0.15
162,Provision for Ln&Ls Losses/Avg Lns&Ls,2.88,1.35,1.78,0.56,0.25
163,ALLL/Nonaccrual Assets,96.81,154.94,122.59,193.95,330.96
164,Net Losses/Avg Loans and Leases,1.96,0.79,1.10,0.38,0.23
165,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.01,0.01,0.03,0.00,0.00
166,Recoveries/Prior Year-End Losses, 4.75,9.89, 21.65, 30.58, 31.81
167,Earnings Coverage of Net Losses (X),1.91,6.50,2.64, 13.40, 33.33NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
168,Real Estate Loans,1.84,0.69,0.95,0.18,0.08
169,RE Loans Secured By 1-4 Family, 1.13,0.48,0.61,0.18,0.09
170,Revolving,1.27,0.59,0.72,0.24,0.12
171,Closed-End, 1.19,0.44,0.52,0.15,0.08
172,Commercial Real Estate Loans, 2.07,0.61,1.13,0.14,0.04
173,Construction and Land Dev,4.24,1.44,2.87,0.25,0.03
174,Multifamily,0.69,0.17,0.35,0.07,0.02
175,Nonfarm Nonresidential, 0.62,0.14,0.23,0.06,0.04
176,Other Loans and Leases, 0.86,0.35,0.52,0.27,0.22
177,PERCENT OF LOANS AND LEASES,06/30/2009,06/30/2008,12/31/2008,12/31/2007,12/31/2006
178,30-89 Days PD Loans and Leases, 1.41,1.08,1.58,1.03,0.81
179,90+ Days PD Loans and Leases, 0.50,0.26,0.37,0.21,0.15
180,Nonaccrual Restructured,0.14,0.02,0.09,0.01,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
181,30-89 Days Past Due Assets, 1.43,1.09,1.58,1.03,0.81
182,90+ Days Past Due Assets, 0.51,0.26,0.38,0.21,0.15
183,Nonaccrual Assets,3.24,1.44,2.14,0.95,0.50
184,30+ Days PD & Nonaccrual Assets,5.39,2.91,4.24,2.29,1.50PERCENT OF TOTAL ASSETS-----------------------
185,90+ Days PD and Nonaccrual Assets,2.40,1.12,1.67,0.77,0.42
186,90+ PD & Nonaccrual Assets + OREO,2.70,1.33,1.94,0.90,0.48RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
187,Total Assets, 2.51,1.13,1.64,0.73,0.35
188,Allowance for Loan & Lease Losses,183.34,116.38,138.07, 89.33, 50.61
189,Equity Cap + ALLL, 23.24, 12.37, 16.60,7.74,3.91
190,Tier 1 Cap + ALLL, 25.79, 13.54, 17.74,8.93,4.32
191,Loans & Leases + RE Acquired, 4.00,1.75,2.53,1.14,0.58
192, - 90+ Days Past Due, 0.59,0.23,0.40,0.20,0.14
193, - Nonaccrual,4.65,1.98,2.82,1.23,0.56
194, - 90+ Days Past Due, 0.20,0.08,0.13,0.08,0.05
195, - Nonaccrual,2.40,0.78,1.11,0.50,0.52
196, - 90+ Days Past Due, 0.52,0.37,0.45,0.29,0.31
197, - Nonaccrual,0.56,0.27,0.37,0.24,0.14
198,Dep Inst Lns - 30-89 Days PD, 0.05,0.00,0.02,0.02,0.00
199, - 90+ Days Past Due, 0.00,0.00,0.00,0.01,0.00
200, - Nonaccrual,0.36,0.00,0.02,0.00,0.00
201,Agricultural - 30-89 Days PD, 0.49,0.41,0.47,0.28,0.27
202, - 90+ Days Past Due, 0.03,0.01,0.02,0.02,0.02
203, - Nonaccrual,1.11,0.40,0.74,0.43,0.36
204,Foreign Govts- 30-89 Days PD, 0.66,0.01,0.18,0.29,1.35
205, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
206, - Nonaccrual,0.08,0.00,0.07,0.00,0.00
207,Other Lns&Ls - 30-89 Days PD, 0.46,0.55,0.67,0.59,0.49
208, - 90+ Days Past Due, 0.10,0.03,0.06,0.03,0.02
209,- 90+ Days Past Due,0.68,0.30,0.49,0.28,0.20
210,- Nonaccrual, 2.75,1.27,1.87,0.87,0.50
211,- 90+ Days Past Due,0.18,0.10,0.17,0.10,0.08
212,- Nonaccrual, 1.25,0.69,0.78,0.47,0.26
213,- 90+ Days Past Due,0.89,0.35,0.62,0.34,0.24
214,- Nonaccrual, 3.38,1.48,2.26,1.00,0.58
215,Commercial RE - 30-89 Days PD,1.51,1.00,1.59,1.03,0.63
216,- 90+ Days Past Due,0.36,0.13,0.20,0.10,0.05
217,- Nonaccrual, 5.85,2.39,3.35,1.34,0.54
218,Const & Dev - 30-89 Days PD,2.57,1.82,2.92,1.74,0.87
219,- 90+ Days Past Due,0.61,0.27,0.38,0.15,0.05
220,- Nonaccrual,12.12,4.95,7.85,2.39,0.50
221,Multifamily - 30-89 Days PD,0.97,0.76,1.07,0.77,0.43
222,- 90+ Days Past Due,0.15,0.07,0.07,0.04,0.04
223,- Nonaccrual, 2.98,0.97,1.95,0.66,0.38
224,Nonfarm Nres- 30-89 Days PD,0.88,0.55,0.98,0.60,0.47
225,- 90+ Days Past Due,0.18,0.06,0.08,0.05,0.03
226,- Nonaccrual, 2.91,0.91,1.27,0.61,0.51
227,- 90+ Days Past Due,0.08,0.04,0.07,0.01,0.05
228,- Nonaccrual, 2.16,0.69,1.01,0.56,0.58
229,- 90+ Days Past Due,1.34,0.94,1.21,0.84,0.98
230,- Nonaccrual, 0.50,0.34,0.30,0.17,0.13
231,CAPITAL RATIOS, 06/30/2009,06/30/2008,12/31/2008,12/31/2007,12/31/2006
232,Tier 1 Leverage Ratio,8.28,7.48,8.29,7.42,7.79
233,Tier 1 RBC Ratio,10.69,9.14, 10.29,8.95,9.59
234,DERIVATIVES AND, , , , , 
235,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
236,PERCENT OF TOTAL ASSETS:, , , , , 
237,Loan Commitments,25.58, 28.45, 25.16, 30.37, 31.81
238,Standby Letters of Credit,2.63,3.01,2.84,3.00,3.13
239,Credit Derivatives (BHC as Beneficiary),4.82,2.19,1.54,2.19,1.49
240,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
241,Derivative Contracts, 133.70, 70.53, 59.66, 67.33, 76.05
242,Interest Rate Contracts,114.94, 49.82, 45.12, 47.29, 59.24
243,Interest Rate Futures & Forward Contr, 17.60,8.48,9.32,7.46,8.76
244,Written Options Contr (Int Rate), 7.86,3.90,3.28,3.80,7.12
245,Purchased Options Contr (Int Rate), 7.63,4.56,3.18,4.45,7.15
246,Written Options Contr (Foreign Exch), 1.03,0.52,0.31,0.66,0.54
247,Purchased Options Contr (Foreign Exch), 1.05,0.58,0.31,0.66,0.58
248,Written Options Contr (Comm & Other), 1.22,0.68,0.53,0.54,0.60
249,Purchased Options Contr (Comm & Oth), 1.42,0.92,0.56,0.76,0.78
250,PERCENT OF NOTIONAL AMOUNT, 06/30/2009,06/30/2008,12/31/2008,12/31/2007,12/31/2006
251,Interest Rate Contracts, 86.28, 85.27, 86.19, 85.40, 87.06
252,Foreign Exchange Contracts, 8.54,9.34,9.78,9.53,8.39
253,Exchange-Traded,0.41,0.43,0.44,0.36,0.41
254,Over-The-Counter, 6.11,4.82,5.66,5.02,5.74
255,Purchased Options,5.10,7.33,5.10,5.83,6.76
256,Exchange-Traded,0.41,0.48,0.34,0.27,0.39
257,Over-The-Counter, 4.22,6.48,4.29,5.13,5.82
258,Foreign Exchange Contracts, 4.62,5.21,4.31,5.60,4.27
259,Foreign Exchange Contracts, 1.30,1.39,1.99,0.81,0.65
260,Over 1 Year to 5 Years,30.40, 30.68, 29.85, 27.98, 33.22
261,Over 5 Years,13.56, 16.68, 13.84, 19.42, 19.26
262,Gross Negative Fair Value (Abs Val),1.75,1.27,2.75,1.19,0.78
263,Gross Positive Fair Value (X),0.47,0.16,0.29,0.15,0.09
264,Held for Trading (X), 0.38,0.14,0.24,0.12,0.07
265,Non-Traded (X), 0.03,0.02,0.03,0.02,0.01
266,Current Credit Exposure (X),0.15,0.09,0.15,0.09,0.05
267,Credit Losses on Derivative Contracts,0.01,0.00,0.02,0.00,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
268,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
269,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
270,OTHER RATIOS:, , , , , 
271,Current Credit Exposure/Risk Wtd Asts,1.73,0.98,2.12,0.84,0.47
272,INSURANCE ACTIVITIES, 06/30/2009,06/30/2008,12/31/2008,12/31/2007,12/31/2006
273,ANALYSIS RATIOS:, , , , , 
274,Ins Underwriting Assets/Consol Assets,0.12, N/A, N/A, N/A, N/A
275,Ins Under Assets(P/C)/Tot Ins Und Ast, 46.92, 39.47, 43.79, 41.42, 44.70
276,Ins Under Assets(L/H)/Tot Ins Und Ast, 53.08, 60.53, 56.21, 58.58, 55.30
277,Credit Rel Prem Inc/Tot Prem Inc,60.55, 73.57, 75.79, 73.60, 75.39
278,Ins Net Inc (L/H)/Equity (L/H), 2.16,5.70,5.55,7.25,6.78
279,Net Assets Broker-Dealer Subs/Cons Asts,1.08,0.85,0.63,0.64,0.98
280,FOREIGN ACTIVITIES, , , , , 
281,Yield: Foreign Loans, 3.14,2.94,2.72,3.00,2.66
282,Commercial and Industrial Loans,1.35,0.47,0.50,2.70,0.22
283,Foreign Governments and Inst,-0.16,0.05,0.05, -0.24, -0.13
284,GROWTH RATES:, , , , , 
285,Net Loans and Leases,-0.55,233.56, 22.07,126.76,148.72
286,Total Selected Assets,3.85, 65.20,3.59,126.31, 67.29
287,Deposits, 3.73, 14.97,-10.81, 41.77, 33.71
288,PROFITABLITY:,06/30/2009,06/30/2008,12/31/2008,12/31/2007,12/31/2006
289,Net Income/Avg Equity Capital, -5.47,4.82, -3.42,8.75, 13.95
290,Bank Net Inc/Avg Eq Inv in Banks, 0.25,7.72,0.65,9.71, 14.64
291,Nonbk Net Inc/Avg Eq Inv in Nonbanks,-2.92,1.50, -1.92,6.73,9.27
292,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, -7.64,4.10, -3.51,6.54,8.92
293,Bank Net Income/Parent Net Income, 88.30, 82.31, 88.60, 78.21, 76.65
294,Nonbank Net Income/Parent Net Income,23.42,5.73, 13.08,5.89,4.94
295,Total Debt/Equity Capital, 24.11, 17.32, 17.49, 16.48, 15.66
296,Tot Debt+NP to Subs Iss Tr Pref/Equity,34.27, 27.02, 27.04, 26.01, 25.31
297,Tot Debt+Lns Guaranteed for Affl/Equity, 28.26, 19.87, 19.83, 18.53, 17.33
298,Total Debt/Eq Cap - Exc Over Fair Value, 24.87, 17.59, 17.69, 16.69, 15.89
299,Long-Term Debt/Equity Capital, 18.91, 11.85, 11.95, 11.89, 11.77
300,Short-Term Debt/Equity Capital, 4.55,4.54,3.65,3.73,3.12
301,Current Portion of LT Debt/Equity,0.27,0.10,0.21,0.05,0.28
302,Exc Cost Over Fair Value/Equity Cap,0.59,0.47,0.30,0.29,0.40
303,Total Investment in Subs/Equity,129.97,121.90,116.40,122.25,121.05
304,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1", 100.18,101.12, 95.48,100.18, 99.43
305,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div, 95.66,100.45, 95.72,138.88,134.43
306,Adj Cash Fl/Op Exp+Repaid LT Debt+Div, 68.48,149.11,168.39, 96.06,114.51
307,Pretax Oper Inc + Int Exp/Int Expense,378.12, 1117.50,921.02, 5442.83, 3185.46
308,Div + Int From Subs/Int Exp + Div, 71.54,100.81,107.58,165.84,157.02
309,Fees+Other Inc From Subs/Sal + Oth Exp,12.33, 15.80, 13.56, 15.70, 15.33
310,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
311,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
312,Nonaccrual, 0.71,2.36,8.55,0.66, 11.33
313,Total,0.88,2.36,8.55,0.66, 11.33
314,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
315,To Bank Subsidiaries, 0.00,0.00,0.01,0.00,0.00
316,To Nonbank Subsidiaries,1.65,0.99,1.27,0.48,0.25
317,To Subsidiary BHCs, 0.00,0.01,0.00,0.00,0.01
318,Total,1.86,1.79,1.52,0.60,0.36
319,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
320,Nonbank Assets of Nonbank Subsidiaries,11.66,6.77,6.04,5.39,5.81
321,Combined Thrift Assets, 0.53,0.18,0.37,0.23,0.39
322,Combined Foreign Nonbank Sub Assets,1.30,0.18,0.12,0.11,0.11
323,PAYOUT RATIOS - PARENT, 06/30/2009,06/30/2008,12/31/2008,12/31/2007,12/31/2006
324,Div Paid/Inc Before Undist Inc, 112.69,173.68,121.25, 71.25, 68.73
325,Dividends Paid/Net Income, 76.44, 56.44, 67.94, 50.51, 36.79
326,Dividends From Nonbank Subs,5.20,3.17,5.67,8.12,6.21
327,Dividends From Subsidiary BHCs, 2.61, 14.81, 12.27, 16.03, 17.75
328,Dividends From Bank Subs,57.01, 53.58, 78.98, 86.39, 66.52
329,Interest Income From Bank Subs, 3.45,4.10,5.30,4.07,3.07
330,Mgt & Service Fees From Bank Subs, 19.09,5.95,5.52,4.86,3.62
331,Other Income From Bank Subs,0.40,0.01,0.06,0.04,0.01
332,Interest Income From Nonbank Subs, 47.48, 20.21, 13.52, 60.61, 30.14
333,Mgt & Serv Fees From Nonbank Subs,6.84,0.93,4.20,2.56,3.76
334,Other Income From Nonbank Subs, 0.02,0.00,0.01,0.03,0.02
335,Operating Inc From Nonbank Subs,161.21, 91.21, 85.61,188.18,109.39
336,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
337,Dividends From Subsidiary BHCs,29.22, 59.53,134.04, 38.68, 46.80
338,Interest Inc From Subsidiary BHCs,5.83, 12.34, 20.51,8.74,4.08
339,Mgt & Serv Fees From Sub BHCs, 11.39,3.05,3.96,1.78,0.44
340,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
341,Dividends From Bank Subsidiaries,25.75, 44.35, 47.12, 57.87, 57.66
342,Interest Income From Bank Subs, 5.67,6.54,5.47,2.70,2.76
343,Mgt & Serv Fees From Bank Subs, 5.66,3.94,4.11,2.72,3.23
344,Other Income From Bank Subs,0.01,0.00,0.08,0.01,0.00
345,Mgt & Serv Fees From Nonbank Subs,0.10,0.11,0.09,0.07,0.09
346,Other Income From Nonbank Subs, 0.00,0.00,0.00,0.00,0.00
347,Mgt & Serv Fees From Sub BHCs,0.13,0.13,0.03,0.00,0.01
348,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
349, PERCENT OF AVERAGE ASSETS:, , , , , 
350," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
351, PERCENT OF TOTAL ASSETS:, , , , , 
352, ANALYSIS RATIOS:, , , , , 
353, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
354, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
355, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
356, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
357, , 1562859," 181,250,000", GMAC INC.," DETROIT, MI",Name change from GMAC LLC
358, 1027004,"52,906,728", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 75 bank holding companies. 
359, 06/30/2009,06/30/2008,12/31/2008,12/31/2007,12/31/2006, 
360, 06/30/2009,06/30/2008,12/31/2008,12/31/2007,12/31/2006, 
361, 1275216," 115,975,155", AMERICAN EXPRESS COMPANY,"NEW YORK, NY", , 
362, 1095674,"10,769,626"," ARVEST BANK GROUP, INC."," BENTONVILLE, AR", , 
363, 1199563,"24,013,567", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
