,Column1,Value1,Value2,Value3,Value4,Value5
77,Appl Inc Tax+TE/Pretax NOI+TE, 34.74, 34.97, 34.68, 34.73, 34.83
78,PERCENT OF TOTAL ASSETS,06/30/2005,06/30/2004,12/31/2004,12/31/2003,12/31/2002
79,Real Estate Loans, 36.91, 36.88, 36.77, 34.79, 34.29
80,Commercial and Industrial Loans, 10.95, 11.12, 10.81, 11.27, 12.34
81,Loans to Individuals, 5.79,6.07,5.97,6.16,6.42
82,Loans to Depository Institutions, 0.13,0.15,0.16,0.11,0.14
83,Agricultural Loans, 0.19,0.23,0.20,0.21,0.22
84,Other Loans and Leases, 3.23,3.77,3.28,4.30,4.25
85, Net Loans and Leases, 59.58, 59.91, 59.73, 58.56, 59.34
86,Debt Securities Over 1 Year, 18.46, 19.26, 18.70, 19.67, 18.00
87,Mutual Funds and Equity Securities, 0.23,0.33,0.31,0.36,0.40
88, Subtotal, 80.23, 80.74, 80.32, 79.75, 78.91
89,Interest-Bearing Bank Balances, 0.69,0.74,0.79,0.70,0.63
90,Federal Funds Sold & Reverse Repos, 2.53,2.02,2.12,1.88,2.31
91,Debt Securities 1 Year or Less, 1.49,1.46,1.55,1.99,1.91
92,Trading Assets, 1.58,1.37,1.46,1.64,1.69
93, Total Earning Assets, 88.19, 88.37, 88.38, 88.19, 87.55
94,Non-Int Cash and Due From Dep Inst, 2.54,2.71,2.25,2.85,3.38
95,Acceptances,0.02,0.03,0.02,0.03,0.03
96,Other Real Estate Owned,0.04,0.06,0.05,0.06,0.06
97,U.S. Treasury Securities, 0.46,0.66,0.58,0.78,0.45
98,U.S. Agency Securities (excl MBS),3.28,3.92,3.56,4.15,3.25
99,Municipal Securities, 0.85,0.80,0.83,0.75,0.78
100,Mortgage-Backed Securities,12.44, 12.60, 12.02, 12.92, 12.07
101,Asset-Backed Securities,0.25,0.36,0.32,0.41,0.49
102,Other Debt Securities,0.68,0.72,0.83,0.85,0.74
103,RE Loans Secured by 1-4 Family,18.44, 18.46, 18.10, 17.23, 17.21
104,Revolving,4.68,4.78,4.65,4.16,3.58
105,"Closed-End, Sec by First Liens",12.12, 12.12, 11.74, 11.44, 11.65
106,"Closed-End, Sec by Junior Liens",1.20,1.19,1.16,1.16,1.50
107,Commercial Real Estate Loans,16.19, 15.44, 15.68, 14.47, 14.61
108,Construction and Land Dev,4.81,4.11,4.30,3.83,3.67
109,Multifamily,1.31,1.25,1.33,1.25,1.27
110,Nonfarm Nonresidential, 9.52,9.46,9.45,8.83,8.96
111,RE Loans Secured by Farmland, 0.20,0.22,0.21,0.19,0.22
112,"LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
113,Real Estate Loans, 59.78, 59.66, 60.39, 57.27, 55.08
114,RE Loans Secured by 1-4 Family,29.67, 30.30, 28.87, 28.41, 27.93
115,Revolving,7.40,7.62,7.36,6.71,5.75
116,Closed-End,21.74, 22.27, 20.82, 21.14, 21.66
117,Commercial Real Estate Loans,25.75, 24.61, 26.04, 23.42, 23.13
118,Construction and Land Dev,7.58,6.53,7.01,6.14,5.78
119,Multifamily,2.13,1.99,2.28,2.02,1.99
120,Nonfarm Nonresidential,15.20, 15.22, 15.84, 14.44, 14.23
121,RE Loans Secured by Farmland, 0.31,0.33,0.30,0.29,0.32
122,Loans to Depository Institutions, 0.36,0.33,0.39,0.25,0.34
123,Commercial and Industrial Loans, 18.36, 18.64, 17.77, 19.19, 21.41
124,Loans to Individuals,10.35, 10.16, 10.29, 10.34, 10.73
125,Credit Card Loans,1.34,1.02,1.51,1.12,1.17
126,Agricultural Loans, 0.31,0.35,0.32,0.33,0.35
127,Loans to Foreign Govts and Inst,0.01,0.02,0.01,0.02,0.03
128,Other Loans and Leases, 6.67,7.51,6.22,8.79,8.30
129,PERCENT OF TOTAL ASSETS,06/30/2005,06/30/2004,12/31/2004,12/31/2003,12/31/2002
130,Short-Term Investments, 5.37,4.73,5.43,5.38,5.50
131,Liquid Assets, 24.69, 25.51, 24.14, 26.54, 25.43
132,Investment Securities, 20.69, 21.54, 21.18, 22.80, 20.88
133,Net Loans and Leases,59.58, 59.91, 59.73, 58.56, 59.34
134,"Net Lns, Ls & Stdby Ltrs of Credit",62.77, 63.34, 62.96, 61.74, 62.70
135,Core Deposits, 48.95, 50.23, 48.80, 50.32, 52.60
136,Noncore Funding, 34.80, 34.13, 32.72, 33.17, 30.89
137,Time Deposits of $100K or More, 8.44,7.45,7.71,7.17,7.39
138,Foreign Deposits, 2.61,2.91,2.72,3.01,2.98
139,Fed Funds Purchased and Repos,8.74,8.60,8.39,8.63,7.58
140,Net Fed Funds Purchased (Sold), 5.63,5.88,5.28,6.14,4.92
141,Int-Bearing Liab Repr in 1 Year, 15.46, 14.50, 14.07, 14.99, 15.89
142,Long-Term Debt Repr in 1 Year,2.29,2.27,2.30,2.02,1.90
143,Net ST Noncore Funding Dependence, 22.15, 20.32, 18.53, 19.82, 18.72
144,Short-Term Inv/ST Noncore Funding, 25.03, 23.46, 28.79, 25.54, 27.11
145,Liq Asts-ST Noncore Fndg/Nonliq Asts, 4.38,5.45,5.69,7.32,8.49
146,Net Loans and Leases/Total Deposits, 98.24, 97.51,103.31, 94.40, 92.92
147,Net Loans and Leases/Core Deposits, 145.52,137.92,154.04,130.26,118.07
148,Held-To-Mat Sec Appr(Depr)/Eq Cap, -0.03, -0.53,0.01,0.18,0.95
149,Avail-For-Sale Sec Appr(Depr)/Eq Cap,-0.06, -3.08,0.54,1.62,5.97
150,Available-For-Sale Securities, 91.87, 93.37, 92.62, 93.52, 94.02
151,U.S. Treasury Securities, 2.74,3.30,3.33,3.56,2.65
152,U.S. Agency Securities (excl MBS), 15.53, 17.01, 16.78, 16.79, 15.93
153,Municipal Securities, 4.01,3.72,3.91,3.50,3.99
154,Mortgage-Backed Securities,61.97, 59.77, 59.37, 58.54, 59.83
155,Asset-Backed Securities,1.62,2.05,1.71,2.21,2.62
156,Other Debt Securities,4.50,4.40,5.05,5.21,4.54
157,Debt Securities Over 5 Years,63.50, 65.26, 64.40, 64.88, 60.37
158,Pledged Securities,57.24, 57.18, 57.41, 53.79, 54.48
159,"Structured Notes, Fair Value", 0.28,0.57,0.38,0.23,0.03
160,ANALYSIS RATIOS,06/30/2005,06/30/2004,12/31/2004,12/31/2003,12/31/2002
161,Provision for Ln&Ls Losses/Avg Assets,0.13,0.22,0.18,0.30,0.42
162,Provision for Ln&Ls Losses/Avg Lns&Ls,0.23,0.37,0.34,0.51,0.73
163,ALLL/Nonaccrual Assets, 327.92,296.22,284.63,271.61,250.00
164,Net Losses/Avg Loans and Leases,0.24,0.36,0.36,0.54,0.68
165,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.00,0.02,0.01
166,Recoveries/Prior Year-End Losses,15.10, 11.04, 24.95, 17.72, 18.80
167,Earnings Coverage of Net Losses (X), 23.65, 15.50, 18.87, 10.06, 10.14NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
168,Real Estate Loans,0.06,0.09,0.07,0.11,0.11
169,RE Loans Secured By 1-4 Family, 0.08,0.10,0.08,0.12,0.11
170,Revolving,0.07,0.10,0.08,0.11,0.10
171,Closed-End, 0.08,0.11,0.08,0.13,0.12
172,Commercial Real Estate Loans, 0.03,0.05,0.05,0.08,0.09
173,Construction and Land Dev,0.01,0.03,0.04,0.06,0.09
174,Multifamily,0.02,0.02,0.02,0.01,0.03
175,Nonfarm Nonresidential, 0.04,0.06,0.06,0.09,0.09
176,Other Loans and Leases, 0.21,0.27,0.26,0.47,0.62
177,PERCENT OF LOANS AND LEASES,06/30/2005,06/30/2004,12/31/2004,12/31/2003,12/31/2002
178,30-89 Days PD Loans and Leases, 0.60,0.66,0.64,0.79,0.93
179,90+ Days PD Loans and Leases, 0.14,0.15,0.15,0.17,0.20
180,Nonaccrual Restructured,0.01,0.00,0.00,0.01,0.00PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
181,30-89 Days Past Due Assets, 0.60,0.66,0.65,0.80,0.94
182,90+ Days Past Due Assets, 0.14,0.15,0.15,0.18,0.21
183,Nonaccrual Assets,0.43,0.58,0.52,0.69,0.87
184,30+ Days PD & Nonaccrual Assets,1.21,1.42,1.34,1.70,2.08PERCENT OF TOTAL ASSETS-----------------------
185,90+ Days PD and Nonaccrual Assets,0.35,0.44,0.40,0.52,0.65
186,90+ PD & Nonaccrual Assets + OREO,0.41,0.51,0.46,0.60,0.72RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
187,Total Assets, 0.29,0.38,0.34,0.46,0.57
188,Allowance for Loan & Lease Losses, 42.27, 47.99, 47.93, 52.56, 59.52
189,Equity Cap + ALLL,3.37,4.50,3.83,5.07,6.33
190,Tier 1 Cap + ALLL,3.83,4.81,4.19,5.62,7.19
191,Loans & Leases + RE Acquired, 0.50,0.67,0.59,0.79,0.96
192, - 90+ Days Past Due, 0.10,0.11,0.11,0.14,0.17
193, - Nonaccrual,0.40,0.50,0.44,0.52,0.53
194, - 90+ Days Past Due, 0.06,0.08,0.07,0.10,0.11
195, - Nonaccrual,0.64,1.06,0.85,1.39,1.85
196, - 90+ Days Past Due, 0.28,0.32,0.32,0.36,0.39
197, - Nonaccrual,0.13,0.25,0.20,0.24,0.26
198,Dep Inst Lns - 30-89 Days PD, 0.00,0.00,0.02,0.05,0.05
199, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
200, - Nonaccrual,0.08,0.08,0.05,0.22,0.26
201,Agricultural - 30-89 Days PD, 0.28,0.32,0.27,0.50,0.62
202, - 90+ Days Past Due, 0.05,0.05,0.03,0.05,0.05
203, - Nonaccrual,0.49,0.87,0.60,1.07,1.20
204,Foreign Govts- 30-89 Days PD, 0.10,0.04,0.03,0.32,0.26
205, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,1.11
206, - Nonaccrual,0.04,0.65,0.43,0.70,0.80
207,Other Lns&Ls - 30-89 Days PD, 0.40,0.52,0.56,0.71,0.76
208, - 90+ Days Past Due, 0.04,0.05,0.04,0.04,0.08
209,- 90+ Days Past Due,0.15,0.17,0.15,0.21,0.26
210,- Nonaccrual, 0.36,0.38,0.39,0.41,0.44
211,- 90+ Days Past Due,0.04,0.04,0.04,0.06,0.07
212,- Nonaccrual, 0.12,0.13,0.13,0.13,0.11
213,- 90+ Days Past Due,0.21,0.23,0.19,0.29,0.33
214,- Nonaccrual, 0.46,0.50,0.50,0.54,0.55
215,Commercial RE - 30-89 Days PD,0.37,0.48,0.43,0.52,0.56
216,- 90+ Days Past Due,0.04,0.05,0.04,0.04,0.06
217,- Nonaccrual, 0.41,0.56,0.45,0.57,0.58
218,Const & Dev - 30-89 Days PD,0.45,0.60,0.63,0.76,0.82
219,- 90+ Days Past Due,0.04,0.05,0.03,0.04,0.06
220,- Nonaccrual, 0.24,0.34,0.27,0.39,0.54
221,Multifamily - 30-89 Days PD,0.27,0.30,0.26,0.32,0.44
222,- 90+ Days Past Due,0.02,0.02,0.01,0.02,0.02
223,- Nonaccrual, 0.27,0.28,0.27,0.31,0.21
224,Nonfarm Nres- 30-89 Days PD,0.32,0.41,0.37,0.45,0.50
225,- 90+ Days Past Due,0.03,0.04,0.03,0.04,0.06
226,- Nonaccrual, 0.50,0.65,0.55,0.70,0.63
227,- 90+ Days Past Due,0.04,0.11,0.06,0.08,0.06
228,- Nonaccrual, 1.03,1.16,1.14,1.31,1.30
229,- 90+ Days Past Due,0.94,1.00,0.82,1.06,1.31
230,- Nonaccrual, 0.05,0.10,0.05,0.12,0.09
231,CAPITAL RATIOS, 06/30/2005,06/30/2004,12/31/2004,12/31/2003,12/31/2002
232,Tier 1 Leverage Ratio,7.51,7.52,7.58,7.55,7.43
233,Tier 1 RBC Ratio, 9.89,9.91, 10.04, 10.05,9.64
234,DERIVATIVES AND, , , , , 
235,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
236,PERCENT OF TOTAL ASSETS:, , , , , 
237,Loan Commitments,29.43, 28.20, 29.68, 28.38, 29.63
238,Standby Letters of Credit,3.12,3.29,3.22,3.21,3.24
239,Credit Derivatives (BHC as Beneficiary),0.97,0.65,0.80,0.64,0.45
240,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
241,Derivative Contracts,76.67, 77.62, 73.18, 82.38, 69.29
242,Interest Rate Contracts, 56.84, 59.83, 54.87, 64.76, 55.59
243,Interest Rate Futures & Forward Contr, 10.37, 12.15,8.57, 10.53, 11.68
244,Written Options Contr (Int Rate), 7.31,7.76,7.01,8.86,8.60
245,Purchased Options Contr (Int Rate), 5.60,6.28,6.07,7.46,7.41
246,Written Options Contr (Foreign Exch), 0.72,0.78,0.73,0.82,0.53
247,Purchased Options Contr (Foreign Exch), 0.80,0.81,0.78,0.86,0.59
248,Written Options Contr (Comm & Other), 0.36,0.38,0.47,0.42,0.29
249,Purchased Options Contr (Comm & Oth), 0.51,0.49,0.45,0.43,0.33
250,PERCENT OF NOTIONAL AMOUNT, 06/30/2005,06/30/2004,12/31/2004,12/31/2003,12/31/2002
251,Interest Rate Contracts, 91.65, 92.41, 92.91, 91.02, 90.14
252,Foreign Exchange Contracts, 6.38,4.72,4.47,5.81,6.77
253,Exchange-Traded,0.34,0.51,0.49,0.40,0.57
254,Over-The-Counter, 6.84,6.80,4.85,6.95,5.82
255,Purchased Options,4.64,4.94,5.02,5.22,6.56
256,Exchange-Traded,0.37,0.82,0.72,0.80,0.90
257,Over-The-Counter, 3.70,3.49,3.93,3.66,4.77
258,Foreign Exchange Contracts, 4.18,4.13,3.57,4.24,4.86
259,Foreign Exchange Contracts, 0.52,0.29,0.41,0.23,0.47
260,Over 1 Year to 5 Years,27.05, 26.81, 30.15, 30.94, 26.58
261,Over 5 Years,21.76, 23.81, 25.19, 24.26, 12.92
262,Gross Negative Fair Value (Abs Val),0.81,1.11,0.99,1.40,1.63
263,Gross Positive Fair Value (X),0.13,0.12,0.14,0.19,0.20
264,Held for Trading (X), 0.10,0.09,0.11,0.16,0.15
265,Non-Traded (X), 0.02,0.02,0.02,0.03,0.04
266,Current Credit Exposure (X),0.08,0.07,0.08,0.11,0.12
267,Credit Losses on Derivative Contracts,0.00,0.00,0.00,0.00,0.01PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
268,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
269,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
270,OTHER RATIOS:, , , , , 
271,Decr (Incr) in Int Expense/Net Income,1.75,3.71,3.46,2.53,0.97
272,Net Incr (Decr) Nonint Alloc/Net Income,0.27,0.32,0.39,0.12,1.84
273,Incr (Decr) in Net Income/Net Income, 3.25,7.42,7.67,6.34,8.28
274,INSURANCE ACTIVITIES, 06/30/2005,06/30/2004,12/31/2004,12/31/2003,12/31/2002
275,ANALYSIS RATIOS:, , , , , 
276,Ins Underwriting Assets/Consol Assets,0.05, N/A, N/A, N/A, N/A
277,Ins Under Assets(P/C)/Tot Ins Und Ast, 38.66, 33.48, 34.12, 31.84, 31.18
278,Ins Under Assets(L/H)/Tot Ins Und Ast, 61.34, 66.52, 65.88, 68.16, 68.82
279,Credit Rel Prem Inc/Tot Prem Inc,74.61, 76.26, 70.68, 75.78, 61.77
280,Ins Net Inc (L/H)/Equity (L/H), 5.83,8.60,6.40,8.26,7.89
281,Net Assets Broker-Dealer Subs/Cons Asts,1.30,1.40,0.97,1.39,1.28
282,FOREIGN ACTIVITIES, , , , , 
283,Yield: Foreign Loans, 2.83,2.48,2.52,2.42,1.85
284,Commercial and Industrial Loans,0.62,2.78,1.85,6.59, 11.75
285,Foreign Governments and Inst, 0.00,0.00,0.00,0.21,0.02
286,Total Selected Assets,7.87, 22.10, 16.78, 28.81, -0.27
287,Deposits,12.76,232.62, 62.87, 15.80, 19.25
288,PROFITABLITY:,06/30/2005,06/30/2004,12/31/2004,12/31/2003,12/31/2002
289,Net Income/Avg Equity Capital, 15.09, 15.35, 14.70, 15.29, 15.28
290,Bank Net Inc/Avg Eq Inv in Banks,14.37, 15.29, 14.87, 14.70, 15.66
291,Nonbk Net Inc/Avg Eq Inv in Nonbanks, 8.58,7.96,7.87,6.17,0.89
292,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, 11.55, 11.27, 11.14, 12.69, 11.85
293,Bank Net Income/Parent Net Income, 73.62, 72.66, 71.42, 74.51, 77.11
294,Nonbank Net Income/Parent Net Income, 5.32,5.75,6.13,5.19,3.69
295,Total Debt/Equity Capital, 15.82, 19.48, 15.36, 20.89, 18.99
296,Tot Debt+NP to Subs Iss Tr Pref/Equity,24.80, 28.90, 24.16, 29.65, 28.50
297,Tot Debt+Lns Guaranteed for Affl/Equity, 20.29, 24.66, 19.19, 26.66, 24.50
298,Total Debt/Eq Cap - Exc Over Fair Value, 17.08, 23.01, 16.36, 23.64, 20.72
299,Long-Term Debt/Equity Capital, 12.44, 14.76, 11.53, 15.42, 13.73
300,Short-Term Debt/Equity Capital, 2.80,3.39,3.47,4.01,4.41
301,Current Portion of LT Debt/Equity,0.29,0.33,0.24,0.33,0.68
302,Exc Cost Over Fair Value/Equity Cap,1.08,2.52,1.23,2.48,1.95
303,Total Investment in Subs/Equity,119.94,123.18,119.93,123.78,123.49
304,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",98.20, 99.93, 99.66, 99.49, 99.07
305,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,136.06,128.33,136.33,149.30,180.56
306,Adj Cash Fl/Op Exp+Repaid LT Debt+Div, 95.95,105.17,117.90,116.50,119.39
307,Pretax Oper Inc + Int Exp/Int Expense, 3363.64, 3593.60, 3483.15, 3082.11, 6175.51
308,Div + Int From Subs/Int Exp + Div,148.54,138.72,157.60,169.47,200.00
309,Fees+Other Inc From Subs/Sal + Oth Exp,16.20, 19.24, 20.43, 18.47, 21.27
310,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
311,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
312,Nonaccrual, 0.67,0.00,0.62,0.21,2.65
313,Total,0.67,0.09,0.62,0.34,2.66
314,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
315,To Bank Subsidiaries, 0.00,0.00,0.00,0.01,0.02
316,To Nonbank Subsidiaries,1.23,0.92,0.65,1.22,0.91
317,To Subsidiary BHCs, 0.02,0.00,0.00,0.00,0.00
318,Total,1.93,1.46,1.22,1.90,1.62
319,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
320,Nonbank Assets of Nonbank Subsidiaries, 7.77,6.60,9.38,6.96,6.52
321,Combined Thrift Assets, 0.29,0.07,0.42,0.06,0.10
322,Combined Foreign Nonbank Sub Assets,0.10,0.12,0.15,0.18,0.17
323,PAYOUT RATIOS - PARENT, 06/30/2005,06/30/2004,12/31/2004,12/31/2003,12/31/2002
324,Div Paid/Inc Before Undist Inc,81.37, 75.99, 77.33, 64.56, 45.81
325,Dividends Paid/Net Income, 34.90, 33.72, 32.98, 32.23, 29.58
326,Dividends From Nonbank Subs,5.57,4.79,6.40,5.61,7.70
327,Dividends From Subsidiary BHCs,17.93, 15.27, 19.68, 19.80, 38.96
328,Dividends From Bank Subs,49.11, 47.00, 56.27, 53.65, 61.05
329,Interest Income From Bank Subs, 1.85,1.71,1.54,1.75,2.81
330,Mgt & Service Fees From Bank Subs,3.38,5.74,4.49,3.07,3.22
331,Other Income From Bank Subs,0.13,0.03,0.13,0.02,0.06
332,Interest Income From Nonbank Subs, 17.61, 20.46, 19.71, 16.13, 21.77
333,Mgt & Serv Fees From Nonbank Subs,2.81,2.43,3.41,3.41,4.53
334,Other Income From Nonbank Subs, 0.04,0.01,0.08,0.03,0.03
335,Operating Inc From Nonbank Subs, 74.23, 80.27,103.99,102.94,133.51
336,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
337,Dividends From Subsidiary BHCs,35.84, 40.98, 40.27, 52.10, 76.43
338,Interest Inc From Subsidiary BHCs,4.26,2.59,4.22,1.27,1.39
339,Mgt & Serv Fees From Sub BHCs,2.13,1.40,1.23,1.10,0.73
340,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
341,Dividends From Bank Subsidiaries,48.75, 51.63, 56.96, 56.83, 54.98
342,Interest Income From Bank Subs, 4.59,2.98,2.58,2.48,3.83
343,Mgt & Serv Fees From Bank Subs, 2.92,4.19,3.07,2.78,2.80
344,Other Income From Bank Subs,0.02,0.01,0.02,0.01,0.02
345,Mgt & Serv Fees From Nonbank Subs,0.14,0.14,0.11,0.11,0.13
346,Other Income From Nonbank Subs, 0.00,0.00,0.01,0.01,0.00
347,Mgt & Serv Fees From Sub BHCs,0.06,0.00,0.00,0.04,0.00
348,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
349, PERCENT OF AVERAGE ASSETS:, , , , , 
350," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
351, PERCENT OF TOTAL ASSETS:, , , , , 
352, ANALYSIS RATIOS:, , , , , 
353, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
354, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
355, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
356, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
357, , 1025309,"10,059,798", BANK OF HAWAII CORPORATION,"HONOLULU, HI", Moved from Peer 2
358, , 1102367,"10,014,204"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX",Moved from Peer 2
359, , 3212091,"11,117,617", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", Moved from Peer 2
360, 1027004,"32,875,294", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 68 bank holding companies.
361, 06/30/2005,06/30/2004,12/31/2004,12/31/2003,12/31/2002, 
362, 06/30/2005,06/30/2004,12/31/2004,12/31/2003,12/31/2002, 
