,Column1,Value1,Value2,Value3,Value4,Value5
123,Loans to Individuals, 9.13, 10.41,9.73, 10.26, 10.34
124,Credit Card Loans,1.17,1.31,1.36,1.48,1.12
125,Agricultural Loans, 0.34,0.32,0.32,0.32,0.33
126,Loans to Foreign Govts and Inst,0.01,0.01,0.01,0.01,0.02
127,Other Loans and Leases, 6.50,7.38,7.23,6.29,8.86
128,PERCENT OF TOTAL ASSETS,09/30/2006,09/30/2005,12/31/2005,12/31/2004,12/31/2003
129,Short-Term Investments, 7.04,5.96,5.78,5.43,5.38
130,Liquid Assets, 22.19, 24.32, 23.88, 24.17, 26.56
131,Investment Securities, 18.19, 20.11, 20.03, 21.17, 22.79
132,Net Loans and Leases,62.75, 59.88, 60.09, 59.70, 58.53
133,"Net Lns, Ls & Stdby Ltrs of Credit",66.15, 63.18, 63.42, 62.92, 61.71
134,Core Deposits, 47.80, 48.66, 49.27, 48.79, 50.31
135,Noncore Funding, 36.26, 35.28, 34.95, 33.37, 33.17
136,Time Deposits of $100K or More,11.17,9.17,9.23,7.71,7.17
137,Foreign Deposits, 2.57,2.51,2.55,2.72,3.03
138,Fed Funds Purchased and Repos,8.18,8.60,8.72,8.39,8.62
139,Net Fed Funds Purchased (Sold), 5.44,5.43,5.92,5.47,6.13
140,Int-Bearing Liab Repr in 1 Year, 20.53, 16.64, 17.46, 14.06, 14.99
141,Long-Term Debt Repr in 1 Year,2.34,2.19,2.13,2.30,2.02
142,Net ST Noncore Funding Dependence, 24.32, 22.97, 23.48, 19.41, 19.82
143,Short-Term Inv/ST Noncore Funding, 25.37, 26.13, 23.86, 28.10, 25.44
144,Liq Asts-ST Noncore Fndg/Nonliq Asts,-3.85,2.92,1.73,5.74,7.35
145,Net Loans and Leases/Total Deposits, 98.74, 98.07, 97.40,103.28, 94.34
146,Net Loans and Leases/Core Deposits, 154.35,148.80,146.05,154.08,130.23
147,Held-To-Mat Sec Appr(Depr)/T1 Cap, -0.68, -0.44, -0.69,0.01,0.18
148,Avail-For-Sale Sec Appr(Depr)/T1 Cap,-2.37, -2.02, -3.10,0.54,1.62
149,Available-For-Sale Securities, 91.92, 92.11, 91.79, 92.62, 93.52
150,U.S. Treasury Securities, 2.19,2.99,2.93,3.33,3.55
151,U.S. Agency Securities (excl MBS), 17.57, 15.70, 15.52, 16.80, 16.80
152,Municipal Securities, 4.93,4.07,4.29,3.91,3.50
153,Mortgage-Backed Securities,60.80, 60.92, 60.53, 59.40, 58.54
154,Asset-Backed Securities,1.27,1.74,1.64,1.71,2.21
155,Other Debt Securities,4.61,4.68,4.62,5.01,5.21
156,Debt Securities Over 5 Years,59.03, 62.69, 62.01, 64.40, 64.88
157,Pledged Securities,61.99, 57.83, 59.46, 57.43, 53.80
158,"Structured Notes, Fair Value", 0.20,0.25,0.27,0.38,0.23
159,ANALYSIS RATIOS,09/30/2006,09/30/2005,12/31/2005,12/31/2004,12/31/2003
160,Provision for Ln&Ls Losses/Avg Assets,0.14,0.15,0.15,0.18,0.30
161,Provision for Ln&Ls Losses/Avg Lns&Ls,0.22,0.28,0.26,0.32,0.51
162,ALLL/Nonaccrual Assets, 354.30,334.37,349.71,282.98,271.15
163,Net Losses/Avg Loans and Leases,0.21,0.25,0.28,0.35,0.53
164,"Write-downs, Trans Lns HFS/Avg Lns&Ls",0.00,0.00,0.00,0.00,0.02
165,Recoveries/Prior Year-End Losses,22.72, 22.22, 30.96, 25.00, 17.75
166,Earnings Coverage of Net Losses (X), 20.57, 25.23, 22.76, 18.87, 10.06NET LOAN AND LEASE LOSSES BY TYPE---------------------------------
167,Real Estate Loans,0.07,0.06,0.06,0.07,0.11
168,RE Loans Secured By 1-4 Family, 0.09,0.08,0.08,0.08,0.12
169,Revolving,0.12,0.07,0.07,0.08,0.11
170,Closed-End, 0.07,0.08,0.07,0.08,0.13
171,Commercial Real Estate Loans, 0.03,0.03,0.03,0.05,0.08
172,Construction and Land Dev,0.02,0.01,0.01,0.04,0.06
173,Multifamily,0.00,0.02,0.02,0.02,0.01
174,Nonfarm Nonresidential, 0.04,0.05,0.04,0.06,0.09
175,Other Loans and Leases, 0.21,0.36,0.41,0.26,0.47
176,PERCENT OF LOANS AND LEASES,09/30/2006,09/30/2005,12/31/2005,12/31/2004,12/31/2003
177,30-89 Days PD Loans and Leases, 0.73,0.64,0.69,0.64,0.79
178,90+ Days PD Loans and Leases, 0.15,0.15,0.16,0.15,0.17
179,Nonaccrual Restructured,0.00,0.01,0.00,0.01,0.01PERCENT OF LNS&LS + OTHER ASSETS30+ DAYS PAST DUE AND NONACCRUAL
180,30-89 Days Past Due Assets, 0.73,0.64,0.69,0.65,0.80
181,90+ Days Past Due Assets, 0.15,0.15,0.16,0.15,0.18
182,Nonaccrual Assets,0.45,0.43,0.43,0.52,0.69
183,30+ Days PD & Nonaccrual Assets,1.40,1.27,1.32,1.34,1.71PERCENT OF TOTAL ASSETS-----------------------
184,90+ Days PD and Nonaccrual Assets,0.38,0.36,0.36,0.40,0.52
185,90+ PD & Nonaccrual Assets + OREO,0.45,0.42,0.42,0.46,0.60RESTRUCTURED & NONACCRUAL LNS&LS+ REAL ESTATE ACQUIRED AS PERCENT OF:
186,Total Assets, 0.32,0.29,0.29,0.34,0.46
187,Allowance for Loan & Lease Losses, 46.74, 41.26, 42.14, 48.07, 52.66
188,Equity Cap + ALLL,3.62,3.36,3.34,3.83,5.07
189,Tier 1 Cap + ALLL,4.01,3.80,3.84,4.22,5.62
190,Loans & Leases + RE Acquired, 0.53,0.50,0.49,0.59,0.79
191, - 90+ Days Past Due, 0.12,0.12,0.13,0.11,0.14
192, - Nonaccrual,0.47,0.41,0.43,0.44,0.52
193, - 90+ Days Past Due, 0.06,0.07,0.07,0.07,0.10
194, - Nonaccrual,0.60,0.65,0.61,0.85,1.39
195, - 90+ Days Past Due, 0.27,0.28,0.29,0.32,0.36
196, - Nonaccrual,0.16,0.14,0.16,0.20,0.24
197,Dep Inst Lns - 30-89 Days PD, 0.00,0.01,0.00,0.02,0.05
198, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
199, - Nonaccrual,0.00,0.04,0.03,0.05,0.22
200,Agricultural - 30-89 Days PD, 0.28,0.47,0.28,0.27,0.50
201, - 90+ Days Past Due, 0.01,0.02,0.01,0.03,0.05
202, - Nonaccrual,0.45,0.45,0.35,0.60,1.07
203,Foreign Govts- 30-89 Days PD, 0.02,0.01,0.35,0.03,0.32
204, - 90+ Days Past Due, 0.00,0.00,0.00,0.00,0.00
205, - Nonaccrual,0.00,0.00,0.00,0.43,0.70
206,Other Lns&Ls - 30-89 Days PD, 0.42,0.47,0.43,0.56,0.71
207, - 90+ Days Past Due, 0.03,0.03,0.02,0.04,0.04
208,- 90+ Days Past Due,0.19,0.18,0.20,0.15,0.21
209,- Nonaccrual, 0.46,0.40,0.42,0.39,0.41
210,- 90+ Days Past Due,0.06,0.04,0.05,0.04,0.06
211,- Nonaccrual, 0.21,0.14,0.14,0.13,0.13
212,- 90+ Days Past Due,0.24,0.24,0.28,0.19,0.29
213,- Nonaccrual, 0.54,0.50,0.51,0.50,0.54
214,Commercial RE - 30-89 Days PD,0.51,0.41,0.54,0.43,0.52
215,- 90+ Days Past Due,0.05,0.04,0.04,0.04,0.04
216,- Nonaccrual, 0.44,0.41,0.42,0.45,0.57
217,Const & Dev - 30-89 Days PD,0.73,0.44,0.63,0.63,0.76
218,- 90+ Days Past Due,0.03,0.05,0.05,0.03,0.04
219,- Nonaccrual, 0.32,0.24,0.24,0.27,0.39
220,Multifamily - 30-89 Days PD,0.41,0.31,0.50,0.26,0.32
221,- 90+ Days Past Due,0.01,0.03,0.03,0.01,0.02
222,- Nonaccrual, 0.40,0.32,0.29,0.27,0.31
223,Nonfarm Nres- 30-89 Days PD,0.38,0.41,0.45,0.37,0.45
224,- 90+ Days Past Due,0.04,0.03,0.03,0.03,0.04
225,- Nonaccrual, 0.48,0.50,0.53,0.55,0.70
226,- 90+ Days Past Due,0.03,0.03,0.02,0.06,0.08
227,- Nonaccrual, 0.72,0.91,0.89,1.14,1.31
228,- 90+ Days Past Due,0.87,0.87,0.82,0.83,1.06
229,- Nonaccrual, 0.12,0.07,0.08,0.05,0.12
230,CAPITAL RATIOS, 09/30/2006,09/30/2005,12/31/2005,12/31/2004,12/31/2003
231,Tier 1 Leverage Ratio,7.62,7.42,7.44,7.57,7.55
232,Tier 1 RBC Ratio, 9.56,9.62,9.62,9.98, 10.05
233,DERIVATIVES AND, , , , , 
234,OFF-BALANCE-SHEET TRANSACTIONS, , , , , 
235,PERCENT OF TOTAL ASSETS:, , , , , 
236,Loan Commitments,31.67, 29.69, 30.69, 29.68, 28.38
237,Standby Letters of Credit,3.31,3.16,3.22,3.22,3.21
238,Credit Derivatives (BHC as Beneficiary),1.33,1.07,1.23,0.75,0.64
239,TYPE OF DERIVATIVE INSTRUMENT:, , , , , 
240,Derivative Contracts,80.73, 76.30, 74.31, 73.17, 82.39
241,Interest Rate Contracts, 64.64, 56.14, 55.38, 54.87, 64.76
242,Interest Rate Futures & Forward Contr,9.75,9.60,8.98,8.57, 10.53
243,Written Options Contr (Int Rate), 7.21,6.65,5.83,7.01,8.86
244,Purchased Options Contr (Int Rate), 8.34,5.64,5.32,6.07,7.46
245,Written Options Contr (Foreign Exch), 0.55,0.74,0.73,0.73,0.82
246,Purchased Options Contr (Foreign Exch), 0.68,0.80,0.78,0.78,0.86
247,Written Options Contr (Comm & Other), 0.67,0.44,0.47,0.47,0.42
248,Purchased Options Contr (Comm & Oth), 0.83,0.60,0.60,0.45,0.43
249,PERCENT OF NOTIONAL AMOUNT, 09/30/2006,09/30/2005,12/31/2005,12/31/2004,12/31/2003
250,Interest Rate Contracts, 88.49, 91.13, 89.89, 92.92, 91.02
251,Foreign Exchange Contracts, 6.81,6.53,7.67,4.46,5.81
252,Exchange-Traded,0.41,0.19,0.13,0.49,0.40
253,Over-The-Counter, 6.28,6.35,6.94,4.85,6.98
254,Purchased Options,7.16,4.78,6.15,5.02,5.22
255,Exchange-Traded,0.48,0.28,0.18,0.72,0.80
256,Over-The-Counter, 6.14,3.93,5.37,3.93,3.66
257,Foreign Exchange Contracts, 4.29,4.36,5.61,3.57,4.24
258,Foreign Exchange Contracts, 0.36,0.50,0.37,0.41,0.23
259,Over 1 Year to 5 Years,30.94, 25.78, 27.47, 29.84, 30.25
260,Over 5 Years,20.56, 21.28, 20.69, 25.50, 24.23
261,Gross Negative Fair Value (Abs Val),0.84,0.95,0.94,0.99,1.40
262,Gross Positive Fair Value (X),0.09,0.13,0.10,0.14,0.19
263,Held for Trading (X), 0.07,0.10,0.09,0.11,0.16
264,Non-Traded (X), 0.01,0.01,0.01,0.02,0.03
265,Current Credit Exposure (X),0.05,0.07,0.06,0.08,0.11
266,Credit Losses on Derivative Contracts,0.00,0.00,0.00,0.00,0.00PAST DUE DERIVATIVE INSTRUMENTSFAIR VALUE:
267,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
268,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
269,OTHER RATIOS:, , , , , 
270,Current Credit Exposure/Risk Wtd Asts,0.54,0.70,0.56,0.71,1.11
271,INSURANCE ACTIVITIES, 09/30/2006,09/30/2005,12/31/2005,12/31/2004,12/31/2003
272,ANALYSIS RATIOS:, , , , , 
273,Ins Underwriting Assets/Consol Assets,0.06, N/A, N/A, N/A, N/A
274,Ins Under Assets(P/C)/Tot Ins Und Ast, 42.71, 39.27, 39.72, 34.12, 31.84
275,Ins Under Assets(L/H)/Tot Ins Und Ast, 57.29, 60.73, 60.28, 65.88, 68.16
276,Credit Rel Prem Inc/Tot Prem Inc,75.82, 74.64, 73.61, 70.68, 75.78
277,Ins Net Inc (L/H)/Equity (L/H), 7.88,6.77, 12.57,6.40,8.26
278,Net Assets Broker-Dealer Subs/Cons Asts,1.06,1.28,1.23,1.15,1.39
279,FOREIGN ACTIVITIES, , , , , 
280,Yield: Foreign Loans, 2.68,2.52,2.35,2.52,2.42
281,Commercial and Industrial Loans,0.26,0.64, 10.52,1.85,6.59
282,Foreign Governments and Inst,-0.24, -0.53,0.00,0.00,0.21
283,Total Selected Assets, 37.30, 17.16, 16.64, 16.57, 28.81
284,Deposits,33.99, 25.63, 18.44, 47.84, 18.30
285,PROFITABLITY:,09/30/2006,09/30/2005,12/31/2005,12/31/2004,12/31/2003
286,Net Income/Avg Equity Capital, 14.19, 14.66, 14.36, 14.66, 15.26
287,Bank Net Inc/Avg Eq Inv in Banks,14.69, 14.12, 14.14, 14.53, 14.67
288,Nonbk Net Inc/Avg Eq Inv in Nonbanks,10.49,9.39,8.80,7.90,6.17
289,Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs, 10.18, 11.57, 10.94, 11.50, 12.69
290,Bank Net Income/Parent Net Income, 76.48, 72.06, 71.56, 69.69, 74.53
291,Nonbank Net Income/Parent Net Income, 5.24,5.87,5.57,6.15,5.20
292,Total Debt/Equity Capital, 16.64, 15.95, 15.82, 15.86, 20.83
293,Tot Debt+NP to Subs Iss Tr Pref/Equity,25.27, 24.64, 24.23, 24.63, 29.59
294,Tot Debt+Lns Guaranteed for Affl/Equity, 18.47, 20.35, 20.12, 19.67, 26.59
295,Total Debt/Eq Cap - Exc Over Fair Value, 16.98, 16.43, 16.27, 17.12, 23.55
296,Long-Term Debt/Equity Capital, 12.77, 12.78, 12.45, 12.04, 15.42
297,Short-Term Debt/Equity Capital, 3.06,2.53,2.55,3.47,4.00
298,Current Portion of LT Debt/Equity,0.23,0.32,0.12,0.24,0.33
299,Exc Cost Over Fair Value/Equity Cap,0.53,0.92,1.06,1.52,2.48
300,Total Investment in Subs/Equity,120.64,119.88,119.79,120.81,123.73
301,"Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",99.53, 99.52, 99.18, 99.20, 99.46
302,Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,129.00,141.04,147.51,136.30,149.23
303,Adj Cash Fl/Op Exp+Repaid LT Debt+Div,111.26, 93.73, 98.70,117.81,116.41
304,Pretax Oper Inc + Int Exp/Int Expense, 3632.92, 3074.95, 3255.79, 3475.33, 3059.64
305,Div + Int From Subs/Int Exp + Div,134.77,165.68,176.18,157.38,169.14
306,Fees+Other Inc From Subs/Sal + Oth Exp,15.30, 16.48, 19.65, 20.14, 18.26
307,PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
308,90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
309,Nonaccrual, 1.15,0.68,0.62,0.62,0.21
310,Total, 11.09,0.68, 11.11,0.62,0.34
311,GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
312,To Bank Subsidiaries, 0.00,0.00,0.00,0.00,0.01
313,To Nonbank Subsidiaries,0.30,1.25,1.22,0.65,1.22
314,To Subsidiary BHCs, 0.00,0.00,0.01,0.00,0.00
315,Total,0.48,1.90,1.76,1.21,1.89
316,AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
317,Nonbank Assets of Nonbank Subsidiaries, 5.18,7.26,6.98,9.38,6.96
318,Combined Thrift Assets, 0.34,0.34,0.35,0.42,0.06
319,Combined Foreign Nonbank Sub Assets,0.10,0.11,0.14,0.15,0.18
320,PAYOUT RATIOS - PARENT, 09/30/2006,09/30/2005,12/31/2005,12/31/2004,12/31/2003
321,Div Paid/Inc Before Undist Inc,78.31, 76.18, 68.89, 77.37, 64.76
322,Dividends Paid/Net Income, 36.82, 35.47, 39.47, 33.11, 32.28
323,Dividends From Nonbank Subs,4.69,7.34, 11.16,6.40,5.61
324,Dividends From Subsidiary BHCs,16.05, 20.14, 21.35, 21.50, 19.80
325,Dividends From Bank Subs,53.03, 49.86, 59.78, 57.09, 53.79
326,Interest Income From Bank Subs, 2.96,1.86,2.56,1.57,1.75
327,Mgt & Service Fees From Bank Subs,3.37,3.29,3.56,4.69,3.11
328,Other Income From Bank Subs,0.03,0.04,0.27,0.14,0.02
329,Interest Income From Nonbank Subs, 27.42, 15.95, 24.40, 19.71, 16.13
330,Mgt & Serv Fees From Nonbank Subs,2.33,3.61,2.75,3.41,3.41
331,Other Income From Nonbank Subs, 0.02,0.01,0.01,0.08,0.03
332,Operating Inc From Nonbank Subs, 79.18, 76.44,101.72,103.99,102.94
333,PERCENT OF SUB BHCs' NET INCOME:, , , , , 
334,Dividends From Subsidiary BHCs,45.16, 39.96, 48.92, 39.35, 52.08
335,Interest Inc From Subsidiary BHCs,3.63,4.38,4.48,4.05,1.27
336,Mgt & Serv Fees From Sub BHCs,0.03,3.33,3.17,1.17,1.10
337,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
338,Dividends From Bank Subsidiaries,54.70, 53.03, 55.37, 55.17, 56.77
339,Interest Income From Bank Subs, 3.20,3.77,2.40,2.57,2.48
340,Mgt & Serv Fees From Bank Subs, 3.22,2.74,2.62,3.05,2.77
341,Other Income From Bank Subs,0.00,0.02,0.02,0.02,0.01
342,Mgt & Serv Fees From Nonbank Subs,0.10,0.13,0.12,0.11,0.11
343,Other Income From Nonbank Subs, 0.00,0.00,0.00,0.01,0.01
344,Mgt & Serv Fees From Sub BHCs,0.00,0.06,0.06,0.00,0.04
345,Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
346, PERCENT OF AVERAGE ASSETS:, , , , , 
347," LOAN MIX, % OF GROSS LOANS & LEASES:", , , , , 
348, PERCENT OF TOTAL ASSETS:, , , , , 
349, ANALYSIS RATIOS:, , , , , 
350, PAST DUE AND NONACCRUAL AS % OF LNS&LS:, , , , , 
351, GUARANTEED LOANS AS % OF EQUITY CAP:, , , , , 
352, AS A % OF CONSOLIDATED BHC ASSETS:, , , , , 
353, PERCENT OF SUB BHCs' NET INCOME:, , , , , 
354, 1027004,"45,777,747", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 66 bank holding companies. 
355, 09/30/2006,09/30/2005,12/31/2005,12/31/2004,12/31/2003, 
356, 09/30/2006,09/30/2005,12/31/2005,12/31/2004,12/31/2003, 
357, 1379552," 155,199,559", ABN AMRO NORTH AMERICA HOLDING,"CHICAGO, IL", , 
358, 1078604,"54,284,641", AMSOUTH BANCORPORATION,"BIRMINGHAM, AL", , 
359, 1199563,"20,947,768", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
360, 1097614,"11,865,416"," BANCORPSOUTH, INC.","TUPELO, MS", , 
361, 1025608,"67,784,844", BANCWEST CORPORATION,"HONOLULU, HI", , 
362, 1025309,"10,371,387", BANK OF HAWAII CORPORATION,"HONOLULU, HI", , 
